backs of their heads shaved 48
baker to make into loaves 106
balls of froth come floating 41
balls of gold pins amongst 47
balls of your feet should 69
bands of gold lace around 59
banged the door shut behind 791
banged the hall door behind 58
banks of these great rivers 91
banks of those great rivers 108
banks of turf were broken 92
banks of wood were broken 89
banks to lend more freely 116
banks to their most credit 71
bards of past ages strode 85
based in part upon earlier 85
based in south west africa 41
based on data from actual 117
based on data from animal 201
based on data from annual 47
based on data from another 92
based on data from census 89
based on data from earlier 121
based on data from existing 57
based on data from figure 66
based on data from office 52
based on data from public 49
based on data from recent 53
based on data from sample 48
based on data from tables 162
based on data from twenty 87
based on data from united 110
based on data from various 411
based on four main points 61
based on ideal body weight 802
based on only three points 61
based on past time series 45
based on soil test values 75
based on some other factor 132
based on some other ground 161
based on some other source 56
based on some very simple 128
based on such data should 46
based on their body weight 108
based on their fair market 304
based on their fair values 365
based on their firm belief 43
based on their health status 159
based on their high degree 40
based on their high school 175
based on their most recent 169
based on their past actions 49
based on their past record 67
based on their test scores 585
based on these data should 205
based on these test scores 46
based on these three levels 45
based on these three points 81
based on these three scales 45
based on three main points 201
based on three very simple 50
based on very good reasons 43
based on what came before 65
based on what must happen 105
based on what went before 46
based on what were called 86
based on what were thought 56
based on what will happen 72
based on your body weight 81
based on your filing status 183
based on your most recent 184
based on your work habits 48
based on your work record 73
basis is such fair market 47
basis of data from various 99
basis of ideal body weight 70
basis of some other factor 74
basis of some very simple 43
basis of their body weight 60
basis of their fair market 191
basis of their fair values 125
basis of their health status 85
basis of their high school 390
basis of their more recent 72
basis of their most recent 89
basis of their past record 311
basis of their test scores 596
basis of their voting record 41
basis of their voting strength 56
basis of their will freely 53
basis of these bare pleadings 40
basis of these data whether 42
basis of these four points 47
basis of these test scores 101
basis of these three points 91
basis of what will become 46
basis of what will happen 78
batch or plug flow reactor 162
bathed in filth from monday 84
baulk the very next moment 78
beasts to their hiding places 65
beauty in very great measure 53
beauty of what went before 51
beauty of your mind neither 297
began at half past eleven 83
began to back away before 62
began to back away slowly 127
began to back away toward 122
began to bark very hoarse 44
began to break away before 95
began to break down almost 95
began to break down around 63
began to break down before 86
began to break down through 66
began to break down toward 50
began to break into houses 49
began to break into pieces 65
began to break last winter 49
began to break when through 52
began to call down curses 210
began to call their rivals 69
began to call three evenings 42
began to cast their shadow 101
began to clear their throats 126
began to come down harder 315
began to come down heavily 116
began to come down through 41
began to come from abroad 48
began to come from england 112
began to come from europe 59
began to come from france 41
began to come from various 71
began to come full circle 46
began to come into clearer 43
began to come into closer 162
began to come into common 189
began to come into effect 171
began to come into england 41
began to come into fashion 393
began to come into greater 49
began to come into notice 105
began to come into public 86
began to come more freely 63
began to dawn upon french 44
began to draw more heavily 57
began to draw their swords 45
began to edge back toward 77
began to fade away before 95
began to fade from memory 127
began to fade from public 155
began to fade into memory 44
began to fall back across 51
began to fall back before 303
began to fall back slowly 168
began to fall back through 44
began to fall back toward 284
began to fall even before 48
began to fall even harder 47
began to fall into arrears 128
began to fall into disuse 1261
began to fall just before 57
began to fall more heavily 464
began to fall more thickly 76
began to fall very heavily 230
began to fall well before 42
began to feed upon itself 87
began to feel even better 120
began to feel less afraid 72
began to feel less anxious 163
began to feel less guilty 69
began to feel less lonely 63
began to feel less secure 83
began to feel life tedious 81
began to feel like myself 163
began to feel like someone 115
began to feel like something 140
began to feel more anxious 46
began to feel more deeply 102
began to feel more keenly 107
began to feel more kindly 125
began to feel more normal 168
began to feel more secure 1566
began to feel much better 2799
began to feel safe enough 114
began to feel safe without 43
began to feel sick inside 131
began to feel some degree 64
began to feel some doubts 82
began to feel some little 111
began to feel some qualms 119
began to feel some relief 172
began to feel some slight 51
began to feel their strength 283
began to feel very afraid 44
began to feel very anxious 353
began to feel very curious 62
began to feel very drowsy 98
began to feel very guilty 179
began to feel very keenly 40
began to feel very lonely 386
began to feel very sleepy 242
began to feel very strange 261
began to feel very thirsty 225
began to feel very unwell 283
began to feel warm inside 107
began to feel well enough 205
began to fill their plates 110
began to find more lovely 48
began to find their places 52
began to find their voices 125
began to find very little 41
began to fire from behind 52
began to fire their cannon 107
began to fire their rifles 128
began to fire their weapons 94
began to flee from before 93
began to flow from europe 42
began to flow into canada 53
began to flow into england 104
began to flow into europe 91
began to flow into mexico 54
began to flow more freely 622
began to flow more readily 41
began to free their slaves 108
began to gain some ground 71
began to gain some strength 54
began to gain some weight 52
began to give away kingdoms 55
began to give more serious 144
began to give more thought 150
began to give more weight 62
began to give some credit 41
began to give some serious 51
began to give some thought 531
began to gleam from without 64
began to grow cold toward 51
began to grow dark before 43
began to grow even before 46
began to grow even faster 43
began to grow into cities 56
began to grow into something 136
began to grow more active 78
began to grow more copious 65
began to grow more serious 115
began to grow more slowly 128
began to grow much faster 100
began to grow very anxious 168
began to grow very scarce 43
began to grow very sickly 46
began to grow very slowly 103
began to have great doubts 146
began to have high notions 77
began to have more effect 47
began to have more energy 41
began to have more serious 86
began to have some doubts 787
began to have some effect 711
began to have some impact 218
began to have some little 135
began to have some qualms 75
began to have some second 134
began to have some serious 175
began to have some slight 66
began to have some strange 45
began to have their doubts 515
began to have their effect 1442
began to have their impact 164
began to have very little 40
began to have very serious 90
began to have very severe 51
began to hold mass meetings 120
began to hold their annual 57
began to hold their meetings 175
began to howl like wolves 118
began to inch back toward 47
began to join their voices 58
began to know your writings 48
began to leave their houses 67
began to leave their island 45
began to leave their native 99
began to leave their places 111
began to lick their bloody 117
began to lick their wounds 170
began to lift their voices 71
began to load their rifles 40
began to look back longingly 55
began to look down street 101
began to look less likely 45
began to look less secure 56
began to look like another 151
began to look like itself 44
began to look like luxury 69
began to look like someone 54
began to look like something 290
began to look more appealing 99
began to look more deeply 194
began to look more kindly 116
began to look more likely 43
began to look more normal 61
began to look more serious 275
began to look more toward 53
began to look much better 252
began to look upon itself 108
began to look upon myself 356
began to look very bright 50
began to look very gloomy 71
began to look very serious 544
began to loom ever larger 74
began to lose other trucking 58
began to lose some ground 48
began to lose their charms 44
began to lose their credit 71
began to lose their earlier 129
began to lose their effect 180
began to lose their former 143
began to lose their initial 59
began to lose their luster 100
began to lose their powers 48
began to lose their special 43
began to lose their spirit 51
began to lose their status 83
began to lose their strength 208
began to lose their terror 100
began to lose their weight 56
began to lose what little 156
began to make good headway 53
began to make great headway 51
began to make land grants 43
began to make loud noises 86
began to make more serious 51
began to make slow answer 48
began to make some amends 68
began to make some changes 226
began to make some effort 40
began to make some figure 121
began to make some headway 720
began to make some impact 121
began to make some little 75
began to make some remark 61
began to make some serious 50
began to make some slight 51
began to make their claims 43
began to make their coffee 45
began to make their effect 40
began to make their escape 179
began to make their impact 334
began to make their retreat 41
began to make their rounds 86
began to make their voices 396
began to make their weight 134
began to make very serious 55
began to make very severe 40
began to make very violent 55
began to melt away before 245
began to melt away through 111
began to mingle more freely 47
began to move away slowly 102
began to move away through 101
began to move away toward 81
began to move back across 55
began to move back slowly 41
began to move back through 44
began to move back toward 450
began to move down across 40
began to move down toward 81
began to move even faster 70
began to move from before 190
began to move from english 60
began to move into kansas 41
began to move less slowly 51
began to move more freely 208
began to move more slowly 504
began to move much faster 52
began to move north toward 48
began to move south toward 67
began to move their troops 40
began to move very slowly 451
began to open upon plains 69
began to open very slowly 65
began to pity poor madame 51
began to plan their escape 93
began to plan their future 112
began to plan their return 59
began to play more active 44
began to play over dorothea 71
began to play some rattling 69
began to play their cannon 68
began to play very softly 225
began to pour back across 58
began to pour down through 50
began to pour into boston 59
began to pour into canada 56
