bear a steady fixed rule 283
beat a smart mouse like 53
bed i might never have 44
being a brave jolly dame 56
being a first greek reading 400
being a first latin reading 497
being a guest under their 46
being a negro named john 139
being a place where only 48
being a place where there 84
being a stream flowing forth 63
boy i could climb like 49
boy i could never walk 43
bring a black child into 47
bring a civil action when 42
bring a class action suit 314
bring a healthy child into 63
bring a large force into 78
bring a worthy people forth 44
but a basic human need 47
but a brief period when 95
but a brief plunge down 59
but a brief while when 46
but a child could have 115
but a child would have 157
but a child would think 63
but a claim would have 55
but a close watch must 53
but a devil whose time 43
but a dozen hands were 46
but a dozen miles away 64
but a dozen miles from 120
but a dozen times during 44
but a dozen yards away 64
but a dozen yards from 51
but a faint light came 41
but a faint light from 48
but a first violin part 51
but a ghost would look 51
but a greek could have 105
but a guess might turn 42
but a hairy brute like 44
but a house built upon 61
but a large force came 69
but a large round hole 41
but a large trout having 41
but a light shone from 93
but a looking round upon 51
but a loose brown robe 66
but a lover could have 60
but a lover might have 44
but a lover would have 57
but a lurid spark upon 144
but a mother could have 112
but a mother would have 99
but a mouse click away 56
but a mouse could have 220
but a naked river bank 80
but a place where there 188
but a power which must 61
but a queen could have 164
but a quick phone call 51
but a reply brief must 123
but a rifle takes time 48
but a seaman could have 52
but a seeking after ideal 79
but a short breathing time 74
but a short drive away 133
but a short drive from 192
but a short league from 67
but a short march from 79
but a short period will 65
but a short space from 70
but a short stage from 62
but a short stand there 169
but a short while back 235
but a short while when 273
but a small child when 50
but a small first step 46
but a small force left 41
but a small force north 93
but a small light having 61
but a small party come 59
but a small round hole 41
but a small space left 63
but a small taste will 48
but a small though very 43
but a smart saucy girl 54
but a smile could make 54
but a squaw could have 62
but a stream would rise 56
but a sword which must 55
but a turning point came 70
but a vital change will 42
but a voice speaking from 120
but a white human form 155
but a whole hydra more 114
but a whole world away 61
but a woman could have 488
but a woman could only 52
but a woman could tell 53
but a woman whose mind 115
but a woman would have 317
but a woman would think 76
but a world apart from 106
but i again catch five 45
but i could catch only 42
but i could easily come 47
but i could easily find 46
but i could easily give 55
but i could easily have 237
but i could easily make 112
but i could enjoy nothing 74
but i could gather from 80
but i could gather nothing 65
but i could guess from 64
but i could guess what 266
but i could never come 134
but i could never deny 61
but i could never draw 48
but i could never fall 45
but i could never feel 289
but i could never find 1732
but i could never give 154
but i could never hate 45
but i could never have 1982
but i could never help 104
but i could never hold 64
but i could never hope 52
but i could never keep 244
but i could never know 51
but i could never learn 593
but i could never leave 132
but i could never like 134
but i could never live 572
but i could never look 135
but i could never love 283
but i could never make 1024
but i could never meet 99
but i could never pass 186
but i could never play 52
but i could never reach 115
but i could never seem 178
but i could never sell 47
but i could never show 40
but i could never speak 104
but i could never stay 93
but i could never stop 68
but i could never take 187
but i could never talk 90
but i could never teach 86
but i could never tell 514
but i could never think 287
but i could never work 122
but i could prove nothing 119
but i could sense from 42
but i could sense their 88
but i could still feel 936
but i could still give 67
but i could still have 87
but i could still look 43
but i could still make 487
but i could still move 71
but i could still tell 141
but i could still think 42
but i could still walk 71
but i could touch nothing 42
but i could write nothing 52
but i doubt anything will 53
but i feared still more 171
but i might easily have 64
but i might never have 126
but i might seize upon 50
but i might still have 42
but i never again heard 129
but i never asked what 70
but i never cared much 434
but i never could come 63
but i never could feel 129
but i never could find 1225
but i never could have 1352
but i never could keep 154
but i never could learn 527
but i never could look 95
but i never could love 45
but i never could make 520
but i never could meet 42
but i never could seem 96
but i never could show 64
but i never could take 113
but i never could tell 207
but i never could think 156
but i never dared tell 67
but i never found time 96
but i never lived there 100
but i never quite felt 48
but i never quite knew 127
but i never quite know 42
but i never quite made 90
