babe hath been gifted with 204
baby and much pleased with 44
baby was born without any 65
baby with wild wolves all 43
back and fell across his 146
back and find another way 255
back and fore sights are 48
back and forth across all 288
back and forth across and 315
back and forth across any 61
back and forth across asia 51
back and forth across both 105
back and forth across each 441
back and forth across her 7720
back and forth across him 75
back and forth across his 9902
back and forth across its 2305
back and forth across long 41
back and forth across new 98
back and forth across one 474
back and forth across our 1288
back and forth across that 1699
back and forth across them 1291
back and forth across this 2906
back and forth across two 90
back and forth amongst them 40
back and forth around and 44
back and forth around her 197
back and forth around him 176
back and forth around his 342
back and forth around its 127
back and forth around that 50
back and forth around them 124
back and forth around this 77
back and forth before being 40
back and forth before each 100
back and forth before her 672
back and forth before him 1058
back and forth before his 1769
back and forth before its 46
back and forth before one 56
back and forth before our 100
back and forth before she 74
back and forth before them 375
back and forth before they 303
back and forth before this 41
back and forth before you 153
back and forth behind her 478
back and forth behind him 308
back and forth behind his 901
back and forth behind our 49
back and forth behind them 286
back and forth beside her 121
back and forth beside him 67
back and forth beside his 92
back and forth faster and 150
back and forth faster than 338
back and forth freely and 65
back and forth gently and 56
back and forth inside her 361
back and forth inside him 44
back and forth inside his 484
back and forth inside its 48
back and forth loaded with 56
back and forth searching for 271
back and forth slowly and 416
back and forth slowly with 50
back and forth through all 486
back and forth through any 57
back and forth through both 52
back and forth through each 158
back and forth through her 1030
back and forth through his 2029
back and forth through its 747
back and forth through one 282
back and forth through our 323
back and forth through that 498
back and forth through them 348
back and forth through this 1492
back and forth through two 147
back and forth toward and 99
back and forth toward each 88
back and forth without any 1594
back and forth without being 422
back and forth without end 83
back and forth without fear 99
back and forth without going 41
back and forth without too 42
back and half closed her 77
back and half closed his 221
back and have another try 147
back and have dinner with 160
back and have supper with 56
back and look another way 86
back and said something that 55
back and take another head 44
back and tied behind her 92
back and took another long 119
back and took another sip 231
back and went through his 74
back and work through that 41
back for what turned out 41
back had been bothering him 132
back had been broken and 152
back had been toward him 46
back had been turned and 43
back had been turned for 171
back her hair behind her 91
back his coat sleeve and 113
back its ideal visions with 67
back not much further than 57
back one step further and 130
back with arms folded and 149
back with eyes closed and 229
back with heavy losses and 194
back with pale cheeks and 64
back with their drinks and 104
back with torn sheets and 140
bade that none attend him 48
bade them take notice that 307
bags had been filled with 84
bags had been packed and 66
bags had been packed for 49
bags that were filled with 52
bald head much pinker than 47
ball had gone through her 55
ball had gone through his 331
ball had torn through her 46
ball has been batted out 53
ball not much larger than 41
band who have merged all 107
band who were fighting for 47
bank and post office and 51
bank had been closed for 43
bank had been robbed and 185
bank has been robbed and 49
bank that rose fronting our 49
bare and open without any 99
bark and some bushes set 48
bark cup ready before any 40
bark had been peeled off 248
bark has been peeled off 196
barn had ever formed one 79
bars one inch square and 55
base has been created and 40
base has been created for 95
base that will enable them 61
beach and nick lifted out 48
beach was also strewn with 52
beads she wore around her 91
beaming with good nature and 158
beans and rice cooked with 41
beans are just tender but 46
beans are very tender and 126
beans with their liquid and 58
beard had been shaved off 138
beard was shot through with 40
beard was well shaped and 90
bearing all down before them 42
bearing not only plants but 62
bears are laid before him 50
beast and fish seemed all 81
beast was very stupid and 68
beating his arms across his 78
beating out their brains with 146
beating them into pieces with 65
beds and biting pieces out 49
beds are more stable than 56
beds with clean sheets and 69
beds with their swords and 61
been all over europe and 176
been and look around for 86
been and what should they 109
been and will remain for 102
been and will remain one 217
been any great demand for 71
been any just ground for 161
been any more severe than 41
been any other person than 129
been both less severe and 41
been cut down before his 40
been cut down before they 65
been cut into pieces and 289
been cut into pieces for 42
been cut into slices and 43
been cut into strips and 252
been doing much better than 146
been doing some strange things 43
been far from heresy and 41
been far from pleased with 84
been far less active than 51
been far less common than 116
been far less costly than 55
been far less likely than 60
been far less marked than 61
been far less searching and 104
been far less serious than 94
been far less severe than 130
been far less stable than 42
been far more active and 92
been far more active than 273
been far more bitter for 50
been far more brutal than 51
been far more common and 47
been far more common for 78
been far more common than 481
been far more cordial than 49
been far more costly and 88
been far more costly than 169
been far more damaging than 62
been far more exciting than 68
been far more likely than 182
been far more marked than 70
been far more modest than 98
been far more potent than 100
been far more serious and 87
been far more serious for 70
been far more serious had 82
been far more serious than 512
been far more severe and 76
been far more severe than 351
been far more stable than 147
been far more striking than 69
been far more subtle and 67
been far more subtle than 40
been far more united and 89
been far more useful and 62
been far more useful for 53
been far more useful had 70
been far more useful than 120
been far more varied and 42
been far more varied than 60
been far more violent and 46
been far more violent than 108
been far more widely read 59
been for other reasons than 40
been for some indians that 83
been for these reasons that 224
been for your timely aid 53
been going from supper with 43
been going more plenty than 57
been her best friend all 105
been her best friend and 177
been her best friend for 254
been her sole attire for 63
been his best friend and 271
been his best friend for 220
been his early friend and 68
been his fate before now 42
been his free choice and 81
been his good friend and 49
been his great friend and 60
been his most widely read 40
been his only motive for 54
been his sole motive for 46
been his warm friend and 49
been hit even harder than 71
been hit from behind and 63
been hit from behind with 49
been hit much harder than 63
been its most active and 48
been long gone before her 47
been long there before she 55
been long there before they 46
been not much better than 70
been not much greater than 57
been not much higher than 51
been not only futile but 121
been not only reached but 43
been not very unlike that 117
been one great yellow and 53
been our best friend and 52
been our only refuge and 44
been out here before and 42
been out once already with 75
been put down before they 55
been put down without any 57
been put into actual use 101
been put into effect and 838
been put into effect but 40
been put into effect for 400
been put into effect had 47
been put into effect long 54
been put into effect than 53
been put into effect that 163
been put into effect they 54
been put into effect with 346
been put into prison and 99
been put into prison for 217
been put more clearly than 60
been read into memory and 52
been read more widely than 86
been set forth clearly and 85
been set forth without any 45
been ten years building this 41
been ten years earlier and 93
been ten years younger and 123
been ten years younger than 237
been that poor peasant with 164
been that poor robert was 161
been that there should not 40
been too busy fighting for 83
been too busy searching for 44
been too much before our 41
been too much busied with 62
been too much engaged with 217
been too much heeded and 65
been too much pleased with 51
been too much struck with 136
been too much united with 42
been too well pleased with 92
been two days without any 56
been two days without eating 75
been two main reasons for 357
been two main reasons why 53
been two years before and 57
been two years earlier and 51
been two years younger than 133
been with great regret that 58
been with great relief that 202
been with some regret that 40
been with some relief that 429
been with your family for 44
been yet more violent than 82
beer and soft drinks and 224
beer and soft drinks are 245
beer and soft drinks for 80
beer has been brewed for 48
bees and their habits than 55
bees hum their drowsy song 52
begs you will accept her 53
begs you will accept this 97
begs you will excuse her 128
begs you will excuse him 60
beings and their actions and 50
beings and their actions are 47
beings and their nature and 42
beings are more sacred than 49
beings who have bodies and 46
bell and gave orders for 56
bell and gave orders that 73
belt she wore around her 75
bent her arms behind her 59
bent his knee before her 522
bent his knee before him 138
bent his knee before his 112
bent them down before with 53
best and cheap enough for 45
best and least costly way 59
best and most active men 68
best and most amiable men 100
best and most common way 69
best and most costly things 41
best and most direct way 332
best and most earnest men 50
best and most facile way 66
best and most frugal way 150
best and most gifted men 139
best and most honest and 81
best and most honest men 113
best and most honest way 65
best and most humane way 58
best and most lawful men 59
best and most learned men 350
best and most obvious way 98
best and most proper for 80
best and most proper way 57
best and most recent are 52
best and most secure way 68
best and most speedy way 48
best and most striking things 71
best and most useful and 48
best and most useful are 45
best and most useful for 254
best and most useful men 260
best and most useful things 115
best and most useful way 74
best and most widely read 400
best and only chance for 60
best and only friend and 58
best and only remedy for 88
best are good enough for 68
best can only prolong her 83
best for their babies and 47
best for their family and 48
best for their safety and 429
best for your family and 118
best men were killed and 53
best our high school can 144
best was good enough and 40
best was good enough for 1030
bide her time before she 48
bids you walk humbly with 77
bill for high treason was 59
bill for their relief was 138
bill had been issued and 70
bill had been passed and 233
bill had been passed for 140
bill had been worked out 50
bill has been framed and 42
bill has been issued for 90
bill has been passed and 142
bill has been passed for 54
bill that came before him 43
bill was also passed for 170
bill was duly passed and 51
bill was much higher than 47
bind his arms behind him 89
bind his arms behind his 51
bird had told ernest that 49
bird not much larger than 95
bird that only chirps and 40
bird with soft feathers and 297
birth are more likely than 59
birth had been hailed with 57
bled for their rights and 87
blew her hair across her 385
blew her hair around her 136
blew her nose before she 42
blew her nose loudly and 193
blew her veil across her 44
blew his hair across his 75
blew his nose loudly and 290
blew his nose through his 75
blew out their brains with 75
blew out their cheeks and 114
blot out these scenes and 169
blow all their brains out 120
blow had been struck and 258
blow had been struck for 297
blow had been struck not 47
blow had been struck that 44
blow had been struck too 47
blow had been struck with 131
blow has been struck and 68
blow has been struck for 141
blow his damn brains out 41
blow out their brains with 91
blow out your brains and 72
blow out your brains with 92
blow with great strength and 40
blue and blue litmus red 69
blue and gold pursue one 49
blur and swim before her 100
boat had been filled with 76
boat had been fitted with 43
boat had been loaded with 43
boat had been pushed off 126
boat had just reached her 42
boat not much bigger than 58
boat not much larger than 41
boat was half filled with 134
boat was much larger than 66
boat was much slower than 57
boat was sent ashore and 82
boat was sent ashore for 155
boat was sent ashore with 238
boat was soon filled with 59
boat was well filled with 53
boat with deck chairs and 46
body and mind become one 165
body and mind before them 90
body and mind before they 49
body and mind should not 78
body and soul become one 61
body and soul united with 48
body and soul without any 43
body and stem enough for 48
body and your spirit are 62
body are much larger than 80
body cut into pieces and 116
body had been broken and 81
body had been buried and 99
body had been buried for 145
body had been buried with 88
body had been burned and 150
body had been coated with 131
body had been created for 55
body had been filled with 85
body had been fished out 284
body had been placed and 54
body had been placed for 43
body had been placed was 47
body had been placed with 47
body had been pulled out 147
body had been rubbed with 46
body had been smeared with 54
body had been stolen and 61
body had been treated with 70
body had been washed and 282
body had been washed with 50
body has been broken and 42
body has been buried and 92
body has been buried for 89
body has been created for 87
body has been filled with 63
body has been formed and 59
body has been pulled out 43
body has been washed and 115
body has been worked out 91
body not much larger than 63
body was bare except for 105
body was hearing amongst them 85
body was laid beside his 81
body was laid beside that 168
body was much greater than 43
body was much larger than 73
body was sent ashore with 42
body was shot through with 88
body was well formed and 87
body was well formed for 40
boil and boil gently for 372
boil and cook gently for 265
boil and cook slowly for 156
bomb had been tested and 73
bond has been broken and 72
bond has been formed and 45
bond that went deeper than 108
bond that will ensure his 53
bond with their mothers and 53
bone and bone marrow and 80
bone and bone marrow are 96
bone and bone marrow that 40
bone and soft tissue and 299
bone and soft tissue are 249
bone and soft tissue can 106
bone and soft tissue for 49
bone and soft tissue may 87
bone and soft tissue that 171
bone and soft tissue with 93
bone are more common than 42
bone had been broken and 87
bone had been broken off 50
bone has been broken and 68
book are here worked out 81
book for high school and 89
book for those readers who 69
book for young ladies not 71
book for young readers that 105
book for young readers was 58
book goes much further than 83
book had been called for 72
book had been widely read 63
book had been worked out 43
book had gone through six 44
book has also argued that 103
book has been around for 156
book has been called for 124
book has been called one 94
book has been chosen for 82
book has been chosen with 57
book has been created for 45
book has been created with 55
book has been edited and 178
book has been edited for 56
book has been edited with 66
book has been filled with 190
book has been needed for 59
book has been tested and 121
book has been tested with 51
book has been widely read 314
book has been worked out 79
book has dealt mainly with 86
book has gone through two 58
book lay open before her 50
book lay open before him 223
book lay open beside him 49
book lying open before her 65
book lying open before him 422
book one must choose out 54
book that deals mainly with 53
book that will enable you 121
book they most dreaded had 55
book was ever spared out 645
book was more widely read 60
book was much better than 40
book was open before her 42
book was open before him 161
book was very widely read 101
book you have already read 53
book you have before you 208
book you have learned how 60
book you have learned that 92
book you will notice that 352
book you will realize that 167
boom and bust cycles and 209
boom and bust cycles that 344
boom was shut behind them 49
bore all down before him 42
bore his wine cellar and 41
born and bred amongst them 74
born are more likely than 53
born ten years earlier than 76
born two years before his 75
