babe for whom she died 85
baby that ever was born 62
baby that ever was seen 160
baby was born and died 157
baby was born one month 42
baby was born too soon 84
baby was born two days 96
baby was born two years 97
baby was born with down 73
baby was born with only 101
baby was crying and crying 47
baby was limp and made 54
baby who will not stop 119
back all poor dear lucy 54
back all such things into 45
back all those who have 79
back all those who were 66
back and along each side 117
back and arms and legs 636
back and arms and neck 107
back and asking for more 135
back and away they went 177
back and back and back 4127
back and back and forth 124
back and bids him live 40
back and blew her nose 47
back and blew his nose 53
back and down her arms 166
back and down her legs 116
back and down his arms 156
back and down his legs 341
back and drew her into 99
back and drew her mouth 91
back and drew his hand 42
back and find her gone 77
back and find out more 179
back and find out some 57
back and find out what 1954
back and find you gone 56
back and find you here 65
back and flung her arms 109
back and flung his arms 53
back and fold his arms 83
back and forth all along 44
back and forth all over 677
back and forth all week 82
back and forth and also 121
back and forth and back 4645
back and forth and banging 47
back and forth and came 157
back and forth and come 77
back and forth and crying 122
back and forth and down 139
back and forth and even 443
back and forth and feel 71
back and forth and felt 171
back and forth and find 87
back and forth and forth 224
back and forth and from 1655
back and forth and gave 87
back and forth and gazing 48
back and forth and give 169
back and forth and giving 58
back and forth and have 346
back and forth and having 55
back and forth and heard 55
back and forth and held 175
back and forth and into 55
back and forth and just 102
back and forth and keep 197
back and forth and kept 140
back and forth and knew 42
back and forth and left 58
back and forth and look 224
back and forth and made 257
back and forth and make 498
back and forth and making 325
back and forth and many 103
back and forth and moan 45
back and forth and move 96
back and forth and moving 143
back and forth and note 144
back and forth and only 45
back and forth and over 231
back and forth and reading 51
back and forth and said 828
back and forth and saying 324
back and forth and side 981
back and forth and some 217
back and forth and soon 167
back and forth and swinging 47
back and forth and take 70
back and forth and taking 77
back and forth and talk 185
back and forth and their 102
back and forth and there 542
back and forth and threw 56
back and forth and told 76
back and forth and took 90
back and forth and trying 353
back and forth and turn 85
back and forth and waving 111
back and forth and went 65
back and forth and were 293
back and forth and when 249
back and forth and will 73
back and forth and work 69
back and forth but also 74
back and forth but nothing 92
back and forth but there 48
back and forth each time 627
back and forth each week 313
back and forth for days 303
back and forth for five 482
back and forth for four 297
back and forth for half 484
back and forth for many 922
back and forth for more 683
back and forth for most 87
back and forth for over 379
back and forth for some 2198
back and forth for their 146
back and forth for three 821
back and forth for what 486
back and forth for years 1271
back and forth for your 50
back and forth had been 178
back and forth has been 175
back and forth low over 79
back and forth not only 382
back and forth one more 42
back and forth one time 67
back and forth out here 40
back and forth out there 246
back and forth real fast 92
back and forth she went 120
back and forth they went 334
back and forth too fast 91
back and forth too many 70
back and forth too much 412
back and forth was very 82
back and forth with arms 82
back and forth with ever 46
back and forth with eyes 46
back and forth with food 249
back and forth with glee 45
back and forth with great 1331
back and forth with half 41
back and forth with heavy 94
back and forth with huge 74
back and forth with just 114
back and forth with many 108
back and forth with more 247
back and forth with much 179
back and forth with only 206
back and forth with other 567
back and forth with slow 75
back and forth with some 570
back and forth with such 915
back and forth with tears 59
back and forth with their 3788
back and forth with these 120
back and forth with those 103
back and forth with time 68
back and forth with very 82
back and forth with what 177
back and forth with your 2057
back and forth you will 79
back and gave her some 98
back and gave him room 311
back and gave him some 256
back and give her some 241
back and give him room 125
back and give him some 271
back and give them more 40
back and give them room 40
back and give them some 113
back and give you some 146
back and have him shot 97
back and have one more 59
back and held her arms 138
back and held her breath 160
back and held her down 48
back and held her face 44
back and held her hand 200
back and held her there 48
back and held him down 141
back and held him there 49
back and held his arms 146
back and held his away 169
back and held his breath 163
back and held his hand 227
back and held them there 106
back and help her poor 59
back and here and there 108
back and hips and legs 42
back and into her hair 153
back and into his arms 131
back and into his heart 91
back and join our sick 60
back and keep him from 127
back and keep his hand 59
back and keep them from 134
back and keep them there 104
back and keep you from 145
back and kept her eyes 103
back and kept his eyes 127
back and kept them clear 62
back and kick his legs 48
back and laid her finger 65
back and laid her hand 327
back and laid him down 54
back and laid his hand 301
back and leave him there 162
back and leave you here 116
back and left him there 64
back and left leg pain 360
back and left them there 48
back and legs and arms 245
back and live with their 78
back and live with your 127
back and look for more 188
back and look for your 52
back and made him sick 103
back and make his peace 53
back and make one more 109
back and make them sure 42
back and meet you here 41
back and mingle with those 48
back and note that there 83
back and open his mouth 133
back and over her hips 254
back and play with your 257
back and puts his feet 98
back and ride you like 65
back and said that there 404
back and said they were 744
back and said you were 167
back and sank his teeth 45
back and save them from 46
back and saying things like 52
back and sent him flying 114
back and shot out anew 41
back and show you what 153
back and shut her eyes 1597
back and shut his eyes 2346
back and soon they were 51
back and stay with your 177
back and sued for peace 63
back and swung her feet 105
back and swung her legs 184
back and swung his feet 103
back and swung his legs 140
back and tail are dark 44
back and take her away 170
back and take her home 116
back and take him home 179
back and take off your 43
back and take one more 43
back and take that young 49
back and take you away 154
back and take you home 193
back and talk things over 105
back and tell all your 45
back and tell each other 112
back and tell her what 467
back and tell him what 888
back and tell his wife 107
back and tell them their 77
back and tell them what 716
back and tell you more 41
back and tell you there 403
back and tell you what 1506
back and tell you when 74
back and there had been 100
back and there they were 145
back and there was nothing 403
back and there was only 108
back and there was some 101
back and think how much 116
back and think things over 47
back and think you were 165
back and threw her arms 284
back and threw him into 113
back and threw him over 41
back and threw his arms 192
back and threw them into 98
back and told her what 259
back and told him what 698
back and told his wife 314
back and told them what 468
back and took her away 87
back and took her face 140
back and took her hand 805
back and took him away 98
back and took him home 42
back and took him into 55
back and took his hand 399
back and took his time 40
back and took his wife 101
back and took off their 100
back and took one last 106
back and toss him like 46
back and turn her over 44
