barely their 85 barely live 44
became rest 145 became well 43
became healing 84 became july 159
became june 161 became july 444
became june 417 became years 92
became deep 68 became faith 69
became good 88 became great 1133
became high 63 became many 154
became mark 422 became means 261
became more 101 became much 283
became note 365 became peace 457
became some 564 became such 222
became vast 41 became very 47
became wealth 588 became wide 142
became whom 69 became great 51
became save 46 became port 55
became some 89 became iron 48
became coping 92 became dealing 106
became life 24760 became living 233
became making 190 became saying 109
became seeing 74 became trying 48
became feed 48 became help 47
became keep 74 became make 144
become rest 86 become vice 50
become wild 74 become dust 46
become like 630 become must 116
become will 62 become life 69
become same 196 become soon 56
become well 40 become last 80
become least 74 become once 49
become must 79 become your 118
become faith 118 become good 81
become great 608 become high 166
become iron 49 become many 99
become mark 394 become means 316
become more 98 become much 146
become note 268 become peace 531
become rank 104 become some 532
become such 215 become vast 43
become very 47 become wealth 334
become wide 60 become worth 102
become your 236 become whom 53
become port 47 become most 95
become well 40 become india 101
become free 44 become coping 184
become dealing 99 become giving 45
become life 61536 become living 635
become making 258 become saying 87
become seeing 75 become make 60
becoming great 60 becoming high 112
becoming mark 127 becoming means 113
becoming note 68 becoming some 68
becoming wealth 104 becoming life 4876
before grim 40 before such 70
before made 65 before girl 105
before made 63 before over 124
before rest 65 before done 58
before other 167 before time 88
before able 76 before born 137
before free 56 before great 40
before high 42 before such 59
before goal 59 before whom 76
before born 65 before over 693
before past 204 before more 42
before shit 125 before back 40
before able 55 before even 84
before free 132 before made 51
before ready 48 before said 49
before sure 1003 before much 208
before what 85 before ahead 98
before back 356 before home 383
before into 78 before over 169
before much 46 before down 97
before work 43 before much 47
before other 42 before same 68
before only 96 before back 99
before into 54 before know 153
before town 43 before work 242
before your 66 before there 118
before here 42 before there 40
before back 259 before home 49
before into 62 before breath 101
before eyes 77 before feet 51
before hand 43 before mind 43
before mouth 91 before next 40
before deck 81 before book 47
before call 458 before door 87
before full 51 before last 112
before least 54 before news 75
before word 76 before aunt 49
before camp 75 before high 101
before know 2579 before meet 63
before talk 59 before town 64
before work 221 before your 103
before from 110 before here 69
before there 132 before least 45
before baby 98 before heart 47
before last 67 before sore 110
before talk 70 before much 570
before baby 559 before door 94
before dream 182 before good 275
before heart 91 before least 555
before means 124 before most 126
before time 329 before word 66
before call 143 before come 201
before drop 44 before face 749
before find 40 before give 286
before have 64 before leave 4447
before look 141 before make 609
before meet 205 before move 150
before pick 100 before play 85
before pull 76 before quit 75
before rest 43 before rush 63
before send 66 before show 57
before speak 73 before stop 380
before take 825 before talk 47
before tell 112 before think 50
before throw 61 before turn 221
before walk 74 before work 49
before note 57 before deck 45
before door 40 before road 302
before sack 438 before wall 65
before down 744 before hand 43
before fall 40 before leave 55
before wife 51 before wife 371
before lord 48 before young 57
before away 544 before back 373
before down 578 before into 358
before feet 65 before foot 327
before hand 149 before mark 66
before name 75 before helm 56
before bell 329 before book 228
before risk 64 before coming 65
before heard 164 before bird 45
before boat 70 before book 71
before case 123 before door 114
before face 66 before film 76
before girl 50 before last 67
before look 48 before meaning 46
before mouth 179 before name 42
before other 60 before same 73
before sign 43 before tears 61
before wife 44 before like 44
before word 41 before down 230
before eyes 91 before foot 289
before dogs 96 before work 206
before find 43 before give 57
before make 167 before show 50
before take 46 before tell 85
before hour 43 before home 67
before last 126 before high 85
before love 144 before some 54
before fire 58 before great 52
before much 139 before well 50
before come 148 before find 52
before give 189 before have 351
before join 69 before know 57
before learn 115 before leave 4630
before make 297 before meet 546
before move 136 before pick 45
before play 63 before sail 262
before speak 368 before take 409
before turn 59 before wait 57
begged bread 44 begged milk 83
begins more 91 beheld wild 91
beheld whom 52 beheld iron 48
behind rising 70 behind their 81
behind sand 163 behind other 120
behind what 99 behind peace 53
behind cars 190 behind elms 43
behind other 40 behind pine 94
behind seats 92 behind tall 243
behind dogs 67 behind four 184
behind oxen 261 behind life 247
behind more 131 behold these 91
behold less 40 bereave life 429
bestow mine 215 better know 297
better know 553 beyond wine 52
billion cash 145 billion debt 181
billion fees 51 billion fuel 91
billion hard 48 billion health 429
billion lost 2596 billion lost 133
billion their 52 billion arms 136
billion diet 63 billion food 100
billion health 469 billion such 45
billion their 226 billion these 78
billion more 490 billion fund 107
billion help 280 billion keep 154
billion make 51 billion meet 90
billion more 205 billion over 111
billion their 192 billion treat 161
booked more 163 borrow milk 51
borrow your 70 borrow sums 159
bought rice 44 bought soap 110
bought land 235 bought beans 73
bought beer 78 bought coke 64
bought soda 97 bought ride 103
bought these 131 bought those 53
bought wine 51 bought beer 116
bought lamb 97 bought town 44
bought beer 68 bought cheap 114
bought fine 43 bought food 203
bought gold 51 bought good 78
bought junk 58 bought land 734
bought nice 53 bought other 63
bought their 78 bought these 77
bought toys 56 bought wine 61
bought main 59 bought five 44
bought four 59 bought golf 73
bought these 48 bought three 40
bought oxen 126 bought coal 65
bridge time 54 bright some 44
bright ever 101 building hold 54
building steam 131 building life 297
buried gold 174 burned fuel 68
burned wood 63 butler wine 71
