babies fed on breast milk 50
babies for the first three 43
babies for the first time 363
backed for the first time 92
backed out the front door 170
balked for the first time 40
balked him at every turn 87
ballet for the first time 722
ballot for the first time 514
bamboo can be easily bent 41
banana and an orange were 46
banana for the first time 123
banish all the others from 70
banker with an ashen face 56
banned for the first time 132
banner for the first time 136
banner with the royal arms 96
barber for the first time 53
barely get the words past 171
barely got to sleep when 72
barely hit the water when 42
barely out of junior high 89
barely out of sight when 428
barely put the phone down 147
barely read or write when 50
barked for the first time 61
barley and of indian corn 54
barley for the first time 47
barons got the upper hand 42
barons was no longer able 45
barony can be taken away 66
barrel for the first time 194
barrel with my right hand 58
barren are the winding ways 265
basket for the first time 78
basket near the front door 49
basket with the right hand 108
bathtub for the first time 63
batter goes to first base 67
batter out at first base 55
battle and to smite their 47
battle for an alien race 60
battle for the first time 6841
battle for the gothic line 224
battle for the human mind 48
battle for the human soul 147
battle for the moral high 176
battle for the upper hand 117
battle was the first time 46
battle with the roman army 63
battle with the royal navy 225
battle with the state over 55
battle with the whole army 94
battle with the world such 70
beaches can be found along 51
beaches for the first time 42
bearded men in straw hats 42
became for the first time 11734
became for the fourth time 69
became god to create holy 45
became meat to every beast 113
became one of henry viii 56
became with the passing years 42
become for the first time 2707
become law it would have 123
become one by running away 76
becoming all the while more 86
becoming and no passing away 41
becoming and of passing away 195
becoming for the first time 1965
becoming that it would have 47
before all my hopes were 52
before all the boats were 49
before all the facts have 106
before all the facts were 446
before all the others have 49
before all the others were 53
before all the people there 141
before all the people were 57
before all the people will 154
before all the ships were 69
before all the votes were 116
before all the words were 49
before all the world like 45
before all the world such 97
before all the world what 113
before all the world will 41
before and he would have 157
before and it would have 100
before and no doubt will 197
before and on either side 405
before and the people were 90
before and the roads were 87
before and the seven days 54
before and to build your 45
before any thing shall have 50
before each of which there 42
before end of cooking time 495
before for the first time 1073
before going on board ship 93
before going on board such 65
before going on night duty 40
before going to sleep gave 45
before going to sleep last 89
before going to sleep were 64
before going to sleep when 69
before going to sleep will 71
before had he borne such 45
before had he faced such 68
before had he found such 49
before had he known such 413
before had he known what 304
before had he shown such 113
before had he taken such 59
before had no power over 76
before had so often made 86
before had the nation been 84
before had the people been 151
before had the world been 146
before had the world seen 315
before has the black race 118
before has the human race 91
before has the world been 519
before has the world seen 475
before her in sable wrath 60
before her the whole time 42
before him at every step 256
before him at every turn 55
before him he might have 93
before him he would have 345
before him in human form 160
before him in vision what 83
before him on appeal from 49
before him on either hand 46
before him on either side 215
before him on every side 90
before him on which were 78
before him the first time 47
before him the reader will 65
before him the roman army 57
before him the seven days 144
before him the smiling face 47
before him the whole time 60
before him to enter into 43
before him to prove their 42
before long he would come 41
before long he would find 107
before long he would have 924
before long he would make 66
before long it would have 82
before long the people were 41
before long the people will 51
before long the whole city 40
before long the whole herd 45
before long the whole town 68
before long the world will 137
before long we shall find 591
before long we shall have 1495
before long we shall know 50
before long we shall meet 52
before long we would have 209
before may be within hope 67
before one at every turn 43
before one is quite sure 41
before she is anything else 114
before she is eight years 97
before she is forty years 63
before she is taken away 94
before six or seven years 127
before that he could have 62
before that he might have 206
before that he would come 105
before that he would have 684
before that he would like 74
before that he would take 89
before that it might have 103
before that it would have 465
before that we shall have 56
before that we would have 88
before that we would like 63
before them at every step 65
before them at every turn 55
before them by appeal from 72
before them in every other 56
before them in human form 59
before them in legal form 71
before them of plunging into 40
before them on appeal from 69
before them on either side 51
before them on every side 55
before them the crowd from 41
before them the first plot 40
before them to enter their 131
before then he would have 56
before then we shall have 95
before they do anything else 848
before they go about their 47
before this he might have 51
before this he would have 160
before this it would have 55
before using the first time 46
before was no longer there 192
before was the first time 127
before you at every step 73
before you do anything else 9540
before you do anything like 84
before you do anything more 204
before you do anything rash 920
before you go about your 40
before you the whole case 50
before you to offer some 67
beggar and the empty soul 59
begged him to allow some 41
begged him to spare their 182
begged him to stand firm 40
begged him to visit their 79
begged him to watch over 113
begged him to write down 134
begged that he might come 107
begged that he might have 835
begged that he might speak 47
begged that he might stay 70
begged that he might take 173
begged that he would call 47
begged that he would come 256
begged that he would give 433
begged that he would have 197
begged that he would keep 49
begged that he would kill 55
begged that he would leave 173
begged that he would make 276
begged that he would send 140
begged that he would show 154
begged that he would speak 79
begged that he would stay 52
begged that he would take 473
begged that he would tell 154
begged that he would wait 80
begged that we might stop 58
begged that we would come 40
begged that we would rest 43
begged that we would stay 52
begged that we would take 58
begged them to burst open 51
