back strengthened the case against 61
bears essentially the same relation 40
been accustomed in their happier 63
been accustomed to come together 81
been accustomed to from infancy 83
been accustomed to give dinners 69
been accustomed to good society 399
been accustomed to hard service 43
been accustomed to have everything 87
been accustomed to hunt together 56
been accustomed to live together 58
been accustomed to look forward 363
been accustomed to meet together 216
been accustomed to mock battles 47
been accustomed to other pleasant 48
been accustomed to past present 100
been accustomed to send members 75
been accustomed to show himself 62
been accustomed to such company 57
been accustomed to such language 250
been accustomed to take alcohol 46
been accustomed to take herself 71
been accustomed to tell herself 47
been accustomed to think herself 67
been accustomed to work together 129
been ambassador to great britain 195
been approached by some foreign 56
been appropriate to give congress 45
been astonished to find himself 160
been attributed by many writers 102
been attributed by most writers 51
been attributed by some critics 87
been attributed by some workers 85
been attributed by some writers 433
been attributed by your enemies 89
been attributed to food allergy 48
been attributed to many factors 676
been attributed to many sources 52
been attributed to other factors 116
been attributed to other sources 51
been attributed to other writers 62
been attributed to such diverse 43
been attributed to such factors 269
been attributed to their ability 255
been attributed to these factors 45
been attributed to three factors 177
been celebrated by many writers 53
been circulated in great britain 52
been compounded by other factors 52
been conditioned by many factors 40
been conditioned by their culture 61
been conditioned by their history 43
been conditioned by their previous 43
been conditioned to like flowers 46
been confounded by many writers 40
been confounded by other factors 42
been confounded by some writers 148
been considered an open question 42
been considered as very popular 67
been considered at length because 67
been considered by great britain 60
been considered by many critics 119
been considered by many eminent 46
been considered by many members 161
been considered by many persons 78
been considered by many workers 230
been considered by many writers 335
been considered by most members 123
been considered by most workers 41
been considered by most writers 150
been considered by other workers 40
been considered by some critics 275
been considered by some persons 141
been considered by some workers 214
been considered by some writers 672
been considered in many studies 95
been considered in most studies 41
been considered in other sections 91
been considered in other studies 53
been considered in their relation 99
been considered in these studies 206
been considered the most ancient 64
been considered the most elegant 49
been considered the most perfect 123
been considered the most popular 60
been considered the most precious 48
been considered the most promising 127
been considered the most reliable 185
been considered the most typical 79
been considered the same species 41
been considered the sole members 71
been considered the very essence 47
been considered to fall outside 94
been consistent in their support 126
been constantly in arms against 68
been controlled by great britain 42
been conversant in these studies 54
been criticized by many writers 119
been criticized by some because 195
been criticized by some experts 56
been criticized by some members 77
been criticized by some persons 44
been criticized by some writers 157
been criticized in some circles 70
been criticized on many grounds 598
been criticized on other grounds 239
been criticized on these grounds 158
been criticized on three grounds 76
been cultivated in great britain 110
been cultivated in north america 56
been cultivated in pure culture 56
been cultivated in south america 110
been designated by some writers 65
been determined by many factors 76
been determined by many workers 66
been determined by other factors 129
been determined by single crystal 85
been determined by such factors 49
been determined by three factors 63
been determined on other grounds 45
been determined to send wilhelm 43
been discharged by such payment 417
been discounted to their present 67
been discovered by some critics 41
been discovered by their effects 45
been discovered in great britain 117
been discovered in great numbers 233
been discovered in north america 442
been discovered in south america 326
been discovered in their country 44
been discovered in these ancient 42
been discovered in these islands 53
been discovered in your western 68
been discovered to have existed 42
been disquieted by their ambition 97
been distracted by other matters 50
been documented by many studies 145
been documented by many workers 50
