babies born 148 barely when 322
battle speak 49 became when 43
became much 266 became over 91
became only 112 became died 146
became took 49 became went 83
became felt 47 became held 44
became knew 77 became some 49
became more 152 became most 145
became very 55 became form 101
became died 102 became took 50
became living 81 became some 56
became only 40 became nothing 49
become also 67 become much 215
become from 41 become have 63
become live 96 become take 68
become soon 109 become will 75
become must 48 become will 85
become more 337 become most 49
become very 56 become form 76
become only 47 become living 129
become true 41 become none 50
becoming much 171 becoming paid 55
befall died 40 before fire 95
before been 42 before lick 43
before over 45 before been 121
before come 142 before form 103
before have 146 before hope 117
before know 86 before make 47
before take 99 before well 101
before been 244 before come 61
before been 65 before time 84
before duty 42 before more 429
before born 182 before gone 173
before gone 139 before over 1168
before past 269 before good 248
before into 211 before into 94
before back 57 before what 40
before your 49 before away 1026
before back 1788 before down 175
before from 55 before hold 148
before home 267 before into 275
before over 260 before some 50
before there 1105 before what 63
before your 43 before from 284
before what 44 before tell 177
before more 139 before what 133
before what 98 before down 374
before your 40 before these 46
before told 41 before went 57
before more 191 before care 72
before even 83 before feel 73
before have 164 before know 1066
before like 112 before think 97
before want 132 before more 176
before from 53 before there 112
before deep 40 before into 51
before corn 363 before more 53
before back 41 before into 77
before back 53 before there 49
before back 46 before clear 105
before hope 45 before kind 43
before more 111 before other 134
before time 82 before true 58
before back 44 before down 114
before half 746 before into 144
before very 67 before well 121
before time 1616 before clear 84
before been 200 before even 87
before seen 121 before half 260
before many 44 before more 51
before these 43 before three 51
before your 63 before down 193
before eyes 263 before foot 108
before home 71 before more 114
before crying 42 before know 45
before come 42 before have 159
before know 80 before speak 83
before take 74 before steam 48
before have 45 before know 71
before take 77 before down 122
before have 206 before into 93
before know 117 before leave 54
before look 42 before pass 53
before take 190 before face 83
before other 51 before down 125
before into 58 before down 46
before away 102 before back 79
before down 53 before into 185
before theory 178 before book 101
before book 205 before more 143
before other 53 before coming 79
before face 158 before coming 98
before last 115 before there 43
before face 250 before name 46
before there 95 before coming 45
before other 44 before more 798
before word 241 before much 114
before leave 52 before once 49
before face 58 before next 114
before safe 71 before from 62
before upon 201 before from 196
before upon 88 before down 49
before last 41 before more 107
before good 44 before back 347
before away 44 before able 53
before sure 48 before into 118
before over 57 before down 52
before free 71 before years 643
before years 1768 before days 45
before years 360 begins back 151
begins more 40 behind desk 89
behind tree 227 behind wall 45
behind make 46 behold glad 234
behold good 2178 behold speak 686
better tell 304 better know 270
billion more 100 billion rising 74
billion were 42 billion five 209
billion four 71 billion health 82
billion their 52 billion these 45
billion three 124 billion been 64
blessing have 222 borrow take 51
borrow from 64 borrow among 66
bottle ants 69 bought took 45
bought calf 62 bought some 49
bought from 148 bought shot 113
bought even 41 bought from 146
bought from 260 bought last 193
bought coat 80 bought from 52
bounds half 45 breasts reach 144
bridge riding 47 broken been 42
brother have 77 brother know 93
brother seen 63 building just 73
building more 634 building much 108
building from 132 building just 55
building site 43 building know 92
building seen 114 building seen 86
