jacketed open kettles 46
japanned iron tobacco 271
jaundice from catarrh 102
jaundice from hepatic 141
jaundice sees everything 57
jaundice were present 40
jaundice will develop 181
jaundice will usually 49
javelins much shorter 73
javelins were carried 80
jawbones from enemies 48
jealously held popular 46
jockeyed into position 1045
journals also appeared 133
journals also carried 85
journals also contain 349
journals also include 184
journals also printed 41
journals also provide 261
journals also publish 324
journals also reflect 57
journals also require 64
journals ever written 46
journals from britain 43
journals from germany 57
journals from january 127
journals from outside 102
journals from overseas 47
journals from related 50
journals from several 124
journals have adopted 259
journals have appeared 785
journals have avoided 62
journals have brought 66
journals have carried 231
journals have devoted 522
journals have emerged 166
journals have evolved 57
journals have existed 50
journals have featured 92
journals have focused 110
journals have largely 79
journals have limited 47
journals have noticed 114
journals have offered 52
journals have pointed 78
journals have printed 63
journals have refused 60
journals have several 67
journals have started 123
journals have usually 45
journals have written 63
journals like college 50
journals like foreign 90
journals like history 40
journals like journal 137
journals like national 59
journals like science 247
journals most closely 52
journals only publish 64
journals some notices 44
journals there appeared 47
journals were allowed 252
journals were beginning 143
journals were brought 174
journals were carried 54
journals were checked 47
journals were covered 68
journals were crammed 41
journals were devoted 410
journals were divided 110
journals were equally 171
journals were flooded 96
journals were founded 1471
journals were hostile 75
journals were indexed 195
journals were largely 102
journals were limited 109
journals were located 47
journals were obliged 91
journals were ordered 67
journals were perhaps 54
journals were printed 510
journals were private 51
journals were replete 96
journals were reporting 84
journals were scanned 101
journals were searched 197
journals were stacked 87
journals were started 790
journals were strongly 41
journals were usually 161
journals were written 807
journals will confirm 47
journals will contain 76
journals will exhibit 50
journals will include 65
journals will provide 206
journals will publish 401
journals will receive 44
journals will require 87
journals will suffice 49
journals will usually 92
journals your library 56
journeying from chicago 40
journeying from country 108
journeying from distant 47
journeying from galilee 59
journeying from memphis 65
journeying from seville 41
journeying from village 134
journeying into unknown 52
journeys from bordeaux 43
journeys from britain 83
journeys from country 182
journeys from distant 72
journeys from galilee 103
journeys from ireland 49
journeys from montreal 40
journeys from village 301
journeys have brought 61
journeys into central 83
journeys into distant 445
journeys into foreign 225
journeys into germany 154
journeys into history 42
journeys into holland 53
journeys into ireland 44
journeys into tartary 43
journeys into unknown 379
journeys made between 321
journeys more quickly 42
journeys over deserts 56
journeys over pleasant 62
journeys those britons 75
journeys were arduous 69
journeys were arranged 60
journeys were carried 167
journeys were cheered 119
journeys were delayed 41
journeys were devoted 50
journeys were fraught 54
journeys were limited 107
journeys were planned 86
