uncle fitzpatrick give 53
under accelerated life 44
under accelerated test 171
under alternative cost 124
under alternative land 156
under alternative sets 316
under alternative uses 81
under alternative voting 179
under antiaircraft fire 88
under appointment from 1027
under appointment made 41
under apprehension from 135
under apprehension lest 44
under appropriation made 819
under arrangements having 55
under arrangements made 6660
under arrangements other 71
under arrangements such 200
under assessments made 53
under assignments made 41
under authoritarian rule 16145
under authorization from 2219
under benedictine rule 186
under bombardment during 58
under bombardment from 1741
under bombardment some 114
under bureaucratic rule 92
under centralized rule 156
under certificate from 155
under charlemagne there 78
under charlemagne were 151
under christopher gist 41
under christopher wren 56
under chronically high 54
under commissioner john 72
under communistic rule 52
under compensation acts 392
under compensation laws 241
under competitive bids 198
under competitive free 149
under competitive note 73
under competitive threat 78
under complicated laws 48
under compressive axial 150
under compressive load 1137
under condemnation from 194
under condemnation till 55
under condemnation were 53
under condemnation when 52
under confederate fire 207
under confederate guns 45
under confederate rule 589
under confinement have 53
under confinement here 40
under confinement there 46
under confinement till 73
under confinement were 42
under confinement when 49
under congressional acts 276
under congressional fire 114
under congressional plan 72
under connecticut laws 86
under consecutive heads 65
under conservation laws 78
under consignment from 70
under constantine there 53
under constantine were 76
under constraints from 123
under constraints like 49
under constraints such 134
under construction along 740
under construction also 160
under construction came 187
under construction come 119
under construction down 100
under construction during 4965
under construction early 198
under construction even 156
under construction ever 41
under construction fell 60
under construction five 71
under construction four 97
under construction from 3627
under construction have 793
under construction having 42
under construction here 598
under construction into 192
under construction just 437
under construction last 50
under construction like 49
under construction made 51
under construction many 48
under construction more 382
under construction must 310
under construction next 374
under construction north 386
under construction only 338
under construction other 43
under construction over 432
under construction plus 59
under construction prior 197
under construction rose 73
under construction show 53
under construction some 141
under construction soon 61
under construction south 267
under construction such 177
under construction there 3108
under construction these 91
under construction three 286
under construction upon 76
under construction were 2816
under construction west 134
under construction when 7385
under construction will 7744
under continental areas 59
under contribution during 100
under contribution even 42
under contribution from 114
under contribution many 85
under contribution more 40
under contribution other 49
under contribution those 83
