ulcer disease refractory 45
ulnar artery compression 48
ultra modern facilities 56
uncle howard determined 117
uncle talked diligently 48
under absurd restraints 98
under acreage allotments 57
under active competition 139
under active cultivation 589
under active examination 273
under active exploration 246
under active government 66
under active management 400
under active preparation 245
under active supervision 240
under actual cultivation 1614
under actual employment 55
under actual examination 143
under actual experience 79
under actual instrument 224
under actual observation 359
under actual operational 186
under actual schoolroom 62
under agency agreements 111
under agency management 266
under agency principles 406
under agency procedures 74
under agency regulations 175
under agency safeguards 303
under agency supervision 204
under agreed procedures 643
under agreed safeguards 61
under agreed supervision 124
under allied commanders 42
under allied supervision 1203
under almost completely 62
under almost continuous 1550
under almost immediately 90
under almost impossible 2147
under almost incredible 511
under almost laboratory 54
under almost overwhelming 44
under annual cultivation 164
under another appellation 193
under another applicable 75
under another application 53
under another appropriate 64
under another arrangement 156
under another combination 41
under another contractor 42
under another department 269
under another description 758
under another designation 219
under another difficulty 132
under another discipline 72
under another government 3388
under another illuminant 219
under another indictment 51
under another individual 43
under another instructor 187
under another instrument 62
under another management 220
under another retirement 114
under another similitude 51
under another supervisor 107
under anxious observation 59
under arable cultivation 1488
under arrest immediately 452
under asiatic influences 95
under astute management 43
under attack constantly 56
under attack everywhere 305
under attack immediately 110
under august displeasure 44
under banana cultivation 255
under barley cultivation 78
under barter agreements 198
under beetling precipices 62
under belgian legislation 61
under belgian management 63
under belgian supervision 67
under benign influences 55
under bestial appearances 72
under better advantages 400
under better controlled 383
under better cultivation 220
under better discipline 985
under better government 170
under better influences 494
under better management 2089
under better observation 48
under better regulations 710
under better supervision 161
under bitter persecution 75
under bodily distempers 46
under bosnian government 84
under brevet lieutenant 459
under bright spotlights 58
under budget constraint 88
under building foundations 92
under building regulations 267
under cartel agreements 69
under cashew cultivation 78
under casual employment 53
under casual observation 199
under celtic influences 56
under changed historical 360
under changed management 43
under charge conjugation 1985
under church discipline 943
under church government 200
under church influences 45
under church management 151
under church supervision 409
under citrus cultivation 113
under clinic supervision 56
under closer examination 2638
under closer government 312
under closer observation 528
under closer settlement 64
under closer supervision 1424
under coffee cultivation 519
under coffee plantations 48
under common assumptions 97
under common cultivation 45
under common definitions 99
under common governance 46
under common government 69
under common influences 355
under common laboratory 61
under common management 1802
under common observation 314
under common principles 201
under common regulations 64
under common supervision 255
under cotton cultivation 2063
under county government 367
under county management 172
under county supervision 281
under credit agreements 138
under crisis management 144
under cyclic compression 211
under cyclic deformation 230
under cyclic mechanical 76
under cyclic permutation 136
under danish government 58
under danish suzerainty 87
under decent supervision 40
under deeper obligations 209
under direct application 51
under direct competition 43
under direct compression 440
under direct cultivation 290
under direct democratic 129
under direct employment 109
under direct endoscopic 1217
under direct engagements 63
under direct examination 5640
under direct government 9148
under direct imperialist 303
under direct inspiration 516
under direct instruction 582
under direct investment 249
under direct legislation 229
under direct management 3754
under direct mechanical 63
under direct microscopy 60
under direct ministerial 384
under direct obligations 59
under direct observation 4856
under direct operational 65
under direct portuguese 136
under direct provocation 93
under direct stimulation 256
under direct supervision 16028
under direct ultrasonic 111
under direct ultrasound 771
under direct university 56
under divers influences 63
under divine assistance 151
under divine constraint 119
under divine discipline 97
under divine displeasure 103
under divine governance 88
under divine government 333
under divine influences 149
under divine inspiration 12448
under divine instruction 302
under divine providence 12212
under divine punishment 49
under divine supervision 216
under doctor supervision 78
under double discipline 45
under double obligations 63
under dwight eisenhower 552
under earlier agreements 214
under earlier enactments 65
under earlier inspiration 40
under earlier legislation 974
under earlier presidents 45
under earlier regulations 175
under eastern influences 160
under eleven categories 85
under eleven successive 53
under enabling legislation 396
under english commanders 77
under english discipline 53
under english governance 42
under english government 691
under english influences 312
under english inspiration 40
under english legislation 148
under english literature 375
under english management 1370
under english protestant 52
under english supervision 353
under english suzerainty 144
under escrow agreements 41
under estate management 58
under ethical categories 139
under ethical guidelines 43
under ethical principles 46
under excise supervision 100
under existing agreements 1349
under existing authorities 265
under existing categories 110
under existing collective 208
under existing conventions 449
under existing definitions 44
under existing directives 47
under existing educational 57
under existing employment 130
under existing enactments 83
under existing extradition 75
under existing facilities 96
under existing franchises 97
under existing government 403
under existing guidelines 149
under existing historical 91
under existing immigration 227
under existing influences 88
under existing legislation 5361
