hail with joy every sign 43
hair and big black eyes 219
hair and big brown eyes 2986
hair and big green eyes 295
hair and big hazel eyes 53
hair and big round eyes 46
hair and big white teeth 62
hair and eye color were 41
hair and her black eyes 82
hair and her brown eyes 87
hair and her dress into 53
hair and her green eyes 152
hair and her hands were 50
hair and her white arms 56
hair and her white face 53
hair and her white skin 100
hair and his brown eyes 72
hair and his hands were 72
hair and his white beard 86
hair and his white face 42
hair and his whole body 128
hair and its inner root 45
hair and jet black eyes 69
hair and long flowing beard 79
hair and long white beard 221
hair and old books upon 83
hair and sad brown eyes 74
hair and she could feel 80
hair and was about five 91
hair had not grown back 128
hair has not grown back 48
hair red and looking like 93
hair set her apart from 46
hair set him apart from 46
hair that had blown into 42
hair that had grown back 71
hair that had never been 164
hair that has never been 77
hair that was falling over 79
hair that was still thick 40
hair that was swept back 70
hair that was turning gray 231
hair was cut short like 899
hair was cut short over 44
hair with her index finger 46
hair with her right hand 727
hair with his right hand 514
hair with his rough hand 48
half and two miles from 100
half apia was under fire 49
half for all hours over 379
half for any hours over 67
half for that white anger 107
half his age would have 120
half his head blown away 537
half his wit would have 62
half long and about half 104
half mad with agony from 71
half pay for seven years 863
half that has never been 102
half that sum would have 139
hall and out again into 61
hall hung with black cloth 42
hand and arm arose from 47
hand and arm could give 62
hand and arm which held 48
hand and arm which move 84
hand and arm would have 63
hand and eye might have 58
hand and has never been 101
hand and her black hair 88
hand and her fingers were 42
hand and her right foot 42
hand and her right hand 204
hand and his fingers were 88
hand and his right foot 83
hand and his right hand 1113
hand and his tongue ready 191
hand and his white hair 128
hand and his whole body 45
hand and its noble body 57
hand and not knowing what 42
hand and she could feel 92
hand and she would have 126
hand and this willing heart 46
hand and with right hand 50
hand but his could have 56
hand had long since gone 45
hand his neat writing lost 58
hand out and shook mine 44
hand she was pulling along 51
hand that had never been 69
hand that she might have 54
hand that she still held 72
hand that she would have 44
hand that was holding hers 216
hand was being taken away 47
hand with her index finger 78
hand with her right hand 269
hand with his index finger 203
hand with his right fist 234
hand with his right hand 1338
hand with his whose heart 84
hand with its index finger 87
hanging head and every mark 44
hanging men and women there 102
hanging out with older guys 46
hanging out with older kids 50
hanging out with people like 116
hangs with its sharp teeth 40
hard and his hands were 65
hard and long about what 126
hard and not waste time 40
hard and she could feel 49
hard and was quite sure 41
hard for her daily bread 110
hard for his daily bread 470
hard for our teens these 93
hard man and stood upon 76
hard that her whole body 95
hard that his might have 69
hard that his whole body 149
hard that his whole face 65
hard that she could feel 168
hard that she nearly fell 68
hard that she would have 71
hard that they could have 41
hard that they could only 51
hard that they would have 121
hard that you would swear 44
hard with her right hand 105
hard with his right fist 53
hard with his right foot 220
hard with his right hand 413
hard won and easily lost 171
hare that had never seen 81
harm had long since been 40
harm than any sitting down 120
harm that can arise from 107
harm that can occur when 43
harm that has since done 45
harm that may arise from 314
harm that may ensue from 92
hast let that rebel youth 55
hate men and women more 119
hate that they would wreak 62
have all but faded away 68
have all but faded from 102
have all but taken over 392
have all got nearly their 47
have all had times when 109
have all her decks open 59
have all his writing done 51
have all long since been 186
have all long since gone 57
have all met people like 43
have all one human heart 195
have all our lives been 369
have all that water down 44
have all things taken from 40
have all things under their 46
have all things which were 51
have all this bother over 42
have all this extra time 48
have all this while been 545
have all too easily been 81
have all too often been 3384
have all too often come 74
have all too often done 44
have all too often heard 49
have all too often left 85
have all too often lost 59
have all too often made 83
have all too often seen 147
have all too often used 100
have all you could wish 44
have and are about taking 43
have and are comes from 43
have and are still making 81
have and can never have 59
have and may never have 211
have and now never will 41
have and they never will 184
have and use every means 114
have and you never will 144
have any being apart from 69
have any fear about taking 52
have any idea about their 106
have any idea about what 1922
have any idea about your 53
have any idea where else 40
have any idea where their 61
have any idea where these 100
have any idea where those 74
have any idea where your 423
have any one breaking your 41
have any real power over 262
have any say about their 54
have any say about what 3431
have both his hands free 60
have but one child living 95
have but one clock left 70
have but one point more 51
have but one right angle 51
have but one short life 50
have but one short step 111
have but one style among 117
have but this short tale 62
have but too often been 142
have but too often seen 72
have but two cutting teeth 54
have cut her throat three 53
have cut his right hand 101
have dear sir thomas when 44
have each man seven arms 45
have far too often been 199
have for any reason been 77
have for its basis only 90
have for our loved ones 40
have for six months been 53
have for that reason been 397
have for this reason been 620
have for this reason left 64
have for this seven years 61
have fun and enjoy life 833
have fun and enjoy their 66
have fun and enjoy what 54
have fun and enjoy your 87
have got any power over 80
have got his facts wrong 59
have got his money back 144
have got our books into 57
have got our hands full 59
have got our wives here 42
have got you under their 45
have had and might have 41
have had and never will 139
have had and shall have 339
have had and still have 3082
have had and would have 98
have had any claim upon 46
have had any doubt upon 123
have had any input into 56
have had any place among 57
have had any power over 124
have had any reason even 84
have had for fifty years 101
have had for forty years 106
have had for quite some 73
have had for seven years 47
have had for thirty years 407
have had for weeks past 44
have had her hands full 339
have had him since many 384
have had him thrown into 69
have had his blood upon 87
have had his hands full 745
have had his hands tied 57
have had his music open 68
have had his quiet much 131
have had his right hand 65
have had his whole army 51
have had its hands full 97
have had its roots deep 92
have had new sails last 49
have had our hands full 261
have had our house full 45
have had ten times less 208
have had ten times more 118
have had ten times their 75
have had that might have 44
have had that would have 97
have had them taken away 49
have had they appear much 68
have had this fatal gift 63
have had this feeling when 44
have had this morning from 42
have had this power over 81
have had two happy days 106
have had two notes from 62
have had two world wars 149
have had with people from 48
have her head nearly over 40
have her ten miles from 155
have his bed moved into 41
have his car under such 164
have his due glory from 70
have his eye fixed upon 91
have his fling until dawn 48
have his own ashes laid 48
have his own blood shed 61
have his own hands free 119
have his own scalp torn 82
have his own sweet will 43
have hung and found just 74
have its own front door 67
have its own local time 45
have led this people forth 177
have led you forty years 372
have let her alone till 56
have let her guard down 211
have let his guard down 164
have let you carry away 45
have long ago acted their 71
have long ago faded from 53
have long ago found their 84
have long ago taken their 54
have long and often been 76
have long had close ties 51
have low red blood cell 61
have men and women been 190
have men and women from 44
have met all tests there 103
have met and known many 64
have met and shall meet 49
have met one within these 75
have met them freed from 80
have met with angels here 137
have met with anything like 97
have met with anything more 133
have met with others during 55
have met with since leaving 88
have met with where there 64
have met with women whom 136
have not and never have 184
have not and never will 503
have not and others have 42
have not any money left 249
have not any notion what 71
have not any power over 65
have not any spare cash 61
have not any where seen 77
have not both hands full 104
have not for quite some 41
have not got anything else 3346
have not got anything from 79
have not got anything good 87
have not got anything here 98
have not got anything left 322
have not got anything like 537
have not got anything more 334
have not got anything much 153
have not got anything nice 123
have not got anything very 69
have not got anything worth 88
have not got quite down 63
have not had ample time 47
have not had anything done 53
have not had anything else 162
have not had anything from 112
have not had anything good 51
have not had anything like 1220
have not had anything more 45
have not had either time 62
have not had first hand 41
have not long since been 640
have not long since made 101
have not long since seen 65
have not met since their 45
have not one crumb left 43
have not our souls much 53
have not put anything into 92
have not read above half 42
have not read anything else 125
have not read anything like 72
have not read every book 46
have not read every word 116
have not that which best 103
have not this habit will 59
have not yet acted upon 224
have not yet asked what 100
have not yet asked your 62
have not yet begun even 42
have not yet begun their 535
have not yet begun work 75
have not yet begun your 110
have not yet borne their 48
have not yet built their 76
have not yet built your 43
have not yet burst their 61
have not yet ceased their 62
have not yet dwelt upon 143
have not yet earned their 124
have not yet earned your 49
have not yet ended their 59
have not yet faded away 41
have not yet faded from 119
have not yet filed their 63
have not yet filed your 81
have not yet fixed their 73
have not yet fixed upon 325
have not yet found date 56
have not yet found even 119
have not yet found full 48
have not yet found jobs 63
have not yet found many 75
have not yet found means 98
have not yet found more 42
have not yet found much 286
have not yet found other 146
have not yet found peace 121
have not yet found such 472
have not yet found their 4155
have not yet found these 63
have not yet found those 48
have not yet found time 1025
have not yet found ways 259
have not yet found what 336
