hair chest 75 hair color 205
half homes 546 half males 59
half women 1428 half spend 45
half today 101 half under 955
half whose 63 half would 41
half goods 102 half cases 52
half cases 44 half women 61
half occur 288 half people 137
half women 894 half below 59
half earned 44 half headed 286
half owned 47 half women 188
half users 408 half women 103
half cases 44 half ended 174
half today 148 half loans 54
half women 1548 half crime 40
half cases 628 half rapes 175
half class 53 half gross 355
half lands 69 half class 167
half force 188 half shall 137
half force 41 half level 270
half price 48 half value 4338
half power 460 half would 162
half value 57 half which 166
half under 334 half story 51
half would 40 half every 49
hall court 215 halo light 66
hand enemy 82 hand above 205
hand sophia 61 hand bride 56
hand bride 160 hand bride 65
hand maker 45 hand owner 41
hand belly 45 hand again 345
hand blade 60 hand shook 66
hand until 66 hand where 48
hand while 469 hand again 245
hand blade 44 hand calling 40
hand shaking 41 hand shook 61
hand smote 391 hand spins 50
hand until 58 hand while 334
hand could 85 hangs place 53
hard could 243 hard could 290
hard could 43 hard stare 46
hard about 41 have limit 40
have begun 151 have either 40
have about 58 have after 40
have every 113 have quite 45
have today 421 have would 43
have times 73 have equal 72
have parts 40 have lives 100
have which 47 have found 74
have opening 52 have views 55
have house 50 have dreams 87
have about 118 have about 55
have value 40 have acted 66
have shewn 40 have shown 132
have lives 91 have mixed 44
have scant 118 have within 43
have under 42 have sails 44
have motion 41 have about 697
have which 67 have older 62
have about 115 have where 126
have which 122 have rates 53
have taxes 118 have rates 113
have rates 51 have wages 45
have taxes 892 have price 179
have marks 143 have first 99
have goals 44 have force 242
have force 187 have marks 241
have grace 93 have reason 64
having shown 107 having writing 45
having taxes 69 heads forming 50
healing sense 107 healing wound 120
health sense 283 heard until 89
heard place 53 heard howling 58
heard goats 77 heard where 123
heard months 47 heard where 168
heard visit 45 heard though 44
heard worthy 78 heard jesus 186
hearing visit 49 heart taunt 53
heart abode 69 heart still 100
heart which 65 heart woman 55
heir bacon 40 heir father 53
held tending 47 held right 77
held hands 46 held every 832
held months 41 held search 144
held hands 69 held hands 52
held hands 86 held cloak 107
help where 43 help uncle 84
help warmth 55 here morning 126
here morning 136 here sense 1854
here sense 43 here sense 76
here sense 290 here greek 45
here sense 405 here world 52
here house 76 here place 230
here setting 41 here place 68
here place 136 here place 67
here place 53 here place 51
here place 83 here world 104
here place 48 here place 41
here place 106 here world 41
here speaking 43 here where 87
here growth 81 here anything 119
here cheek 73 here plane 45
here about 142 here again 40
high might 45 high would 144
high could 185 high level 112
high rates 271 high could 159
hint fills 48 hold world 123
hold every 48 hold within 56
home while 66 home uncle 66
home bride 60 home uncle 182
home nation 61 home house 158
hope change 46 hope again 42
hope again 41 hope crown 76
hope which 62 host arise 47
host arose 62 host which 159
host about 151 hour gable 84
hour halls 57 hour grove 40
