had an art gallery in 88
had an ash content of 216
had an easy command of 114
had an easy fluency of 74
had an easy journey to 49
had an easy mastery of 52
had an easy passage in 65
had an easy passage to 166
had an easy solution to 71
had an easy victory in 132
had an eye chiefly to 87
had an eye painted on 50
had an eye towards the 93
had an idea regarding the 43
had an idea similar to 78
had an ill surmise of 50
had an odd impulse to 97
had an odd mixture of 99
had an oil content of 54
had an old account to 86
had an old history of 42
had an old picture of 108
had an old quarrel to 45
had as his adviser the 47
had as his purpose the 68
had as its capital the 124
had as its content the 104
had as its essence the 53
had as its function the 271
had as its function to 85
had as its impetus the 65
had as its mandate the 62
had as its mandate to 53
had as its members the 114
had as its nucleus the 238
had as its objects the 109
had as its outcome the 112
had as its premise the 158
had as its program the 40
had as its purpose an 101
had as its purpose the 4111
had as its purpose to 986
had as its subject the 479
had as one purpose the 47
had as they entered the 52
had as yet adopted no 41
had as yet adopted the 58
had as yet appeared in 538
had as yet appeared on 125
had as yet appeared to 184
had as yet arrived at 224
had as yet arrived in 77
had as yet assumed no 125
had as yet brought in 61
had as yet brought no 159
had as yet crossed the 161
had as yet derived no 64
had as yet devised no 51
had as yet emerged in 49
had as yet enjoyed no 59
had as yet entered the 146
had as yet escaped the 295
had as yet everything to 44
had as yet evolved no 56
had as yet managed to 133
had as yet offered no 86
had as yet refused to 192
had as yet secured no 41
had as yet settled in 41
had as yet touched the 92
had as yet visited the 56
had as yet written no 85
had as yet yielded no 63
had as yet yielded to 63
had at her command an 45
had at her command at 40
had at her command the 171
had at his command an 892
had at his command as 181
had at his command at 116
had at his command he 76
had at his command in 272
had at his command no 176
had at his command so 49
had at his command the 1960
had at his command to 198
had at his service the 154
had at its command an 93
had at its command the 309
had at its service the 60
had at our command the 79
had at that present to 58
had at this present no 93
had by law against the 58
had by now adopted the 133
had by now appeared in 58
had by now appeared on 74
had by now arrived at 221
had by now arrived in 161
had by now arrived on 57
had by now assumed the 157
had by now brought the 59
had by now crossed the 128
had by now decided he 42
had by now decided on 49
had by now decided to 394
had by now emerged as 365
had by now entered the 213
had by now gathered in 40
had by now managed to 290
had by now realized the 78
had by now reduced the 68
had by now retired to 56
had by now secured the 42
had by now settled in 191
had by now settled on 105
had by now shifted to 68
had by now started to 142
had by now swelled to 66
had by then adopted the 122
had by then appeared in 176
had by then arrived at 129
had by then arrived in 121
had by then assumed the 173
had by then crossed the 91
had by then decided to 423
had by then dropped to 67
had by then emerged as 412
had by then entered the 149
had by then managed to 167
had by then retired to 72
had by then settled in 216
had by then shifted to 107
had by then started to 141
had he any ambition to 45
had he any friends to 50
had he any occasion to 246
had he any scruple of 67
had he but realized it 83
had he got outside the 63
had he had occasion to 194
had he let himself be 355
had he let himself go 76
had he let himself in 538
had he not adopted the 147
had he not allowed the 73
had he not alluded to 121
had he not appealed to 226
had he not appeared at 43
had he not appeared in 57
had he not appeared on 47
had he not appeared to 41
had he not arrived at 63
had he not arrived in 66
had he not assumed the 102
had he not assured me 99
had he not avoided the 86
had he not behaved as 86
had he not belonged to 162
had he not bothered to 54
had he not brought it 80
had he not brought the 86
had he not carried to 47
had he not chanced to 369
had he not checked the 46
had he not counted on 42
had he not crossed the 74
had he not decided to 531
had he not desired to 208
had he not elected to 134
had he not enjoyed the 203
had he not entered the 191
had he not escaped by 138
had he not escaped in 66
had he not escaped the 48
had he not escaped to 91
had he not grasped the 58
had he not invoked the 53
had he not managed to 404
had he not married the 52
had he not noticed it 126
had he not noticed the 154
had he not offered to 113
had he not opposed the 40
had he not ordered the 71
had he not pursued it 140
had he not pursued the 51
had he not realized it 64
had he not realized the 42
had he not refused the 55
had he not refused to 398
had he not secured the 88
had he not stepped in 127
had he not stepped on 46
had he not stopped in 47
had he not stopped the 46
had he not stopped to 124
had he not studied the 64
had he not trusted to 51
had he not written an 48
had he not written in 144
had he not written it 94
had he not written the 176
had he not written to 292
had he not yielded to 215
had he put himself at 177
had he put himself in 408
had he rid himself of 64
had he set himself to 167
had he set himself up 60
had he that quality of 46
had he then studied the 50
had in all honesty to 57
had in any variety of 64
had in her ability to 49
had in his ability to 206
had in his address to 45
had in his attempt to 48
had in his command the 42
had in his company an 50
had in his company the 128
had in his cottage in 65
had in his custody as 49
had in his custody or 61
had in his custody the 200
had in his efforts to 85
had in his journey to 76
had in his letters to 47
had in his library an 51
had in his library at 99
had in his library in 44
had in his library the 263
had in his pockets at 117
had in his pockets to 66
had in his service an 351
had in his service as 61
had in his service at 42
had in his service so 287
had in his service the 151
had in his thoughts the 301
had in his thoughts to 176
had in its ability to 41
had in its stomach the 71
had in one respect an 53
had in our ability to 49
had in our language no 47
had in that country to 41
had in that quarter re 42
had in that respect no 59
had in this country an 132
had in this country as 46
had in this country at 87
had in this country in 263
had in this country is 104
had in this country no 139
had in this country of 74
had in this country the 148
had in this country to 107
had in this respect an 100
had in this respect in 51
had in this respect no 140
had in this respect the 203
had in this respect to 69
had it all arranged in 120
had it all arranged to 200
had it all planned in 150
had it all planned so 109
had it all planned to 235
had it all together in 42
had it all wrapped up 547
had it and enjoyed it 40
had it not adopted the 42
had it not appealed to 156
had it not appeared at 74
had it not appeared in 109
had it not appeared to 364
had it not belonged to 97
had it not carried in 46
had it not chanced to 53
had it not covered the 63
had it not decided to 41
had it not enjoyed the 67
had it not entered the 62
had it not existed in 49
had it that members of 41
had my big butcher in 63
had my eye trained on 49
had my head screwed on 125
had my head touched the 156
had my own affairs to 93
had my own fortune to 44
had my own moments of 49
had my own opinions on 41
had my own thoughts of 67
had my own thoughts on 100
had my own thoughts to 41
had no bad effects on 81
had no bias against the 91
had no easy answers to 77
had no easy solution to 41
had no fear because he 52
had no idea because he 47
had no idea existed in 69
had no ill effects on 442
had no law against the 59
had no long history of 135
had no mean jealousy of 63
had no men capable of 44
had no near relation to 67
had no new message to 65
had no new religion to 64
had no one capable of 192
had no one depending on 79
