hair fell in luxuriant tresses 59
half years of military service 396
hand over the polished surface 51
hand side is positive because 43
hard upon the generous spirits 100
harm must be balanced against 64
hate even the garments spotted 149
hating even the garments spotted 60
have also the relations between 50
have also the strongest grounds 57
have been an abortive attempt 80
have been an absolute decline 76
have been an absolute failure 186
have been an absolute monarch 80
have been an absolute success 43
have been an accident because 52
have been an accurate account 68
have been an accurate picture 59
have been an affinity between 50
have been an agreeable addition 70
have been an agreeable variety 55
have been an american citizen 355
have been an american soldier 43
have been an american victory 66
have been an antipathy between 64
have been an argument against 169
have been an argument between 59
have been an economic success 84
have been an eloquent preacher 80
have been an emulation between 130
have been an enormous increase 86
have been an enormous mistake 42
have been an enormous problem 45
have been an enormous success 179
have been an entirely natural 43
have been an essential element 573
have been an immediate success 187
have been an ingredient tacitly 58
have been an innocent mistake 88
have been an integral element 166
have been an interval between 245
have been an isolated example 96
have been an offender against 86
have been an ordinary article 59
have been an original element 47
have been an otherwise unknown 56
have been an overriding concern 50
have been as resolute against 40
have been as severely handled 74
have been as signally defeated 50
have been by positive violence 57
have been by surprise brought 79
have been in american history 83
have been in business several 64
have been in business together 367
have been in complete control 245
have been in complete harmony 135
have been in complete sympathy 184
have been in constant anxiety 53
have been in constant contact 724
have been in constant dialogue 43
have been in constant jeopardy 47
have been in constant pursuit 41
have been in constant service 106
have been in constant trouble 52
have been in constant turmoil 56
have been in domestic service 117
have been in dreamless slumber 52
have been in economic decline 41
have been in financial straits 118
have been in financial trouble 140
have been in flagrant violation 56
have been in fourteen pitched 54
have been in frequent contact 320
have been in immediate contact 165
have been in intimate contact 586
have been in military service 328
have been in operation between 98
have been in operation several 69
have been in personal contact 337
have been in physical contact 111
have been in progress between 170
have been in prolonged contact 62
have been in rebellion against 321
have been in relative decline 111
have been in separate vessels 41
have been in terrible trouble 69
have been my intimate friends 47
have been my personal friends 87
have been no adequate studies 143
have been no christian religion 53
have been no clinical reports 123
have been no clinical studies 203
have been no collusion between 65
have been no conflict between 174
have been no convincing reports 50
have been no convincing studies 65
have been no covenant between 49
have been no detailed reports 51
have been no detailed studies 515
have been no disputes between 46
have been no interval between 82
have been no positive results 52
have been no rebellion against 99
have been no reported adverse 107
have been no reported sightings 46
have been no reported studies 232
have been no rigorous studies 52
have been no security against 129
have been no specific studies 212
have been no untoward effects 63
have been of constant service 46
have been of continuing concern 93
have been of doubtful benefit 56
have been of doubtful utility 57
have been of enormous benefit 379
have been of enormous service 75
have been of essential benefit 145
have been of essential service 1485
have been of gigantic stature 93
have been of huguenot descent 73
have been of immediate benefit 43
have been of immediate concern 67
have been of infinite benefit 86
have been of infinite service 715
have been of interest because 190
have been of interest chiefly 42
have been of scottish descent 67
have been of valuable service 60
have been so actively observing 121
have been so bitterly opposed 56
have been so commonly visited 67
have been so entirely altered 144
have been so grudgingly allowed 113
have been so horribly unhappy 66
have been so narrowly defined 43
have been so narrowly searched 56
have been so quaintly mindful 40
have been so regarded hitherto 320
have been so seriously damaged 78
have been so seriously injured 74
have been so severely damaged 357
have been so severely handled 56
have been so severely injured 43
have been so severely reduced 50
have been so signally blessed 164
have been so signally defeated 53
have been so signally worsted 44
have been so strangely grafted 131
