had abated with his motion 42
had agreed that each would 104
had agreed that she could 244
had agreed that she might 76
had agreed that she would 818
had agreed that they could 320
had agreed that they might 81
had agreed that they would 2477
had agreed that this would 200
had agreed that you would 135
had agreed with her about 54
had agreed with her father 48
had agreed with her mother 387
had agreed with him about 125
had agreed with his father 197
had agreed with his mother 93
had agreed with his views 49
had almost but not quite 364
had already cut his throat 44
had already had her first 236
had already had her share 72
had already had his first 282
had already had his share 166
had already had its first 121
had already had its share 135
had already had one brush 53
had already had one child 168
had already had one meeting 43
had already had two wives 75
had already met and liked 41
had already met that morning 48
had already read and reread 45
had already read two books 49
had already set him apart 56
had already won all hearts 86
had already won his first 98
had already won his place 74
had already won his spurs 530
had already won two games 70
had always had its place 71
had always had its share 136
had always had this power 40
had always set her apart 131
had always set him apart 107
had always set that above 86
had another day and night 63
had another gin and tonic 141
had argued that one could 74
had argued that they could 270
had argued that they ought 46
had argued that they would 93
had argued that this would 122
had argued with her about 122
had argued with her father 61
had argued with her mother 165
had argued with him about 175
had argued with his father 236
had argued with his mother 55
had argued with them about 41
had arisen not long after 48
had atoned for his crime 72
had atoned for our guilt 49
had become all too aware 100
had become and was older 42
had become but too plain 54
had become far too large 113
had become far too small 173
had become far too strong 51
had become her own worst 49
had become his own rival 90
had become his own worst 86
had become ill and could 108
had become men and women 192
had become old and blind 75
had become old and tired 54
had become sad and proud 60
had become with her rather 60
had become with that which 55
had before his death given 66
had begged that she might 114
had begged that they might 52
had begged that they would 54
had better ask him about 75
had better cut his throat 49
had better get out while 170
had better lay them aside 75
had better let her alone 181
had better let him alone 682
had better let him write 71
had better let that alone 47
had better let them alone 665
had better let this class 51
had better not ask about 55
had better not hear about 49
had better not say anything 1328
had better not try again 65
had better not try anything 95
had better pay any price 55
had better run for cover 64
had better see him alone 52
had better see him first 129
had better tear his flesh 45
had better try and catch 54
had bitten off her tongue 62
had bitten off his tongue 99
had bought for her after 76
had bought for her father 56
had bought for her mother 291
had bought for her wedding 55
had bought for his bride 79
had bought for his father 273
had bought for his house 98
had bought for his mother 616
had bought for his wedding 89
had bought for ten cents 44
had bought him his first 117
had bought his own house 75
had bought not long after 42
had bought out his father 41
had bought them with money 110
had bought with her first 53
had bought with her savings 47
had bought with his blood 41
had bought with his earnings 64
had bought with his first 111
had bought with his money 209
had bought with his savings 80
had bought with his wages 48
had braved sun and storm 46
had breathed its low sighs 45
had broken all his bones 52
had broken all his royal 74
had broken her leg while 45
had broken his arm while 78
had broken his leg falling 90
had broken his leg playing 73
had broken his leg while 163
had broken his own rules 82
had broken his own stool 47
had broken his own sword 62
had broken his vow never 57
had broken its own rules 43
had broken off that morning 61
had broken out and spread 62
had broken out that morning 71
had broken out two months 60
had broken out with fresh 57
had broken out with russia 43
had broken out with spain 88
had broken with her father 48
had broken with her mother 44
had broken with him after 41
had broken with his father 169
had broken with his party 293
had burned day and night 101
had burned his own house 40
had called and had asked 87
had called and was waiting 114
had called for her mother 44
had called for his horse 98
had called for his mother 51
had called for this meeting 50
had called god and angels 54
had called god his father 48
had called her and asked 196
had called her his darling 49
had called her own since 47
had called her that morning 191
had called her that night 99
had called her that since 121
had called her this morning 157
had called him and asked 428
had called him that morning 274
had called him that night 69
had called him that since 68
had called him this morning 72
had called men and women 59
had called out both father 40
had camped out all night 78
had cancer that had spread 58
had cashed out her small 150
had caught and was burning 50
had caught and was holding 69
had caught her off guard 2751
had caught him and would 81
had caught him off guard 3792
had caught him they would 71
had caught them off guard 182
had caught them with guile 81
had caught with his hands 58
had caused and was causing 64
had caused and was still 57
had caused her own mother 40
had caused his death still 65
had caused his own father 58
had caused his own mother 41
had changed all his plans 94
had changed and she could 107
had changed and she would 62
had changed and they could 60
had changed and was blowing 83
had changed and was changing 187
had changed and was still 134
had changed for her since 137
had changed for him since 90
had changed with each passing 128
had charms for him which 46
had chosen for her first 202
had chosen for her wedding 105
had chosen for his abode 78
had chosen for his bride 158
had chosen for his burial 109
had chosen for his final 53
had chosen for his first 192
had chosen for his grave 112
had chosen for his house 58
had chosen for his model 69
had chosen for his motto 125
had chosen for his place 56
had chosen for his resting 176
had chosen for his study 113
had chosen for his title 43
had chosen for his visit 61
had chosen for its abiding 47
had chosen for our first 52
had chosen for our meeting 43
had chosen for our resting 117
had chosen for that night 90
had chosen his own tribe 40
had chosen one that would 49
had chosen was one which 40
had cleared and she could 50
had cleared off his debts 46
had coaxed her arm under 70
had combed his long black 51
had cooked his own goose 74
had copied out and which 54
had created all men equal 177
had created him and shown 50
had created his own world 167
had created man and woman 175
had created men and women 175
had culled for her bosom 51
had danced with her twice 274
had denied him his right 103
had dinner with her father 85
had dinner with her mother 109
had dinner with his father 192
had dinner with his mother 154
had dinner with them every 57
had dogged him for months 40
had doubts that she would 59
had dreamed and for which 130
had dreamed that her mother 99
had dreamed that his father 47
had dreamed that she might 65
had dreamed that she would 123
had dreamed that they would 71
had dreamed that you would 42
had driven for two hours 60
had driven her out again 69
had driven men and women 44
had driven off with sharp 41
had driven out his father 100
had driven out that morning 44
had duties for him which 42
had eloped with her lover 194
had engaged with his usual 47
had enough and was about 41
had enough for his needs 109
had enough for his wants 58
had enough for one evening 386
had enough for one morning 155
had enough for one night 1303
had enough for our needs 59
had enough for that night 46
had enough for this evening 44
had enough for this morning 75
had enough sun for today 50
had enough ups and downs 41
had failed and they could 40
had failed and they would 51
had failed for one reason 134
had fairly got her speed 66
had fairly won his spurs 41
had fallen and she could 52
had fallen and was falling 55
had fallen and was lurking 49
had fallen and was still 84
had fallen for his charm 40
had fallen for six months 65
had fallen for that night 124
had fallen for two months 80
had fallen ill and could 172
had fallen ill and would 69
had fallen ill with fever 104
had fallen off her chair 69
had fallen off her horse 111
had fallen off his chair 141
had fallen off his horse 905
had fallen with her royal 91
had fallen with his father 67
had fallen with his horse 123
had fallen with his right 48
had feelings for this woman 49
had felled with his fists 54
had filled all our water 48
had filled her with alarm 107
had filled her with pride 64
