hair blown back like flame 64
hair cells have been shown 48
hair curling down their backs 87
hair falling down their backs 221
hair falling over their faces 140
hair flowing down their backs 141
hair might rise from where 89
hair would have done honor 126
half start from their rocky 66
hall might have been either 246
hand about three feet above 40
hand reaching down from heaven 64
hand would have been found 42
hanging loose down their backs 71
hard baked over slow fires 42
hard toils will seem truly 103
harm could come from letting 45
harm could come from looking 53
hast hawks will soar above 102
have again come into vogue 44
have begun some time after 58
have begun very soon after 122
have borne such good fruit 87
have borne their full share 290
have borne your hard words 70
have burst into full bloom 45
have cared less what people 55
have cared very much about 219
have cited those upon which 45
have crept into these pages 93
have drawn from these facts 124
have drawn from those facts 107
have drawn from those mines 48
have drawn tears from every 76
have drunk away their reason 97
have drunk your health twice 40
have dwelt upon these facts 135
have earned much more money 71
have either lost their lives 89
have faded from their minds 45
have faded from view until 41
have flown from their nests 40
have found only your bones 70
have found some other method 53
have found some other place 101
have found some other reason 126
have found their last place 60
have found their last resting 609
have found their nest again 60
have found their true place 46
have found there such store 91
have found there were pence 60
have found very high rates 62
have found your free state 67
have gazed upon these quiet 85
have given away their power 58
have given away your power 81
have given into their hands 55
have given into your hands 80
have given such just cause 154
have given their life blood 40
have given their very lives 96
have grown from very small 128
have grown into very large 40
have grown many years older 67
have grown very much since 49
have known also sick people 62
have known many such cases 284
have known many such people 40
have known many young people 64
have known much less about 59
have known much more about 319
have known pope these thirty 170
have known some fool would 40
have known some good people 57
have known very much about 309
have known very well where 72
have known what took place 71
have leaked away into space 43
have leaped into life again 42
have lived among such people 52
have lived among these people 205
have lived here ever since 1063
have lived here much longer 94
have lived many years after 92
have lived many years longer 305
have lived some time after 162
have lived some years longer 289
have lived there ever since 1209
have lived there much longer 43
have lived upon fair terms 114
have lived very much longer 58
have lower health care costs 54
have meanings like those given 48
have mercy lord have mercy 107
have mercy upon their souls 344
have mercy upon your souls 533
have money left over after 171
have moved away from large 49
have moved away from rigid 42
have moved away from viewing 55
have moved from other parts 80
have moved from their homes 48
have moved from their place 57
have moved into areas where 68
have moved into other parts 46
have moved into your block 73
have nearly lost their lives 82
have never been able either 577
have never been able fully 515
have never been able quite 385
have never been able really 186
have never been able since 185
have never been back since 290
have never been born again 447
have never been clear about 107
have never been free since 54
have never been held within 56
have never been here since 213
have never been home since 99
have never been kept awake 44
have never been left alone 95
have never been lost sight 195
have never been made aware 118
have never been made fully 79
have never been made known 970
have never been more acute 42
have never been more alive 87
have never been more alone 91
have never been more aware 135
have never been more fully 100
have never been more happy 156
have never been more moved 164
have never been more proud 271
have never been much found 41
have never been much given 80
have never been once found 80
have never been seen again 744
have never been seen alive 100
have never been seen since 844
have never been sure about 86
have never been sure which 55
have never been there above 109
have never been there again 64
have never been there since 651
have never been told about 205
have never been told anything 117
have never been used since 153
have never been very close 492
have never been very happy 214
have never been very large 168
have never been very strong 360
have never been well since 458
have never been wrong about 63
have never been your enemy 258
have never come back again 44
have never come into close 68
have never come into force 80
have never even come close 318
have never even heard about 173
have never even seen clara 42
have never felt angry since 40
have never felt more alive 133
have never felt more alone 111
have never felt more happy 41
have never felt more proud 48
have never felt well since 57
have never heard from either 61
have never heard from human 57
have never heard much about 77
have never heard such music 95
have never heard such words 105
have never heard their names 84
have never heard these words 57
have never heard those words 55
have never heard your names 66
have never heard your voice 56
have never left their homes 76
have never left your ranks 52
have never lost their appeal 180
have never lost their charm 150
have never lost their light 99
have never lost their power 157
have never lost their sense 166
have never made much money 99
have never made much sense 55
have never once been asked 130
have never once been given 53
have never once done anything 52
have never once lost sight 41
have never paid over fifty 57
have never said much about 112
