hair in ten thousand years 74
hair of its natural oils 73
hair on his gallant mane 55
half he had founded some 47
half in his rounded nest 60
half is then divided into 42
half of all exports from 188
half of all farmers were 128
half of all federal jobs 41
half of all highway deaths 128
half of all imports from 59
half of all imports were 50
half of all infants born 258
half of all infants died 109
half of all neonatal deaths 170
half of all persons aged 115
half of all persons living 71
half of all persons over 278
half of all profits from 48
half of all teachers were 100
half of all traffic deaths 242
half of all victims were 45
half of all workers have 179
half of all workers were 498
half of all workers will 153
half of her married life 182
half of her support from 241
half of her vengeful soul 58
half of his command were 89
half of his company were 45
half of his creative life 194
half of his friends were 41
half of his married life 46
half of his precious time 49
half of his remaining life 43
half of his seventy years 47
half of his support during 456
half of his support from 1684
half of its current size 46
half of its imports from 178
half of its members from 178
half of its members have 172
half of its members must 66
half of its members were 1852
half of its national life 61
half of its natural size 97
half of its present size 392
half of its previous size 128
half of its profits from 204
half of its revenue from 470
half of its student body 125
half of its support from 66
half of its workers were 44
half of one percent from 101
half of one percent over 90
half of one percent were 240
half of one percent will 43
half of our century have 53
half of our century will 46
half of our division were 83
half of our married life 115
half of our national debt 113
half of our national life 56
half of our national wealth 67
half of our natives were 499
half of that account must 48
half of that century there 234
half of that century were 74
half of that derived from 55
half of that proverb will 65
half of them suffering from 48
half of this article will 111
half of this century also 62
half of this century been 108
half of this century came 52
half of this century from 133
half of this century gave 60
half of this century have 642
half of this century made 64
half of this century many 139
half of this century most 203
half of this century must 52
half of this century only 40
half of this century such 93
half of this century there 1100
half of this century these 54
half of this century were 789
half of this century when 303
half of this century will 363
half of this chapter deals 487
half of this chapter will 2145
half of this increase came 138
half of this increase took 40
half of this increase will 110
half of this mixture into 366
half of this mixture over 300
half or two stories high 193
half the meat mixture into 51
half the net profits from 89
hall he was ushered into 49
hall is one hundred feet 50
hall is two stories high 47
hall of that ancient city 146
hall to her bedroom door 45
hand as she climbed down 44
hand as she climbed into 51
hand as she stepped down 353
hand as she stepped from 183
hand as she stepped into 129
hand as she stepped onto 131
hand as she stepped over 189
hand as they started down 121
hand is not removed from 106
hand is then removed from 60
hand it may equally well 50
hand it was equally clear 51
hand of death pressed heavy 105
hand of death visibly upon 59
hand of god emerges from 60
hand of her beloved anne 125
hand of our blessed lord 68
hand on his fevered brow 221
hand on his forehead like 70
hand on his plaited ruff 130
hand to her forehead like 62
hand to her trembling lips 149
hand to her trembling mouth 71
hand to his forehead like 193
hand to his forehead when 83
hand to one mounted upon 41
hanging on her bedroom wall 234
hanging on her kitchen wall 106
hanging on his bedroom wall 112
hangs my dear depends poor 101
hard of that mineral spar 103
hard to bear because there 77
hard to get everything done 122
hard to get everything just 41
hard to get everything ready 94
hard to get excited over 193
hard to get support from 50
hard to put everything into 43
hard to read because there 72
hard to say because there 73
hard to say exactly what 2625
hard to say exactly when 874
hard to see because their 51
hard to see because there 57
hard to see exactly what 803
hard to tear herself away 170
hard to tear himself away 454
hard to tear himself from 44
