hack and hew one another 49
hair and bring you safely 45
hair and now she yanked 52
hair cut off and became 50
hair had long ago turned 53
hair had not yet turned 84
hair that red and tufted 164
hair that she had shaken 47
hair that she was always 54
hair that was long enough 76
hair was cut and combed 286
hair was cut and styled 78
hair was long and almost 44
hair was long and blonde 275
hair was long and coarse 76
hair was long and combed 91
hair was long and curled 155
hair was long and flowed 44
hair was long and fluffy 103
hair was long and glossy 83
hair was long and golden 190
hair was long and matted 717
hair was long and parted 56
hair was long and pulled 102
hair was long and ragged 85
hair was long and shaggy 693
hair was long and tangled 992
hair was long and uneven 43
hair was long and unruly 116
hair was long and untidy 83
hair was long and yellow 153
hair was not long enough 459
hair was thin and ragged 50
hair was wet and combed 401
hair was wet and dripping 49
hair was wet and matted 246
hair was wet and sticking 49
hair was wet and tangled 89
hair was wet with points 212
half long and six inches 116
half long and two inches 155
hall hung with old prints 88
hall was long and narrow 101
hall was new and strange 82
hall was not big enough 95
hall with his arm around 62
halt old men and maimed 274
hand and arm are placed 50
hand and arm are raised 57
hand and arm had become 51
hand and arm may become 45
hand and arm that guided 45
hand and asia and africa 46
hand and ask his blessing 51
hand and beg his pardon 53
hand and did not answer 86
hand and did not release 48
hand and eye and something 128
hand and head that penned 40
hand and his arm around 43
hand and hit her across 50
hand and hit him across 101
hand and its head broken 85
hand and lead her through 138
hand and lead her toward 50
hand and lead him around 48
hand and lead him through 184
hand and lead him toward 42
hand and lead them through 138
hand and lead you through 188
hand and led her across 726
hand and led her around 678
hand and led her behind 69
hand and led her deeper 41
hand and led her gently 117
hand and led her inside 798
hand and led her slowly 57
hand and led her through 1438
hand and led her toward 3073
hand and led him across 378
hand and led him around 299
hand and led him before 91
hand and led him behind 42
hand and led him gently 63
hand and led him inside 713
hand and led him slowly 50
hand and led him through 1090
hand and led him toward 916
hand and led them through 110
hand and led them toward 51
hand and put him fairly 60
hand and seal this second 169
hand and seal this seventh 113
hand and seal this twelfth 98
hand and seal this twenty 988
hand and that they should 49
hand and they are filled 69
hand and they ran across 61
hand but did not answer 45
hand can not act without 44
hand cut off for striking 44
hand for you this minute 62
hand has not yet reached 44
hand his bow and arrows 187
hand she had not looked 50
hand than his was needed 42
hand that does not suffer 44
hand that had that visage 50
hand that she had placed 48
hand that she had raised 41
hand that was not carrying 65
hand that was not engaged 47
hand that was not gripping 46
hand they are all slaves 46
hand things that are motive 42
hand was all that passed 47
hand was cut and bleeding 94
hand was not big enough 55
hand was wet and sticky 40
hand who had had charge 43
hand with all her strength 174
hand with all his strength 185
hand with both his elbows 53
hand with his and smiled 46
hand with his wings folded 81
hand you are not called 82
hanging her head and blushing 103
hanging him for this scotch 132
hanging his bow and quiver 178
hanging out with his family 57
hanging out with his friend 49
hanging out with one another 159
hanging with all his weight 44
hanging with all its weight 70
hangs out you had better 47
hard all day long without 41
hard and did not answer 55
hard and long and dismal 80
hard and was not likely 94
hard for any one person 122
hard for one that appears 73
hard head with his bonnet 57
hard lot that has fallen 66
hard she did not notice 101
hard that all this should 57
hard that any one should 54
hard that one man should 247
hard that she was afraid 135
hard that she was almost 68
hard that she was forced 55
hard that she was unable 46
hard that they had little 47
hard they had all worked 55
hard way that they should 48
hard way that you should 66
hard with fan and smelling 41
harm and that they should 41
harm him and his family 85
harp and sang with something 46
hast thou but one blessing 91
hate and fear one another 194
hate for one fat patriot 77
hate him and one another 48
hating him with his bitter 44
hats off sang with decent 45
have all but one object 48
have all had one common 52
have all had our floras 48
have all that they desire 124
have all that they needed 83
have all that they wanted 52
have all that was needed 142
have all that you desire 218
have all that you sought 70
have all they can attend 49
have all they can desire 45
have all they can handle 152
have all things and abound 615
have all with one accord 45
have all you can handle 117
have and are not likely 91
have and can not afford 483
have and can not obtain 201
have and how they should 163
have and they are hereby 73
have and use one common 117
have any boy she wanted 43
have any guy she wanted 67
have any idea how annoying 92
have any idea how deeply 53
have any idea how little 100
have any idea how lonely 46
have any idea how lovely 76
have any idea how serious 158
have any idea how special 58
have any idea how strange 47
have any idea how stupid 129
have any idea that something 49
have any idea who killed 427
have any idea why anyone 114
have any idea why someone 299
have any job you wanted 95
have any man she wanted 488
have any man you wanted 114
have any one try whether 79
have any one who writes 41
have any wit are mostly 71
have beat out his brains 91
have both his ears nailed 79
have both this day gained 65
have both top and bottom 146
have both tub and shower 70
have but can not afford 81
have but one eye amongst 98
have but this one chance 43
have but two long frozen 65
have cut all our throats 57
have cut him off without 45
have cut his way through 444
have cut its way through 178
have cut off all retreat 53
have cut off both guards 124
have cut off his retreat 237
have cut off new england 68
have cut off our retreat 77
have cut our way through 47
have cut out for myself 88
have each its own special 49
have for all its shadings 62
have for you are beyond 67
have fun with his family 43
have fun with one another 217
have get and set methods 42
have god for its object 126
have god for our friend 79
have got all they wanted 89
have got all you wanted 62
have got out and walked 189
have got this far without 244
have got thus far without 95
have had all that before 86
have had all they wanted 56
have had all this before 180
have had all this winter 56
have had all too little 407
have had and are likely 119
have had any idea myself 63
have had any idea whether 40
have had any real chance 81
have had any real choice 60
have had any real design 46
have had any real effect 256
have had any real impact 189
have had any real training 46
have had bad things happen 69
have had but few equals 43
have had but one answer 237
have had but one attack 45
have had but one desire 105
have had but one effect 95
have had but one letter 257
have had but one motive 246
have had but one object 506
have had but one opinion 697
have had but one passion 64
have had but one result 402
have had but one thought 564
have had far too little 236
have had for him something 67
have had for his object 51
have had for its ground 72
have had for its object 656
have had for one another 177
have had her ears pulled 208
have had her head shaved 59
have had her head turned 75
have had her own reasons 174
have had him long enough 91
have had him out before 81
have had his arm around 50
have had his head broken 58
have had his head turned 691
have had his own agenda 56
have had his own doubts 103
have had his own little 52
have had his own opinion 119
have had his own reasons 755
have had his own special 64
have had its due effect 245
have had its due weight 72
have had its own impact 45
have had its own reasons 73
have had its own special 90
have had its own unique 40
have had its own version 56
have had its real origin 71
have had long and bitter 44
have had long and varied 307
have had one long before 53
have had one man killed 41
have had one with another 58
have had sex with another 258
have had sex with anyone 153
have had sex with someone 356
have had them all killed 49
have had them long enough 129
have had this idea before 80
have had war with england 51
have had with one another 303
have had with that divine 98
have had with that person 48
have had with this person 52
have had you out before 48
have her own way pretty 53
have her own way without 107
have her with him always 61
have him and his brother 47
have him and his family 201
have him for her friend 47
have him for her master 48
have him for his master 83
have him for our brother 44
have him for our friend 75
have him for ten pounds 56
have him near his person 194
have him with his various 43
have his bow and arrows 61
have his own son killed 43
have his own way always 54
have his own way pretty 77
have his own way without 277
have hit him with something 53
have hung you long before 76
have its own way without 50
have led his men beyond 40
have let him die without 41
have let his new porter 42
have long ago got beyond 54
have meat for his dinner 57
have met but one person 72
have met her and talked 56
have met him and talked 90
have met his death through 55
have met men who thought 48
have met them all before 139
have met this man before 53
have met with any degree 73
have met with any english 231
have met with any measure 70
have met with any mention 93
have met with any mishap 44
have met with any person 65
have met with any serious 138
have met with but feeble 46
have met with but little 1228
have met with but partial 130
have met with but slight 99
have met with far greater 104
have met with him before 145
have met with its reward 43
have met with one person 199
have met with them before 185
have met with this disease 86
have met with this opinion 57
have met you thus calmly 42
have not all met before 125
have not all who bought 101
have not any idea whether 167
have not any that answer 135
have not are far warmer 93
have not ere now spoken 40
have not for one minute 55
have not for one moment 301
have not got all bloody 72
have not got any answer 95
have not got any better 369
have not got any bloody 46
have not got any brains 153
have not got any brother 53
have not got any chance 81
have not got any choice 718
have not got any clothes 454
have not got any coffee 62
have not got any decent 65
have not got any energy 49
have not got any family 334
have not got any farther 43
have not got any feelings 97
have not got any france 56
have not got any french 85
have not got any friend 43
have not got any further 225
have not got any horses 40
have not got any letter 76
have not got any little 84
have not got any memory 41
have not got any morals 44
have not got any myself 43
have not got any nerves 73
have not got any papers 97
have not got any proper 81
have not got any rights 98
have not got any secret 45
have not got any silver 132
have not got any sister 62
have not got any special 124
have not got any strength 134
have not got any talent 113
have not got any weapons 68
have not got far beyond 95
have not got far enough 466
have not got his clothes 42
have not got long before 44
have not got men enough 133
have not got near enough 101
have not got new voices 47
have not got one already 122
have not got one myself 61
have not got our proper 72
have not got that amount 77
have not got that figure 61
have not got that letter 46
have not got that number 47
have not got them already 132
have not got them before 43
have not had any access 44
have not had any actual 106
have not had any answer 208
have not had any babies 45
have not had any better 144
have not had any chance 368
have not had any choice 79
have not had any coffee 187
have not had any decent 101
have not had any demand 80
have not had any desire 171
have not had any dinner 629
have not had any direct 446
have not had any effect 251
have not had any fighting 119
have not had any fights 77
have not had any formal 537
have not had any further 503
have not had any guests 41
have not had any impact 168
have not had any income 47
have not had any lately 85
have not had any letter 297
have not had any meetings 59
have not had any offers 63
have not had any orders 127
have not had any proper 67
have not had any recent 120
have not had any relief 96
have not had any report 188
have not had any return 78
have not had any second 46
have not had any serious 516
have not had any sexual 128
have not had any special 210
have not had any supper 338
have not had any training 554
have not had easy access 79
have not had his answer 48
have not had long enough 206
have not had one before 135
have not had one decent 64
have not had one dinner 115
have not had one lately 51
have not had one letter 92
have not had one minute 145
have not had one moment 536
have not had one person 83
have not had one scrape 60
have not had our clothes 119
have not had our coffee 58
have not had our dinner 53
have not had our supper 46
have not had sex before 55
have not had that before 123
have not had that chance 53
have not had that effect 91
have not had that greater 55
have not had that happen 79
have not had that luxury 82
have not had that training 117
have not had them before 187
have not had this before 113
have not had this disease 140
have not had this effect 106
have not had this happen 88
have not had this training 216
have not had wit enough 66
have not his poem called 59
have not led you astray 42
have not let him escape 42
have not let that happen 46
have not long ago become 47
have not long ago stated 66
have not met for twenty 84
have not met her before 345
have not met him before 512
have not met him myself 40
have not met one another 47
have not met one person 145
have not met that person 49
have not met them before 325
