had also ample leisure to 116
had also found himself in 53
had also found shelter in 72
had also given impetus to 46
had also given shelter to 83
had also given support to 48
had also moved forward to 40
had also risen against the 47
had also shown himself to 198
had also taken account of 68
had also taken control of 181
had also taken courses in 64
had also taken lessons in 72
had also taken measures to 160
had also taken occasion to 56
had also taken pleasure in 44
had also taken shelter in 55
had also voted against the 277
had been above average in 79
had been added because of 73
had been added between the 82
had been again brought in 100
had been again brought to 108
had been again covered up 57
had been again dragged in 46
had been again elected to 42
had been again obliged to 49
had been again ordered to 47
had been again reduced to 98
had been again removed to 58
had been again visited by 46
had been aimed against it 51
had been aimed against the 159
had been aimed chiefly at 72
had been alone together at 41
had been alone together in 278
had been alone together on 51
had been amusing herself at 58
had been amusing herself by 289
had been amusing himself at 194
had been amusing himself by 629
had been amusing himself in 425
had been anything between the 91
had been anything unusual in 53
had been arguing against the 202
had been armed against the 49
had been asked because he 51
had been backing towards the 93
had been badly advised by 154
had been badly advised in 61
had been badly brought up 508
had been badly bruised by 280
had been badly bruised in 103
had been badly crushed by 66
had been badly crushed in 42
had been badly damaged as 108
had been badly damaged at 110
had been badly damaged by 4194
had been badly damaged in 2977
had been badly damaged on 86
had been badly damaged or 106
had been badly defeated at 212
had been badly defeated by 357
had been badly defeated in 304
had been badly delayed by 69
had been badly handled by 193
had been badly handled in 115
had been badly injured at 41
had been badly injured by 583
had been badly injured in 1032
had been badly injured on 63
had been badly injured or 78
had been badly managed by 69
had been badly managed in 108
had been badly rattled by 51
had been badly ravaged by 54
had been badly scarred by 151
had been badly shocked by 41
had been badly smashed by 72
had been badly smashed up 85
had been badly weakened by 195
had been badly worsted in 46
had been badly wounded at 814
had been badly wounded by 798
had been badly wounded in 2973
had been badly wounded on 225
had been badly wrecked by 71
had been banged against the 54
had been based chiefly on 110
had been based hitherto on 42
had been based largely on 1063
had been beaten against the 94
had been beaten because he 100
had been beaten because of 80
had been begun against the 142
had been begun between the 88
had been below average in 73
had been biased against the 78
had been blowing towards me 54
had been blown against the 140
had been blown crooked on 100
had been borne against it 60
had been borne forward on 52
had been bound together by 840
had been bound together in 300
had been bound together to 60
had been bracing herself to 45
had been bracing himself to 74
had been brewing between the 361
had been built according to 1092
had been built adjoining the 68
had been built against it 97
had been built against the 1183
had been built because of 102
had been built because the 79
had been built between it 80
had been built between the 796
had been built between us 42
had been built chiefly by 60
had been built following the 81
had been built largely by 176
had been built largely on 164
had been built outside of 92
had been built outside the 488
had been built previous to 64
had been built towards the 159
had been burning incense to 103
had been burst asunder by 229
had been busying himself at 55
had been busying himself in 134
had been causing anxiety in 47
had been causing anxiety to 54
had been causing concern to 57
had been causing trouble at 42
had been causing trouble in 168
had been causing trouble to 59
had been chafing against the 63
had been changing rapidly in 41
had been chasing rabbits in 61
had been chief adviser to 77
had been chief counsel to 77
had been chief engineer at 88
had been chief engineer in 93
had been chief engineer of 572
had been chief engineer on 101
had been chief justice in 173
had been chief justice of 2404
had been chief mourner at 47
had been chief officer in 135
had been chief officer of 78
had been cleft asunder by 53
had been close friends as 220
had been close friends at 266
had been close friends in 522
had been close friends of 1083
had been coded according to 58
had been court painter to 94
had been daily expecting to 50
had been daily increasing in 54
had been digging potatoes in 42
had been drawn according to 128
had been drawn against the 606
had been drawn because of 44
had been drawn between it 52
had been drawn between the 1115
had been drawn forward to 51
had been drawn payable to 70
had been drawn together as 293
had been drawn together at 79
had been drawn together by 1612
had been drawn together in 437
had been drawn together to 158
had been drawn towards the 395
had been drawn towards us 44
had been driving hitched the 68
had been easily defeated by 82
had been easily induced to 43
had been either cautious or 40
had been either crushed or 50
had been either damaged or 92
had been either defeated or 60
had been either fictions of 75
had been either hostile or 77
had been either ignored or 397
had been either infringed or 141
had been either injured or 46
had been either members of 85
had been either neutral or 52
had been either offered or 41
had been either removed or 199
had been either settled or 55
had been either unknown or 126
had been either unknown to 59
had been either unwilling or 199
had been either wounded or 123
had been either written or 54
had been falling steadily in 80
had been feeding herself on 49
had been filed against it 160
had been filed against me 149
had been filed against the 1584
had been filed because of 48
had been fired against the 176
had been fired because he 460
had been fired because of 790
had been fired because the 67
had been fired between the 65
had been fired towards the 84
had been first adopted by 146
had been first adopted in 40
had been first applied in 57
had been first applied to 248
had been first aroused by 146
had been first brought on 40
had been first brought to 415
had been first brought up 57
had been first carried to 83
had been first defined by 54
had been first devised by 69
had been first elected in 183
had been first elected to 236
had been first enacted in 50
had been first erected by 53
had been first erected in 51
had been first excited by 54
had been first exposed to 100
had been first founded by 79
had been first founded in 42
had been first granted to 98
had been first imposed by 64
had been first induced to 47
had been first invited to 53
had been first married to 465
had been first noticed by 121
had been first noticed in 49
had been first offered to 328
had been first officer of 62
had been first officer on 48
had been first planted by 46
had been first planted in 65
had been first printed at 53
had been first printed by 53
had been first printed in 219
had been first reduced to 65
had been first revealed by 43
had been first revealed to 88
had been first seduced by 41
had been first settled by 227
had been first settled in 237
had been first sighted by 76
had been first stirred by 107
had been first trodden by 52
had been first visited by 197
had been first written in 147
had been fixed according to 151
had been fixed between the 148
had been flown against the 93
had been forcing herself to 148
had been forcing himself to 159
had been found against me 63
had been found against the 419
had been found belonged to 42
had been found between the 503
had been found capable of 418
had been found drowned in 435
had been found helpful in 57
had been found outside of 48
had been found outside the 242
had been found stabbed in 54
had been found stabbed to 246
had been found stuffed in 58
had been found subject to 43
had been found superior to 48
had been found together in 150
had been found unequal to 372
had been found unworthy of 54
had been found useless in 83
had been found useless to 61
had been found wandering in 360
had been found wandering on 73
had been found wandering the 159
had been found wounded in 52
had been found wrapped in 106
had been freed because of 66
had been fully adopted by 86
had been fully adopted in 55
had been fully advised as 81
had been fully advised of 209
had been fully applied in 53
had been fully applied to 49
had been fully aroused by 80
had been fully aroused to 78
had been fully assured of 48
had been fully briefed by 177
had been fully briefed on 879
had been fully capable of 74
had been fully covered by 137
had been fully covered in 69
had been fully debated in 125
had been fully decided on 41
had been fully enacted by 135
had been fully expecting the 49
had been fully exposed by 61
had been fully exposed in 54
had been fully exposed to 346
had been fully grasped by 113
had been fully realized by 97
had been fully realized in 164
had been fully revealed in 72
had been fully revealed to 98
had been fully settled in 103
had been fully trained by 50
had been fully trained in 172
had been fully trained to 49
had been fused together by 116
had been fused together in 91
had been fused together to 82
had been gaining rapidly in 51
had been gaining steadily in 132
had been gaining support in 44
had been geared towards the 58
had been getting reports of 63
had been given according to 276
had been given against it 54
had been given against me 41
had been given against the 536
had been given because he 43
had been given because of 258
had been given because the 123
had been given between the 64
had been given command in 82
had been given command of 4357
had been given control of 675
had been given custody of 352
had been given details of 94
had been given everything he 86
had been given exactly the 95
had been given freedom of 112
had been given freedom to 197
had been given impetus by 274
had been given lessons in 107
had been given letters of 237
had been given liberty to 83
had been given license to 121
had been given permits to 63
had been given previous to 79
had been given priority by 73
had been given priority in 170
had been given regarding the 221
had been given shelter by 222
had been given shelter in 264
had been given support by 76
had been given tickets to 73
had been given towards the 78
had been glued together by 53
had been grand marshal of 99
had been groping towards the 43
had been growing against the 74
had been growing because of 51
had been growing between the 426
had been growing between us 67
had been growing rapidly as 139
had been growing rapidly in 480
had been growing steadily as 121
had been growing steadily at 53
had been growing steadily in 1475
had been growing stronger as 94
had been growing stronger in 161
had been happy together as 117
had been happy together in 67
had been heaped against the 47
had been heaped together in 78
had been helping herself to 42
had been helping himself to 344
had been hired because he 106
had been hired because of 324
had been hired because the 57
had been holding against the 50
had been holding herself in 116
had been holding himself in 352
had been hoped because of 48
had been hotly debated at 50
had been hotly debated by 92
had been hotly debated in 307
had been hotly pursued by 111
had been hunting gophers in 61
had been hunting together in 50
had been hurling insults at 43
had been keeping bottled up 42
had been keeping himself in 70
had been keeping records of 105
had been kicking against the 59
had been known chiefly as 118
had been known locally as 207
had been known previous to 55
had been known upwards of 42
had been large numbers of 169
had been lashing himself up 59
had been leaned against the 167
had been legal adviser to 271
had been legal counsel to 57
had been lending support to 40
had been letting himself go 85
had been loading himself up 73
had been local parties in 52
had been lolling against the 64
had been looking askance at 47
had been looking closely at 216
had been looking fixedly at 172
had been looking forward as 224
had been looking forward so 613
had been looking forward to 35787
had been looking sharply at 61
had been looking steadily at 632
had been looking towards the 155
had been lounging against the 240
had been loyal members of 72
had been lurking outside the 103
had been major factors in 124
had been major figures in 73
had been major general of 42
had been major players in 84
had been major sources of 119
had been meeting together in 48
had been meeting together to 43
had been mingled together in 106
had been mixed together in 130
had been moved against the 336
had been moved because of 118
had been moved eastward to 46
had been moved forward by 77
had been moved forward in 54
had been moved forward on 106
had been moved forward to 511
had been moved outside the 138
had been moved towards the 109
had been named according to 61
had been named because it 108
had been named because of 54
had been named captain of 101
had been named general of 47
had been named guardian of 48
had been named manager of 84
had been named members of 122
had been naval attache at 51
had been naval attache in 183
had been nearly blinded by 102
had been nearly brought to 81
had been nearly covered by 40
had been nearly crushed by 46
had been nearly doubled by 105
had been nearly doubled in 281
had been nearly drained of 45
had been nearly drowned in 108
had been nearly emptied by 73
had been nearly emptied of 122
had been nearly extinct in 79
had been nearly reduced to 150
had been nearly revealed to 64
had been nearly severed by 89
had been nearly starved to 173
had been nearly wrecked by 62
had been nearly wrecked in 42
had been neatly arranged in 107
had been neatly arranged on 103
had been neatly stacked in 70
had been neatly stacked on 81
had been neatly wrapped in 43
had been nerving herself to 90
had been nerving himself to 87
had been newly elected in 46
had been newly elected to 85
had been newly erected in 45
had been newly founded in 58
had been newly gathered in 41
had been newly painted by 55
had been newly painted in 68
had been noted between the 91
had been often accused of 50
had been often advised to 58
had been often appealed to 41
had been often applied to 94
had been often defeated by 49
had been often exposed to 52
had been often invited to 61
had been often obliged to 127
had been often pressed by 86
had been often repeated to 76
had been often tempted by 79
had been often tempted to 85
had been often visited by 130
had been owned jointly by 70
had been passing between the 189
had been passing secrets to 46
had been pearling himself in 51
had been pending between the 151
had been piecing together the 66
had been piled against the 315
had been piled together by 43
had been piled together in 64
had been piled together to 51
had been playing against the 68
had been playing outside in 54
had been playing outside the 59
had been playing quietly in 58
had been playing together in 105
had been press reports of 45
had been priding himself on 67
had been proof against the 559
had been pulling against the 60
had been pushing against the 94
had been pushing forward the 71
had been putting forward the 51
had been putting together an 43
had been putting together the 83
had been quite capable of 202
had been quite careful to 42
had been quite certain he 48
had been quite certain of 220
had been quite content to 999
had been quite correct in 459
had been quite evident in 41
had been quite evident to 51
had been quite excited by 44
had been quite exposed to 43
had been quite faithful to 41
had been quite familiar to 66
had been quite foreign to 180
had been quite helpful in 47
had been quite helpful to 67
had been quite hostile to 74
had been quite liberal in 45
had been quite limited in 54
had been quite opposed to 46
had been quite outside the 48
had been quite popular in 135
had been quite reduced to 77
had been quite shocked at 61
had been quite shocked by 61
had been quite shocked to 45
had been quite similar to 100
had been quite sincere in 252
had been quite spoiled by 48
had been quite spoiled in 65
had been quite unaware of 661
had been quite unequal to 59
had been quite unknown in 133
had been quite unknown to 310
had been quite unmoved by 50
had been quite unwilling to 71
had been railing against the 134
had been raining outside it 53
had been ranged against the 56
had been rated according to 55
had been rather alarmed by 63
had been rather ashamed of 78
had been rather hostile to 50
had been rather limited in 40
had been rather opposed to 44
had been rather passive in 45
had been rather puzzled by 47
had been rather shocked by 87
had been rather shocked to 50
had been rather spoiled by 108
had been reacting against the 51
had been really capable of 51
had been really touched by 74
had been really written by 40
had been reared according to 90
had been reared against the 78
had been resting against the 230
had been resting lightly on 93
had been resting quietly in 50
had been rubbing against the 74
had been ruled according to 42
had been ruled illegal by 49
had been ruled jointly by 42
had been running against the 170
had been running between the 78
had been running serially in 45
had been running strongly in 72
had been running towards the 51
had been sadly damaged by 89
had been sadly reduced by 89
had been sadly reduced in 51
had been sadly weakened by 68
had been sales manager of 87
had been saved because he 113
had been saved because of 172
had been saved because the 87
had been sealed against the 68
had been sealed between the 68
had been sealed between us 60
had been seated according to 55
had been seated against the 63
had been seated between the 43
had been seated quietly on 55
had been selling secrets to 64
had been selling tickets at 45
had been sending letters to 245
had been sending reports to 65
had been sending signals to 40
had been senior members of 45
had been senior wrangler in 184
had been showing herself in 54
had been shown against the 49
had been shown between the 89
had been shown capable of 74
had been shown towards the 200
had been sinking rapidly to 43
had been sitting against the 161
had been sitting astride the 46
had been sitting between the 123
had been sitting forward in 46
had been sitting huddled up 45
had been sitting hunched up 49
had been sitting listening to 105
had been sitting outside in 86
had been sitting outside on 64
had been sitting outside the 318
had been sitting quietly at 351
had been sitting quietly by 152
had been sitting quietly in 1139
had been sitting quietly on 434
had been sitting together at 60
had been sitting together in 296
had been sitting together on 178
had been sitting upright in 83
had been slain because he 60
had been slain because of 435
had been slyly devouring the 82
had been small farmers in 45
had been speaking against the 97
had been spent between the 68
had been spent chiefly in 118
had been spent largely in 230
had been spent listening to 196
had been spent outside the 62
had been spent preparing the 47
had been split asunder by 219
had been split asunder in 60
had been split between the 338
had been spray painted on 120
had been spread against me 82
had been spread against the 58
had been stage manager of 40
had been staring blankly at 145
had been staring fixedly at 207
had been staring towards the 79
had been stealing glances at 112
had been stood against the 64
had been strong against the 53
had been strong critics of 51
had been strung between the 225
had been strung together in 55
had been stuck between the 109
had been stuck together by 42
had been sunning herself in 50
had been sunning himself in 54
had been sunning himself on 131
had been swept against the 105
had been swept forward by 46
had been swept together by 69
had been swept together in 68
had been sworn against by 48
had been sworn enemies of 54
had been taken according to 125
had been taken account of 119
had been taken against an 91
had been taken against it 191
had been taken against me 104
had been taken against my 48
had been taken against the 2312
had been taken because he 60
had been taken because it 89
had been taken because of 534
had been taken because the 264
had been taken between the 115
had been taken captive as 181
had been taken captive at 321
had been taken captive by 2838
had been taken captive in 1024
had been taken captive on 97
had been taken captive or 41
had been taken captive to 282
had been taken despite the 41
had been taken following the 80
had been taken hostage at 45
had been taken hostage by 727
had been taken hostage in 318
had been taken lightly at 44
had been taken outside of 59
had been taken outside the 255
had been taken outside to 44
had been taken previous to 111
had been taken regarding the 195
had been taken swiftly to 72
had been taken totally by 100
