hair because their hair was 54
hair between your thumb and 45
hair brushed away from her 137
hair brushed away from his 82
hair brushed back from her 554
hair brushed back from his 1199
hair brushed back over his 140
hair cascading down over her 82
hair dragged back from her 43
hair dressed high upon her 50
hair flopped down over his 88
hair gathered away from her 60
hair lightly away from his 88
hair redeeming sins past and 220
hair rippled back from her 40
hair scraped back from her 186
hair slicked back from her 111
hair slicked back from his 361
hair slicked back over his 119
hair slicked down over his 58
hair smoothed away from her 59
hair smoothed back from her 98
hair smoothed back from his 41
hair spilled down over her 85
hair streamed back from her 64
hair streamed back from his 52
hair streamed down over her 102
hair tumbled down over her 181
hair tumbled down over his 108
half century have tied men 98
half century when steam has 59
hall divided into nave and 53
hand against those whom they 58
hand between your eyes and 54
hand between your legs and 77
hand between your thumb and 212
hand clamped down over her 165
hand clamped down over his 45
hand clamped hard over her 49
hand dropped away from her 311
hand dropped away from his 192
hand hastily bent over him 41
hand lightly upon those who 63
hand pressed hard upon his 47
hand pressed hard upon them 64
hand slipped away from her 69
hand slipped away from his 81
hand slipped down over her 57
hand slipped from hers and 55
hand slipped into hers and 49
hand slipped into mine and 60
hanging between your legs and 52
hard muscles into calf and 46
hard service there were but 55
hast brought from rome are 95
hast exalted thine only son 493
have admired your work for 46
have adopted some years ago 107
have adopted will meet with 40
have allowed more room for 44
have allowed more time for 214
have altered into what they 57
have altered over time and 45
have amassed great wealth and 92
have amassed vast wealth and 56
have appeared from what has 69
have appeared nothing less than 65
have appeared nothing more than 42
have arrived here safe and 111
have arrived some time ago 99
have behaved very well and 61
have blinded their eyes and 53
have brought along their own 107
have brought away from that 43
have brought back from his 164
have brought back more than 63
have brought back nothing but 67
have brought back peace with 43
have brought back your man 158
have brought down fine and 50
have brought down from his 45
have brought down more than 62
have brought down those who 62
have brought down upon her 71
have brought down upon him 363
have brought down upon his 115
have brought down upon them 236
have brought forth nothing but 83
have brought forth such and 78
have brought forth their own 42
have brought from home and 48
have brought from home with 48
have brought from their own 53
have brought home more than 50
have brought home nothing but 66
have brought into open day 49
have brought into their own 61
have brought many good men 338
have brought many good things 45
have brought many more men 45
have brought more harm than 41
have brought much more than 65
have brought nothing home for 41
have brought nothing into this 82
have brought over along with 40
have brought upon their own 92
have brought upon your own 40
have carried away from that 64
have carried away from them 40
have carried away more than 268
have carried into their new 45
have carried over from his 42
have carried over from one 41
have carried over from our 47
have carried over into his 160
have carried over into our 88
have carried over into this 80
have chiefly been used for 65
have control over land and 124
have control over life and 77
have control over many things 70
have control over more than 99
have control over some things 88
have control over such things 55
have control over their own 8991
have control over these things 61
have control over those who 104
have control over what goes 113
have control over what she 50
have control over what they 406
have control over what was 91
have control over what you 479
have control over when and 105
have control over when they 78
have control over when you 64
have control over your own 658
have covered much more than 63
have covered their heads with 91
have covered your eyes with 44
have crossed over from death 117
have crossed over from one 137
have crossed your mind that 385
have crowded back into that 65
have deduced from these two 41
have demands made upon them 90
have derived from hearing read 43
have derived from their own 145
have derived from their use 41
have derived from those who 53
have derived from what may 45
have derived from your own 77
have derived their name and 41
have desired nothing more than 185
have devised some other way 57
have devoted less time and 47
have devoted more time and 367
have devoted more time than 88
have devoted much care and 85
have devoted much time and 2537
have devoted some time and 131
have devoted their time and 1294
have divided into those who 53
have divided these into two 129
have dominion over land and 45
have dominion over their own 214
have dominion over those who 99
have donated their time and 190
have doubted their seeing him 45
have drained away from this 44
have drifted away from all 64
have drifted away from each 95
have drifted away from god 76
have drifted away from him 118
have drifted away from his 89
have drifted away from its 53
have drifted away from one 44
have drifted away from our 89
have drifted away from that 71
have drifted away from them 72
have drifted away from this 86
have dropped away from him 97
have dropped from more than 109
have dropped from your pen 48
have dropped into your old 54
have emerged from more than 69
have emerged from their long 40
have emerged from their own 64
have emerged from these and 59
have emerged from these two 77
have emerged from what has 51
have emerged over time and 141
have enacted laws dealing with 58
have enacted such laws and 46
have endured life till now 171
have endured more pain than 76
have endured much more than 53
have endured much pain and 64
have endured over time and 45
have endured very many things 53
have engraved many other things 95
have enjoyed good health all 69
have enjoyed good health and 157
have enjoyed good health for 77
have enjoyed great peace and 47
have enjoyed life more than 61
have enjoyed more peace and 50
have enjoyed nothing more than 182
have enjoyed only what may 67
have enjoyed your stay with 61
have entered into more than 68
have entered into some new 41
have entered into their own 94
have entered into union with 110
have entered much into his 42
have entered their heads that 149
have entered your mind that 108
have escaped even from him 86
have escaped from their singing 92
have escaped from those who 68
have everything nice when you 139
have everything ready when she 40
have everything ready when you 109
have everything very pure and 59
have evolved from more than 45
have evolved from their own 72
have evolved from these two 73
have evolved from those that 43
have evolved into what are 42
have evolved into what they 49
have evolved over more than 205
have evolved over time and 1473
have evolved over time are 70
have evolved over time for 75
have evolved over time with 117
have existed among those who 102
have existed some third and 48
have existed there from all 74
have existed when there was 53
have finally made their way 71
have flocked here from all 72
have friends come from far 46
have friends from whom they 82
have gathered from reading and 41
have gathered from those who 68
have gathered from what has 112
have gathered from what you 47
have gathered from your own 558
have gathered here from all 134
have gathered many such things 45
have gritted their teeth and 63
have guessed there were two 46
have guessed very well who 60
have happily been left out 212
have hastily made upon this 56
have hitherto been dealing with 298
have hitherto been dealt with 185
have hitherto been left out 41
have hitherto been made are 86
have hitherto been made for 159
have hitherto been made use 76
have hitherto been made with 119
have hitherto been shut out 168
have hitherto been used and 44
have hitherto been used for 216
have hitherto been very low 54
have hitherto dealt only with 177
have hitherto done nothing but 42
have hitherto left very few 96
have hitherto said upon this 71
have hitherto seen among all 45
have hitherto seen nothing but 53
have imbibed more wine than 47
have insight into their own 263
have insight into your own 53
have justice done unto them 42
have justice done upon that 43
have knocked your face all 49
have largely been dealt with 94
have largely been left out 408
have largely been used for 105
have largely done away with 341
have largely gone their own 47
have laughed their heads off 128
have managed their boat with 75
have managed their case for 45
have managed very well with 99
have marched upon gold and 81
have married some other man 44
have mastery over their own 54
have members from more than 56
have minimum wage laws for 64
have minimum wage laws that 60
have mourned over what was 51
have offered much more than 46
have offered their help and 54
have offered their time and 77
have painted nothing else than 55
have passions like other men 133
have perfect good health and 46
have perhaps done away with 60
have perhaps done more for 75
have perhaps done more than 203
have perhaps said more than 52
have pledged their faith each 49
have pledged your word and 41
have preached only these two 46
have priority over their own 44
have priority over those for 41
have priority over those that 129
have priority over those who 190
have privily laid their net 54
have proudly laid down his 54
have rapidly made their way 49
have reasoned from true and 53
have reduced their need for 62
have reduced very much this 128
have regular good dogs for 49
have removed their heart far 1138
have removed their shoes and 49
have renewed their faith and 125
have resided here from that 74
have resided here more than 47
have retired five years ago 54
have retired from work and 72
have retired into their own 49
have revealed nothing more than 41
have roughly kept pace with 81
have sallied forth into that 184
have secured their firm and 58
have sermons more their own 96
have settled away clean out 46
have settled down among them 43
have settled down from that 42
have settled down from this 74
have settled down here and 128
have settled down here for 86
have settled down into its 59
have settled down into that 54
have settled down there and 56
have settled down upon her 67
have settled down upon them 53
have settled into their new 172
have settled into their own 64
have settled into your new 86
have settled upon some one 54
have several very safe and 135
have severed their ties with 274
have shifted away from this 54
have shifted over time and 141
have shipped half your men 44
have slipped away from her 157
have slipped away from him 199
have slipped away from his 88
have slipped away from our 48
have slipped away from them 155
have slipped back into her 48
have slipped back into his 67
have slipped your mind that 42
have somehow lost their way 57
have somehow made their way 51
have sounded when there was 70
have spilled over into his 46
have started from nothing and 56
have started from some one 45
have started some time ago 41
have stemmed more from his 44
have stepped away from him 51
have stepped down from his 75
have stepped down from its 40
have stepped down from one 45
have stopped even those she 88
have strayed away from god 93
have strayed away from him 41
have strayed away from our 129
have strayed from their own 42
have thatched their nest with 57
have trained their sons for 128
have trained their youth with 40
have trouble saying what they 49
have trusted your wife with 64
have usually been dealt with 445
have usually been done with 140
have usually been left out 114
have usually been less than 187
have usually been made for 108
have usually been made with 277
have usually been mild and 265
have usually been more than 59
have usually been those who 176
have usually been those with 46
have usually been told that 43
have usually been used for 181
have usually come into being 46
have usually gone along with 99
have usurped ever more and 88
have uttered died upon his 124
