hair could belong to but 52
hair curling close to his 53
hair falling nearly to her 40
hair falling nearly to his 52
hair gleams white in its 71
hair might stand on end 42
hair nearly stood on end 162
hair reaching nearly to his 151
hair short while the men 50
hair stand erect on his 51
hair stood erect on his 121
hair which stood on end 61
hair would stand on end 2067
half awake thinks he can 43
half dozen times in his 178
half hours after he had 297
half hours after it had 166
half hours after it was 112
half hours after the death 114
half hours after the meal 220
half hours after the sun 169
half hours after we had 165
half hours later he was 325
half hours later it was 84
half miles above the earth 144
half miles after he had 55
half months after he had 273
half months after he was 109
half months after it had 127
half months after it was 149
half months after the death 310
half months after the end 1810
half months after the war 107
half months after the year 148
half months later he was 243
half months since he had 148
half sheet print of him 82
half smile playing on her 81
half smile playing on his 161
half times round the earth 155
half weeks after he had 41
half wheel eight or ten 43
hand cheats where he can 64
hand froze where it was 41
hand glove could be put 49
hand resting easily on his 43
hand shall point the way 56
hand still holding the gun 66
hand still holding the pan 91
hand still resting in his 67
hand still resting on her 232
hand still resting on his 389
hand which holds the bow 65
hand which holds the pen 104
hand which holds the rod 52
hand which rests on his 63
hand while holding it with 70
hand while holding on with 67
hand while holding the rod 46
hand while speaking to him 50
hand would place in her 43
hard cover books do not 78
hard drive space if you 42
hard earned money to buy 56
hard faces round the bed 44
hard frost setting in all 111
hard rough cheek on her 44
hard times after the death 62
hard times after the war 661
hard times would be for 198
hard words which he had 88
hast cause rather to joy 41
hate which seeks to get 42
have about eight or ten 67
have about eight to ten 56
have about given up all 74
have above noted the two 40
have acted within the law 109
have added anything to his 177
have added anything to its 80
have added anything to our 94
have added force to his 101
have added force to this 49
have again taken the lead 45
have again taken up this 47
have ample funds to pay 53
have ample proof in his 57
have ample proof of his 55
have ample proof of that 48
have ample proof of this 206
have ample reason to fear 78
have ample warning of any 73
have angles equal to two 166
have anything close to that 115
have anything fresh to say 105
have anything valid to say 53
have anything which is not 63
have asked anything of him 60
have asked people if they 49
have asked where he was 48
have begun about the end 65
have begun about the year 208
have begun again to wag 46
have begun first of all 48
have begun while he was 98
have binding force on all 240
have black spots on them 40
have blind spots in our 72
have boots thrown at her 49
have borne fruit in his 57
have borne fruit in this 84
have built since the war 40
have cared about the man 67
have ceased under the law 50
have clues which we can 60
have cried aloud in her 53
have cried aloud in his 106
have cried aloud to them 210
have cried shame of him 78
have cutting edges on both 47
have daily lived at his 130
have dearly liked to see 104
have dearly loved to see 130
have dined thrice in his 67
have drawn nearer to god 43
have drawn nearer to her 42
have drawn nearer to him 59
have drawn nearer to that 52
have drunk until we are 108
have drunk water so long 171
have dwelt longer on this 669
have dwelt under the low 49
have earned money to buy 41
have either found it that 40
have either mending or dying 44
have either short or long 167
have either strong or weak 92
have ended where it did 105
have ended where it had 49
have equal claim to being 69
have equal claim to our 40
have equal right to all 59
have equal right to use 217
have every fault of his 58
have every reason to ask 249
have every reason to cry 41
have every reason to fear 3633
have every reason to get 84
have every reason to lie 42
have every reason to pay 80
have every reason to put 152
have every reason to say 803
have every reason to see 228
have every reason to try 175
have every reason to use 144
have every right to act 85
have every right to ask 2125
have every right to bring 105
have every right to buy 50
have every right to cry 103
have every right to fear 94
have every right to get 272
have every right to hear 47
have every right to let 41
have every right to our 65
have every right to put 190
have every right to read 63
have every right to run 42
have every right to say 1700
have every right to see 391
have every right to set 88
have every right to sit 77
have every right to sue 59
have every right to that 189
have every right to them 46
have every right to this 92
have every right to try 264
have every right to use 517
have every right to wear 61
have every right we can 51
have every stool in its 106
have every title to this 97
have extra fingers or toes 72
have extra money to buy 95
have extra money to pay 49
have faced since the end 99
have fairy blood in them 40
have fared worst of all 57
have fewer sands in our 109
have fewer taxes to pay 41
have fifty acres of this 84
have finer weather to put 67
have first claim on all 138
have first claim on any 138
have first claim on her 69
have first claim on him 40
have first claim on his 131
have first claim on its 46
have first claim on our 173
have first claim on them 76
have first claim to any 45
have first claim to her 53
have first crack at any 42
have first crack at him 52
have first crack at them 51
have first found it out 60
have first known the path 78
have first option to buy 135
have first place in all 64
have first place in his 92
have first place in our 233
have first taken the oath 81
have folios either of old 41
have force until it has 70
have found anything at all 115
have found anything to say 86
have found david the son 554
have found favor in god 46
have found favor in his 299
have found grace in his 116
have found heaven on earth 107
have found nests of this 44
have found place in his 113
have found place in our 69
have found place in this 126
have found proof of this 41
have found reason to pay 119
have given above is not 119
have given anything at all 46
have given anything at that 404
have given anything he had 116
have given anything if she 160
have given anything if they 58
have given anything if you 56
have given anything in that 44
have given anything on earth 130
have given anything to bring 67
have given anything to get 650
have given anything to hear 449
have given anything to lie 43
have given anything to own 127
have given anything to put 78
have given anything to read 49
have given anything to run 45
have given anything to say 59
have given anything to see 1157
have given anything to sit 51
have given anything to win 48
have given color to her 44
have given either of them 68
have given glory to god 128
have given names to all 160
have given names to them 146
have given names to things 47
have given order to our 75
have given pause to all 53
have given pause to any 166
have given people the idea 56
have given place to neat 45
have given place to new 379
have given place to one 132
have given place to that 202
have given place to them 49
have given place to this 62
have given place to two 62
have given place to you 66
have given power to our 44
have given proof in this 48
have given proof of his 262
have given proof of its 56
have given proof of our 86
have given proof of this 207
have given reins to his 87
have given scope to his 52
have given shape to his 53
have given shape to our 102
have given shape to this 83
have given skill to all 82
have given space to this 67
have given thanks to god 275
have given thanks to him 42
have given twice the sum 54
have given under the head 64
have given vogue to his 217
have given voice to his 62
have given voice to them 78
have given voice to this 109
have given warning to all 61
have grown round it for 167
have grown since the end 60
have grown since the mid 199
have grown since the war 61
have grown tired of all 55
have grown tired of being 278
have grown tired of each 66
have grown tired of her 255
have grown tired of him 163
have grown tired of his 170
have grown tired of our 74
have grown tired of that 61
have grown tired of them 149
have grown tired of this 204
have grown tired of you 45
have grown wiser in her 44
have harsh words to say 59
have holes bored in them 291
have indian blood in her 41
have indian blood in his 54
have indian blood in our 47
have indian blood in them 101
have indian blood in you 40
have known about it all 225
have known about it and 743
have known about it but 135
have known about it for 737
have known about it had 103
have known about it long 104
have known about it then 42
have known about it too 55
have known about me and 51
have known about the death 63
have known about the new 102
have known about the old 46
have known about the real 41
have known about the two 123
have known about the war 40
have known anything at all 228
have known anything of her 40
have known anything of him 69
have known anything of his 63
have known anything of its 82
have known anything of that 40
have known anything of them 62
have known anything of this 257
have known cases of men 55
have known cases of this 211
have known either of them 90
have known hints of him 66
have known since he was 379
have known since my death 51
have known since the age 45
have known since the day 125
have known since the end 133
have known since the mid 53
have known since the war 104
have known until it was 93
have known where he had 60
have known where he was 996
have known where it was 424
have known where or how 52
have known where to get 146
have known where to lay 51
have known where to put 110
have known where to run 45
have known while he was 50
have lands given to them 44
have large debts to pay 59
have large holes in them 89
have legal title to them 40
have light thrown on them 44
have lived about the end 302
have lived about the year 396
have lived alone in this 64
have lived alone so long 70
have lived apart at all 50
have lived close to each 50
have lived close to them 73
have lived longer by this 43
have lived longer if she 70
have lived longer if they 67
have lived longer in this 107
have lived since the death 51
have lived since the end 64
have lived since the war 115
have lived twice as long 309
have lived under it for 59
have lived under the law 64
have lived under the old 60
have lived until he was 73
have lived until the age 53
have lived until the end 63
have lived until the year 41
have lousy taste in men 63
have lower rates of both 92
have lower rates of death 89
have lower rates of job 110
have lower rates of lung 55
have lower rates of use 45
have major roles in this 40
have mercy shown to them 222
have money given to them 40
have money saved to pay 46
have money spent on them 61
have money wired to you 276
have moral value at all 41
have moved though we had 45
have names given to them 203
have names which do not 75
have negro blood in her 40
have negro blood in his 40
have never acted in any 52
have never acted in that 66
have never acted on them 44
have never aimed at any 44
have never asked me for 320
have never asked me how 91
have never asked me one 136
have never asked of them 66
have never asked to see 43
have never asked us any 41
have never asked us for 48
have never cared to ask 43
have never cared to read 99
have never cared to see 77
have never ceased to act 81
have never ceased to add 48
have never ceased to ask 158
have never ceased to bear 77
have never ceased to cry 142
have never ceased to fear 48
have never ceased to hear 184
have never ceased to long 82
have never ceased to pay 62
have never ceased to read 153
have never ceased to say 109
have never ceased to see 102
have never ceased to set 55
have never ceased to sow 44
have never ceased to try 116
have never ceased to use 113
have never ceded to any 733
have never dared to ask 238
have never dared to put 46
have never dared to read 99
have never dared to say 346
have never dared to try 123
have never dared to use 71
have never found in all 101
have never found in any 863
have never found in them 114
have never found it easy 632
have never found it out 279
