had an appeal far beyond 41
had an inkling that something 427
had an irish gang draining 79
had an opening big enough 50
had an order for another 57
had an uncle who became 43
had an uncle who played 60
had an uncle who served 55
had an uncle who worked 145
had as quick and lively 46
had at first any degree 129
had at first but little 188
had at first not wanted 70
had at first was reached 53
had he blown all madrid 54
had he given any thought 147
had he given them strict 69
had he known her better 127
had he known her feelings 69
had he known her secret 85
had he known how little 63
had he known that another 53
had he known that before 74
had he lived and worked 41
had he lived for another 117
had he lived long enough 4664
had he spent long summer 43
had he stood his ground 158
had he taken his degree 47
had he taken his flight 48
had he taken his office 47
had in honor and esteem 61
had in placing his nephew 42
had in plain and superb 41
had it about her person 70
had it could not mantle 48
had it given all powers 65
had it rough and tumble 52
had it under his pillow 119
had me where she wanted 89
had me where they wanted 93
had my first real chance 48
had my mother and sister 52
had my mother not caught 59
had my right arm around 41
had no basis for assuming 125
had no basis for claiming 125
had no basis for deciding 74
had no cause for further 41
had no cause for regret 343
had no cause for serious 46
had no cause for sorrow 69
had no claim for relief 75
had no dealings with anyone 117
had no doubt her master 47
had no doubt his advice 93
had no doubt his brother 42
had no doubt his esteem 59
had no doubt his friend 51
had no doubt his master 92
had no doubt his reasons 48
had no doubt its effect 41
had no doubt its origin 45
had no doubt that another 43
had no doubt that anyone 55
had no doubt that august 43
had no doubt that austria 117
had no doubt that before 169
had no doubt that christ 55
had no doubt that england 83
had no doubt that france 85
had no doubt that hitler 100
had no doubt that michael 45
had no doubt that should 50
had no doubt that someone 150
had no doubt that something 203
had no doubt that sooner 136
had no doubt that stalin 56
had no doubt that through 46
had no doubt that whoever 66
had no doubt that without 76
had no doubt they should 159
had no doubt who should 47
had no fancy for lowering 74
had no feeling for nature 113
had no fewer than eighty 73
had no fewer than eleven 219
had no fewer than ninety 66
had no fewer than twelve 210
had no fewer than twenty 565
had no force and effect 117
had no funds nor troops 42
had no guide but passion 42
had no inkling that anyone 41
had no longer any active 129
had no longer any belief 58
had no longer any bounds 113
had no longer any chance 306
had no longer any charms 482
had no longer any choice 488
had no longer any common 85
had no longer any desire 714
had no longer any direct 209
had no longer any doubts 1031
had no longer any duties 43
had no longer any effect 184
had no longer any excuse 292
had no longer any family 44
had no longer any ground 118
had no longer any leaders 45
had no longer any motive 600
had no longer any object 277
had no longer any regard 53
had no longer any relish 131
had no longer any rights 125
had no longer any rivals 77
had no longer any secret 284
had no longer any serious 59
had no longer any special 88
had no longer any spirit 73
had no longer any standing 94
had no longer any strength 166
had no longer any thought 819
had no longer any troops 87
had no longer any useful 40
had no longer any weight 98
had no longer its former 107
had no money and begged 40
had no money and little 545
had no money and needed 137
had no money and neither 88
had no money and thought 41
had no money and wanted 150
had no money but plenty 105
had no money for another 73
had no money for beggar 97
had no money for clothes 116
had no money for extras 42
had no money for further 47
had no money for hotels 45
had no money for lodgings 46
had no money for school 79
had no money for stamps 61
had no money for travel 67
had no money for tuition 88
had no notion that anyone 49
had no place for anyone 52
had no place for dryden 40
had no place for indians 46
had no place with regard 76
had no plans for another 75
had no plans for building 101
had no plans for further 323
had no plans for future 101
had no power and little 179
had no reason for adhering 41
had no reason for assuming 92
had no reason for choosing 53
had no reason for delaying 40
had no reason for desiring 121
had no reason for doubting 226
had no reason for existing 153
had no reason for further 43
had no reason for opposing 50
had no reason for refusing 211
had no reason for regret 54
had no reason for removing 68
had no reason for stopping 43
had no sleep and little 69
had no sleep for almost 50
had no sleep for nights 64
had no sleep for twenty 157
had no taste and little 67
had no taste for another 93
had no taste for botany 45
had no taste for crowds 111
had no taste for entering 80
had no taste for fiction 42
had no taste for fighting 170
had no taste for further 84
had no taste for landed 52
had no taste for liquor 51
had no taste for luxury 98
had no taste for office 43
had no taste for painting 301
had no taste for polite 42
had no taste for public 312
had no taste for serious 43
had no taste for theology 89
had no treaty with france 45
had no wants for myself 58
had no water for twenty 47
had no words bad enough 51
had of forming any opinion 41
had on board his vessel 125
had on board one twelve 48
had on board was pretty 163
had so acted that yielding 71
had so longed and prayed 45
had so loved her brother 45
had so often and loudly 56
had so often sat before 75
had so often sat beside 68
had so often set little 85
had the black man wished 49
had the cruel man struck 71
had the dates and places 69
had the drive and energy 82
had the feeling she already 41
had the feeling she needed 42
had the feeling she should 91
had the feeling she thought 80
had the feeling she wanted 322
had the feeling that another 44
had the feeling that anyone 92
had the feeling that before 71
had the feeling that behind 184
had the feeling that events 45
had the feeling that inside 44
had the feeling that instead 46
had the feeling that little 40
had the feeling that neither 220
had the feeling that nobody 159
had the feeling that someone 1423
had the feeling that something 3368
had the feeling that sooner 50
had the feeling that through 46
had the feeling that unless 58
had the feeling that whoever 87
had the feeling that without 68
had the feeling they thought 57
had the feeling they wanted 68
had the feeling you wanted 46
had the first and second 674
had the first new england 49
had the floor long enough 54
had the force and effect 556
had the force and strength 59
had the frank and simple 55
had the goods not become 86
had the grace and wisdom 129
had the greek and arabian 49
had the gripe and clutch 44
had the hearts and wishes 120
had the house and garden 40
had the longer and better 41
had the looks and manner 45
had the lords and lairds 81
had the lusts and fruits 52
had the money and looked 100
had the money and wanted 105
had the money she needed 69
had the money they needed 85
had the moors had strength 53
had the names and titles 78
had the nation yet learned 121
had the picking and choosing 48
had the power and desire 50
had the power and strength 110
had the power and virtue 40
had the power and wisdom 61
had the power not merely 84
had the proof she needed 51
had the proof they needed 58
had the queen and prince 43
had the right and indeed 125
had the right man before 41
had the right not merely 64
had the sense and spirit 193
had the sense and strength 54
had the sense that someone 207
had the sense that something 555
had the skill and energy 64
had the skill and office 211
had the skill and strength 93
had the tools they needed 92
had the torah not clothed 50
had the vision and energy 106
had the voice and manner 73
had the votes they needed 58
had the walls and ceilings 53
had the white bean should 97
had the white men seemed 86
had the whole day before 615
had the words out before 70
had the world for stooping 41
had the worst too surely 51
had to adapt and adjust 69
had to admit his brother 50
had to admit she looked 653
had to admit she missed 82
had to admit she wanted 61
had to admit that another 49
had to admit that anyone 55
had to admit that before 55
had to admit that france 40
had to admit that further 40
had to admit that lately 46
had to admit that little 169
had to admit that madame 85
had to admit that neither 314
had to admit that nobody 59
had to admit that something 458
had to admit that unless 46
had to admit that whoever 41
had to admit that william 40
had to admit that without 164
had to admit they looked 197
had to admit was pretty 105
had to adopt new methods 100
had to adopt this course 65
had to agree that something 43
had to alter his course 44
had to alter his opinion 48
had to alter its policy 41
had to alter our course 131
had to apply for another 61
had to apply for public 90
had to apply for relief 251
had to apply for special 220
had to apply his brakes 53
had to argue with myself 67
had to avenge his brother 44
had to avoid being caught 54
had to await his return 230
had to begin his career 191
had to begin his labors 43
had to begin with something 94
had to blaze new trails 65
had to build and repair 48
had to build new houses 60
had to burst out laughing 296
had to carry her across 51
had to carry her bodily 42
had to carry her through 79
had to carry him across 57
had to carry him around 251
had to carry him bodily 50
had to carry him inside 44
had to carry him through 120
had to carry his burden 48
had to carry out another 59
had to carry out before 113
had to carry out orders 321
had to carry out various 67
had to carry that burden 41
had to carry them across 48
had to carry them around 126
had to carry them through 123
had to carry this burden 114
had to catch her before 114
had to catch him before 254
had to catch them before 60
had to catch you before 41
had to change and become 66
had to change for dinner 74
had to change her clothes 272
had to change her course 54
had to change his clothes 521
had to change his course 192
had to change his diapers 53
had to change his entire 107
had to change his habits 66
had to change his lodgings 62
had to change his methods 63
had to change his opinion 225
had to change his policy 128
had to change its course 172
had to change its entire 45
had to change its methods 63
had to change its policy 360
had to change our clothes 86
had to change our course 198
had to change our methods 42
had to change our policy 45
had to change things around 41
had to chase him around 205
had to check and double 74
had to climb out through 102
had to close his office 72
had to close his school 71
had to count for something 1362
had to cover her tracks 106
had to cover his tracks 148
had to crawl out through 64
had to create for itself 79
had to create for myself 64
had to creep out through 50
had to cross that bridge 68
had to cross this bridge 98
had to cross two rivers 176
had to cross two streams 56
had to defer her answer 82
had to delay his return 63
had to dress for dinner 412
had to drive him around 43
had to drive his horses 57
had to drive our cattle 97
had to exert his strength 45
had to exert his utmost 132
had to fetch for myself 52
had to fight and suffer 61
had to fight for access 64
had to fight for almost 97
had to fight for another 58
had to fight for itself 66
had to fight for myself 100
had to fight for rights 42
had to fight for something 81
had to fight her battle 55
had to fight his battle 386
had to fight his brother 49
had to fight its battle 49
had to fight not merely 83
had to fight off another 45
had to fight off indians 48
had to fight one another 168
had to fight our battle 43
had to fight that battle 87
had to fight this battle 445
had to fight with myself 196
had to fight yet another 45
had to gather his strength 51
had to guard her hidden 68
had to guide him through 42
had to guide his motions 45
had to guide them through 71
had to hurry and finish 54
had to issue his orders 60
had to judge for myself 105
had to lower his sights 56
had to lower its prices 67
had to lower its sights 46
had to march his troops 71
had to march off without 87
had to marry his sister 93
had to merge with another 51
had to nurse him through 101
had to offer her something 40
had to offer him something 101
had to offer one another 47
had to offer them something 105
had to offer was something 71
had to order his troops 51
had to pause long enough 52
had to pinch and scrape 333
had to prove his mettle 166
had to prove its strength 52
had to raise his prices 65
had to raise its prices 75
had to raise our prices 40
had to raise our voices 292
had to reason with myself 54
had to repeat his orders 79
had to repeat that turner 49
had to repeat this idiotic 46
had to search for another 303
had to search for someone 47
had to search for something 119
had to search her memory 88
had to search his memory 154
had to seize her before 41
had to serve for twenty 87
had to serve his master 88
had to shake him before 76
had to shape his course 75
had to share one toilet 42
had to share that status 45
had to share with another 176
had to share with anyone 48
had to share with someone 115
had to shift for itself 605
had to shift for myself 206
had to shift her weight 45
had to shift his ground 139
had to shift his weight 119
had to shoot him before 61
had to shout his orders 48
had to sleep two nights 71
had to sleep with someone 72
had to solve was whether 106
had to spend his entire 166
had to spend his evenings 53
had to spend his nights 83
had to spend long periods 415
had to spend two nights 329
had to spend yet another 66
had to spread his forces 46
had to stand and listen 241
had to stand for something 239
had to stand her ground 517
had to stand his ground 288
had to stand its ground 51
had to stand our ground 58
had to start and finish 57
had to start doing something 121
had to start for poplar 55
had to start his career 116
had to start long before 113
had to start with almost 43
had to start with myself 47
had to start with something 167
had to state his reasons 49
had to steer her course 52
had to steer his course 209
had to steer its course 64
had to steer our course 92
had to stoop her little 57
had to study and master 41
had to study our dangers 56
had to trust for safety 40
had to trust one another 140
had to visit his family 43
had to waste his fainting 44
had to watch and listen 158
had to watch her figure 52
had to watch her suffer 53
had to watch her weight 145
had to watch his chance 48
had to watch his weight 124
had to watch our chance 45
had to weigh and measure 123
had to weigh his options 43
had to write his report 43
had to write that letter 125
had to write them myself 40
had to write this letter 489
had to yield and accept 61
had up until that moment 66
had us where they wanted 75
had we known one another 57
had we taken our places 131
hang on hooks and eastern 62
has an acrid and bitter 61
has an action and passion 108
has an aroma and flavor 53
has an arrow that points 92
has an inlet and outlet 201
has an input and output 201
has an opening that allows 43
has an option that allows 260
has he ceased his charming 59
has he spread his strange 44
has in every age proved 42
has in every age taught 83
has in every way sought 113
has in nearly all states 69
has it laden with thought 44
has it shown any regard 43
has my stove and pepper 146
has no action but through 78
has no basis for assuming 78
has no basis for choice 88
has no basis for choosing 81
has no basis for claiming 109
has no basis for deciding 87
has no basis for positing 44
has no cause for boasting 40
has no cause for regret 71
has no charm for infusing 102
has no crime but luxury 117
has no doubt had something 66
has no fewer than eleven 107
has no fewer than twelve 86
has no fewer than twenty 258
has no fixed and common 52
has no fixed and sacred 55
has no force and effect 182
has no longer any belief 46
has no longer any chance 103
has no longer any charms 119
has no longer any choice 90
has no longer any claims 63
has no longer any desire 109
has no longer any direct 68
has no longer any doubts 50
has no longer any effect 233
has no longer any excuse 70
has no longer any friend 52
has no longer any matter 43
has no longer any motive 88
has no longer any object 252
has no longer any proper 49
has no longer any regard 152
has no longer any rights 48
has no longer any serious 76
has no longer any special 114
has no longer any strength 53
has no longer any weight 62
has no longer its former 57
has no moral and little 77
has no penny for editor 46
has no place for ghosts 95
has no place with regard 216
has no plans for further 170
has no plans for future 143
has no power and wisdom 45
has no reason for assuming 109
has no reason for doubting 55
has no reason for existing 879
has no reason for refusing 49
has no taste for french 93
has no taste for serious 66
has no truck with indians 43
has no value and should 79
has no value for anyone 50
has so cruel and wanton 47
has so fawning and endearing 65
has so large and kindly 78
has the feeling that someone 80
