he and gage fought side 46
he and other authors have 70
he and other blacks were 90
he and other leaders were 182
he and other little boys 49
he bid john calvin good 44
he can best attain when 48
he can draw strength from 75
he can feel something else 88
he can find relief from 44
he can find someone else 398
he can find something else 101
he can find something more 41
he can give something even 87
he can give without cost 66
he can have gained nothing 50
he can have little hope 106
he can learn something from 153
he can live without food 55
he can live without work 44
he can make better bread 50
he can make better time 41
he can make someone else 88
he can make without coming 51
he can most safely rely 53
he can move freely from 47
he can move neither hand 70
he can only choose from 48
he can only escape from 108
he can only report what 40
he can pass freely from 49
he can play tricks upon 51
he can take another wife 98
he can take better care 205
he can take refuge from 54
he can tell whether there 52
he can very rarely have 42
he did find something else 116
he did have something else 186
he did just enough work 47
he did last winter during 68
he did look something like 45
he did much useful work 193
he did some useful work 47
he did very little else 65
he did very little harm 41
he did very little work 544
he did want something more 101
he does nothing without acting 62
he goes along through life 65
he goes even further when 49
he goes into another room 135
he goes more deeply into 118
he got along fairly well 207
he got along pretty well 164
he got rich through hard 92
he got some printing done 78
he got some relief from 43
he got these papers from 43
he got very little from 51
he got very little help 66
he had aged twenty years 314
he had also always been 46
he had also become more 180
he had also become very 61
he had also called upon 44
he had also fallen into 72
he had also fallen upon 75
he had also gained some 51
he had also learned from 293
he had also learned much 131
he had also looked into 52
he had also turned down 99
he had also worked hard 101
he had been abroad during 41
he had been abroad five 88
he had been abroad only 43
he had been abroad when 56
he had been absent during 254
he had been absent five 117
he had been absent four 112
he had been absent from 5436
he had been absent last 53
he had been absent many 132
he had been absent more 476
he had been absent much 46
he had been absent only 524
he had been absent over 79
he had been absent some 202
he had been absent three 226
he had been absent when 226
he had been active among 46
he had been active during 72
he had been afraid even 147
he had been afraid lest 85
he had been afraid when 53
he had been almost from 49
he had been almost like 89
he had been almost ready 96
he had been almost sure 56
he had been already bled 55
he had been already five 53
he had been already more 136
he had been already paid 63
he had been already some 74
he had been already there 55
he had been already told 42
he had been always able 59
he had been always eager 62
he had been always fond 42
he had been always kind 66
he had been always more 130
he had been always much 172
he had been always ready 207
he had been always sent 41
he had been always shut 40
he had been always sure 176
he had been always told 79
he had been always used 93
he had been always very 82
he had been amassing vast 52
he had been amazed when 59
he had been amongst those 43
he had been another kind 62
he had been another sort 59
he had been anxious lest 43
he had been anyone else 379
he had been anyone other 42
he had been around among 87
he had been around more 40
he had been around when 94
he had been asleep during 63
he had been asleep only 121
he had been asleep when 388
he had been awaiting trial 56
he had been backed into 122
he had been banned from 635
he had been barely able 177
he had been barred from 663
he had been becoming more 91
he had been becoming sick 50
he had been before coming 74
he had been before from 41
he had been before taking 42
he had been before their 91
he had been before when 113
he had been behaving like 169
he had been behaving very 60
he had been behind bars 104
he had been better able 97
he had been bitten there 125
he had been bleeding from 48
he had been bogged down 44
he had been boggling over 44
he had been booked into 63
he had been bought from 45
he had been bought into 99
he had been bought over 286
he had been bowled over 339
he had been bribed into 71
he had been broken down 46
he had been broken into 76
he had been brooding ever 103
he had been brooding over 1203
he had been brooding upon 71
he had been buried four 65
he had been buried there 243
he had been buried three 111
he had been burned once 53
he had been called away 2540
he had been called back 2449
he had been called down 248
he had been called during 41
he had been called ever 50
he had been called from 989
he had been called here 79
he had been called home 374
he had been called into 1054
he had been called many 61
he had been called over 176
he had been called some 41
he had been called there 328
he had been called upon 8650
he had been called when 71
he had been carrying down 53
he had been carrying from 58
he had been carrying into 60
he had been carrying over 394
he had been carrying slung 84
he had been carrying were 49
he had been carrying when 142
he had been carved from 163
he had been caught like 76
he had been caught making 54
he had been caught once 127
he had been caught reading 55
he had been caught spying 66
he had been caught taking 52
he had been caught there 90
he had been caught trying 199
he had been caught when 58
he had been caught young 66
he had been changed from 205
he had been changed into 847
he had been chased away 162
he had been chased from 145
he had been chased into 41
he had been cheated into 149
he had been cheated when 47
he had been chopping wood 116
he had been chosen from 180
he had been chosen only 40
he had been chosen over 85
he had been cleared from 128
he had been coaxed into 106
he had been coerced into 676
he had been conned into 73
he had been counting upon 70
he had been created duke 228
he had been created free 91
he had been created from 70
he had been created lord 114
he had been deeply hurt 751
he had been denied what 41
he had been denied when 46
he had been deriving from 42
he had been devoting much 82
he had been dipped into 49
he had been doomed from 42
he had been drinking beer 345
he had been drinking during 99
he had been drinking ever 41
he had been drinking from 293
he had been drinking hard 515
he had been drinking more 815
he had been drinking most 102
he had been drinking much 1012
he had been drinking prior 63
he had been drinking some 85
he had been drinking very 136
he had been drinking when 204
he had been drinking wine 184
he had been driven away 1789
he had been driven back 822
he had been driven down 169
he had been driven during 45
he had been driven forth 160
he had been driven from 4140
he had been driven half 43
he had been driven home 130
he had been driven into 1502
he had been driven over 121
he had been driven there 132
he had been dumped into 85
he had been dwelling upon 86
he had been earlier when 92
he had been eighty years 62
he had been eleven years 416
he had been enduring such 131
he had been engaged among 123
he had been engaged during 525
he had been engaged ever 80
he had been engaged from 329
he had been engaged more 192
he had been engaged only 127
he had been engaged some 205
he had been engaged three 55
he had been engaged upon 1669
he had been engaged were 101
he had been engaged when 245
he had been escaping from 63
he had been exempt from 129
he had been exiled during 53
he had been exiled from 924
he had been exiled there 43
he had been fairly dealt 43
he had been fairly sure 43
he had been fairly well 301
he had been famous among 179
he had been farther south 124
he had been fighting back 52
he had been fighting ever 84
he had been fighting from 44
he had been fighting hard 41
he had been fighting only 259
he had been fooled into 171
he had been forced away 131
he had been forced back 811
he had been forced down 227
he had been forced from 367
he had been forced into 4753
he had been forced upon 179
he had been formed from 52
he had been foully dealt 97
he had been fretting over 99
he had been furious when 106
he had been gained over 349
he had been gassed during 45
he had been gathering during 44
he had been gathering from 75
he had been gently bred 40
he had been gloating over 103
he had been goaded into 226
he had been ground down 96
he had been guided only 49
he had been guilty during 79
he had been guilty only 91
he had been guilty were 60
he had been guilty when 43
he had been gulled into 47
he had been gunned down 348
he had been handed down 49
he had been handed over 1252
he had been handling some 65
he had been hardly able 123
he had been hardly dealt 348
he had been hardly more 197
he had been hardly used 496
he had been hauled from 53
he had been hauled into 78
he had been hauled over 108
he had been helped into 79
he had been hidden away 65
he had been hidden from 124
he had been hissed from 56
he had been hooted down 96
he had been howled down 71
he had been hunted down 353
he had been hunted from 50
he had been hunted like 58
he had been hurled from 169
he had been hurled into 130
he had been imbued from 57
he had been immune from 56
he had been imposing upon 81
he had been intent upon 151
he had been kicked from 71
he had been kicked into 41
he had been killed along 52
he had been killed during 339
he had been killed early 78
he had been killed just 48
he had been killed only 115
he had been killed some 51
he had been killed there 328
he had been killed trying 43
he had been killed when 335
he had been kneeling when 46
he had been laboring over 210
he had been landed from 53
he had been lately leading 70
he had been lately living 53
he had been lately reading 141
he had been lately sent 113
he had been lifted from 254
he had been lifted into 183
he had been lifted more 83
he had been little more 1842
he had been little used 101
he had been locked away 158
he had been locked into 144
he had been looked down 54
he had been looked upon 937
he had been loosed from 92
he had been lulled into 253
he had been marked down 463
he had been merely used 40
he had been misled into 552
he had been misled when 48
he had been missed from 82
he had been munching half 46
he had been nursed back 128
he had been nursed from 71
he had been offering just 45
he had been ousted from 736
he had been parted from 309
he had been parted nine 64
he had been passed from 105
he had been passed over 6863
he had been pastor there 54
he had been pinned down 237
he had been pinned there 50
he had been piqued into 69
he had been placed among 73
he had been placed during 48
he had been placed from 52
he had been placed here 70
he had been placed into 56
he had been placed next 53
he had been placed over 154
he had been placed there 1577
he had been placed upon 292
he had been placed when 80
he had been planning ever 71
he had been planning such 50
he had been played upon 347
he had been pleased when 147
he had been plunged into 759
he had been posted back 43
he had been posted from 51
he had been posted there 129
he had been poured into 240
he had been preaching among 47
he had been preaching during 62
he had been preaching ever 47
he had been preaching from 80
he had been pressing upon 72
he had been pretty good 68
he had been pretty much 339
he had been pretty sure 59
he had been pretty well 481
he had been proved wrong 260
he had been proven wrong 89
he had been pulled away 61
he had been pulled back 130
he had been pulled down 167
he had been pulled from 295
he had been pulled into 159
he had been pulled over 197
he had been pumped full 42
he had been purged from 41
he had been pushed away 59
