hair combed back behind his 52
hair pulled back behind her 144
hair pushed back behind her 84
hair tumble down around her 47
hair tumbling down around her 76
hand pulled hers gently and 63
hard chairs caring little for 48
hard enough time figuring out 72
hard little knot behind with 67
hard rubber ball through one 46
have abused their powers and 66
have already been agreed and 48
have already been around for 73
have already been bought and 102
have already been called for 232
have already been caught and 88
have already been chosen and 170
have already been chosen for 185
have already been cleaned and 52
have already been cleared and 109
have already been cleared for 153
have already been cloned and 134
have already been closed and 80
have already been coated with 44
have already been cooked and 44
have already been created and 617
have already been created for 560
have already been created using 75
have already been created with 109
have already been driven out 218
have already been edited and 59
have already been engaged for 112
have already been fighting for 40
have already been filled and 57
have already been filled out 50
have already been filled with 201
have already been fitted with 74
have already been forced out 246
have already been formed and 386
have already been formed for 117
have already been formed with 57
have already been fought and 71
have already been issued and 461
have already been issued are 93
have already been issued for 286
have already been issued that 109
have already been issued with 80
have already been judged and 128
have already been killed and 187
have already been learned and 151
have already been linked with 83
have already been listed and 168
have already been listed for 60
have already been loaded and 50
have already been loaded with 59
have already been mapped and 53
have already been mapped out 144
have already been marked for 72
have already been marked out 187
have already been opened and 171
have already been opened for 100
have already been opened with 40
have already been passed and 73
have already been passed for 83
have already been phased out 158
have already been picked out 103
have already been pitied for 70
have already been placed and 107
have already been placed for 177
have already been placed with 104
have already been played and 46
have already been played out 107
have already been poured out 92
have already been proven and 42
have already been pulled out 47
have already been pushed out 56
have already been quoted and 182
have already been quoted for 96
have already been raised and 220
have already been raised for 57
have already been raised with 143
have already been reached and 199
have already been reached for 44
have already been reached with 94
have already been seized and 43
have already been served with 41
have already been shaped and 81
have already been shared with 45
have already been signed and 138
have already been signed for 117
have already been signed with 229
have already been solved and 179
have already been solved for 109
have already been sorted out 110
have already been spoken for 130
have already been staked out 94
have already been stated and 284
have already been stated for 108
have already been stated why 41
have already been stated with 50
have already been taught and 74
have already been taught how 58
have already been taught that 165
have already been tested and 712
have already been tested for 260
have already been tested with 119
have already been thought out 100
have already been through all 97
have already been through one 133
have already been through that 189
have already been through this 252
have already been traced and 43
have already been treated and 90
have already been treated for 199
have already been treated with 396
have already been turned out 236
have already been united with 42
have already been warned that 470
have already been weeded out 212
have already been worked for 42
have already been worked out 4887
have already come across and 78
have already come across him 65
have already come across one 339
have already come across them 70
have already come across this 615
have already come across two 121
have already come farther than 68
have already done better than 40
have already done enough for 278
have already done something for 45
have already gone beyond that 54
have already gone beyond this 53
have already gone farther than 40
have already gone further than 91
have already gone through all 128
have already gone through and 52
have already gone through one 408
have already gone through that 255
have already gone through them 56
have already gone through this 369
have already gone through two 123
have already gone through with 67
have already laid before our 177
have already laid before you 282
have already left school and 100
have already paid income tax 78
have already said before that 290
have already said earlier that 187
have already said enough for 166
have already seen before that 62
have already seen clearly and 71
have already seen earlier how 51
have already seen earlier that 384
have already seen ground for 40
have already seen reasons for 182
have already wept enough for 44
have always been active and 168
have always been afraid and 50
have always been afraid that 933
have always been amazed and 44
have always been amazed how 66
have always been amazed that 411
have always been anxious and 660
have always been anxious for 108
have always been anxious not 159
have always been anxious that 136
have always been around and 125
have always been better off 111
have always been better than 336
have always been bigger than 55
have always been blamed for 221
have always been brother and 89
have always been called and 44
have always been candid with 68
have always been chosen for 68
have always been closer than 45
have always been common and 50
have always been cordial and 167
have always been created and 40
have always been crucial for 64
have always been curious and 45
have always been cursed with 70
have always been denied and 41
have always been famous for 2249
have always been fighting for 111
have always been filled with 437
have always been fought for 48
have always been gentle and 48
have always been greater than 254
have always been groups who 53
have always been higher for 64
have always been higher than 653
have always been honest and 211
have always been honest with 446
have always been imbued with 166
have always been kindly and 41
have always been larger than 139
have always been leaders and 53
have always been linked with 344
have always been looked for 45
have always been marked with 66
have always been obvious and 63
have always been places for 43
have always been played with 61
have always been pleased that 146
have always been pleased with 366
have always been polite and 41
have always been poorer than 45
have always been prized for 79
have always been readers who 51
have always been rivals and 46
have always been rumors that 61
have always been scarce and 70
have always been searching for 218
have always been secure for 44
have always been simple and 87
have always been someone who 90
have always been sought and 66
have always been sought for 66
have always been square with 75
have always been striving for 74
have always been struck with 542
have always been taught and 83
have always been taught that 2738
have always been treated and 43
have always been treated with 1081
have always been turned off 45
have always been useful for 52
have always been valued and 42
have always been valued for 164
have always been viewed with 340
have always been widely read 50
have always been worked out 56
have always done better than 76
have always felt myself that 258
have always felt toward you 40
have always heard lauded and 250
have always held nearest our 50
have always laid before them 127
have always told myself that 279
have amused their readers with 54
have another heart attack and 130
have avowed their belief that 42
have become clear already that 44
have become even closer and 54
have become ever larger and 40
have become less active and 46
have become less common and 109
have become less common than 82
have become less common with 96
have become less formal and 70
have become less obvious and 46
have become less stable and 83
have become more active and 561
have become more active than 124
have become more bitter and 78
have become more common and 798
have become more common but 41
have become more common for 142
have become more common than 436
have become more common with 218
have become more costly and 99
have become more direct and 66
have become more english than 121
have become more exacting and 72
have become more famous than 121
have become more formal and 152
have become more global and 87
have become more honest and 41
have become more humane and 73
have become more marked and 153
have become more marked with 50
have become more mature and 166
have become more mobile and 219
have become more mobile than 47
have become more modern and 54
have become more modest and 43
have become more obvious and 141
have become more obvious with 62
have become more porous and 54
have become more pressing and 49
have become more pressing than 76
have become more public and 63
have become more robust and 60
have become more scarce and 64
have become more secret and 82
have become more secure and 55
have become more serious and 222
have become more serious than 86
have become more severe and 167
have become more severe with 50
have become more stable and 214
have become more subtle and 258
have become more urgent and 101
have become more urgent than 66
have become more varied and 576
have become more various and 49
have become more violent and 157
have become more violent than 55
have become much cheaper and 62
have become much clearer and 67
have become much greater than 89
have become much higher than 64
have become much larger and 229
have become much larger than 158
have become much richer and 51
have become much richer than 44
have become only fitted for 45
have become role models for 284
have become safe havens for 78
have become very active and 102
have become very common and 90
have become very scarce and 91
have become very serious and 42
have become very useful for 64
have begged your pardon for 45
have better coping skills than 42
have better health habits than 47
have better health status than 62
have better work habits than 44
have bitten their tongues off 61
have bombed pearl harbor and 53
have bought your horses and 89
have broken down almost any 41
have broken their spirit and 40
have caused great damage and 82
have caused more damage than 173
have caused more misery and 124
have caused much damage and 45
have caused soil erosion and 46
