hair cascaded down over her 99
hair straight back from her 211
hair straight back from his 213
hair strained back from her 49
hand concerning such ship and 52
hand grenades hanging from his 133
hand snatched away from her 61
hand suddenly laid upon her 63
hast despised mine holy things 195
have absorbed into their own 55
have absorbed many ideas and 42
have accepted nothing less than 56
have accepted their fate and 74
have accepted their fate with 41
have accepted their life with 78
have accepted your data that 99
have achieved even more than 89
have achieved much less than 62
have achieved much more had 81
have achieved much more than 433
have achieved nothing more than 151
have achieved such great things 48
have achieved their goal and 70
have achieved your goal and 48
have acquired from their own 62
have acquired great wealth and 53
have acquired more from her 79
have acquired more land than 62
have acquired much more than 175
have actually been dealt with 46
have actually been made and 154
have actually been made for 121
have actually been made with 93
have actually been more than 55
have actually been paid and 51
have actually been paid for 117
have actually been there and 70
have actually been told that 109
have actually been used and 84
have actually been used for 280
have actually been very few 80
have actually come into being 95
have actually done what they 67
have actually made their way 75
have actually paid more than 72
have actually seen what they 46
have adequate health care and 40
have advanced much more than 49
have adverted much less than 47
have affected your life and 43
have answered very well for 136
have answered your kind and 72
have asserted much more than 45
have attained full size and 75
have attained great wealth and 47
have attained their sixth year 56
have attained their third year 43
have authority over their own 217
have authority over those who 67
have autonomy over their own 83
have averaged much more than 46
have awakened from their long 58
have banished poets from his 48
have believed five years ago 72
have believed four years ago 56
have bestowed more time and 44
have bestowed much time and 125
have borrowed more from its 62
have borrowed much from him 45
have borrowed much from two 55
have borrowed nothing from them 191
have borrowed vast sums with 49
have breakfast ready when you 81
have children make their own 122
have children only when they 164
have commonly been slow and 75
have commonly been those who 117
have commonly been used for 366
have compared these data with 41
have concealed even from you 48
have concealed nothing from him 41
have concealed nothing from you 270
have consumed more time than 143
have consumed much time and 70
have crumbled into dust and 195
have declared their love for 76
have declined even more than 232
have declined from more than 108
have declined from their peak 146
have declined much less than 49
have declined much more than 76
have declined over time and 57
have decreased from more than 70
have degraded their rank and 51
have demanded more time and 42
have demanded more time than 54
have demanded more will not 57
have demanded nothing less than 58
have departed from their own 86
have departed from what you 165
have depended upon their own 89
have deserved their fame for 175
have differed from those that 190
have differed from those who 105
have differed from what was 40
have differed more from his 40
have differed more from that 40
have differed much from that 613
have differed over time and 139
have emanated from those who 83
have embarked upon their own 53
have employed much time and 77
have employed other means for 44
have employed their time and 137
have employed their time for 123
have energies much less than 51
have entirely done away with 246
have examined much more than 60
have executed their task with 57
have expanded their range and 42
have expected from their own 45
have expected from what you 47
have expected more from him 109
have expected more from them 48
have expected more from you 88
have expected much from this 79
have expected nothing from them 215
have expected nothing less than 97
have expended more time and 52
have expended much time and 384
have expended their time and 51
have extended over more than 295
have extended your fame and 106
have families come among them 52
have finished their work and 572
have finished their work for 95
have finished their work they 123
have finished their work with 91
have finished your beer and 58
have finished your reading and 46
have finished your work and 84
have finished your work for 66
have finished your work with 68
have finished your work you 59
have flinched from making things 90
have followed your work for 51
have followed your work with 75
have formerly been made for 49
have formerly been used for 48
have forsaken their sins and 41
have fortunes coming upon you 81
have happened five years ago 231
have happened just like that 126
have happened many years ago 370
have happened some other way 148
have happened some time ago 276
have happened some years ago 51
have happened when there was 57
have husbands earning less than 53
have imagined ever till then 69
have imagined five years ago 120
have imagined there were two 50
have improved much more than 44
have improved over time and 60
have included much more than 134
have included only those that 220
have included only those who 111
have increased even more had 60
have increased even more than 201
have increased from less than 815
have increased much less than 133
have increased much more than 532
have increased over time and 179
have increased over time due 47
have increased over time for 84
have increased over time with 40
have increased their need for 48
have increased their range and 66
have increased their wealth and 58
have infected even those who 51
have inquired into these things 40
have insights into their own 63
have insisted upon their being 94
have insisted upon what they 46
have intended nothing more than 216
have invested many years and 42
have invested more time and 85
have invested much time and 360
have invested their time and 277
have invested your time and 103
have involved more time and 53
have involved much more than 180
have involved much time and 41
have involved nothing more than 171
have likewise been dealt with 40
have likewise been made for 45
have likewise been used with 66
have loosened their ties with 45
have mattered very much had 51
have mentioned only those that 47
have mentioned will give you 43
have migrated from some one 485
have normally been used for 132
have numbered many more than 51
have numbered much less than 52
have numbered much more than 246
have obtained from their kings 40
have obtained from their own 54
have obtained from those who 143
have obtained much more than 55
have obtained nothing more than 43
have occupied more heads than 59
have occupied more time than 161
have occupied much time and 81
have occupied some time and 58
have occurred among those who 115
have occurred during these two 79
have occurred have been due 183
have occurred many years ago 249
have occurred only once and 44
have occurred over time and 229
have occurred some time ago 247
have occurred some years ago 155
have occurred when there has 76
have occurred when there was 161
have otherwise been used for 157
have outgrown their need for 167
have outlined deals only with 41
have outlived their time and 140
have outlived their youth and 55
have overcome their fears and 54
have patience when dealing with 48
have perished away till they 94
have perished from among men 66
have perished from cold and 163
have perished from want and 40
have pondered well what you 59
have possibly been other than 45
have prepared your mind for 47
have probably been less than 84
have probably been made for 52
have probably been more than 105
have probably been there for 119
have probably been those who 54
have probably been told that 428
have probably been used for 257
have probably been very few 41
have probably done more for 188
have probably done more than 788
have probably heard from him 62
have probably said more than 41
have probably seen more than 49
have produced many other things 78
have produced more evil than 179
have produced more food and 115
have produced more good than 99
have produced more harm than 59
