hair copper 45 hair except 54
half another 80 half anyone 489
half applying 56 half arriving 62
half curfew 41 half deciding 86
half dinner 5550 half dressing 166
half entering 58 half flight 50
half lights 40 half midday 93
half planting 89 half quitting 206
half realizing 43 half removing 91
half retiring 643 half school 554
half someone 96 half starting 610
half sunset 6108 half supper 729
half takeoff 96 half twelve 338
half dripping 45 half before 1898
half without 118 half before 83
half elapse 76 half anyone 44
half effect 44 half repeating 46
half replying 42 half stopping 247
half dioxide 413 half seniors 588
half profit 119 half income 352
half salary 48 half amount 180
half number 157 half values 61
half income 122 half amount 41
half killed 118 half retiring 193
half should 198 half reached 44
half plants 136 half thought 132
half seniors 41 half always 63
half across 74 half across 138
half abroad 98 hall building 105
halo mission 66 halt except 152
hand indeed 53 hand heavily 45
hand bodies 197 hand ensued 85
hand training 105 hand ensued 178
hand further 133 hand across 43
hard earlier 114 hard toward 43
hard person 42 hard better 44
hard ground 210 hard praise 42
hard strife 44 hard without 58
hard happen 116 hard someone 72
hard something 50 harm without 52
harm person 92 hast wholly 107
hate happen 41 hate myself 106
have before 88 have chance 630
have effect 49 have record 103
have effect 72 have impact 221
have amount 61 have burden 53
have chance 232 have degree 112
have desire 57 have effect 1930
have future 137 have impact 3315
have number 176 have degree 81
have effect 144 have impact 213
have number 153 have impact 55
have dinner 53 have slaves 56
have feature 89 have object 88
have source 137 have object 58
have rights 277 have something 44
have object 53 have points 48
have touching 53 have through 51
have headlong 59 have energy 68
have something 93 have access 54
have through 86 have myself 43
have turned 67 have wished 46
have beyond 67 have failed 59
have passed 66 have become 50
have passed 56 have proved 61
have become 169 have fallen 43
have abated 54 have become 187
have changed 73 have failed 46
have learned 45 have shared 56
have become 55 have already 109
have become 137 have changed 80
have learned 92 have proved 41
have become 65 have degree 98
have manner 67 have bodies 86
have something 61 have fields 50
have wisdom 50 have states 165
have served 66 have martin 104
have without 74 have doubts 45
have toward 267 have degree 41
have proved 43 have through 114
have desire 50 have desire 56
have strength 62 have aspect 61
have desire 59 have enough 43
have except 180 have except 68
have except 82 have except 42
have except 44 have causes 45
have except 67 have except 76
have except 106 have outlet 45
have except 44 have object 161
have changes 48 have regard 44
have desire 65 have effect 57
have except 68 have unless 75
have virtue 55 have greater 46
have bodies 156 have weapons 50
have dividing 41 have record 146
have system 65 have itself 44
have gained 51 have dwelling 702
have inside 149 have whether 68
have before 42 have effect 43
have effect 41 have desire 168
have reasons 72 have effect 158
have access 164 have effect 492
have impact 842 have desire 108
have effect 77 have impact 58
have effect 312 have effect 47
have impact 79 have effect 95
have edition 138 have version 439
have doubts 101 have effect 258
have impact 166 have disease 66
have effect 82 have impact 115
have proofs 48 have regard 43
have reasons 51 have number 43
have before 40 have rights 185
have number 4456 have volume 114
have weight 475 have system 43
have blocks 40 have powers 190
have effect 77 have factor 43
have nature 48 have origin 181
have source 67 have effect 117
have effect 44 have measure 216
have effect 43 have moment 93
have access 45 have effect 93
have impact 77 have nature 110
have origin 172 have toward 79
have effect 47 have across 91
have except 45 have through 79
have unless 61 have whether 305
have without 172 have levels 125
have prices 107 have toward 263
have object 51 have rights 70
have status 109 have levels 43
have energy 132 have letter 386
have outlay 44 have reaction 45
have sounds 46 have values 78
have feelings 43 have taught 76
have effect 73 have states 94
have charge 426 have before 78
have powers 57 have vested 70
have margin 45 have number 51
have rights 64 have before 211
have regard 47 have factor 48
have opened 81 have moment 50
have feelings 52 have desire 61
have values 60 have status 53
have sounds 105 have reaction 50
have before 46 have points 49
have before 140 have market 62
have number 129 have acuity 91
have effect 135 have impact 114
have weight 86 have singular 157
have version 48 have result 41
have winter 56 have shocks 50
have seasoning 71 have doctor 172
have excuse 72 have friend 50
have lawyer 99 have outlet 96
have person 65 have school 76
have source 323 have teacher 46
have victim 43 have ground 193
have another 118 have better 340
have thought 89 have weight 46
have credit 100 have before 46
have thought 1071 have little 42
have powers 89 have energy 64
have weapons 46 have through 51
have around 47 have before 61
have better 212 have special 110
have training 121 have person 64
have before 59 have myself 113
have myself 100 have before 107
have before 72 have before 41
have before 105 have behind 235
have another 213 have before 91
have something 54 have afield 350
have afield 860 have pounds 69
have before 46 have choice 120
have effort 77 have speech 76
have without 87 have changes 64
have scarce 51 have useful 43
have changes 164 have happen 200
have effort 41 have mention 94
have changes 54 have winter 41
have entering 79 have before 49
have another 264 have before 877
have german 40 have narrow 95
have regions 56 have stages 49
have street 49 have twenty 58
have various 220 have fiddle 842
have solely 50 have wholly 96
have malice 123 have behind 49
have become 81 have already 451
have become 605 have broken 82
have changed 189 have cleared 42
have created 70 have failed 93
have fallen 99 have filled 48
have forced 44 have helped 111
have learned 53 have offset 72
have passed 56 have reached 41
have relied 43 have served 58
have shared 71 have solved 40
have taught 45 have turned 48
have extent 49 have extent 56
have course 107 have person 66
have shower 97 have firmly 66
have opinion 70 have behind 89
have school 85 have before 46
have before 52 have dozens 47
have rivers 66 have another 56
have twenty 45 have couple 100
have decade 333 have minute 201
have twelve 86 have twenty 751
have before 736 have entering 60
have another 41 have shifts 96
have feelings 47 have milton 85
have stocks 62 having effect 75
having impact 122 having impact 47
having folded 44 having asleep 56
having narrow 58 having failed 91
having become 59 having drafts 53
having cleared 61 having abated 66
having relief 41 having record 65
having affair 112 having dwelling 44
having impact 66 having effect 83
having number 1583 having weight 86
having number 74 having origin 55
having nature 58 having nature 44
having energy 42 having letter 177
having charge 131 having clothes 47
having direct 53 having without 90
having across 45 having another 65
having fiddle 332 having masses 49
heads formed 53 heads clumps 44
heads toward 63 heads clothes 106
healing wounds 103 health babies 59
health family 49 health system 128
heaps towers 89 heard almost 44
heard before 92 heard person 58
heard source 87 heard stated 52
heard spoken 63 heard loudly 57
heard softly 43 heard called 40
heard sounds 141 heard before 69
heard before 76 heard therese 47
heard behind 199 heard rattle 42
heard behind 75 heard emotion 44
heard before 109 heard through 46
heard heavier 151 heard myself 49
heard flight 65 heard striking 45
heard through 55 hearing sounds 53
hearing events 73 heart swamps 84
hearth nights 47 heart island 48
heart brutes 55 heart passion 82
heavy seemed 73 heir claiming 127
held esteem 205 held esteem 256
held regard 116 held amongst 97
held esteem 63 held esteem 108
held regard 85 held abroad 67
held amongst 269 held before 43
held through 95 held esteem 264
held regard 62 held esteem 42
held esteem 359 held esteem 1322
held regard 400 held repute 149
held church 61 held esteem 97
held regard 42 held esteem 103
held regard 41 held places 105
held states 40 held esteem 486
held repute 40 held esteem 66
held toward 66 held office 115
held around 63 held gained 47
held before 87 held effect 91
held through 44 held powers 48
held through 56 help degree 40
help itself 221 help itself 85
help disease 114 help stress 211
help whether 50 help become 73
help whether 68 help passion 71
help opinion 475 help opinion 189
help opinion 267 help define 112
help ground 48 herd grazed 68
here detail 79 here states 1258
here haunts 63 here mission 120
here yawned 109 here choked 200
here through 49 here almost 44
here useful 80 here mention 58
here ground 61 here another 114
here source 66 here striking 57
high without 50 hill family 47
hill around 117 hint existing 64
hold esteem 71 hold orders 101
hold office 296 hold points 44
hold vessel 58 hold session 56
hold button 91 home should 121
home friend 147 home island 53
home shipping 42 home titles 60
home toward 45 home dinner 45
home europe 91 hope remain 127
hope safely 96 hope clearer 101
hope anyone 75 hope behind 43
hope another 133 hope another 121
hope return 84 hope ground 107
hope better 113 hope chance 46
hope letter 45 hope better 42
hope enough 128 hope useful 63
hope abroad 49 hope itself 47
hoping something 71 hoping before 41
hoping ground 52 hoping better 310
hoping edible 42 hoping useful 83
host mongers 68 host towers 95
hour arrive 47 hour actual 98
hour another 53 hour dinner 208
hour sunset 348 hour before 229
hour stopping 139 hour behind 51
hour passed 42 howl animal 48
hunt europe 264 hunt tangled 46
