hail of so many battles 64
hair as it fell forward 41
hair of the holy prophet 82
hair of the same mixture 80
hair on the body becomes 48
half in the last fifteen 40
half in the last quarter 102
half in the month following 92
half of it into bullets 56
half of my breath knocked 47
half of my five hundred 95
half of the acid solution 97
half of the angle between 436
half of the baby boomers 56
half of the bird species 226
half of the body becomes 408
half of the body including 177
half of the body protein 116
half of the body remains 206
half of the body surface 320
half of the book details 64
half of the book devoted 139
half of the book focuses 897
half of the book follows 43
half of the book relates 92
half of the book reviews 104
half of the boys between 103
half of the case studies 142
half of the casing removed 47
half of the cell surface 60
half of the chou dynasty 251
half of the city council 66
half of the clear profits 312
half of the coming century 82
half of the cream mixture 117
half of the deaths occurring 384
half of the debt finally 42
half of the debt service 45
half of the down payment 486
half of the early classic 172
half of the face becomes 108
half of the farm workers 120
half of the fees payable 101
half of the fifth century 62388
half of the fifth chapter 90
half of the film focuses 130
half of the film follows 52
half of the fine imposed 546
half of the five hundred 932
half of the five millions 40
half of the five thousand 263
half of the four hundred 685
half of the four millions 49
half of the four thousand 584
half of the free persons 53
half of the free surface 92
half of the gain realized 58
half of the game against 43
half of the great central 92
half of the high schools 954
half of the lake superior 55
half of the land belonged 184
half of the land between 47
half of the land covered 41
half of the land devoted 50
half of the land granted 93
half of the land revenue 270
half of the land surface 1168
half of the last century 75595
half of the last chapter 310
half of the last hundred 151
half of the last quarter 135
half of the last thousand 44
half of the late classic 58
half of the left lateral 99
half of the line between 161
half of the line voltage 200
half of the living species 133
half of the load between 215
half of the load current 153
half of the loaf suffice 42
half of the male gametes 78
half of the male members 122
half of the male offspring 292
half of the male progeny 57
half of the male workers 230
half of the milk mixture 47
half of the mine workers 169
half of the most popular 180
half of the nett profits 133
half of the news stories 47
half of the next century 7322
half of the next chapter 274
half of the nine hundred 141
half of the nine thousand 114
half of the ninth century 36728
half of the ninth graders 46
half of the north african 52
half of the north pacific 288
half of the onion mixture 110
half of the other members 316
half of the past century 6346
half of the pipe diameter 100
half of the radio stations 164
half of the range between 46
half of the rape victims 51
half of the rate charged 53
half of the rice mixture 68
half of the said capital 252
half of the said penalty 196
half of the same century 5279
half of the same chapter 182
half of the sixth century 51575
half of the sixth chapter 100
half of the sixth graders 58
half of the slit cancels 53
half of the soil surface 48
half of the soup mixture 49
half of the south african 454
half of the tenth century 33111
half of the test animals 376
half of the third century 44597
half of the third chapter 115
half of the third frontal 104
half of the third graders 50
half of the third quarter 157
half of the third segment 189
half of the three hundred 923
half of the three pacific 48
half of the three thousand 540
half of the three volumes 43
half of the time allowed 181
half of the time because 103
half of the time between 514
half of the time devoted 504
half of the time remaining 177
half of the time usually 112
half of the tooth surface 51
half of the tree species 47
half of the truth because 129
half of the union members 242
half of the viii century 209
half of the voting members 64
half of the wall surface 41
half of the west african 64
half of the xiii century 1201
half of the xvii century 423
half of the years between 268
half of the young married 45
half or the last quarter 46
half to the south towards 101
half up to their middles 141
hall of the city council 124
hall of the five hundred 701
hall of the great council 1903
hall of the said company 271
hall of the town council 53
hall to the back bedroom 107
hall to the great chamber 47
hall to the other bedroom 79
halt at the great crossings 83
halt at the same instant 123
halt by an open gateway 42
halt in the open country 102
hand as he came forward 57
hand as he said goodbye 44
hand at the same instant 745
hand at the same subject 41
hand at the very beginning 173
hand he is also assured 43
hand in an airy gesture 76
hand in the book science 49
hand in the game himself 74
hand in the late quakers 41
hand in the most natural 41
hand in the plot against 43
hand in the same gesture 76
hand in the same instant 40
hand in the same position 946
hand in the same posture 55
hand in the third quarter 45
hand is the most perfect 103
hand it is also certain 57
hand it is also evident 71
hand it to their stokers 55
hand it to your partner 88
hand me the guns quickly 41
hand of an able painter 62
hand of my aunt charity 68
hand of my good hostess 42
hand of my having obliged 44
hand of the angel gabriel 82
hand of the bard himself 40
hand of the blue horizon 66
hand of the great heiress 88
hand of the great masters 69
hand of the great monarch 87
hand of the great preacher 41
hand of the holy alliance 41
hand of the holy prophet 145
hand of the lord against 51
hand of the lord himself 123
hand of the lord preparing 46
hand of the lord touched 54
hand of the most beauteous 57
hand of the most highest 448
hand of the most outcast 80
hand of the most pacific 113
hand of the most skilful 154
hand of the most skilled 107
hand of the ninth century 59
hand of the pope himself 53
hand of the rich heiress 120
hand of the same magician 62
hand of the same painter 63
hand of the same patient 89
hand of the same subject 97
hand of the south african 50
hand of the tenth century 61
hand of the young heiress 89
hand of the young officer 80
hand on the holy gospels 168
hand on the lamp chimney 65
hand on the most insulting 85
hand on the spot touched 51
hand on the work surface 94
hand on the young officer 88
hand on the young soldier 51
hand on to their offspring 52
hand or in their forehead 104
hand or my foot slipped 83
hand or on their forehead 225
hand or the left according 47
hand to the flat surface 89
hand to the other members 185
hand to the other players 47
hand to the other several 48
hand to the same purpose 50
hand to the word crevice 103
hand to the work himself 63
hand to the young officer 124
hand to the young soldier 89
hanging as it were between 47
hanging in the back kitchen 45
hanging in the same gallery 76
hanging in the same position 45
hanging in the shop windows 53
hanging in the tate gallery 101
hanging on by their eyelids 170
hanging on the line outside 61
hanging on the wall because 60
hanging on the wall between 599
hanging on the wall outside 311
hangs in the same gallery 61
hangs in the tate gallery 572
hangs on the wall between 67
hangs on the wall outside 81
hard by the more ancient 46
hard in the face several 44
hard on the back muscles 42
hard on the eyes because 59
hard thing to live haunted 78
hard to be good parents 155
hard to be more precise 194
hard to be sure because 216
hard to be sure exactly 259
hard to be very precise 45
hard to do full justice 72
harm of the same general 83
harm to the body politic 474
harm to the other parties 44
harm to the other results 306
harp on the same subject 112
hash to the same address 351
hash to the same location 473
hash to the same position 148
hate it the more because 59
hats of the same material 119
have as it were brought 387
have as to other portions 41
have at no time entered 107
have at no time obliged 60
have at the same instant 331
have at the very beginning 278
have at the very minimum 41
have by me will witness 40
have by no means adopted 95
have by no means arrived 395
have by no means availed 64
have by no means brought 75
have by no means covered 653
have by no means decided 114
have by no means escaped 675
have by no means fathomed 46
have by no means ignored 119
have by no means limited 142
have by no means realized 43
have by no means reduced 62
have by no means removed 79
have by no means settled 107
have by no means stopped 77
have by no means touched 57
have by no means written 51
have if he were present 52
have if it were brought 257
have if it were carried 47
have if it were located 116
have in it great dignity 50
have in it much religion 41
have in it some element 147
have in it some persons 80
have in my bank account 79
have in my heart against 62
have in my last revised 68
have in my mind several 61
have in no other country 52
have in the coming election 52
have in the four gospels 143
have in the great question 44
have in the holy trinity 42
have in the last century 625
have in the last chapter 624
have in the last decades 167
have in the last fifteen 141
have in the last hundred 184
have in the last quarter 310
have in the last several 166
have in the main adopted 286
have in the main avoided 61
have in the main focused 91
have in the main ignored 53
have in the next century 150
have in the next chapter 130
have in the next congress 42
have in the nine degrees 49
have in the past accused 50
have in the past adopted 249
have in the past advised 214
have in the past allowed 213
have in the past appeared 114
have in the past applied 124
have in the past assumed 340
have in the past avoided 47
have in the past because 174
have in the past belonged 52
have in the past brought 595
have in the past carried 178
have in the past century 517
have in the past claimed 178
have in the past decades 159
have in the past defined 62
have in the past derived 93
have in the past devoted 229
have in the past enabled 84
have in the past enjoyed 332
have in the past entered 54
have in the past exerted 59
have in the past existed 59
have in the past favored 181
have in the past fifteen 121
have in the past focused 193
have in the past granted 48
have in the past history 69
have in the past hundred 82
have in the past ignored 97
have in the past impeded 58
have in the past imposed 86
have in the past invoked 40
have in the past largely 170
have in the past limited 210
have in the past managed 92
have in the past offered 435
have in the past opposed 132
have in the past pointed 78
have in the past pursued 56
have in the past quarter 118
have in the past reduced 127
have in the past refused 179
have in the past secured 133
have in the past several 598
have in the past strongly 56
have in the past studied 58
have in the past usually 399
have in the past written 285
have in the past yielded 142
have in the same orchard 93
have in the same position 64
have in the very beginning 55
have is at your command 66
have is at your service 762
have it as their function 71
have it as their primary 45
have it as their purpose 41
have it as well secured 51
have it at four shillings 66
have it at your earliest 67
have it at your service 104
have it if your courage 43
have it in five minutes 112
have it in their gardens 75
have it in their natures 48
have it in their pockets 59
have it in their thoughts 81
have it in your library 70
have it in your thoughts 66
have it on their shelves 172
have it on very reliable 57
have it on your minutes 45
have it the star emerged 40
have it to look forward 222
have me as your husband 136
have me in your thoughts 137
have no or only limited 363
have no or only minimal 93
have no or very limited 403
have of the early history 71
have of the same objects 60
have on so many previous 78
have on the body politic 40
have on the early history 48
have on the host country 46
have on the male members 104
have on the other members 84
have on the peace process 65
have on the same subject 121
have on the south african 71
have on the test results 55
have on the trial balance 48
have the so great pleasure 58
have to an ever increasing 41
have to at least pretend 332
have to be back tonight 48
have to be best buddies 49
have to be best friends 375
have to be damn careful 188
have to be done according 253
have to be done against 403
have to be done because 548
have to be done between 156
have to be done exactly 73
have to be done jointly 60
have to be done largely 144
have to be done locally 67
have to be done outside 694
have to be done quickly 1539
have to be done quietly 223
have to be done rapidly 81
have to be done regarding 68
have to be done several 358
have to be done somehow 64
have to be done swiftly 68
have to be done together 127
