hail of musket balls and 52
hail the russian people for 186
hail the silent craft with 45
hair in larger locks than 56
hair is always black and 46
hair is burned black with 78
half an octave lower than 205
half of europe could not 99
half of ground which lay 48
half so anxious about lee 52
half the amount asked for 70
half the amount spent for 52
half the amount which had 157
half the amount which has 52
half the amount which they 95
half the amount which was 53
half the bottom which lay 47
half the damage which they 59
half the market price and 55
half the market price for 78
half the misery which has 44
half the number which had 149
half the number would try 42
half the police force was 47
half the prices which they 63
half the profit which they 61
half the states still had 42
half the tomato sauce and 49
hall of feudal times with 45
halo of virtue round his 49
halt or maimed rather than 60
hand at almost every deal 46
hand is locked within his 162
hand is raised above his 61
hand of another human being 136
hand the basket stood with 47
hand the bitter water that 155
hand the helmet which she 46
hand the hollow globe with 44
hand the letter which had 77
hand the rights which she 52
hand the romans could not 43
hand the wicked shall not 365
hand to almost anything that 110
hand to another human being 92
hand to another while her 72
hand to gently touch her 45
hand to gently touch his 49
hand to strike right and 45
hand we should never get 47
hanging the nigger would not 60
hard to choose which one 138
hard to decide which are 126
hard to decide which one 470
hard to decide which was 547
hard to decide which way 105
hard to depose james had 93
hard to realize today how 85
hard to realize today that 240
hard to resist thinking that 45
hare in itself would not 43
harm on another human being 209
harm to another human being 579
harm to another which his 65
harm to public lands and 223
harp in divers tones that 47
hate me without cause are 65
hate the vulgar crowd and 48
hate to accuse women and 58
have an abrupt onset and 259
have an abrupt onset with 146
have an absurd notion that 89
have an active rather than 98
have an active social and 40
have an annual meeting with 54
have an answer right now 95
have an answer within two 59
have an arctic fauna and 89
have an earlier onset and 149
have an earlier onset than 130
have an effect which can 73
have an effect which may 57
have an empire which with 47
have an energy lower than 151
have an ethical basis and 40
have an ethical rather than 56
have an honest reason for 56
have an inborn taste for 54
have an income lower than 82
have an initial meeting with 115
have an innate basis and 43
have an innate drive for 88
have an innate feeling for 135
have an innate feeling that 136
have an innate sense for 66
have an innate sense that 238
have an innate taste for 62
have an inside track for 67
have an inside track with 172
have an inward feeling that 164
have an object which can 44
have an object which has 44
have an obvious appeal for 80
have an obvious reason for 170
have an office where you 62
have an opinion about all 91
have an opinion about any 66
have an opinion about her 104
have an opinion about him 202
have an opinion about his 117
have an opinion about how 237
have an opinion about one 58
have an opinion about our 42
have an opinion about that 275
have an opinion about them 192
have an opinion about this 449
have an opinion about who 57
have an opinion about why 40
have an opinion about you 96
have an opinion either way 102
have an opinion which you 52
have an upward trend and 48
have an urgent meeting with 75
have an urgent reason for 72
have as little cause for 69
have as little doubt that 1429
have as little reason for 235
have as little taste for 193
have at various times and 563
have at various times had 300
have at various times put 45
have at various times read 42
have at various times set 52
have in almost every age 103
have in christ jesus and 113
have in christ jesus our 802
have in common above all 49
have in common rather than 960
have in common which are 52
have in common which can 43
have in common which they 49
have in effect shown that 116
have in effect spent all 131
have in recent times had 122
have in various times and 60
have it called after him 51
have it placed under his 75
have it sooner rather than 57
have it widely known that 42
have it without money and 62
have my brains blown out 88
have my doubts about all 83
have my doubts about any 46
have my doubts about her 124
have my doubts about him 237
have my doubts about his 259
have my doubts about how 194
have my doubts about its 181
have my doubts about our 62
have my doubts about that 2024
have my doubts about them 72
have my doubts about this 969
have my doubts about you 226
have my special thanks for 63
have no actual proof that 631
have no belief which can 41
have no better basis for 57
have no better basis than 198
have no better claim than 145
have no better field for 55
have no better guide than 412
have no better model than 65
have no better option than 79
have no better place for 96
have no better place than 54
have no better proof than 215
have no better reason for 1819
have no better reason than 203
have no better right than 130
have no better sense than 324
have no better title than 252
have no causes which they 127
have no choice about being 236
have no choice about doing 47
have no choice about going 65
have no choice about how 150
have no choice about our 106
have no choice about that 387
have no choice about this 257
have no choice about using 47
have no choice about who 103
have no choice right now 48
have no choice since they 45
have no cogent reason for 60
have no common basis for 90
have no common cause with 44
have no common feeling with 66
have no common sense and 67
have no desire either for 43
have no direct dealings with 462
have no direct links with 217
have no direct proof for 42
have no direct proof that 1002
have no direct trade with 44
have no direct value for 43
have no double bonds and 49
have no doubts about being 65
have no doubts about god 44
have no doubts about her 136
have no doubts about him 138
have no doubts about his 326
have no doubts about how 80
have no doubts about its 234
have no doubts about our 181
have no doubts about that 1316
have no doubts about them 91
have no doubts about this 255
have no doubts about who 47
have no doubts about you 129
have no effect either way 81
have no effect since they 64
have no effect until they 137
have no effect until you 90
have no farther cause for 51
have no feelings about that 41
have no feelings about them 54
have no feelings about this 62
have no feelings either way 57
have no fellow feeling with 59
have no firmer basis than 85
have no formal links with 118
have no further cause for 582
have no further claim for 63
have no further dealings with 1916
have no further doubt that 297
have no further force and 69
have no further plans for 60
have no further power than 104
have no further reason for 555
have no further trace than 59
have no further truck with 244
have no further value for 87
have no future state for 150
have no greater asset than 63
have no greater claim than 44
have no greater enemy than 418
have no greater force and 108
have no greater force than 150
have no greater glory than 46
have no greater honor than 45
have no greater merit than 45
have no greater power than 217
have no greater reason for 45
have no greater right than 213
have no greater value than 371
have no higher calling than 70
have no higher claim than 44
have no higher right than 45
have no higher value than 130
have no market power and 77
have no market price and 53
have no market value and 162
have no moment about that 56
have no obvious cause and 57
have no obvious cause for 70
have no obvious reason for 95
have no opinion about that 88
have no opinion about them 148
have no opinion about this 71
have no opinion either way 106
have no pathway where they 46
have no pocket money for 259
have no proper basis for 234
have no proper reason for 40
have no public money but 44
have no qualms about being 187
have no qualms about doing 298
have no qualms about eating 146
have no qualms about going 176
have no qualms about her 51
have no qualms about his 88
