had line 45 had wish 61
had from 83 had during 66
had from 294 had from 165
had other 54 had youth 243
had heir 151 had home 120
had time 54 had early 43
had last 47 had youth 129
had role 42 had their 78
had from 40 had faith 269
had ideas 54 had plan 52
had york 50 had name 48
had sons 47 had name 105
had sort 102 had india 104
had breath 43 had breath 210
had else 58 had away 50
had home 57 had these 68
had from 113 had very 42
had when 42 had during 55
had from 118 had more 102
had most 153 had when 81
had most 111 had john 50
had back 183 had other 104
had time 77 had door 637
had side 417 had door 255
had home 49 had side 489
had time 147 had door 57
had time 344 had time 118
had side 42 had time 147
had time 278 had gone 42
had their 53 had three 48
had other 79 had dream 156
had eyes 160 had face 57
had hand 83 had life 499
had mind 62 had room 137
had book 46 had dream 256
had early 99 had eyes 204
had face 106 had hair 44
had hand 417 had last 42
had life 514 had mind 139
had name 48 had room 93
had time 91 had work 90
had youth 46 had york 1195
had form 88 had city 99
had part 43 had body 40
had brow 46 had desk 47
had face 268 had neck 40
had body 53 had brow 77
had chin 55 had desk 45
had face 456 had left 108
had lips 40 had side 59
had during 55 had from 47
had like 69 had only 48
had very 41 had when 91
had also 68 had during 195
had from 187 had like 158
had many 48 had more 186
had most 68 had once 68
had only 96 had there 172
had three 82 had upon 60
had when 214 had eyes 68
had wife 48 had away 42
had date 42 had other 47
had from 43 had like 79
had three 169 had been 137
had back 58 had face 66
had teeth 58 had heart 75
had mind 78 had were 49
had such 55 had heart 83
had mind 121 had mind 46
had mind 363 had note 60
had will 49 had york 56
had clear 59 had other 42
had such 41 had door 266
had home 285 had port 46
had camp 85 had desk 59
had door 304 had goal 61
had great 47 had home 417
had ideas 49 had last 118
had post 521 had side 57
had theory 101 had base 57
had full 185 had last 76
had most 143 had port 94
had term 49 had west 52
had last 106 had york 2283
had camp 68 had home 54
had juan 122 had city 105
had great 54 had last 165
had part 220 had pass 64
had port 591 had spot 44
had time 386 had town 85
had true 47 had well 760
had city 48 had great 50
had hour 86 had part 59
had pass 89 had port 52
had same 82 had spot 74
had time 155 had town 53
had very 55 had view 70
had from 126 had from 43
had date 48 had time 621
had time 2098 had been 135
had sent 72 had life 138
had camp 71 had life 187
had west 100 had south 328
had york 17870 had camp 51
had town 60 had jose 81
had juan 50 had city 429
had part 72 had port 196
had town 145 had city 494
had land 72 had part 84
had town 73 had been 162
had desk 126 had side 41
had full 85 had their 70
had what 83 had june 50
had hand 167 had time 63
had time 89 had time 55
had time 41 had been 118
had gone 57 had just 74
had eyes 59 had eyes 69
had mind 184 had been 114
had just 150 had only 66
had some 97 had there 453
had were 80 had their 74
had there 232 had came 62
had years 56 had feet 82
had been 43 had been 45
had like 83 had like 89
had wife 48 had time 227
had youth 95 had been 106
had other 163 had other 224
had years 48 had aunt 200
had five 54 had from 68
had great 543 had late 472
had poor 56 had were 77
had when 45 had ever 48
had from 68 had were 59
had when 201 had aunt 117
had great 780 had holy 51
had late 300 had wife 817
had young 50 had john 111
had great 46 had part 47
had ship 58 had during 57
had from 209 had were 54
had when 48 had their 80
had birth 48 had such 53
had over 49 had mark 47
had york 64 had able 99
had free 105 had wife 72
had some 82 had years 101
had years 43 had feet 62
had down 258 had prey 68
had feet 146 had from 43
had heart 232 had many 84
had over 122 had their 79
had these 43 had sale 44
had hand 178 had bill 78
had canoe 44 had coat 51
had full 80 had hand 731
had pack 54 had ship 55
had wife 41 had wake 1153
had only 41 had bill 62
had more 44 had back 1692
had home 56 had into 133
had upon 264 had from 100
had into 88 had jack 49
had left 41 had more 258
had sale 107 had been 42
had news 49 had from 71
had here 61 had there 155
had more 55 had back 247
had last 57 had name 60
had wife 81 had into 46
had into 60 had news 170
had back 70 had home 77
had into 83 had back 46
had from 41 had body 50
had back 46 had from 54
had into 64 had back 41
had into 52 had home 48
had into 56 had york 69
had lady 49 had plan 42
had army 133 had news 85
had boys 47 had great 48
had into 58 had young 57
had home 132 had into 101
had upon 161 had upon 1268
had door 87 had eyes 203
had face 250 had feet 67
had from 216 had home 70
had life 262 had lips 117
had mind 368 had room 93
had from 465 had some 131
had their 47 had when 73
had door 205 had eyes 120
had face 121 had feet 74
had home 368 had life 579
had lips 46 had mind 376
had room 94 had ship 71
had side 75 had task 106
had wife 41 had work 132
had york 442 had from 169
had city 62 had land 62
had their 63 had only 48
had sons 71 had three 70
had army 76 had boys 71
had heavy 43 had name 69
had sons 128 had three 52
had sons 56 had great 60
had such 43 had here 42
had into 52 had from 49
had arms 187 had body 54
had face 208 had legs 42
had neck 62 had arms 62
had face 163 had time 49
had arms 184 had hand 99
had heart 177 had mind 94
had womb 264 had arms 310
had hand 603 had heart 367
had left 41 had mind 476
had mouth 72 had pack 54
had away 73 had three 46
had years 281 had from 49
had well 107 had into 42
had away 60 had many 174
had more 85 had some 156
had three 149 had years 181
had back 175 had work 47
had back 747 had work 333
had work 159 had work 106
had great 107 had india 43
had such 90 had their 136
had what 49 had over 107
had body 67 had into 47
had army 45 had flag 64
had from 95 had into 688
had from 50 had into 44
had into 47 had over 124
had bore 47 had cups 84
had having 50 had juan 137
had were 43 had mind 43
had numb 41 had wife 40
had been 77 had their 74
had drum 45 had arms 99
had mind 67 had back 59
had knee 66 had hill 56
had wall 70 had feet 90
had feet 158 had high 53
had loft 50 had high 43
had down 500 had over 131
had were 75 had belt 69
had heart 95 had body 43
had life 128 had body 62
had life 102 had mind 42
had wife 47 had york 44
had able 479 had help 41
had their 51 had been 47
had when 51 had york 62
had sand 43 had some 44
had your 69 had face 48
had their 57 had arms 85
had arms 71 had york 45
had feet 74 had over 48
had were 88 had mind 152
had there 49 had into 49
had from 72 had line 51
had side 48 had york 53
had side 94 had side 95
had sail 82 had ones 66
had down 161 had other 75
had hair 140 had three 111
had time 47 had knee 186
had mind 50 had been 56
had back 86 had last 56
had time 190 had time 49
had time 117 had time 385
had been 74 had just 41
had ready 80 had case 99
had mind 52 had heart 79
had mind 124 had case 43
had best 1567 had high 119
had just 93 had more 372
had much 53 had okay 48
had safe 173 had time 9309
had worth 195 had wrong 52
had fate 45 had line 147
had next 92 had plan 136
had last 57 had plan 49
had step 152 had like 56
had upon 121 had some 65
had down 43 had along 155
had back 167 had down 56
had into 44 had their 76
had from 43 had land 51
had only 45 had some 88
had their 56 had back 294
had down 418 had their 141
had their 323 had back 82
had home 60 had along 94
had away 264 had back 325
had even 102 had home 46
had into 267 had some 149
had their 44 had back 219
had home 41 had north 46
had west 41 had down 363
had their 98 had down 368
had their 43 had away 53
had down 237 had into 207
had some 100 had their 207
had away 1318 had down 101
had their 43 had nothing 1641
had what 312 had fire 42
had forth 43 had down 329
had along 131 had down 237
had living 45 had once 56
had some 56 had their 284
had only 320 had some 113
had their 200 had these 54
had their 47 had heart 41
had will 53 had their 77
had from 141 had life 67
had life 323 had wife 90
had will 99 had from 41
had their 59 had from 110
had into 85 had into 58
had into 73 had great 69
had into 98 had years 63
had years 279 had time 41
had years 161 had were 69
had five 182 had four 174
had many 175 had more 423
had nine 53 had over 510
had some 191 had three 661
had years 645 had best 255
had best 171 had hair 240
had north 41 had away 280
had from 361 had into 90
had york 140 had cube 59
had feet 115 had last 80
had feet 235 had side 44
had third 41 had half 43
had desk 58 had from 53
had desk 91 had knee 56
had knee 257 had from 42
had when 46 had feet 42
had side 77 had feet 54
had knee 71 had side 166
had zero 105 had knee 396
had side 40 had third 128
had been 40 had case 40
had case 52 had time 153
had time 44 had time 125
had time 429 had mind 106
had york 117 had such 85
had life 80 had life 169
had years 43 had heart 48
had tomb 75 had time 128
had youth 75 had early 67
had life 81 had youth 262
had early 46 had york 142
had much 57 had days 42
had time 54 had sons 53
had into 57 had york 51
had door 45 had time 72
had time 55 had door 42
had diary 47 had diary 498
had youth 56 had were 58
had last 53 had work 94
had last 93 had into 82
had from 67 had were 169
had india 85 had dark 54
had york 157 had city 57
had hall 84 had lady 49
had army 77 had late 384
had only 359 had there 109
had when 56 had into 66
had mind 104 had city 62
had spot 40 had york 45
had away 93 had time 52
had only 58 had been 190
had room 69 had york 231
had feet 69 had ever 196
had life 41 had life 45
had side 154 had side 401
had side 45 had from 1277
