hair close braided by her 94
hair falling forward as she 117
hair falling forward on his 51
hair flowing loosely at his 83
hair growing between the toes 44
hair piled loosely on top 149
hair stood upright on his 87
half human savages of new 102
half months following the end 116
half months following the year 185
half raising herself on her 127
half raising himself in bed 118
half raising himself on his 163
half smile appeared on his 41
half yearly revenue of ten 151
hand could descend on his 124
hand press steadily on his 261
hand resting lightly at her 40
hand resting lightly on her 850
hand resting lightly on his 2724
hand resting lightly on its 48
hand rests lightly on her 66
hand rests lightly on his 69
hand still clasped in his 213
hand still pressed to her 133
hand still pressed to his 78
hand track towards the inn 106
hand until desired to put 57
hand which beckons to them 48
hand which touched me was 46
hand would gratify my old 46
hard earned results of his 74
hard feeling between the two 216
hard labor because of his 40
hard parts capable of being 57
hard right against the easy 124
hard round biscuit by way 50
hard small muscles of his 115
hard times following the war 186
hast never fretted me with 70
have about decided to let 40
have acted according to his 285
have acted according to law 64
have acted according to our 109
have acted according to this 58
have acted against my own 49
have acted against the law 82
have acted exactly as his 42
have acted exactly as you 40
have acted somehow in this 62
have added impetus to this 65
have added largely to his 80
have added largely to its 44
have added largely to our 191
have added support to this 86
have again wielded my pen 62
have ample occasion to see 106
have anything helpful to say 109
have anything meaningful to say 165
have anything pleasant to say 116
have anything private to say 49
have anything written to you 194
have asked several of our 41
have asked several of them 42
have begun exploring the use 63
have begun towards the end 207
have borne against the old 53
have borne witness to her 52
have borne witness to his 321
have borne witness to its 260
have borne witness to our 43
have borne witness to that 68
have borne witness to them 163
have borne witness to this 305
have bound himself by any 47
have bound together in one 49
have cured anybody of war 89
have cured himself by his 44
have cured himself of his 48
have drawn between the two 222
have drawn largely in this 45
have drawn largely on his 67
have drunk himself to death 473
have dwelt chiefly on this 62
have easily secured the day 46
have eight minutes to get 46
have either adopted or are 79
have either appeared or are 49
have either beginning or end 138
have either enacted or are 72
have either expired or are 62
have either retired or are 51
have either written to you 58
have equal ability to pay 67
have equal amounts of both 49
have equal amounts of each 67
have equal chances of being 413
have equal chances so far 78
have equal chances to win 48
have equal numbers in each 102
have equal numbers of each 80
have equal numbers of men 168
have equal volumes of two 43
have every preacher in his 74
have fewer chances of being 74
have first accrued at and 288
have first appeared in our 111
have first appeared in that 46
have first appeared in this 50
have first started the idea 61
have found against us any 41
have found answers to all 41
have found between it and 48
have found between the two 134
have found comfort in his 63
have found comfort in that 91
have found comfort in this 125
have found comfort of any 94
have found courage to say 106
have found delight in this 43
have found helpful in our 135
have found helpful in this 101
have found herself if she 57
have found herself in this 111
have found himself in his 111
have found himself in that 79
have found himself in this 240
have found occasion to say 49
have found opposed to them 58
have found persons in this 48
have found pleasure in her 43
have found pleasure in his 53
have found pleasure in this 54
have found several of his 121
have found several of them 82
have found shelter in this 43
have found similar to his 43
have found success in that 69
have found written by him 42
have fresh raiment to wear 45
have given answers to all 60
have given details of this 59
have given everything he had 208
have given everything of his 41
have given everything to god 42
have given everything to you 80
have given herself to any 41
have given herself to him 709
have given herself to his 42
have given himself up for 105
have given impetus to new 50
have given impetus to this 171
have given liberty to all 41
have given occasion to all 56
have given occasion to any 79
have given occasion to his 70
have given occasion to its 108
have given occasion to our 53
have given occasion to that 63
have given occasion to them 237
have given occasion to this 447
have given offense to any 48
have given pleasure to all 109
have given pleasure to any 51
have given priority to this 67
have given promise of being 44
have given sanction to this 47
have given support to his 50
have given support to this 375
have given trouble to his 100
have grace whereby we may 888
have grown between the two 58
have grown callous to all 60
have grown familiar to him 46
have grown rapidly in both 48
have grown rapidly in this 57
have grown together so that 127
have hated herself if she 43
have holes drilled in them 503
have holes punched in them 266
have known because he was 62
have known harriet at all 113
have known persons of this 84
have known several of his 62
have known several of our 55
have known several of them 443
have large amounts of fat 122
have large amounts of gas 53
have large amounts of oil 49
have large effects on both 62
have large numbers of both 65
have large numbers of low 126
have large numbers of men 129
have large numbers of non 140
have large numbers of them 152
have large numbers of ufo 92
have lasting effects on both 41
have lasting effects on his 54
have lasting effects on our 45
have legal custody of her 60
have liked charles to beat 56
have lived according to god 99
have lived according to his 145
have lived according to its 71
have lived according to them 54
have lived according to this 78
have lived together as man 277
have lived together as one 44
have lived together at any 64
have lived together in one 135
have lived together in this 248
have lived together so long 909
have lived towards the end 180
have major effects on both 84
have major effects on how 72
have major effects on our 77
have major impacts on both 49
have major impacts on how 55
have mingled together in our 56
have mixed himself up with 108
have mixed reactions to this 49
have moved between the two 133
have moved forward at all 62
have moved forward in this 48
have moved forward so that 87
have moved towards the use 60
have named mercury to her 60
have names annexed to them 462
have names written on them 54
have nearly managed to get 48
have never adopted the use 43
have never appealed to him 57
have never appeared in any 736
have never appeared in this 48
have never appeared on any 45
have never appeared to any 60
have never arrived at any 68
have never belonged to any 650
have never belonged to that 61
have never bothered my head 56
have never bothered to ask 129
have never bothered to read 157
have never carried on any 45
have never chanced to hear 55
have never chanced to see 204
have never covered it with 59
have never desired to win 101
have never doubted it for 88
have never enjoyed in this 106
have never entered my head 105
have never entered the ears 54
have never existed at all 210
have never existed in any 162
have never existed in our 56
have never existed in this 91
have never figured it out 104
have never grasped the idea 47
have never guessed he was 46
have never hitherto at any 44
have never implied to you 49
have never laughed at you 47
have never managed to get 422
have never managed to see 103
have never married at all 78
have never married or are 172
have never married or had 69
have never married or who 99
have never noticed in any 138
have never pursued the aim 56
have never reasoned in all 90
have never refused to pay 50
have never removed the eye 40
have never revealed to any 104
have never snapped at him 104
have never stopped to ask 89
have never studied the art 510
have never violated the law 42
have never visited the area 55
have never visited the east 101
have never wavered in our 131
have never wavered in that 58
have never wavered in this 59
have never weighed at all 51
have never written in any 79
have never written to any 81
have never written to her 72
have never written to him 272
have never written to them 48
have never written to you 632
have never yielded to any 76
have noted between the two 75
have often alluded to this 52
have often appealed to them 46
have often appeared to them 51
have often applied to him 51
have often assured me that 456
have often assured us that 45
have often blushed to see 81
have often carried on its 48
have often charmed me with 241
have often desired to see 51
have often focused on how 50
have often focused on one 60
have often focused on this 40
have often invited to this 60
have often laughed to see 42
have often occasion to use 59
have often pointed it out 70
have often pointed the way 55
have often pointed to this 77
have often preached to you 55
have often repeated to you 168
have often written to you 392
have others confide in one 83
have others dressed in his 94
have people depending on you 42
have people reporting to them 56
have people reporting to you 85
have power similar to that 119
have raged against me and 67
have ranged between the two 40
have rather decided to let 51
have right thoughts of god 118
have risen against me and 47
have risen between the two 46
have risen superior to all 177
have risen superior to his 96
have risen superior to this 46
have saved herself if she 43
have seven minutes to get 42
have shown himself in any 101
have shown himself in his 90
have shown himself so far 117
have shown himself to his 56
have shown promise in this 89
have shown towards me and 54
have since appeared in that 42
have since assured me that 276
have since elapsed he has 92
have since elapsed it has 48
have since enjoyed in this 71
have since written on this 71
have since written to him 95
have since written to you 203
have slept exactly as long 58
have small amounts of both 40
have souls capable of being 84
have spent millions in that 40
have spoke daggers to him 60
have stood against the old 51
have stood between it and 52
have stood between me and 256
have stood between the two 82
have stood between us and 137
have stood cavalry in this 46
have stood opposed to each 142
have stood opposed to one 41
have stood quietly by and 51
