hand some flimsy particles of 43
have also already discussed the 58
have also become available in 151
have also become available on 77
have also become available to 93
have also become convinced of 45
have also become dependent on 99
have also become embroiled in 54
have also become important as 116
have also become important in 338
have also become important to 78
have also become prominent in 115
have also become resistant to 65
have also become sensitive to 64
have also clearly exhibited the 42
have also engaged themselves in 41
have also proved beneficial in 67
have also proved difficult to 84
have also proved effective in 359
have also proved themselves to 85
have also proven difficult to 46
have also proven effective in 252
have also proven themselves to 55
have also raised objections to 45
have also turned increasingly to 40
have also viewed themselves as 145
have been absent throughout the 43
have been abused themselves as 176
have been active exponents of 294
have been active movements to 50
have been active opponents of 56
have been active promoters of 88
have been active throughout the 413
have been actual instances of 46
have been actual residents of 129
have been adapting themselves to 96
have been allowing ourselves to 50
have been almost abandoned by 47
have been almost abolished by 47
have been almost compelled by 117
have been almost compelled to 232
have been almost completed by 54
have been almost completed in 42
have been almost converted to 72
have been almost destitute of 281
have been almost destroyed by 306
have been almost destroyed in 43
have been almost excusable in 54
have been almost exhausted by 80
have been almost forgotten by 226
have been almost forgotten in 242
have been almost identical in 211
have been almost identical to 210
have been almost impervious to 49
have been almost incapable of 94
have been almost invariably the 73
have been almost invisible in 90
have been almost invisible to 73
have been almost justified in 105
have been almost necessary to 47
have been almost neglected by 43
have been almost neglected in 41
have been almost persuaded to 110
have been almost powerless to 96
have been almost suspected of 45
have been almost unanimous in 1114
have been almost unbearable to 83
have been almost uniformly the 41
have been almost universal at 44
have been almost universal in 407
have been almost untouched by 95
have been already collected by 47
have been already collected in 64
have been already commented on 315
have been already compelled to 57
have been already completed in 52
have been already condemned by 65
have been already converted by 53
have been already convicted of 46
have been already convinced of 49
have been already delivered to 58
have been already described as 2160
have been already described at 216
have been already described by 489
have been already described in 2743
have been already described on 184
have been already destroyed by 59
have been already developed in 110
have been already discussed as 69
have been already discussed at 162
have been already discussed by 174
have been already discussed in 1723
have been already disturbed by 66
have been already exhausted by 52
have been already exhausted in 41
have been already exhibited in 42
have been already explained as 69
have been already explained at 66
have been already explained by 57
have been already explained in 583
have been already explained to 208
have been already expressed in 50
have been already forwarded to 65
have been already furnished by 57
have been already indicated as 45
have been already indicated by 50
have been already indicated in 316
have been already indicated to 42
have been already performed by 46
have been already presented by 41
have been already presented in 348
have been already presented to 213
have been already published by 377
have been already published in 809
have been already published on 80
have been already specified in 67
have been already subjected to 72
have been already submitted to 170
have been already suggested by 91
have been already suggested in 109
have been always associated in 42
have been always compelled to 70
have been always consulted in 56
have been always dependent on 53
have been always desirable at 45
have been always necessary to 82
have been always protected by 43
have been always subjected to 153
have been another expression of 48
have been another indication of 61
have been another influence on 43
have been anxious themselves to 42
have been appearing regularly in 137
have been applying themselves to 91
have been ardent advocates of 97
have been availing themselves of 210
have been before described as 91
have been better addressed to 57
have been better allocated to 60
have been better conceived or 47
have been better conceived to 84
have been better consulted by 75
have been better contrived to 145
have been better described as 1031
have been better described by 84
have been better described in 47
have been better developed in 101
have been better evaluated or 59
have been better explained by 50
have been better expressed as 85
have been better expressed by 313
have been better expressed in 345
have been better justified in 58
have been better organized in 40
have been better performed by 161
have been better performed in 43
have been better positioned to 197
have been better presented in 71
have been better preserved by 142
have been better preserved if 77
have been better preserved in 228
have been better protected by 98
have been better protected if 88
have been better protected in 51
have been better qualified by 50
have been better qualified to 769
have been better satisfied by 47
have been better satisfied if 654
have been better satisfied in 55
have been better satisfied to 143
have been better supported by 130
have been bitter opponents of 48
have been bright specimens of 41
