hail with joy your voice 61
hair and her young waist 42
hair and sat down again 47
hair did not look quite 44
hair did not look right 134
hair did not turn white 109
hair does not grow again 60
hair does not look right 127
hair does not turn white 45
hair had long been getting 49
hair had that deep glowing 44
hair long and their beards 44
hair that had been black 88
hair that had been blown 52
hair that had been brown 43
hair that had come loose 1710
hair that hung down below 57
hair that hung from beneath 40
hair that she wore loose 57
hair that she wore short 70
hair that was just turning 82
hair was cut just above 88
hair was cut just below 111
hair was cut very close 333
hair was cut very short 1395
hair was now pure white 57
hair was now snow white 87
hair with her cheap shears 51
hair with one hand while 903
half air and half water 103
half and one hour after 43
half and then half again 289
half bear and half human 47
half day and half night 189
half dead and half alive 1053
half dead and half blind 116
half deaf and half blind 127
half god and half human 55
half ice and half water 94
half lying and half sitting 249
half man and half brute 243
half man and half horse 3696
half man and half snake 117
half man and half whale 88
half man and half woman 1966
half men and half beasts 197
half men and half goats 156
half men and half horse 77
half men and half women 1902
half mud and half water 85
half now and half later 60
half real and half unreal 223
half red and half black 1422
half red and half green 574
half red and half white 2090
half sat and half leaned 43
half sob and half shout 100
half with his bare hands 185
hall that had been built 116
hall that had been hired 44
hall was not more steady 125
hall with its high ceiling 64
hand and arm were alone 54
hand and arm were quite 44
hand and arm were still 57
hand and arm were thrust 45
hand and due from banks 95
hand and for some reason 117
hand and head work apart 50
hand and her eyes fixed 81
hand and his eyes fixed 148
hand and his heavy walking 120
hand and his left stood 53
hand and put your right 69
hand and sat down again 144
hand and then back again 115
hand and then your right 68
hand and they were walking 69
hand and use your right 260
hand and was just about 132
hand and win some money 70
hand and with your right 221
hand can not help playing 123
hand does not only grasp 45
hand has not been found 77
hand led our wild steps 59
hand she had been holding 132
hand she had held tight 53
hand that can save alike 59
hand that had been about 41
hand that had been feeding 54
hand that had been given 45
hand that had been holding 324
hand that had been playing 47
hand that had been reaching 60
hand that had been resting 235
hand that this holy ghost 62
hand that was also rough 47
hand was far from steady 68
hand was not very steady 130
hand with all five fingers 131
hand with her bony fingers 75
hand with its five fingers 204
hanging did not take place 81
hanging for two days after 60
hanging out and some shelf 44
hanging out with other people 125
hanging out with rock stars 41
hanging out with some people 50
hanging out with these people 100
hanging out with those people 40
hard and get good marks 47
hard and was very tired 49
hard for that very reason 59
hard one for many people 45
hard she had been working 86
hard sum had been given 47
hard that our laws would 60
hard that she drew blood 96
hard that they will never 44
hard that you will never 40
hard they may have tried 69
hard things are said about 124
hard way that even though 55
hard with all their might 61
hard you try some people 132
harm than any other nation 65
harm thee with these shears 40
harp and they were holding 172
harp and viol were still 53
hast not thou full often 157
hast read too many plays 60
hast thou got such power 45
hast thou met those proud 81
hast thou not also asked 49
hast thou not full often 49
hast thou that living water 914
hast thou yet more blood 57
hate all this talk about 60
hate with all their hearts 346
hate you and have hated 60
have all but lost sight 126
have all had their place 64
have all had their share 401
have all had their turns 79
have all her wits about 202
have all his eyes about 130
have all his wits about 671
have all men ever since 112
have all our wits about 117
have all that heart could 102
have all that many people 49
have all that much money 419
have all that much power 91
have all that your souls 46
have all things done exact 43
have all this other stuff 79
have all this talk about 76
have all this time spoke 81
have all too much reason 42
have all you need every 225
have and are taking place 224
have and how many books 96
have and how many people 56
have and how much money 181
have and how much power 46
have and how much space 55
have and use safe tools 69
have any idea what could 503
have any idea what kinds 44
have any idea what makes 42
have any idea what might 513
have any idea what people 90
have any idea what really 63
have any idea what would 510
have any new ideas about 148
have any one single proof 46
have any too much money 97
have are not much above 45
have bid him make fewer 111
have both had their share 40
have but few such gifts 65
have but one mind about 83
have but one more enemy 40
have but one riding horse 93
have but our poor white 55
have but too good cause 74
have but too good reason 219
have but too much cause 509
have but too much reason 4383
have cut her hair short 184
have cut him some slack 53
have cut off their hands 59
have cut off their right 186
have cut off their tails 51
have cut off their whole 159
have cut off your right 113
have cut they will climb 95
have each had their share 67
