had aged greatly since the 44
had also already begun to 133
had also become adept at 80
had also become aware of 867
had also become close to 49
had also become known as 134
had also become known in 66
had also become known to 114
had also become tired of 55
had also caught sight of 191
had also changed since the 156
had also fallen short of 53
had also fallen under the 384
had also helped found the 57
had also learned about the 209
had also loaned money to 45
had also served under the 98
had also spoken about it 46
had also spoken about the 111
had also talked about the 197
had also thought about the 106
had been abroad since the 140
had been absent about an 126
had been absent since the 714
had been abused while in 49
had been accruing since the 65
had been active about the 52
had been active since at 42
had been active since the 1608
had been active under the 117
had been active until the 53
had been active within the 217
had been adored alike by 106
had been agreed after the 44
had been agreed under the 130
had been agreed within the 74
had been agreed would be 91
had been allied since the 42
had been allies since the 44
had been almost alone in 533
had been almost beaten in 142
had been almost beaten to 64
had been almost blown to 48
had been almost daily in 54
had been almost dried up 51
had been almost empty of 46
had been almost equal in 43
had been almost equal to 103
had been almost every thing 47
had been almost given up 309
had been almost razed to 49
had been almost since the 68
had been almost twice as 112
had been almost willing to 56
had been already added to 81
had been already asked to 69
had been already aware of 50
had been already begun by 240
had been already begun in 98
had been already built by 55
had been already built up 40
had been already burnt in 44
had been already ceded to 51
had been already drawn to 71
had been already drawn up 280
had been already dwelt on 103
had been already fixed by 136
had been already found by 64
had been already found in 87
had been already found to 44
had been already given by 240
had been already given in 240
had been already given to 650
had been already given up 102
had been already known to 216
had been already moved to 47
had been already named to 50
had been already noted by 88
had been already shewn in 75
had been already shown by 160
had been already shown in 191
had been already shown to 79
had been already spent in 159
had been already spent on 73
had been already sworn to 46
had been already taken by 276
had been already taken in 403
had been already taken to 250
had been already taken up 124
had been already tried at 43
had been already tried by 136
had been already tried in 158
had been already tried on 42
had been already twice at 49
had been already under the 46
had been already urged by 41
had been already voted by 85
had been already walking in 68
had been always about to 91
had been always known as 48
had been always known to 63
had been always loyal to 74
had been always music to 43
had been always shown to 46
had been always under the 76
had been always willing to 68
had been amused since the 113
had been another cause of 98
had been another change in 213
had been another change of 121
had been another error of 73
had been another meeting of 60
had been another night of 48
had been another woman in 138
had been anxious about it 120
had been anxious about me 83
had been anxious about my 121
had been anxious about the 740
had been appearing since the 190
had been argued since the 66
had been around since at 227
had been around since the 4274
had been arriving since the 122
had been asleep about an 132
had been asleep eight or 73
had been asleep since the 96
had been asleep under the 118
had been asleep while the 61
had been avoiding looking at 81
had been avoiding since the 47
had been awaiting since the 58
had been awhile since he 371
had been awhile since the 68
had been awhile since we 58
had been banned after the 196
had been banned since the 363
had been banned under the 472
had been barely aware of 145
had been barely civil to 122
had been barred since the 56
had been battling since the 65
had been before given by 88
had been before given to 124
had been before joining the 56
had been before known in 88
had been before known of 68
had been before known to 50
had been before since the 47
had been before speaking of 49
had been before taken by 67
had been before treating of 40
had been before under the 103
had been before while in 98
had been better known as 125
had been better known in 124
had been better known to 91
had been better never to 113
had been better under the 126
had been bitten began to 98
had been bitten twice by 42
had been bitter about the 86
had been bluffing about the 42
had been boasting about the 98
had been booked months in 59
had been booked under the 43
had been bought after the 60
had been bought since the 82
had been bought under an 117
had been bought under the 84
had been bought while an 41
had been bought within the 95
had been bragging about it 40
had been bragging about the 154
had been broken above the 59
had been broken after the 222
had been broken apart by 104
had been broken below the 71
had been broken loose by 40
had been broken since the 211
had been broken under the 146
had been broken while in 60
had been broken while the 42
had been broken within the 68
had been broken would be 47
had been brooding about it 77
had been brooding about the 187
had been bubbling beneath the 81
had been bubbling under the 72
had been building began to 46
had been building since at 43
had been building since he 117
had been building since the 1652
had been building within me 53
had been building within the 196
had been buried after the 175
had been buried alive at 63
had been buried alive by 269
had been buried alive in 798
had been buried alive or 41
had been buried below the 86
had been buried beneath an 68
had been buried beneath it 131
had been buried beneath the 1254
had been buried close to 95
had been buried since the 324
had been buried under an 187
had been buried under it 47
had been buried under the 2904
had been buried where he 83
had been buried within it 45
had been buried within the 382
had been burned about the 58
had been burned after the 60
had been burned alive at 114
had been burned alive by 206
had been burned alive in 580
had been burned alive on 67
had been burned alive or 66
had been burned badly by 75
had been burned badly in 45
had been burned black by 76
had been burned within the 59
had been bustling about in 46
had been bustling about the 79
had been called about the 45
had been called after the 393
had been called again to 80
had been called since the 285
had been called thither by 61
had been called under the 139
had been camped close to 44
had been candid about the 45
had been carrying about in 103
had been carrying since he 40
had been carrying since the 126
had been carrying under my 57
had been carrying water in 52
had been carrying water to 57
had been caught alive in 46
had been caught beneath the 78
had been caught breaking the 75
had been caught cheating at 210
had been caught cheating in 79
had been caught cheating on 132
had been caught engaging in 82
had been caught looking at 68
had been caught naked in 48
had been caught napping at 61
had been caught napping by 201
had been caught napping in 122
had been caught napping on 47
had been caught right in 40
had been caught robbing the 61
had been caught short by 79
had been caught short in 53
had been caught short of 50
had been caught sight of 75
had been caught smoking in 100
had been caught staring at 91
had been caught stealing in 112
had been caught stealing or 48
had been caught stealing the 76
had been caught talking to 54
had been caught under the 410
had been caught while in 40
had been caught within the 164
had been caused either by 278
had been caused rather by 59
had been changed after the 235
had been changed since he 102
had been changed since it 41
had been changed since my 47
had been changed since the 668
had been changed under the 90
had been changed within the 52
had been changes since the 50
had been chased about the 72
had been chatting about the 80
had been chosen after the 75
had been chosen based on 69
had been chosen chief of 72
had been chosen equal to 51
had been chosen leader of 216
had been chosen mayor of 52
had been chosen queen of 112
had been chosen rather to 48
had been chosen since the 88
had been chosen under the 373
had been chosen while the 61
had been circling above the 43
had been circling round the 64
had been claiming since the 42
had been cleaned since the 42
had been cleared after the 72
had been cleared since the 41
had been cleared under the 82
had been clearly aware of 88
had been clearly drawn by 40
had been clearly drawn in 47
had been clearly shown by 272
had been clearly shown in 244
had been clearly shown to 162
had been climbing about the 40
had been climbing since the 48
had been closed after the 487
had been closed since the 1753
had been closed under the 169
had been closed until the 51
had been closed while the 63
had been closed within the 45
had been coined since the 45
had been coined under the 64
had been common since at 47
had been common since the 761
had been common under the 164
had been coolly arguing the 65
had been created about the 118
had been created after the 1000
had been created baron of 133
had been created based on 44
had been created count of 122
had been created dukes of 43
had been created either in 60
had been created since the 742
had been created under the 1664
had been created where the 67
had been created which it 63
had been created which the 62
had been created while the 75
had been created within the 893
had been created would be 49
had been creeping about the 65
had been cruising about in 155
had been cruising about the 216
had been cruising round the 40
had been cuffed until he 94
had been curious about it 136
had been curious about the 965
had been decaying since the 90
had been decent about it 45
had been deemed unfit to 101
had been deemed worthy by 49
had been deemed worthy of 834
had been deemed worthy to 269
had been deeply aware of 69
had been deeply loved by 49
had been deeply moved as 123
had been deeply moved at 91
had been deeply moved by 3330
had been deeply moved in 48
had been deeply moved to 47
had been deeply upset by 261
had been denied entry to 348
had been denied since the 117
had been denied under the 208
had been denied visas to 43
had been deputy chief of 578
had been deputy leader of 130
had been deputy mayor of 54
had been divers times at 46
had been divers times in 40
had been doomed since the 86
had been doubts about the 139
had been drifting about in 62
had been drifting about so 95
had been drifting about the 163
had been drifting since the 51
had been drinking green tea 57
had been drinking healths in 68
had been drinking since he 125
had been drinking since the 138
had been drinking while on 45
had been driven about by 66
had been driven about in 68
had been driven about the 113
had been driven after the 86
had been driven apart by 70
had been driven below the 81
had been driven beneath the 85
had been driven close to 131
had been driven crazy by 165
had been driven hither by 280
had been driven nearly to 89
had been driven right up 102
had been driven round the 71
had been driven thence by 123
had been driven thither by 368
had been driven under the 316
had been driven within the 94
had been dropping bombs on 84
had been dropping hints to 71
had been dropping since the 112
had been dubious about the 513
had been eagerly taken up 123
had been eagerly waiting to 116
had been earlier about the 65
had been earlier given to 54
had been earlier signs of 84
had been eleven hours in 50
had been eleven months in 96
had been eleven months on 44
had been eleven times on 372
had been emerging since the 363
had been engaged began to 49
had been engaged either in 56
had been engaged quite as 117
had been engaged since he 43
had been engaged since the 959
had been engaged under the 115
had been engaged while at 53
had been engaged within the 44
had been enjoying since the 145
had been enjoying under the 62
had been enough light to 49
had been enough money to 98
had been eroded since the 67
had been eroded under the 48
had been evaded under the 49
had been evolving since the 845
had been exempt since the 115
had been exiled after the 276
had been exiled since the 72
had been exiled under the 137
had been extant since the 40
had been fairly beaten in 60
had been fairly close to 168
had been fairly drawn in 53
had been fairly earned by 43
had been fairly quiet in 59
had been fairly strong in 41
had been fairly taken in 147
had been fairly tried by 115
had been fairly tried in 40
had been fairly tried on 62
had been famous since the 301
had been fighting about the 62
had been fighting since he 111
had been fighting since the 666
had been fighting under the 234
had been filled since the 58
had been firmly based on 90
had been firmly bound to 68
had been firmly fixed by 89
had been firmly fixed in 279
had been firmly fixed on 173
had been firmly seated on 61
had been firmly under the 69
had been fitted above the 48
had been flapping under the 52
had been flayed alive by 52
had been flitting about the 94
had been floating about in 465
had been floating about the 335
had been flocking about me 48
had been forced again to 57
had been forced apart by 89
had been forced aside by 90
had been forced either to 194
had been forced under the 151
had been forged under the 61
had been forged within the 60
had been formed about the 322
had been formed above the 80
had been formed after the 1539
had been formed beneath the 70
had been formed close to 53
had been formed either by 53
had been formed round the 243
had been formed since my 60
had been formed since the 585
had been formed under an 67
had been formed under it 70
had been formed under my 251
had been formed under the 4320
had been formed where the 53
had been formed while he 48
had been formed while the 80
had been formed within the 1121
had been formed would be 44
had been fought after the 49
had been fought since the 290
had been fought under the 205
had been fought within the 133
had been framed under the 153
had been framed within the 48
had been freely given by 93
had been freely given in 87
had been freely given to 360
had been french since the 75
had been fretting about the 98
had been frozen after the 63
had been frozen since the 260
had been frozen under the 88
had been funded under the 89
had been furious about the 185
had been gained about the 85
had been gained could be 85
had been gained might be 49
had been gained since the 203
had been gained under the 159
had been gained within the 67
had been gained would be 86
had been gathering about the 174
had been gathering force in 204
had been gathering round the 134
had been gathering since the 350
had been gathering under the 44
had been gently waked by 51
had been glancing about the 42
had been gossip about the 74
had been gossip thirty or 42
had been greatly added to 65
had been greatly aided by 598
had been greatly aided in 112
had been greatly drawn to 67
had been greatly feared by 50
had been greatly given to 56
had been greatly hated by 48
had been greatly loved by 140
had been greatly moved by 853
had been greatly taken by 217
had been greatly tried by 61
had been greatly under the 53
had been greatly upset by 297
had been greatly vexed by 48
had been groaning under the 348
had been ground sharp on 56
had been ground under the 120
had been guided thither by 116
had been guilty either of 105
had been guilty since the 79
had been halted after the 96
had been halted short of 77
had been halted since the 59
had been halved since the 67
had been handed about in 218
had been handed round in 47
had been handed round the 43
had been handed round to 152
had been hardly aware of 111
had been hauled round at 50
had been hawked about the 54
had been heavily armed by 40
had been heavily fined by 106
had been heavily fired on 117
had been heavily mined by 93
had been heavily taxed by 148
had been heavily taxed in 40
had been heavily taxed to 153
had been hedged about by 95
had been hidden after the 57
had been hidden beneath it 64
had been hidden beneath the 439
had been hidden since the 208
had been hidden under it 43
had been hidden under the 1318
had been hidden until the 55
had been hidden within the 141
had been highly rated by 47
had been honest about it 65
had been honest about the 116
had been housed since the 58
had been housed within the 44
had been hovering about in 52
had been hovering about the 522
had been hovering above the 58
had been hovering round the 141
had been hunted nearly to 115
had been hunted round the 212
had been indeed rather to 79
had been issued about the 110
had been issued after the 486
had been issued based on 47
had been issued since the 606
had been issued under an 70
had been issued under it 47
had been issued under the 1528
had been issued while the 84
had been issued within the 116
had been jailed after the 107
had been jailed under the 194
had been jammed under the 41
had been jarred loose by 80
had been joined about the 112
had been joined since the 49
had been jolted awake by 86
had been judged unfit to 54
had been judged worthy of 480
had been judged worthy to 172
had been justly proud of 119
