had all along treated truly 90
had all been placed under 104
had all been warned about 54
had all come undone again 87
had all made common cause 85
had all those little cares 57
had and made before thomas 44
had any other genius equal 47
had any sore places about 63
had any very striking cases 48
had but just become known 136
had but just passed under 52
had but just safely freed 49
had but very little money 143
had but very little power 56
had but very little sleep 117
had for many seasons never 47
had for some little while 52
had for some strange reason 77
had for their object either 133
had for very little money 263
had got ideas without knowing 91
had got into another world 154
had got more useful learning 47
had got there nobody could 65
had got very little sleep 40
had had down euclid after 61
had had down theology after 60
had had some doubts about 279
had had some qualms about 67
had had talk enough about 86
had had their doubts about 167
had had their second child 105
had had very little money 92
had had very little sleep 800
had his back turned while 54
had his early training under 86
had his eyes closed again 66
had his eyes firmly fixed 151
had his hair pulled until 48
had its eyes firmly fixed 87
had its most solemn event 53
had led into errors which 54
had let well enough alone 145
had long been anxious about 190
had long been buried beneath 69
had long been buried under 196
had long been curious about 285
had long been gathering broke 40
had long been gathering burst 112
had long been gathering force 98
had long been groaning under 111
had long been hidden under 68
had long been laboring under 47
had long been silent spoke 46
had long been smarting under 50
had long been sought after 65
had long been striving after 43
had long been talked about 173
had long been united under 53
had long been widely known 71
had long lain ripening under 46
had long made common cause 57
had met many famous people 53
had not been abroad since 271
had not been absent above 52
had not been active since 184
had not been afraid until 46
had not been already given 57
had not been already known 67
had not been already taken 54
had not been always quite 166
had not been another woman 61
had not been anxious about 120
had not been anyone since 56
had not been around people 44
had not been around since 266
had not been around women 52
had not been ashore above 67
had not been asleep above 142
had not been asleep after 90
had not been before aware 97
had not been before known 64
had not been before since 64
had not been broken after 42
had not been broken since 105
had not been broken until 43
had not been buried above 71
had not been buried alive 80
had not been buried under 144
had not been burned alive 47
had not been called after 41
had not been called since 181
had not been called until 67
had not been candid about 90
had not been carrying anything 75
had not been caught napping 514
had not been changed after 119
had not been changed since 1972
had not been cleaned after 79
had not been cleaned since 1122
had not been cleared since 85
had not been clearly aware 52
had not been clearly drawn 154
had not been clearly shown 88
had not been closed after 44
had not been closed again 60
had not been closed since 166
had not been combed since 156
had not been cordial since 57
had not been created since 49
had not been created until 64
had not been curious about 257
had not been deemed worthy 291
had not been deeply moved 79
had not been drinking anything 63
had not been drinking since 51
had not been driven since 54
had not been dusted since 82
had not been engaged since 83
had not been enough light 134
had not been enough money 440
had not been enough people 43
had not been enough space 48
had not been enough upset 70
had not been enough water 86
had not been fairly beaten 48
had not been fairly tried 215
had not been filled since 322
had not been firmly fixed 150
had not been formed under 56
had not been formed until 96
had not been freely given 108
had not been frozen solid 40
had not been greatly moved 50
had not been guilty either 57
had not been handed round 41
had not been hidden under 44
had not been honest about 194
had not been inside since 130
had not been issued since 59
had not been issued under 41
had not been issued until 193
had not been issued within 57
had not been judged worthy 52
had not been killed after 204
had not been killed while 70
had not been kissed since 82
had not been knocking about 79
had not been laboring under 66
had not been landed rather 228
had not been lately swept 41
had not been levied since 79
had not been looked after 307
had not been mended after 68
had not been milked since 48
had not been missed until 75
had not been myself since 97
had not been needed after 97
had not been normal since 76
had not been opened since 1383
had not been opened until 159
had not been passed might 96
had not been passed shall 96
had not been passed until 103
had not been passed would 165
had not been placed under 933
had not been placed where 59
had not been placed within 70
had not been played since 218
had not been pleased about 144
had not been posted until 42
had not been proven quite 96
had not been pushed aside 131
had not been raised above 61
had not been raised again 95
had not been raised below 228
had not been raised since 458
had not been raised twice 67
had not been raised under 56
had not been raised until 114
had not been raised within 46
had not been reached after 131
had not been reached easily 40
had not been reached either 42
had not been reached since 227
had not been reached until 136
had not been reached where 47
had not been reached within 87
had not been ridden since 81
had not been rigged since 44
had not been robbed again 58
had not been roused since 51
had not been serious about 423
had not been served until 40
had not been served within 59
had not been shaken since 135
had not been shaved since 116
had not been signed until 85
had not been silent about 58
had not been sleeping either 168
had not been solved after 45
had not been solved either 58
had not been something which 41
had not been sooner taken 60
had not been sought after 53
had not been spared either 114
had not been spoken aloud 103
had not been spoken since 46
had not been staged since 43
had not been standing close 42
had not been standing right 332
had not been standing still 531
had not been stolen after 51
had not been struck since 49
had not been stupid about 59
had not been swimming since 54
had not been talked about 559
had not been taught about 269
had not been taught anything 189
had not been taught either 44
had not been taught latin 188
had not been tended since 49
had not been tested since 148
had not been tested under 117
had not been tested until 49
had not been thought about 355
had not been thought worthy 283
had not been through anything 72
had not been timely filed 114
had not been treated badly 219
had not been treated quite 81
had not been treated right 384
had not been turned aside 233
had not been turned since 45
had not been twelve hours 130
had not been twelve months 209
had not been united since 187
had not been united under 60
had not been warned about 731
had not been washed since 864
had not been wasted after 224
had not been watching where 81
had not been wholly thrown 129
had not been widely known 253
had not been without avail 173
had not been without cause 110
had not been without danger 69
had not been without fault 100
had not been without fruit 189
had not been without hopes 115
had not been without merit 66
had not been without reason 107
had not been without value 128
had not been without warning 116
had not been worked since 186
had not been worrying about 222
had not come across anything 242
had not died without issue 107
had not done before since 85
had not done enough about 51
had not done something about 331
had not done something right 538
had not done something which 69
had not even caught sight 96
had not even dreamed about 92
had not even enough money 296
had not even enough sense 44
had not even gotten close 236
had not even looked round 111
had not even shaken hands 154
had not even spoken about 46
had not even talked about 362
had not even thought about 10643
had not even thought twice 66
had not even thought where 43
had not even turned round 64
had not even waited until 182
had not ever talked about 83
had not ever thought about 897
had not felt guilty about 129
had not gone beyond eighth 56
had not gone beyond grade 419
had not gone through either 42
had not gone twenty miles 99
had not gone twenty paces 459
had not gone twenty steps 273
had not gone twenty yards 855
had not heard anyone enter 122
had not heard before about 81
had not heard enough about 209
had not heard something about 53
had not held office since 60
had not held office under 88
had not laid violent hands 45
had not left enough money 75
had not lost enough blood 48
had not made common cause 256
had not made enough money 257
had not made enough noise 65
had not made itself known 59
had not made myself known 42
had not made yellow honey 55
had not much changed since 242
had not much thought about 138
had not once caught sight 48
had not once looked round 61
had not once spoken since 61
had not once thought about 346
had not only become known 46
had not only learned about 47
had not only looked after 46
had not only thought about 67
had not paid income taxes 62
had not said enough about 311
had not said something about 140
had not seen another human 512
had not seen another white 108
had not seen another woman 106
had not seen anyone enter 75
had not seen anyone since 142
had not seen before since 643
had not seen before stood 131
had not seen before under 65
had not seen dorothea alone 78
had not seen edward since 50
had not seen hitler since 66
had not seen michael since 62
had not seen myself since 101
had not seen rachel since 46
had not seen twenty white 48
had not some divine power 154
had not some special cause 85
had not these proofs until 43
had not told anyone about 2403
had not told anyone anything 59
had not told anyone until 44
had not told anyone where 419
had not worn makeup since 54
had now been absent about 42
had now been absent nearly 163
had now been almost seven 122
had now been eleven months 153
had now been fairly taken 47
had now been placed under 137
had now been reached where 258
had now been twelve months 42
had now been without sleep 62
had now made common cause 127
had now some doubts about 53
had now very little doubt 52
had read very little about 87
had run their course since 70
had set such little store 56
had set their united hearts 61
had she been placed after 46
had then been absent about 41
had then been placed under 56
had then been twenty hours 45
had then gone yachting about 65
had they been placed under 74
had they been united under 43
had they ever thought about 45
had thus been placed under 45
had thus lost almost every 55
had too many doubts about 105
had too much common sense 1083
had too much pocket money 44
had two years before given 53
had with such bitter taunt 41
had yet been reached about 66
had you been twenty times 66
had you ever thought about 59
had you make another forty 44
has all been changed since 68
has all laws locked within 41
has any other person filed 50
has far more italian blood 42
has for once proved right 77
has for some strange reason 49
has had many learned women 58
has had many owners since 41
has had some fearful shock 119
has had such bright dreams 127
has had very little power 59
has had very little share 56
has had very little sleep 90
has had very little study 45
has his eyes firmly fixed 41
has his fist closed tight 88
has his main course close 86
has long been buried under 101
has long been debate about 184
has long been sought after 145
has long been talked about 99
has long been widely known 133
has not been active since 330
has not been already given 98
has not been already tried 67
has not been always found 73
has not been another woman 54
has not been anyone since 215
has not been around since 329
has not been better known 49
has not been broken since 198
has not been caught napping 62
has not been changed after 61
has not been changed either 59
has not been changed since 2763
has not been changed under 52
has not been chosen within 86
has not been cleaned since 334
has not been clearly drawn 166
has not been clearly earned 145
has not been clearly shown 1170
has not been closed since 77
has not been coined since 51
has not been common since 45
has not been deemed worthy 317
has not been deeply moved 48
has not been drinking since 41
has not been edited since 77
has not been enough killing 40
has not been enough money 198
has not been enough study 108
has not been enough water 58
has not been evaded under 55
has not been evenly spread 266
has not been fairly tried 251
has not been filled since 133
has not been formed under 64
has not been freely given 130
has not been helped either 86
has not been honest about 71
has not been issued since 104
has not been issued under 116
has not been issued within 88
has not been judged worthy 155
has not been lifted above 72
has not been lodged within 121
has not been looked after 147
has not been opened since 747
has not been opened until 40
has not been passed after 58
has not been passed within 43
has not been placed under 412
has not been placed within 93
has not been played since 125
has not been proved either 358
has not been proved false 141
has not been proved until 42
has not been proven either 109
has not been proven false 168
has not been proven since 42
has not been pushed aside 48
has not been raised above 226
has not been raised again 150
has not been raised either 386
has not been raised since 362
has not been reached about 134
has not been reached after 167
has not been reached again 86
has not been reached since 209
has not been reached until 163
has not been reached where 162
has not been reached within 288
has not been serious about 75
has not been served within 96
has not been silent about 77
