had aged since their last 43
had also begun their work 42
had also given much time 52
had also grown very fond 61
had also moved away from 234
had also never been able 45
had also spent five years 57
had also spent four years 63
had also spent many years 173
had also spent much time 177
had also spent some time 924
had also spent some years 142
had also spent three years 62
had also taken great care 52
had also taken over from 93
had also taken their toll 326
had also tried their hand 65
had awls thrust into their 61
had bags under their eyes 71
had been about five days 40
had been about five feet 88
had been about five foot 43
had been about five years 382
had been about four days 48
had been about four years 533
had been about nine years 79
had been about three days 106
had been about three feet 51
had been about three years 655
had been acted from time 47
had been acted upon during 46
had been acted upon from 43
had been acted upon when 42
had been acted were such 54
had been added during these 42
had been added from time 209
had been added onto over 105
had been added some time 64
had been again torn down 51
had been anything like what 79
had been asked some time 45
had been asked some years 44
had been asked there only 49
had been asked what kind 44
had been asked what sort 73
had been asked what were 46
had been awake some time 82
had been backing away from 158
had been badly hurt during 55
had been badly hurt when 96
had been based upon some 59
had been based upon such 43
had been based upon their 101
had been based upon these 42
had been based upon what 43
had been beaten away from 67
had been beaten back from 481
had been beaten back into 104
had been beaten down into 54
had been beaten only once 82
had been begun four years 67
had been begun many years 162
had been begun some time 223
had been begun some years 227
had been begun three years 65
had been beneath their rule 42
had been blind from birth 3751
had been blind from early 61
had been blind from their 95
had been blowing hard during 48
had been blowing hard from 121
had been blowing very hard 97
had been blown away during 77
had been blown away from 457
had been blown away like 123
had been blown away when 48
had been blown back into 46
had been blown clean away 94
had been blown down during 97
had been blown down from 81
had been blown down some 44
had been blown down upon 42
had been blown from some 78
had been blown from their 211
had been blown wide open 252
had been booming these three 43
had been borne away from 197
had been borne some time 118
had been breaking away from 41
had been brewing some time 43
had been built away from 48
had been built during their 46
had been built five years 209
had been built four years 140
had been built from time 71
had been built into four 119
had been built into their 212
had been built last week 52
had been built many years 841
had been built next door 88
had been built nine years 64
had been built only five 42
had been built only four 41
had been built only last 45
had been built only three 61
had been built over many 98
had been built over part 40
had been built over time 51
had been built over warm 44
had been built some days 40
had been built some five 82
had been built some three 43
had been built some time 312
had been built some years 581
had been built there during 87
had been built there were 56
had been built three years 200
had been built upon land 48
had been built upon sand 55
had been built upon such 53
had been built upon their 82
had been built upon these 61
had been built were flung 101
had been burning some time 63
had been burnt down during 335
had been burnt down some 76
had been burnt some years 48
had been casting eyes upon 69
had been casting longing eyes 111
had been drank upon such 44
had been drawing away from 58
had been drawing upon their 45
had been drawn away from 1369
had been drawn away into 45
had been drawn back from 315
had been drawn back into 391
had been drawn down from 211
had been drawn down into 135
had been drawn down over 129
had been drawn forth from 46
had been drawn from among 103
had been drawn from life 273
had been drawn from many 88
had been drawn from other 112
had been drawn from some 82
had been drawn from such 43
had been drawn from their 432
had been drawn from these 99
had been drawn from those 75
had been drawn from what 49
had been drawn into great 48
had been drawn into some 204
had been drawn into such 135
had been drawn into their 145
had been drawn into these 116
had been drawn into what 60
had been drawn once more 101
had been drawn over their 75
had been drawn there from 66
had been driving back from 141
had been driving home from 320
had been drunk only once 45
had been drunk three days 59
had been duped into buying 193
had been duped into making 43
had been duped into taking 97
had been duped once more 81
had been eight years upon 646
had been every other time 74
had been falling away from 86
had been falling back from 47
had been falling into fits 173
had been falling into ruin 73
had been feasting their eyes 84
had been feeling very much 101
had been feeling very well 46
had been filling their heart 45
had been fired from fort 48
had been fired from jobs 53
had been fired from some 151
had been fired from their 571
had been fired from there 41
had been fired from three 77
had been fired into their 55
had been fired only once 54
had been fired over their 43
had been fired upon from 548
had been fired upon when 85
had been first laid down 166
had been first seen from 64
had been first sent into 42
had been fixed many years 43
had been fixed some time 78
had been flaring away like 41
had been flown back from 106
had been flown down from 182
had been flown home from 40
had been flown over from 162
had been flown there from 64
had been found among other 47
had been found among some 90
had been found among those 47
had been found bearing arms 53
had been found face down 53
had been found free from 63
had been found from time 123
had been found hanging from 398
had been found many years 102
had been found shot from 42
had been found some time 133
had been found some years 170
had been found there were 52
had been found three days 73
had been freed from debt 42
had been freed from jail 137
had been freed from many 49
had been freed from nazi 66
had been freed from some 106
had been freed from such 148
had been freed from their 705
had been freed from what 46
had been front page news 132
had been fully gone into 93
had been getting along fine 259
had been getting along just 70
had been getting along very 485
had been getting along well 196
had been getting away from 90
had been getting from their 45
had been getting help from 46
had been getting ready during 43
had been getting some news 50
had been given away during 81
had been given away free 51
had been given back their 147
had been given even more 53
had been given five days 71
had been given five years 168
had been given four days 85
had been given four years 171
had been given free play 49
had been given free rein 523
had been given free will 101
had been given from time 147
had been given full play 71
had been given full rein 91
had been given into their 208
had been given leave from 181
had been given many years 153
had been given more time 640
had been given much more 238
had been given only five 62
had been given only four 104
had been given only once 145
had been given only part 40
had been given only three 366
had been given over into 59
had been given ready made 47
had been given sick leave 44
had been given some days 59
had been given some food 65
had been given some form 65
had been given some good 45
had been given some help 44
had been given some kind 221
had been given some land 87
had been given some more 42
had been given some other 49
had been given some sort 250
had been given some time 555
had been given some very 115
had been given some years 101
had been given such wide 59
had been given their heads 47
had been given their jobs 65
had been given their land 62
had been given their last 44
had been given their name 44
had been given three days 240
had been given three years 177
had been growing away from 140
had been growing even more 114
had been growing ever more 690
had been growing fast from 44
had been growing much more 60
had been growing rich very 83
had been growing very fast 87
had been grown from seed 354
had been heaped upon their 143
had been hired away from 505
had been hired from among 90
had been holding back came 67
had been holding back from 185
had been holding back their 86
had been holding forth upon 52
had been holding their breath 343
had been keeping away from 165
had been keeping their eyes 120
had been known from early 162
had been known from time 328
had been known from very 119
had been known many years 99
had been known only from 326
had been known some time 66
had been looking away from 230
had been looking back over 65
had been looking down from 178
had been looking down into 195
had been looking down upon 475
had been looking from time 41
had been looking hard into 44
had been looking into those 61
had been looking over some 337
had been looking over their 87
had been looking over these 48
had been looking very hard 63
had been lured away from 1117
had been lured back from 40
had been lured back into 72
had been lured from their 202
had been lured into some 47
had been lurking among some 67
had been meeting from time 45
had been miles away from 120
had been missing four days 41
had been missing from home 196
had been missing from their 328
had been missing some days 111
had been missing some time 58
had been missing three days 101
had been moved away from 987
had been moved back from 200
