hail and his mighty storm 52
hair had got tangled round 71
hair had not turned white 138
hair had now turned white 47
hair has not turned white 125
hair nor her becoming dress 47
hair that had fallen about 71
hair that had fallen loose 255
hair that had pulled loose 53
hair that had turned white 82
hair that had worked loose 176
hair that was almost black 109
hair that was almost white 221
hair that was already thinning 49
hair that was always falling 128
hair was cut fairly short 72
hair was her crowning glory 115
hair was now almost white 59
half and one million people 111
half and six million people 306
half and two million people 176
half had now passed since 62
half hid with golden leaves 47
half that had passed since 103
half that has passed since 98
hall with its marble floor 42
hand and seal should never 69
hand him this letter which 44
hand that had already drawn 55
hand that had closed round 51
hand with its little waves 61
hand with long tapering fingers 47
hanging long and wildly about 50
hard and earn enough money 57
hard for one minute about 45
hard for too little money 171
hard that she almost cried 46
hard that she tasted blood 58
hard with that savage chief 44
harm that has already taken 164
harm that may result hence 182
hast thou not walked after 49
hate for his realism while 44
hats and red shawls still 59
have all had severe colds 64
have all his senses about 41
have all one common cause 46
have and are hereby given 44
have any bad feelings about 176
have any but narrow views 44
have any real choice about 63
have any real doubts about 44
have but one common feeling 40
have but one opinion about 81
have but one simple method 69
have each its proper place 63
have for its object either 341
have fun and forget about 69
have had any direct dealings 41
have had any doubts about 462
have had any qualms about 201
have had but little cause 49
have had but little money 48
have had but little power 75
have had but little reason 98
have had but little sense 44
have had but little share 91
have had but little sleep 105
have had but little trade 171
have had but little value 64
have had few doubts about 106
have had few qualms about 301
have had her doubts about 95
have had his brains beaten 43
have had his doubts about 763
have had its origin about 94
have had its origin either 93
have had its proper place 53
have had its starting point 63
have had our lonely hours 59
have had that aspect breathing 57
have had that second glass 44
have had this dubious honor 85
have had this little parting 54
have had this matter under 208
have had too little share 72
have had too little sleep 48
have had two meetings since 42
have had with various people 43
have had yet another reason 55
have her own opinion about 44
have his own doubts about 131
have his own little vision 71
have his own notions about 84
have his own opinion about 338
have its own building until 50
have its own nuclear force 77
have its own opinion about 45
have its own police force 654
have its own printing press 73
have its own proper place 78
have its own safety valve 55
have its own school board 71
have its own special needs 47
have its own special place 56
have law and equity mixed 60
have let out something vague 46
have let out twenty lives 86
have let that matter stand 133
have long ago fallen under 48
have met and shaken hands 131
have met with almost every 45
have met with another story 71
have met with better usage 45
have met with little favor 231
have met with public favor 70
have met with something which 242
have new and better tools 97
have not any doubts about 93
have not any lawful calling 64
have not any special plans 53
have not got enough money 1705
have not got enough people 107
have not got enough power 63
have not got enough sense 255
have not got enough space 53
have not got enough staff 51
have not had another woman 45
have not had enough money 202
have not had enough sleep 1728
have not had enough water 55
have not had whooping cough 45
have not met anyone since 61
have not one dollar where 59
have not one thought which 87
have not read enough books 53
have not read twenty pages 40
have not run across anything 56
have not that simper about 46
have not too little power 41
have not yet agreed about 75
have not yet become aware 589
have not yet become equal 41
have not yet become final 57
have not yet become fixed 712
have not yet become fully 708
have not yet become human 98
have not yet become known 101
have not yet become party 99
have not yet become quite 144
have not yet become strong 84
have not yet become truly 49
have not yet caught sight 56
have not yet fairly begun 72
have not yet fallen under 210
have not yet formed strong 40
have not yet learned about 1030
have not yet learned anything 178
have not yet learned either 62
have not yet learned fully 53
have not yet learned where 58
have not yet learned which 55
have not yet passed since 351
have not yet passed under 70
have not yet reached adult 173
have not yet reached anything 63
have not yet reached either 50
have not yet reached final 110
have not yet spoken about 354
have not yet talked about 1577
have not yet tasted grass 44
have not yet thought about 587
have not you learned anything 230
have not you talked about 73
have not you thought about 212
have our dear little child 76
have our own little house 46
have our own little party 104
have our own little place 62
have our own little point 48
have our own little world 42
have our own opinion about 128
have our own police force 132
have our own theories about 49
have our pet common people 90
have put two little forks 46
have read and learned about 150
have read and nobody wants 304
have read and talked about 301
have read and thought about 558
have read sir walter scott 90
have read them through twice 129
have read this letter twice 51
have run its course until 42
have set all london talking 64
have set her afloat again 43
have sex with another woman 1121
have sex with anyone until 83
have this one prowling about 86
have thus far fallen short 45
have thus far learned about 84
have with god through jesus 52
have with one friend hurts 41
have you any special reason 45
have you got enough money 88
have you not already acted 46
have you not already shown 115
have you not lately aided 71
have you not thought about 52
having all her little wants 83
having bid and bidden again 65
having but two narrow doors 116
having for its object either 114
having for its speaker david 46
having had but little sleep 107
having her sex always taken 70
having his arm broken again 43
having his long yellow locks 68
having his own doubts about 74
having its own police force 52
having its own proper motion 44
having its own proper place 43
having run two leagues found 66
having sex with another woman 1500
heads and long skinny necks 84
heads for two meddling fools 44
heads with her tender hands 61
healing does not always occur 44
heard all this without turning 67
heard and read enough about 111
heard and saw something plunging 160
heard her say something about 723
heard him and turned round 63
heard him say something about 1660
heard him say something under 58
heard his old friend thomas 60
heard how that affair began 54
heard near her lonely cabin 49
heard that she forgot where 43
heard that you should never 47
heard them say something about 460
heard you say something about 794
hearing for any measure which 60
hearing with due notice thereof 53
heart and with purest hands 70
heart does not grieve about 72
heart does not grieve after 47
heart has its reasons which 1950
heart has not learned while 395
heart she had already taken 67
heart she had always known 120
heart that god raised jesus 238
heart that had proved false 90
heart that his client ought 262
heart that she caught sight 81
heart that she should never 42
heart that was humble might 125
heart that you raised jesus 55
heart that you should study 50
heating and then slowly cooling 48
heavy arm had fallen about 89
heavy seas and violent gales 52
held both his skinny hands 49
held for long periods under 43
held her that sudden glory 40
held out for better terms 227
held out for eleven months 94
held out for higher terms 46
held out for higher wages 44
held out for twelve months 49
held out her cupped hands 62
held out her gloved hands 49
held out her little hands 117
held out her little white 86
held out his cupped hands 122
held out his gloved hands 61
held out his little hands 111
held that new jersey could 99
held that our courts would 43
held that real estate taxes 43
hell are you babbling about 232
hell are you grinning about 89
hell are you laughing about 161
hell are you mumbling about 77
hell are you worrying about 131
help that you should brood 49
help them lead better lives 121
help you get through tough 49
help you with almost anything 41
here and say something about 60
here and you mention anything 58
here are two common types 45
here did not notice anything 41
here does not merely refer 44
here for one simple reason 61
here that one person first 42
here that sir walter scott 48
here that tom towers lived 59
here that you should never 40
here was yet another reason 47
here with his family about 86
here with his family until 77
here you are worrying about 55
here you can neither touch 50
hero with his little brown 51
hers for her singular beauty 60
high air you breathed easily 91
high and low camera angles 152
high and low carbon steel 41
high and low church party 43
high and low degree alike 83
high and low groups based 52
high and low market price 71
high and low market share 73
high and low status group 85
high and low strain rates 125
high and low without finding 85
high and six cubits broad 56
high and with ravening hunger 49
high cap and hooked staff 41
high death and disease rates 99
high death and injury rates 43
high seas and partly within 52
high with her rivers running 187
hold any new office under 131
hold him for ransom might 66
