had an abscessed tooth and 47
had an additional meaning for 40
had an admirable gift for 59
had an advantage over all 663
had an advantage over any 111
had an advantage over both 105
had an advantage over her 364
had an advantage over him 405
had an advantage over his 772
had an advantage over its 255
had an advantage over men 83
had an advantage over non 91
had an advantage over one 42
had an advantage over our 73
had an advantage over that 141
had an advantage over them 435
had an advantage over you 93
had an advantage when they 40
had an adventure like this 45
had an allowance from her 76
had an allowance from his 149
had an allowance made him 43
had an apartment from him 146
had an apartment upon our 43
had an assurance from them 49
had an astonishing gift for 134
had an elaborate plan for 91
had an electoral pact with 58
had an emergency call and 53
had an encouraging talk with 43
had an encouraging word for 193
had an enjoyable time and 106
had an enjoyable time with 109
had an excellent case for 76
had an excellent cook and 49
had an excellent feel for 76
had an excellent gift for 40
had an excellent heart and 90
had an excellent mind and 158
had an excellent nose for 73
had an excellent plan for 67
had an excellent time and 66
had an excellent time with 48
had an excellent view and 48
had an excessive love for 40
had an existence among men 53
had an exquisite tact and 75
had an extensive sale and 95
had an extensive talk with 40
had an extremely busy day 88
had an identical twin who 112
had an important bearing and 54
had an important bearing not 54
had an important date with 60
had an important meaning for 115
had an important role and 98
had an important role both 52
had an important role for 143
had an important role not 41
had an important talk with 109
had an important work for 48
had an infectious grin and 61
had an influence over all 82
had an influence over her 155
had an influence over him 413
had an influence over his 127
had an influence over them 108
had an influence over you 45
had an influence upon all 55
had an influence upon her 77
had an influence upon him 253
had an influence upon his 408
had an influence upon its 92
had an influence upon our 137
had an influence upon them 63
had an influence upon this 107
had an insatiable love for 108
had an insatiable lust for 159
had an insatiable need for 280
had an insatiable zest for 87
had an interesting chat with 340
had an interesting face and 92
had an interesting life and 108
had an interesting talk with 1895
had an interesting theory that 124
had an interesting time and 57
had an interesting time with 199
had an interview also with 59
had an interview here with 45
had an interview there with 137
had an intuitive feel for 260
had an intuitive gift for 45
had an inventive mind and 135
had an invitation from one 48
had an irrational hope that 46
had an irregular heart beat 43
had an obstinate mind and 49
had an occupation other than 50
had an outstanding gift for 58
had an overhauling among our 45
had an unbounded love for 47
had an undeniable gift for 58
had an unofficial talk with 40
had an unpleasant odor and 46
had an unpleasant time with 55
had an unpleasant word with 81
had an unusually busy day 62
had an unusually good day 40
had an unusually good year 58
had an unusually hard and 64
had an unwritten rule that 365
had he consulted only his 70
had he descended from his 40
had he inherited from his 42
had he possessed over him 73
had he recovered from his 336
had he recovered from that 50
had he recovered from this 140
had he stretched forth his 57
had in reputation among all 401
had it conferred upon him 45
had it conferred upon them 50
had it confirmed from his 41
had it especially made for 40
had it impressed upon him 134
had it impressed upon them 148
had it proceeded from any 57
had my cigarette case all 145
had my suspicions what was 49
had no advantage from them 55
had no advantage over her 55
had no advantage over him 89
had no advantage over them 79
had no commission from any 129
had no commission from her 54
had no commission from his 58
had no conception there was 54
had no connection other than 65
had no contingency plan for 145
had no discretion left them 42
had no effective means for 61
had no efficient union with 45
had no employees other than 51
had no equipment other than 58
had no existence among them 61
had no existence other than 83
had no foundation other than 140
had no furniture other than 79
had no influence over her 401
had no influence over him 639
had no influence over his 348
had no influence over its 54
had no influence over that 54
had no influence over them 268
had no influence over this 77
had no influence upon each 49
had no influence upon her 121
had no influence upon him 260
had no influence upon his 637
had no influence upon its 133
had no influence upon our 91
had no influence upon them 166
had no influence upon this 84
had no intentions other than 40
had no interests other than 209
had no knowledge from you 71
had no knowledge other than 55
had no knowledge what had 47
had no machinery ready for 61
had no objective other than 123
had no obligation other than 51
had no occupation other than 196
had no patriotism like his 42
had no permanent home and 148
had no permanent home for 40
had no permission from god 47
had no permission from you 63
had no political aims and 40
had no political base and 46
had no political ties with 78
had no practical meaning for 52
had no practical need for 52
had no practical ties with 48
had no profession other than 56
had no protection from his 44
had no protection other than 139
had no provisions left but 104
had no relatives other than 56
had no relatives there and 54
had no resources left for 57
had no resources other than 222
had no restraint upon his 94
had no revelation from god 49
had no strategic plan for 53
had of themselves when they 42
had so carefully kept out 58
had so carefully laid out 206
had so carefully made and 85
had so carefully made for 51
had so carefully made with 50
had so invariably paid her 125
had the admiralty sent him 116
had the advantage over all 330
had the advantage over any 58
had the advantage over both 99
had the advantage over her 369
had the advantage over him 794
had the advantage over his 968
had the advantage over its 121
had the advantage over men 66
had the advantage over our 56
had the advantage over that 219
had the advantage over them 429
had the advantage over you 58
had the afternoon free and 60
had the brightest eyes and 73
had the defendant kept his 114
had the distemper among them 45
had the distemper upon them 222
had the energetic will and 50
had the foundation laid for 41
had the identical young man 58
had the impression from his 86
had the impression there was 356
had the influence over him 42
had the interview just now 42
had the necessary means and 88
had the necessary means for 61
had the necessary time and 215
had the necessary time for 111
had the necessary wealth and 43
had the political will and 187
had the reputation among his 361
had the requisite time and 86
had the sincerest love for 44
had the slightest clue that 206
had the slightest hint that 357
had the slightest hope that 526
had the slightest liking for 77
had the slightest love for 69
had the slightest wish for 58
had the technique down pat 40
had the temptation been not 52
had the tenderest love for 46
had to apprehend from him 89
had to apprehend from his 65
had to apprehend from that 79
had to construct their own 561
had to cultivate their own 122
had to determine just how 48
had to determine their own 136
had to determine what they 95
had to determine what was 353
had to encompass more than 42
had to encounter during his 71
had to encounter during this 49
had to encounter from his 55
had to encounter keen and 88
had to encounter were not 105
had to establish their own 791
had to establish what was 41
had to formulate their own 140
had to improvise their own 182
had to intervene more and 47
had to intervene more than 58
had to introduce into his 52
had to introduce their own 45
had to literally drag her 43
had to literally drag him 71
had to patiently wait for 59
had to recognize their own 59
had to recommend just one 67
had to reconcile their own 79
had to reconcile these two 58
had to represent more than 56
had to sacrifice many things 45
had to sacrifice more than 70
had to sacrifice much that 148
had to sacrifice their own 189
had to surrender more than 49
had to undertake their own 65
had we recovered from this 51
has an absorption band with 87
has an admirable gift for 51
has an advantage over all 1263
has an advantage over any 348
has an advantage over both 231
has an advantage over her 109
has an advantage over him 393
has an advantage over his 982
has an advantage over its 628
has an advantage over non 51
has an advantage over one 1093
has an advantage over our 47
has an advantage over that 1160
has an advantage over them 191
has an advantage over this 52
has an advantage over using 82
has an advantage over you 110
has an allocation rate that 40
has an amplitude less than 116
has an analogous meaning for 45
has an appearance like that 98
has an appointed time for 118
has an associated cost and 81
has an emergency need for 52
has an encouraging word for 51
has an equitable lien for 96
has an excellent beach and 64
has an excellent feel for 54
has an excellent heart and 76
has an excellent mind and 87
has an excellent nose and 63
has an excellent nose for 61
has an excellent plan for 52
has an excessive need for 103
has an existence other than 50
has an existence over and 62
has an expiration date and 89
has an expiration date that 121
has an extensive menu and 83
has an extensive menu that 65
has an extensive menu with 50
has an extremely high heat 43
has an extremely loud but 46
has an extremely rich and 91
has an identical twin who 85
has an identical twin with 42
has an imaginary zone for 63
has an important bearing and 47
has an important bearing both 127
has an important bearing for 73
has an important bearing not 230
has an important bearing with 42
has an important link with 97
has an important meaning and 53
has an important meaning for 222
has an important role and 377
has an important role both 107
has an important role but 49
has an important role for 490
has an important role not 96
has an important role that 48
has an important role with 81
has an impression upon him 45
has an influence over all 56
has an influence over her 78
has an influence over him 131
has an influence over his 65
has an influence over our 43
has an influence upon all 76
has an influence upon both 58
has an influence upon his 130
has an influence upon its 99
has an influence upon our 337
has an influence upon that 59
has an influence upon this 44
has an insatiable lust for 44
has an insatiable need for 190
has an interesting link with 76
has an interesting theory that 250
has an intrinsic worth and 72
has an intuitive feel for 147
has an irregular form and 54
has an objective lens with 140
has an offensive odor and 126
has an unlimited life and 120
has an unpleasant odor and 280
has an unusually high heat 79
has an unwritten rule that 97
has in encouraging free and 47
has it conferred upon him 52
has it impressed upon him 48
has it succeeded well with 42
has no advantage over any 183
