had an ear cocked to 44
had as an excuse the 87
had as an object the 145
had as the center of 53
had as the nature of 48
had as the object of 59
had as the result of 465
had as the reward of 71
had as the source of 42
had as to whether or 77
had as to whether the 238
had at the battle of 517
had at the behest of 42
had at the bottom of 722
had at the bottom the 73
had at the census of 84
had at the center of 98
had at the charge of 45
had at the corner of 69
had at the height of 635
had at the island of 104
had at the mention of 42
had at the middle of 59
had at the moment an 106
had at the moment he 66
had at the moment in 158
had at the moment it 74
had at the moment no 1211
had at the moment of 1373
had at the moment the 251
had at the moment to 101
had at the office of 618
had at the outset an 50
had at the outset at 46
had at the outset in 55
had at the outset no 623
had at the outset of 1071
had at the outset the 213
had at the outset to 190
had at the return of 60
had at the school of 110
had at the thought of 115
had by no manner of 48
had by the advice of 154
had by the autumn of 143
had by the census of 74
had by the course of 41
had by the middle of 1785
had by the nature of 90
had by the speaker to 62
had by the summer of 406
had by the wisest of 75
had he no friend to 68
had he so fallen in 121
had he so willed it 446
had he so wished he 117
had he so wished it 67
had he the chance to 99
had he the credit of 112
had he the desire to 83
had he the energy to 94
had he the feelings of 49
had he the manner or 84
had he the powers of 85
had he the spirit to 49
had he the strength of 133
had he the strength to 114
had he the wisdom to 139
had he to allude to 63
had he to lament the 65
had he to oppose to 62
had he to render in 101
had he to return to 59
had in an effort to 191
had in it blanks of 282
had in it enough of 96
had in it little of 307
had in it little or 48
had in it something of 4616
had in it something so 540
had in it something to 98
had in it traces of 47
had in my garden at 79
had in my letter to 68
had in my pocket an 144
had in my pocket at 146
had in my pocket my 47
had in my pocket on 40
had in my pocket the 526
had in my pocket to 89
had in the affair of 114
had in the attack of 64
had in the autumn of 596
had in the battle of 370
had in the bottom of 302
had in the building of 168
had in the building up 54
had in the castle of 41
had in the center of 187
had in the choice of 430
had in the church of 536
had in the circle of 51
had in the cities of 74
had in the corner of 184
had in the county in 143
had in the county of 328
had in the county or 51
had in the course of 17114
had in the courts of 1289
had in the creation of 445
had in the crisis of 56
had in the debate on 52
had in the decade of 60
had in the design of 94
had in the domain of 94
had in the drafting of 48
had in the edition of 51
had in the effort to 52
had in the estate of 104
had in the esteem of 43
had in the events of 78
had in the fields of 100
had in the founding of 103
had in the future of 217
had in the future to 72
had in the garden at 50
had in the garden of 418
had in the handling of 89
had in the heyday of 266
had in the hollow of 112
had in the island of 159
had in the letter to 52
had in the manner of 76
had in the market at 109
had in the market in 42
had in the market of 55
had in the matter of 843
had in the meanest of 55
had in the memory of 126
had in the middle of 2084
had in the moment of 212
had in the murder of 265
had in the nature of 325
had in the number of 90
had in the office of 143
had in the opinion of 367
had in the origin of 119
had in the outset of 52
had in the palace of 97
had in the parish of 72
had in the person of 709
had in the plains of 43
had in the planning of 52
had in the plotting of 81
had in the pocket of 360
had in the powers of 41
had in the preaching of 50
had in the reality of 52
had in the reigns of 48
had in the report of 44
had in the result of 104
had in the revolt of 41
had in the scheme of 81
had in the school of 97
had in the sequel to 51
had in the session of 56
had in the shadow of 53
had in the sphere of 92
had in the spirit of 97
had in the states of 42
had in the strength of 145
had in the summer of 1401
had in the system of 167
had in the temple of 51
had in the thought of 221
had in the training of 61
had in the valley by 200
had in the valley of 149
had in the virtue of 49
had in the waters of 50
had in the winter of 395
had in the wisdom of 232
had in the writings of 189
had it by virtue of 69
had it in charge on 49
had it in charge to 2010
had it in design to 80
had it in pocket at 55
had it so pleased the 108
had it the effect of 68
had it to employ it 77
had it to endure the 73
had it to remind me 70
had me go through the 63
had me so worked up 85
had me to dinner at 155
had me to dinner in 45
had me to dinner to 41
had me up before the 79
had no or almost no 72
had of it before we 119
had of the amount of 182
had of the amount or 54
had of the church of 44
had of the course of 84
had of the credit of 62
had of the dangers of 43
had of the duties of 76
had of the effect of 129
had of the extent of 155
had of the extent to 66
had of the family in 64
had of the future of 135
had of the inside of 80
had of the manner in 91
had of the manner of 41
had of the merits of 46
had of the minute of 64
had of the nature of 829
had of the number of 107
had of the object in 75
had of the origin of 94
had of the perils of 61
had of the person of 44
had of the policy of 55
had of the powers of 49
had of the reality of 91
had of the result of 51
had of the return of 71
had of the rights of 60
had of the spirit of 91
had of the strength of 66
had of the temper of 66
had of the valley of 52
had of the wisdom of 124
had of the workings of 73
had on my clothes of 49
had on or before the 96
had on the actions of 115
had on the advice of 138
had on the amount of 256
had on the bottom of 60
had on the building of 41
had on the career of 74
had on the choice of 130
had on the clothes he 60
had on the clothes in 49
had on the coasts of 73
had on the course of 1636
had on the creation of 208
had on the degree of 68
had on the design of 207
had on the drafting of 45
had on the estate of 70
had on the events of 87
had on the extent of 57
had on the fabric of 114
had on the feelings of 133
had on the finest of 58
had on the future of 290
had on the ground of 189
had on the ground to 44
had on the income of 42
had on the inside of 94
had on the island of 190
had on the manner in 77
had on the masses of 89
had on the matter of 68
had on the merits of 120
had on the morale of 529
had on the morals of 124
had on the morrow the 43
had on the nature of 497
had on the nerves of 71
had on the number of 368
had on the origin of 57
had on the output of 62
had on the peoples of 102
had on the plains of 72
had on the policy of 86
had on the prices of 60
had on the psyche of 83
had on the public at 54
had on the result of 54
had on the revolt of 40
had on the rights of 66
had on the shores of 76
had on the slopes of 60
had on the spirit of 189
had on the status of 236
had on the strength of 241
had on the supply of 122
had on the system of 91
had on the temper of 57
had on the thought of 94
had on the volume of 108
had on the workings of 41
had on the writings of 43
had or am likely to 63
had or is likely to 385
had or the number of 41
had the king denied to 75
had the king return to 46
had to be aboard the 98
had to be absent in 86
had to be absent on 125
had to be absent to 47
had to be access to 54
had to be across the 205
had to be active in 518
had to be active to 57
had to be afraid of 1094
had to be afraid to 46
had to be agreed by 561
had to be agreed in 137
had to be agreed on 710
had to be agreed to 753
had to be allied to 119
had to be almost as 570
had to be almost on 59
had to be almost the 46
had to be already in 84
had to be always at 74
had to be always in 158
had to be always on 884
had to be amongst the 42
had to be amused by 43
had to be another of 100
had to be argued in 136
had to be argued on 227
had to be around in 43
had to be around the 210
had to be around to 247
had to be asleep by 43
had to be atoned by 77
had to be avenged by 175
had to be avenged in 69
had to be avenged or 46
had to be backed by 1889
had to be backed in 46
had to be backed to 51
had to be backed up 2968
had to be baited by 97
had to be banked up 42
had to be banned by 87
had to be banned in 244
had to be barred to 46
had to be beached at 127
had to be beached in 123
had to be beached on 163
had to be beached to 172
had to be bedded in 48
had to be beefed up 296
had to be before he 138
had to be before it 181
had to be before the 428
had to be begged by 47
had to be begged or 55
had to be begged to 322
had to be behind it 262
had to be behind the 515
had to be bereft of 56
had to be better at 141
had to be better in 107
had to be better to 108
had to be beyond the 168
had to be bigger to 55
had to be billed as 54
had to be bitten by 91
had to be blamed as 84
had to be blamed on 262
had to be boiled in 372
had to be boiled on 87
had to be boiled or 54
had to be boiled to 194
had to be boiled up 47
had to be bolted to 173
had to be bonded to 53
had to be booked at 62
had to be booked in 448
had to be bought as 352
had to be bought at 1698
had to be bought by 1215
had to be bought if 46
had to be bought in 3674
had to be bought of 77
had to be bought on 539
had to be bought or 393
had to be bought to 480
had to be bought up 194
had to be braced by 50
had to be braced to 49
had to be braced up 54
had to be bribed by 176
had to be bribed in 75
had to be bribed or 92
had to be bribed to 979
had to be broken as 69
had to be broken at 303
had to be broken by 922
had to be broken if 374
had to be broken in 3250
had to be broken of 86
had to be broken on 98
had to be broken or 162
had to be broken so 332
had to be broken to 1611
had to be broken up 12045
had to be buoyed up 53
had to be buried as 258
had to be buried at 843
had to be buried by 355
had to be buried in 4801
had to be buried on 429
had to be buried or 87
had to be buried the 87
had to be buried to 77
had to be burned as 150
had to be burned at 160
had to be burned by 83
had to be burned in 891
had to be burned on 250
had to be burned or 157
had to be burned to 527
had to be bussed to 87
had to be buzzed in 166
had to be cabled to 68
had to be called an 80
had to be called as 176
had to be called at 378
had to be called by 597
had to be called if 62
had to be called in 13058
had to be called king 83
had to be called my 89
had to be called on 2030
had to be called or 50
had to be called so 109
had to be called the 301
had to be called to 6190
had to be called up 1744
had to be calmed by 133
had to be carted by 133
had to be carted in 368
had to be carted or 43
had to be carted to 466
had to be carted up 125
had to be carved by 90
had to be carved in 151
had to be carved on 146
had to be carved to 47
had to be carved up 84
had to be cashed at 59
had to be cashed in 181
had to be caught at 127
had to be caught by 332
had to be caught in 606
had to be caught on 329
had to be caught or 54
had to be caught to 70
had to be caught up 320
had to be caused by 703
had to be changed as 1436
had to be changed at 943
had to be changed by 739
had to be changed if 535
had to be changed in 5565
had to be changed on 750
had to be changed or 622
had to be changed so 1186
had to be changed the 57
had to be changed to 6760
had to be changes in 210
had to be chased by 74
had to be chosen as 940
had to be chosen at 139
had to be chosen by 789
had to be chosen in 694
had to be chosen it 52
had to be chosen on 136
had to be chosen so 434
had to be chosen to 1070
had to be cleaned as 104
had to be cleaned at 102
had to be cleaned by 271
had to be cleaned in 176
had to be cleaned of 430
had to be cleaned on 112
had to be cleaned or 82
had to be cleaned to 105
had to be cleaned up 4120
had to be cleared as 300
had to be cleared at 370
had to be cleared by 2961
had to be cleared if 92
had to be cleared in 701
had to be cleared of 4174
had to be cleared on 115
had to be cleared or 122
had to be cleared so 318
had to be cleared to 908
had to be cleared up 4460
had to be clearly in 46
had to be clever in 63
had to be clever to 180
had to be closed as 820
had to be closed at 559
had to be closed by 789
had to be closed if 80
had to be closed in 3424
had to be closed on 541
had to be closed or 205
had to be closed so 74
had to be closed the 58
had to be closed to 1514
had to be closed up 495
had to be closer to 474
had to be clothed by 54
had to be clothed in 633
had to be coaxed by 232
had to be coaxed in 125
had to be coaxed or 164
had to be coaxed to 1441
had to be cocked by 56
had to be coerced by 287
had to be coerced or 58
had to be coerced to 361
had to be coined by 52
had to be coined in 94
had to be coined to 426
had to be common to 105
had to be cooked at 90
had to be cooked by 107
had to be cooked in 473
had to be cooked on 337
had to be cooked or 70
had to be cooked to 122
had to be cooked up 61
had to be cooled at 85
had to be cooled by 215
had to be cooled in 138
had to be cooled to 315
had to be cooped up 134
had to be copied at 49
had to be copied by 1328
had to be copied in 207
had to be copied on 92
had to be copied or 42
had to be copied to 97
had to be created ad 40
had to be created as 1138
had to be created at 464
had to be created by 2427
had to be created ex 101
had to be created if 165
had to be created in 3058
had to be created of 40
had to be created on 910
had to be created or 260
had to be created so 460
had to be created the 45
had to be created to 4177
had to be curbed as 40
had to be curbed by 453
had to be curbed if 97
had to be curbed in 194
had to be curbed or 75
had to be curbed to 69
had to be curved to 48
had to be dammed up 75
had to be decent to 48
had to be deemed to 98
had to be denied as 103
had to be denied at 47
had to be denied by 121
had to be denied if 49
had to be denied in 245
had to be denied or 161
had to be denied the 248
had to be denied to 382
had to be devoid of 156
had to be dipped in 448
had to be dipped up 45
had to be doubly on 75
had to be dozens of 162
had to be draped in 100
had to be dreamed of 41
had to be dreamed up 74
had to be driven as 69
had to be driven at 258
had to be driven by 991
had to be driven in 1320
had to be driven on 404
had to be driven or 68
had to be driven the 43
had to be driven to 2298
had to be driven up 489
had to be dubbed by 73
had to be dubbed in 197
had to be dumped at 77
had to be dumped in 443
had to be dumped on 387
had to be dumped to 52
had to be dunked in 44
had to be edited by 121
had to be edited in 106
had to be edited to 190
had to be eighty if 45
had to be engaged as 130
had to be engaged at 112
had to be engaged by 75
had to be engaged in 2452
had to be engaged on 126
had to be engaged to 619
had to be english or 50
had to be enough of 133
had to be enough to 359
had to be erased by 51
had to be erased in 55
had to be erased or 47
had to be erased to 41
had to be evaded in 51
had to be evoked by 60
had to be evoked in 51
had to be evoked to 42
had to be exiled to 132
had to be expert at 63
had to be expert in 178
had to be felled by 68
had to be felled in 149
had to be felled to 286
had to be fenced in 578
had to be fenced to 113
had to be filled as 388
had to be filled at 435
had to be filled by 4475
had to be filled if 129
had to be filled in 8792
had to be filled on 302
had to be filled or 85
had to be filled so 51
had to be filled to 376
had to be filled up 4889
had to be filmed at 48
had to be filmed in 189
had to be filmed on 84
had to be finite in 49
had to be firmed up 68
had to be firmly in 45
had to be fished up 137
had to be fitted as 101
had to be fitted at 75
had to be fitted by 118
had to be fitted in 3548
had to be fitted on 450
had to be fitted to 1454
had to be fitted up 407
had to be fluent in 427
had to be folded by 40
had to be folded in 443
had to be folded to 83
had to be folded up 125
had to be forced at 120
had to be forced by 837
had to be forced in 357
had to be forced on 1550
had to be forced or 89
had to be forced to 5555
had to be forced up 101
had to be forded at 48
had to be forded by 81
had to be forded in 53
had to be forded on 49
had to be forded or 230
had to be forged by 140
had to be forged in 252
had to be forged on 50
had to be forged to 161
had to be formed as 294
had to be formed at 245
had to be formed by 547
had to be formed if 45
had to be formed in 1002
had to be formed of 149
had to be formed on 255
had to be formed or 55
had to be formed so 111
had to be formed to 961
had to be formed up 40
had to be fought as 570
had to be fought at 527
had to be fought by 901
had to be fought if 134
had to be fought in 3590
had to be fought on 2253
had to be fought or 93
had to be fought to 1512
had to be framed as 219
had to be framed by 128
had to be framed in 1137
had to be framed so 112
had to be framed to 195
had to be french or 48
had to be frozen in 116
had to be frozen to 46
had to be fueled by 80
had to be funded by 463
had to be funded in 52
had to be gained at 181
had to be gained by 599
had to be gained in 550
had to be gained to 58
had to be gauged by 59
had to be gauged in 44
had to be global in 61
had to be goaded by 65
had to be goaded to 68
had to be gotten at 52
had to be gotten by 51
had to be gotten in 153
had to be gotten to 172
had to be gotten up 115
had to be graded as 40
had to be graded by 46
had to be graded in 46
had to be greased to 52
had to be greater in 53
had to be ground at 117
had to be ground by 157
had to be ground in 346
had to be ground on 52
had to be ground or 45
had to be ground to 252
had to be ground up 95
had to be guided by 3100
had to be guided in 858
had to be guided to 309
had to be guilty of 397
had to be hacked to 48
had to be halted as 105
had to be halted at 147
had to be halted by 124
had to be halted in 284
had to be halted on 74
had to be halted to 102
had to be handed in 1100
had to be handed on 341
had to be handed to 619
had to be handed up 159
had to be hauled at 43
