hail these many summers you 49
half their width between them 53
half there were records how 64
halt over north vietnam and 46
hand came away covered with 154
hand came into contact with 870
hand come into contact with 59
hand coming into contact with 128
hand down these animals for 42
hand much more rapidly than 88
hand sees many follies and 44
hand slid down between her 87
hand were much stronger than 55
hard time making friends and 74
hard time making friends with 52
hard upon four hundred and 59
hast done great despite and 69
have also been adapted and 43
have also been adapted for 727
have also been adopted and 125
have also been adopted for 562
have also been adopted with 91
have also been advised not 47
have also been advised that 650
have also been allowed for 85
have also been altered and 55
have also been applied and 45
have also been applied for 542
have also been applied with 277
have also been arranged for 220
have also been arranged with 58
have also been assured that 655
have also been awarded for 88
have also been blended with 57
have also been blessed with 565
have also been brought out 776
have also been careful not 119
have also been carried out 26029
have also been charged with 832
have also been charges that 198
have also been checked and 51
have also been checked with 80
have also been claimed for 324
have also been coupled with 105
have also been covered with 144
have also been critics who 46
have also been crossed with 137
have also been defined and 120
have also been defined for 226
have also been demands for 105
have also been derived and 62
have also been derived for 402
have also been derived using 45
have also been devised and 161
have also been devised for 1030
have also been devised that 148
have also been enacted for 48
have also been endowed with 149
have also been equated with 87
have also been erected for 44
have also been evolved and 42
have also been evolved for 83
have also been familiar with 197
have also been faulted for 84
have also been favored with 127
have also been fraught with 45
have also been gathered and 51
have also been granted for 236
have also been grappling with 42
have also been helpful and 65
have also been helpful for 81
have also been helpful with 68
have also been honored with 85
have also been invited for 50
have also been invoked for 60
have also been labeled with 48
have also been located and 71
have also been measured and 285
have also been measured for 381
have also been measured using 167
have also been measured with 172
have also been notable for 61
have also been offered for 216
have also been omitted for 103
have also been plagued with 84
have also been planned and 64
have also been planned for 99
have also been planted with 60
have also been plotted for 91
have also been pointed out 3331
have also been popular for 73
have also been popular with 111
have also been praised for 94
have also been printed and 67
have also been printed for 55
have also been realized with 42
have also been reduced and 87
have also been reduced for 47
have also been reduced with 46
have also been released for 64
have also been removed and 69
have also been reports that 2052
have also been revised and 259
have also been saddled with 51
have also been searched for 56
have also been spelled out 66
have also been started and 45
have also been started for 68
have also been started with 51
have also been stocked with 60
have also been studied and 1103
have also been studied both 40
have also been studied but 153
have also been studied for 1201
have also been studied using 794
have also been studied with 950
have also been studies that 467
have also been targets for 69
have also been trained and 52
have also been updated and 76
have also been written and 84
have also been written for 250
have also been written with 45
have also come forward with 84
have also dealt briefly with 41
have also heard reports that 43
have also lost contact with 69
have also made contact with 59
have also made friends with 58
have also made liberal use 99
have also three volumes new 54
have been ably pointed out 101
have been also carried out 357
have been also charged with 54
have been also pointed out 63
have been also trained and 41
have been best friends all 57
have been best friends and 44
have been best friends for 569
have been best friends with 67
have been best sellers for 55
have been best studied and 58
have been best studied are 58
have been best studied for 59
have been best studied with 42
have been busy preparing for 315
have been cast against any 117
have been cast against him 59
have been cold comfort for 144
have been coming forward with 55
have been coming together for 49
have been dating steadily for 58
have been dealing chiefly with 220
have been dealing hitherto with 98
have been dealing largely with 215
have been done against all 98
have been done against her 41
have been done against him 46
have been done against his 44
have been done against them 53
have been done because they 68
have been done decades ago 120
have been done quickly and 97
have been done rightly and 43
have been done suggest that 880
have been duly adopted and 107
have been duly affixed and 62
have been duly allowed for 59
have been duly applied and 59
have been duly audited and 55
have been duly carried out 540
have been duly elected and 1346
have been duly elected for 87
have been duly entered and 139
have been duly favored with 128
have been duly honored with 460
have been duly pointed out 63
have been duly studied and 42
have been duly weighed and 166
have been else claimed for 51
have been even grieved for 52
have been even happier had 70
have been even happier than 86
have been even harsher than 52
have been even sharper than 80
have been even shorter than 80
have been even smaller had 108
have been even smaller than 268
have been even stronger and 80
have been even stronger had 272
have been even stronger than 444
have been ever charged with 87
