half their business blows to 46
half your morality about in 47
hand these modified forms of 68
hand when cromwell spake the 71
hard time convincing others of 41
hard time convincing people to 47
have also declined since the 60
have also improved since the 44
have also increased since the 137
have also inquired about the 66
have also mentioned about the 96
have also observed cases in 48
have also observed cases of 49
have also occurred since the 84
have also occurred within the 201
have also recently begun to 311
have also reported cases in 77
have also reported cases of 167
have also suffered under the 49
have also wondered about the 112
have axial symmetry about the 48
have been absorbed under the 50
have been absorbed within the 268
have been abundant since the 64
have been accepted after the 62
have been accepted either by 65
have been accepted since the 179
have been accepted under the 310
have been accepted within the 190
have been accorded under the 43
have been achieved after the 135
have been achieved based on 62
have been achieved either by 243
have been achieved given the 92
have been achieved since the 471
have been achieved thanks to 173
have been achieved under the 953
have been achieved until the 109
have been achieved where the 78
have been achieved while the 64
have been achieved within the 755
have been achieved would be 62
have been acquired about the 57
have been acquired after the 331
have been acquired either by 188
have been acquired later in 66
have been acquired since the 502
have been acquired under it 104
have been acquired under or 300
have been acquired under the 731
have been acquired within the 403
have been actively seeking to 156
have been actively working in 143
have been actively working on 358
have been actively working to 182
have been actually aware of 67
have been actually calling the 52
have been actually found in 281
have been actually found to 41
have been actually given to 52
have been actually known to 167
have been actually shown to 76
have been actually taken by 89
have been actually taken in 108
have been actually under the 49
have been actually within the 61
have been actuated rather by 58
have been adjudged worthy of 66
have been adjusted based on 73
have been adjusted under the 72
have been adjusted within the 45
have been admitted after the 99
have been admitted either by 75
have been admitted since it 45
have been admitted since the 326
have been admitted under the 642
have been admitted within the 322
have been advanced about it 87
have been advanced about the 990
have been advanced based on 95
have been advanced since the 355
have been advanced under the 180
have been advanced within the 140
have been advocating since the 55
have been affected either by 77
have been affected since the 68
have been agitated about the 48
have been allotted months of 44
have been allotted under the 86
have been analyzed based on 106
have been analyzed since the 58
have been analyzed under the 205
have been analyzed within the 166
have been annually hanged in 48
have been annually slain in 47
have been annually slain on 55
have been antigone alone on 95
have been anxiously waiting to 184
have been apparent since the 375
have been appended where it 221
have been approved based on 43
have been approved either by 81
have been approved shall be 40
have been approved since the 172
have been approved under the 590
have been approved where the 49
have been approved within the 87
have been arrested after the 95
have been arrested either at 68
have been arrested since the 168
have been arrested under the 558
have been arrested within the 114
have been ascribed either to 92
have been asserted under the 95
have been asserted verso uk 300
have been assessed based on 72
have been assessed under the 229
have been assessed within the 56
have been assigned based on 148
have been assigned either to 97
have been assigned roles as 40
have been assigned roles in 78
have been assigned since the 41
have been assigned under the 121
have been assigned within the 92
have been assisted under the 119
have been attached either to 52
have been attached since the 47
have been attacked under the 148
have been attained either by 47
have been attained since the 47
have been attained under the 376
have been attained until the 71
have been attained within the 72
have been attempting since the 51
have been attempts since the 50
have been attempts within the 46
have been awakened either by 42
have been banished either by 49
have been banished since the 58
have been baptized since the 77
have been baptized within the 49
have been begotten again to 54
have been believed until it 45
have been besieged since the 45
have been borrowed under the 45
have been buffeted about by 106
have been buffeted about in 50
have been candidly owned in 40
have been captured after the 50
have been captured since the 163
have been captured under the 68
have been captured within the 178
have been careless about the 177
have been cautioned about the 69
have been centered about the 48
have been clinical trials of 42
have been codified under the 44
have been collecting since the 52
have been combined since the 57
have been combined under the 463
have been combined within the 71
have been commonly cited as 70
have been commonly found in 526
have been commonly found to 92
have been commonly given to 50
have been commonly known as 440
have been commonly known by 184
have been commonly known in 50
have been commonly known to 69
have been commonly noted in 44
have been commonly taken to 46
have been compared based on 45
have been compared within the 40
have been compiled about the 364
have been compiled after the 206
have been compiled based on 118
have been compiled showing the 173
have been compiled since the 173
have been compiled under the 306
have been compiled within the 45
have been complete could he 44
have been complete until the 77
have been composed about the 950
have been composed after he 46
have been composed after the 1418
have been composed either by 51
have been composed either in 104
have been composed since the 100
have been composed under the 463
have been composed until the 60
have been composed while he 115
have been composed while the 144
have been composed within the 256
have been computed based on 234
have been computed either in 63
have been computed under the 171
have been concealed beneath the 79
have been concealed under the 197
have been concealed within the 97
have been conceded since the 69
have been concerns about the 674
have been condoned within the 46
have been conducting since the 45
have been confined eight or 64
have been confined either to 91
have been confined within the 994
have been confused about the 835
have been confused under the 196
have been constant since the 132
have been constant themes in 99
have been constant themes of 41
have been consumed since the 59
have been consumed within the 119
have been continuing since the 87
have been convened since the 57
have been convened under the 59
have been converging since the 43
have been conveyed thither by 145
have been criminal folly to 51
have been criminal under the 92
have been critical about the 142
have been curiously blind to 93
have been deceived about the 628
have been deceived either by 61
have been declared missing in 72
have been declared shall be 196
have been declared since the 56
have been declared under the 96
have been declared unfit to 59
have been declared valid by 61
have been declared within the 68
have been deducted under the 187
have been defended until the 66
have been deferred under the 63
have been deferred until the 567
have been definite signs of 52
have been depicted either as 41
have been deployed since the 84
have been deployed within the 56
have been deported under the 47
have been describing above is 43
have been describing belong to 48
have been describing could be 95
have been describing first in 61
have been describing might be 56
have been describing seems to 102
have been describing under the 44
have been describing would be 150
have been deserted since the 57
have been deserted within the 49
have been designed after the 145
have been designed based on 699
have been designed either by 51
have been designed either to 177
have been designed keeping in 42
have been designed rather as 51
have been designed rather to 84
have been designed since the 119
have been designed under the 209
have been designed where the 90
have been designed which do 44
have been designed within the 138
have been detailed under the 137
have been detained since the 84
have been detained under the 500
have been detected after the 65
have been detected beneath the 46
have been detected either by 45
have been detected either in 54
have been detected since the 143
have been detected under the 93
have been detected within the 457
have been developing about the 56
have been developing since the 603
have been developing under the 130
have been developing within the 116
have been diagnosed within the 47
have been dictated either by 92
have been dictated rather by 94
have been directed either at 53
have been directed either to 50
have been directed first to 46
have been directed quite as 61
have been directed rather to 194
have been directly above the 41
have been directly aimed at 165
have been directly aware of 54
have been directly based on 71
have been directly given to 43
have been directly shown to 86
have been directly under the 192
have been discussing about the 156
have been discussing above is 48
have been discussing appear to 54
have been discussing apply to 68
have been discussing cases in 40
have been discussing could be 144
have been discussing might be 132
have been discussing seems to 137
have been discussing since the 56
have been discussing tests of 40
have been discussing under the 176
have been discussing would be 241
have been disloyal shall be 85
have been disposed rather to 135
have been disputes about the 197
have been disputes within the 49
have been distinct signs of 99
have been distinct since the 62
have been divinely given to 84
have been divisions within the 59
have been dominant since the 210
have been dominant themes in 93
have been dominant within the 51
have been doubtful about the 292
have been ecstatic about the 65
have been educated about the 287
have been educated either in 47
have been educated either to 95
have been educated since the 83
have been educated under the 567
have been educated within the 133
have been effected about the 79
have been effected after the 155
have been effected either by 163
have been effected rather by 59
have been effected since the 338
have been effected under the 785
have been effected until the 54
have been effected while the 47
have been effected within the 351
have been eighteen months in 48
have been elevated above sea 201
have been elevated above the 648
have been elevated after the 69
have been elevated since the 96
have been eligible under the 202
have been embedded within the 137
have been embraced under the 87
have been embraced within the 140
have been emphatic about the 41
