had an early campaign been 75
had an only daughter whom 155
had as many remedies sent 52
had as much attention from 42
had as much attention paid 117
had as much authority over 125
had as their ultimate goal 163
had at last achieved some 66
had at last achieved their 96
had at last achieved what 93
had at last acquired some 62
had at last awakened from 85
had at last desisted from 99
had at last finished their 142
had at last obtained from 64
had at last obtained some 55
had at last obtained their 79
had at last obtained what 63
had at last received from 48
had at last received some 60
had at last received their 59
had at last resolved upon 96
had at last returned from 208
had at last returned home 90
had at last stumbled upon 94
had at last withdrawn from 62
had at least achieved some 48
had at least acquired some 55
had at least finished high 77
had at least partially been 60
had at least provided some 73
had at least received holy 50
had at least received some 79
had at least reckoned upon 46
had at least rendered some 82
had at least unlearned their 42
had at length attained such 268
had at length deserted their 74
had at length estranged from 99
had at length mastered tess 200
had at length obtained from 70
had at length received from 43
had at length resolved upon 64
had at length returned from 42
had at length subsided into 41
had at once conveyed into 62
had at their disposal during 73
had at their disposal even 62
had at their disposal five 43
had at their disposal four 47
had at their disposal from 52
had at their disposal great 78
had at their disposal less 40
had at their disposal many 119
had at their disposal means 58
had at their disposal more 568
had at their disposal much 103
had at their disposal only 1568
had at their disposal other 66
had at their disposal over 63
had at their disposal some 256
had at their disposal such 286
had at their disposal their 70
had at their disposal three 215
had at their disposal vast 71
had at their disposal very 89
had at their disposal were 289
had at their disposal what 57
had at their disposal when 121
had by some accident been 388
had by some accident lost 44
had he been admitted into 64
had he been anywhere else 75
had he been betrayed into 204
had he been expelled from 70
had he been hindered only 102
had he been inducted into 42
had he been initiated into 111
had he been otherwise free 126
had he done regretting mary 126
had he ever received from 60
had in fact actually been 41
had in fact declined from 42
had in fact departed from 43
had in fact embarked upon 46
had in fact expelled their 57
had in fact increased from 49
had in fact increased their 48
had in fact occurred during 71
had in fact presided over 195
had in fact provided such 41
had in fact received from 51
had in fact received only 44
had in fact received some 44
had in fact received their 46
had in fact recently been 86
had in fact resigned from 72
had in fact resulted from 153
had in fact returned from 80
had in fact suffered from 128
had in fact withdrawn from 101
had in many respects been 427
had in many respects gone 68
had in many respects made 61
had in many respects more 48
had in other respects been 164
had in part resulted from 50
had in some quarters been 72
had in some respects been 395
had in some respects gone 52
had in some respects made 52
had in some respects more 48
had in their original form 47
had in these monarchs their 42
had in time effected more 48
had in turn borrowed from 68
had in turn received from 71
had it been anywhere else 173
had it been confided only 79
had it been embraced when 47
had it been foretold only 62
had it been insisted upon 41
had it been otherwise there 70
had it been possible from 52
had it been properly used 41
had it been retained only 72
had it ever happened here 99
had my life depended upon 168
had no bearing whatever upon 424
had no great personal liking 40
had no help whatever from 42
had no hold whatever upon 47
had no line authority over 45
had no more authority over 765
had no more business back 49
had no more business here 43
had no more business there 379
had no news whatever from 55
had no other authority over 60
had no other business there 377
had no other entrance into 57
had no other possible means 57
had no other prospect from 46
had no other relative living 45
had no other resource left 538
had no soft maternal heart 61
had no such authority from 152
had no such authority over 95
had no such flattering dream 136
had no such intention when 195
had no such scruples when 77
had no very definite form 58
had no very definite ideas 230
had no very definite plan 130
had no very definite plot 41
had of late acquired some 111
had of late received from 49
had of late resigned their 43
had of late scarcely ever 58
had of late suffered from 47
had on many occasions been 459
had on many occasions during 41
had on many occasions made 46
had on many occasions seen 47
had on other occasions been 220
had on other occasions more 43
had on other occasions when 97
had on some occasions been 82
had on these occasions been 70
had on three occasions been 59
had so many requests from 83
had so much attention been 157
had so much attention from 77
had so much attention paid 155
had so much business upon 60
had so much enlarged their 41
had so much increased upon 40
had so very recently been 59
had so very recently lost 103
had the best possible care 109
had the best possible means 262
had the best possible view 124
had the best survival rate 93
had the body conveyed away 90
had the full impartial hand 61
had the gold standard been 53
had the least attention paid 44
had the least diversion there 53
had the less authority even 68
had the living pictures been 46
had the mail contract from 41
had the more delicate task 43
had the most absolute faith 61
had the most accurate means 42
had the most beautiful baby 65
had the most beautiful blue 254
had the most beautiful body 224
had the most beautiful dark 143
had the most beautiful dream 123
had the most beautiful eyes 877
had the most beautiful face 317
had the most beautiful fair 43
had the most beautiful feet 74
had the most beautiful girl 57
had the most beautiful hair 467
had the most beautiful legs 147
had the most beautiful mouth 116
had the most beautiful pair 69
had the most beautiful skin 145
had the most beautiful teeth 117
had the most beautiful time 177
had the most beautiful tone 44
had the most beautiful view 174
had the most beautiful wife 107
had the most brilliant mind 96
had the most commanding view 54
had the most complete data 58
had the most complete faith 49
had the most enchanting walk 46
had the most handsome wife 44
had the most horrible dream 128
had the most immediate bearing 46
had the most implicit faith 292
had the most kissable lips 40
had the most kissable mouth 46
had the most original mind 49
had the most powerful army 254
had the most powerful navy 489
had the most splendid time 63
had the most terrible dream 127
had the most terrible time 155
had the most troubled hour 49
had the most virtuous wife 54
had the same accounts from 51
had the same attitude when 78
had the same authority over 249
had the same bankrupt look 42
had the same christian name 504
had the same immunity from 40
had the same problems when 72
had the same prospect from 62
had the same response from 50
had the same response when 46
had the same retention time 331
had the same sensation when 127
had the same situation among 42
had the same straight nose 62
had the same survival rate 62
had the same symbolic meaning 137
had the same treatment from 54
had the same ultimate goal 133
had to come directly from 255
had to come entirely from 117
had to come overland from 51
had to come straight back 66
had to come straight from 107
had to come straight home 217
had to draw supplies from 48
had to face invasions from 51
had to face pressure from 86
had to face questions from 43
had to find somebody else 336
had to gain approval from 90
had to have approval from 96
had to have authority over 41
had to have complete rest 46
had to have occurred during 60
had to have property worth 43
had to have somebody else 166
had to leave straight away 66
had to look directly into 138
had to look straight ahead 124
had to look straight down 45
had to look straight into 95
had to make decisions like 99
had to pass directly over 142
had to pass judgment upon 121
had to pass sentence upon 41
had to rely entirely upon 779
had to seek approval from 218
had to seek financial help 46
had to seek guidance from 69
had to speak directly into 42
had to take constant care 51
had to take direction from 43
had to take seriously into 40
had to take whatever came 78
had to take whatever jobs 104
had to take whatever work 256
had to tell somebody what 98
had to think seriously what 68
had to turn students away 52
had to wait anywhere from 47
had to wait eighteen years 126
had to wait fourteen days 44
had to wait fourteen years 244
had to wait nineteen years 63
had to walk barefoot over 70
had to walk straight into 49
had to work alongside their 69
had to work devilish hard 81
had to work terribly hard 149
had we poor spaniards been 218
has an odor somewhat like 50
has an open timbered roof 56
has at last awakened from 47
has at last returned from 52
has at least partially been 180
has at least provided some 68
has at least received great 99
has at least received some 54
has at most finitely many 71
has at once banished from 46
has by many scholars been 43
has by most reasoners been 60
has by some accident been 122
has by some scholars been 80
has he ever departed from 52
has he much modified those 40
has in fact declined from 46
has in fact declined over 49
has in fact increased from 80
