he any landed property in 46
he can barely remember the 67
he can become absorbed in 41
he can become conscious of 233
he can become involved in 122
he can choose contrary to 85
he can direct attention to 43
he can hardly complain if 90
he can hardly complain of 59
he can hardly conceive it 83
he can hardly conceive of 103
he can neither proclaim the 66
he can readily identify the 45
he did become involved in 174
he did without consulting the 53
he does become involved in 80
he does something contrary to 47
he doth greatly resemble the 49
he got deeply involved in 99
he had almost achieved the 62
he had almost attained the 68
he had almost expected to 95
he had almost finished it 79
he had almost finished the 446
he had almost perished by 85
he had almost promised to 40
he had almost resolved to 205
he had already absorbed the 124
he had already accepted an 221
he had already accepted as 72
he had already accepted in 76
he had already accepted it 117
he had already accepted the 835
he had already achieved an 169
he had already achieved as 47
he had already achieved by 65
he had already achieved in 421
he had already achieved it 45
he had already achieved so 52
he had already achieved the 327
he had already acquired an 276
he had already acquired as 437
he had already acquired at 59
he had already acquired by 329
he had already acquired in 667
he had already acquired it 40
he had already acquired my 63
he had already acquired of 136
he had already acquired on 157
he had already acquired so 193
he had already acquired the 875
he had already adjusted to 40
he had already admitted in 62
he had already admitted the 47
he had already admitted to 174
he had already advanced as 47
he had already advanced in 216
he had already advanced so 96
he had already advanced to 106
he had already allotted to 42
he had already answered in 47
he had already answered it 109
he had already answered the 176
he had already approved the 124
he had already ascended to 48
he had already ascribed to 41
he had already assented to 50
he had already asserted in 48
he had already assigned the 121
he had already assigned to 106
he had already attacked in 55
he had already attacked the 106
he had already attained an 50
he had already attained as 71
he had already attained by 52
he had already attained in 162
he had already attained it 62
he had already attained the 499
he had already attained to 315
he had already attended the 87
he had already bestowed on 129
he had already bestowed the 43
he had already broached in 60
he had already broached the 97
he had already captured the 128
he had already composed an 62
he had already composed in 61
he had already composed the 252
he had already conceded the 51
he had already conceded to 50
he had already confided in 48
he had already confided to 211
he had already consumed the 41
he had already conveyed the 47
he had already conveyed to 129
he had already deceived the 47
he had already declared in 177
he had already declared it 50
he had already declared the 80
he had already declared to 242
he had already declined an 40
he had already declined the 57
he had already declined to 141
he had already defended in 41
he had already defended the 56
he had already departed on 43
he had already designed the 109
he had already detected in 63
he had already detected the 55
he had already dethroned the 60
he had already devoured the 40
he had already directed the 143
he had already disposed of 762
he had already effected the 116
he had already embarked in 109
he had already embarked on 986
he had already embraced the 70
he had already employed in 374
he had already employed it 54
he had already employed the 51
he had already employed to 118
he had already enlisted in 48
he had already enlisted the 57
he had already examined in 65
he had already examined the 118
he had already exceeded the 394
he had already executed the 52
he had already expended in 48
he had already expended on 147
he had already expended so 69
he had already explored in 214
he had already explored the 104
he had already extended the 51
he had already extended to 50
he had already finished in 43
he had already finished it 94
he had already finished the 362
he had already followed in 88
he had already followed the 46
he had already foreseen the 110
he had already forgiven me 40
he had already glimpsed the 43
he had already imparted to 95
he had already included in 98
he had already included the 60
he had already incurred in 120
he had already incurred the 169
he had already indulged in 73
he had already informed me 489
he had already informed the 686
he had already initiated in 50
he had already inserted the 44
he had already intended to 124
he had already invented the 102
he had already invested in 176
he had already invested so 45
he had already launched the 55
he had already lectured on 45
he had already listened to 98
he had already mastered in 62
he had already mastered it 61
he had already mastered the 464
he had already mentioned in 279
he had already mentioned it 185
he had already mentioned the 211
he had already mentioned to 169
he had already notified the 103
he had already objected to 46
he had already observed in 211
he had already observed of 54
he had already observed the 163
he had already obtained an 90
he had already obtained by 44
he had already obtained in 240
he had already obtained so 53
he had already obtained the 747
he had already occupied in 50
he had already occupied the 97
he had already offended the 94
he had already outgrown the 64
he had already outlined in 215
he had already outlined the 92
he had already outlined to 78
he had already outlived the 48
he had already overcome the 123
he had already partaken of 85
he had already prepared an 57
he had already prepared in 125
he had already prepared the 390
he had already prepared to 120
he had already procured the 60
he had already produced an 47
he had already produced in 100
he had already produced the 154
he had already profited by 123
he had already promised it 193
he had already promised the 448
he had already promised to 787
he had already proposed in 135
he had already proposed the 59
he had already proposed to 353
he had already provided the 108
he had already ratified the 66
he had already received an 390
he had already received as 138
he had already received at 159
he had already received by 51
he had already received in 320
he had already received it 146
he had already received of 48
he had already received on 90
he had already received so 71
he had already received the 1610
he had already received to 122
he had already recorded in 63
he had already recorded the 65
he had already referred in 103
he had already referred the 46
he had already referred to 411
he had already rejected in 52
he had already rejected it 58
he had already rejected the 310
he had already remarked in 48
he had already remarked on 93
he had already rendered in 60
he had already rendered the 54
he had already rendered to 219
he had already repented of 158
he had already replaced the 65
he had already reported in 52
he had already reported on 41
he had already reported the 114
he had already reported to 214
he had already resigned as 47
he had already resigned the 48
he had already resolved on 530
he had already resolved to 930
he had already resorted to 52
he had already restored the 45
he had already returned it 62
he had already returned the 71
he had already returned to 848
he had already selected as 83
he had already selected the 197
he had already sketched in 147
he had already sketched the 77
he had already stressed in 53
he had already stressed the 62
he had already stripped of 88
he had already suffered at 104
he had already suffered by 104
he had already suffered in 114
he had already suffered so 386
he had already suffered the 168
he had already summoned the 52
he had already summoned to 46
he had already supplied the 78
he had already survived the 44
he had already threatened to 116
he had already traveled to 61
he had already ventured to 178
he had already withdrawn the 57
he had always accepted as 128
he had always accepted it 51
he had always accepted the 144
he had always admitted the 46
he had always affected to 100
he had always approved of 77
he had always asserted it 41
he had always attached to 81
he had always attended to 64
he had always believed he 255
he had always believed in 2469
he had always believed it 426
he had always believed the 357
he had always believed to 490
he had always bestowed on 53
he had always declared he 76
he had always declared the 51
he had always declared to 176
he had always declined to 192
he had always defended it 52
he had always defended the 97
he had always deferred to 73
he had always demanded of 53
he had always depended on 247
he had always deplored the 48
he had always despised as 91
he had always despised the 81
he had always detested the 136
he had always disliked it 53
he had always disliked the 380
he had always expected it 141
he had always expected the 75
he had always expected to 508
he had always extended to 45
he had always followed in 50
he had always followed the 272
he had always foreseen it 121
he had always foreseen the 52
he had always harbored the 111
he had always hastened to 77
he had always imagined as 107
he had always imagined he 96
he had always imagined it 258
he had always imagined the 120
he had always imagined to 61
he had always insisted he 47
he had always insisted on 816
he had always intended it 85
he had always intended the 44
he had always intended to 2404
he had always listened to 148
he had always objected to 97
he had always observed in 120
he had always observed it 248
he had always observed the 104
he had always occupied in 63
he had always occupied the 88
he had always pictured it 78
he had always pictured the 41
he had always pictured to 43
he had always promised he 60
he had always promised me 45
he had always promised to 123
he had always promoted the 75
he had always reappeared in 40
he had always received an 40
he had always received the 99
he had always recourse to 118
he had always referred to 300
he had always regarded as 4602
he had always regarded it 368
he had always regarded me 94
he had always regarded the 791
he had always rejected the 97
he had always relished so 58
he had always remained in 138
he had always remained on 69
he had always remained the 64
he had always resented the 83
he had always resisted the 113
he had always retained the 87
he had always returned to 139
he had always stressed the 139
he had always supposed it 97
he had always supposed the 87
he had always supposed to 162
he had always threatened to 69
he had always wondered at 47
he had always wondered if 95
he had barely finished the 47
he had barely mentioned the 50
he had barely returned to 60
he had barely survived the 53
he had become absorbed in 965
he had become accepted as 83
he had become addicted to 922
he had become adjusted to 65
he had become affected by 40
he had become allergic to 42
he had become amenable to 61
he had become attached in 98
he had become attached to 1459
he had become betrothed to 91
he had become careless in 68
he had become chairman of 840
he had become chaplain to 85
he had become confused by 71
he had become confused in 85
he had become conscious of 1292
he had become critical of 185
he had become desirous of 121
he had become director of 658
he had become director on 74
he had become enamored of 410
he had become engrossed in 443
he had become enmeshed in 167
he had become enslaved to 51
he had become entangled in 718
he had become entitled by 67
he had become entitled to 272
he had become friendly in 165
he had become friendly to 40
he had become godfather to 45
he had become governor of 383
he had become hardened to 184
he had become immersed in 443
he had become indebted to 122
he had become infected by 94
he had become intimate at 127
he had become intimate in 63
he had become involved by 103
he had become involved in 4497
he had become minister of 551
he had become notorious as 80
he had become notorious in 60
he had become oblivious of 80
he had become oblivious to 91
he had become obnoxious to 123
he had become obsessed by 208
he had become physician to 58
he had become probably the 92
he had become resigned to 280
he had become sensible of 191
he had become somewhat of 220
he had become treasurer of 54
he had before affected to 91
he had before assisted to 54
he had before believed in 47
he had before bestowed on 51
he had before confined to 52
he had before consumed in 82
he had before declared to 193
he had before designed to 41
he had before employed in 88
he had before employed to 71
he had before insisted on 56
he had before intended to 51
he had before mentioned to 74
he had before observed in 63
he had before observed to 62
he had before obtained the 41
he had before promised to 82
he had before proposed to 87
he had before received it 69
he had before received the 118
he had before recorded as 52
he had before regarded as 95
he had before rejoiced at 45
he had before rendered me 54
he had before resolved on 287
he had before resolved to 58
he had better consider the 51
he had better continue in 99
he had better continue to 65
he had better emigrate to 50
he had better postpone the 48
he had bidden farewell to 553
he had bigger problems to 40
he had bitter memories of 58
he had boldly attacked the 89
he had boldly returned to 47
he had bought property in 59
he had boyish memories of 44
he had called attention in 67
he had called attention to 923
he had caught glimpses of 472
he had chosen happened to 85
he had clearly foreseen the 44
he had clearly intended to 70
he had deeply offended the 96
he had dismal accounts to 41
he had doubts concerning the 72
he had driven directly to 60
he had driven straight to 119
he had eagerly accepted the 47
he had eagerly welcomed the 106
he had earlier accepted the 40
he had earlier ascribed to 63
he had earlier assigned to 59
he had earlier declared to 45
he had earlier declined to 53
he had earlier defended the 47
he had earlier employed in 63
he had earlier informed the 46
he had earlier intended to 65
he had earlier observed in 56
he had earlier promised the 57
he had earlier promised to 161
he had earlier proposed to 104
he had earlier referred to 247
he had earlier regarded as 123
he had earlier rejected as 102
he had earlier rejected the 89
he had earlier reported to 40
he had earlier resisted the 41
he had earlier threatened to 47
he had enough altitude to 49
he had enough authority to 67
he had enough education to 55
he had enough evidence of 44
he had enough evidence to 735
he had enough firmness of 43
he had enough leverage to 47
he had enough presence of 370
he had enough problems of 105
he had enough problems to 49
he had enough property to 45
he had enough seniority to 47
he had enough troubles of 76
he had failed entirely to 68
he had failed properly to 65
he had failed signally to 50
he had fallen mortally in 43
he had fallen seriously in 56
