he all his life remained 40
he and all other creatures 43
he and all other officers 100
he and all other sentient 327
he and his army perished 50
he and his army remained 79
he and his army returned 138
he and his band returned 51
he and his boon companion 47
he and his crew perished 85
he and his crew received 41
he and his crew returned 61
he and his crew survived 62
he and his fair companion 78
he and his five children 51
he and his four children 87
he and his four comrades 49
he and his great minister 57
he and his have suffered 45
he and his most christian 145
he and his most intimate 53
he and his sons received 72
he and his three children 103
he and his three comrades 86
he and his three partners 66
he and his wife accepted 149
he and his wife acquired 122
he and his wife actually 177
he and his wife attended 798
he and his wife believed 151
he and his wife caroline 60
he and his wife catherine 155
he and his wife continue 90
he and his wife conveyed 95
he and his wife departed 257
he and his wife designed 42
he and his wife divorced 813
he and his wife elisabeth 47
he and his wife elizabeth 580
he and his wife embarked 150
he and his wife embraced 88
he and his wife escorted 46
he and his wife exchanged 171
he and his wife executed 116
he and his wife expected 91
he and his wife extended 49
he and his wife finished 48
he and his wife florence 71
he and his wife followed 146
he and his wife happened 78
he and his wife insisted 122
he and his wife intended 200
he and his wife isabella 52
he and his wife katherine 62
he and his wife listened 80
he and his wife maintain 85
he and his wife margaret 334
he and his wife migrated 63
he and his wife observed 55
he and his wife obtained 93
he and his wife occupied 453
he and his wife operated 166
he and his wife perished 41
he and his wife prepared 132
he and his wife probably 66
he and his wife produced 87
he and his wife provided 141
he and his wife received 904
he and his wife recently 81
he and his wife regarded 86
he and his wife remained 662
he and his wife reported 67
he and his wife required 44
he and his wife resigned 41
he and his wife resolved 93
he and his wife retained 59
he and his wife returned 1693
he and his wife strolled 45
he and his wife suddenly 57
he and his wife suffered 226
he and his wife survived 124
he and his wife traveled 560
he and his wife wandered 77
he and his wife welcomed 97
he and his work increased 45
he and his young children 96
he and his young companion 163
he and his young comrades 57
he and his young daughter 50
he and his young disciple 51
he and his young helpless 44
he and they were captured 45
he and they were liberals 47
he and two other children 42
he and two other officers 256
he and two other partners 48
he and two other soldiers 114
he and two other students 114
he and two ship captains 44
he ate with good appetite 56
he ate with great appetite 50
he can and must exercise 46
he can and will continue 68
he can bring down sparrows 64
he can get more attention 40
he can get their attention 53
he can get your attention 53
he can leap forth suddenly 63
he can not come tomorrow 42
he can not even approach 179
he can not even conceive 409
he can not even consider 77
he can not even describe 93
he can not even discover 56
he can not even identify 88
he can not even maintain 61
he can not even perceive 91
he can not even remember 1223
he can not ever remember 53
he can not find adequate 75
he can not find anywhere 109
he can not find evidence 65
he can not find salvation 49
he can not find suitable 95
he can not gain admission 49
he can not give adequate 80
he can not give attention 60
he can not give evidence 272
he can not give security 69
he can not have absolute 61
he can not have acquired 122
he can not have approved 121
he can not have believed 343
he can not have children 215
he can not have complete 46
he can not have composed 40
he can not have expected 325
he can not have foreseen 213
he can not have imagined 128
he can not have intended 412
he can not have invented 75
he can not have judgment 159
he can not have observed 57
he can not have obtained 67
he can not have produced 50
he can not have received 158
he can not have recourse 827
he can not have regarded 150
he can not have relished 104
he can not have remained 185
he can not have seriously 43
he can not have specific 46
he can not have suffered 93
he can not have supposed 89
he can not have survived 67
he can not have visitors 51
he can not help committing 66
he can not help concluding 77
he can not help confessing 105
he can not help describing 48
he can not help displaying 52
he can not help exclaiming 115
he can not help expressing 325
he can not help flattering 78
he can not help kindness 53
he can not help perceiving 181
he can not help performing 168
he can not help preferring 45
he can not help presenting 40
he can not help reflecting 130
he can not help regretting 132
he can not help respecting 52
he can not help responding 40
he can not help suspecting 81
he can not hold communion 49
he can not hope entirely 53
he can not kill claudius 46
he can not know otherwise 55
he can not live anywhere 55
he can not live otherwise 47
he can not look backward 46
he can not make adequate 47
he can not make business 67
he can not make decisions 281
he can not make mistakes 135
he can not make progress 122
he can not make speeches 57
he can not pass judgment 42
he can not play baseball 94
he can not play football 147
he can not rely entirely 52
he can not show numerous 41
he can not speak directly 103
he can not speak properly 69
he can not take interest 51
he can not take pictures 49
he can not take seriously 208
he can not talk properly 48
he can not talk straight 160
he can not tell industry 46
he can not think otherwise 352
he can not think properly 46
he can not think straight 986
he can not walk properly 59
he can not walk straight 356
he can not well dispense 55
he can not work miracles 126
he can not work properly 47
he can pay more attention 43
he can put into practice 113
he can say jack robinson 62
he cut off their supplies 66
he did and what happened 253
he did for fine speeches 42
he did for some distance 71
he did his duty manfully 99
he did his other children 54
he did his work entirely 60
he did his work properly 106
he did not also consider 89
he did not also perceive 48
he did not call attention 302
he did not care overmuch 57
he did not care tuppence 96
he did not care twopence 420
he did not come alongside 52
he did not come anywhere 101
he did not come directly 162
he did not come prepared 179
he did not come properly 51
he did not come straight 449
he did not come upstairs 244
he did not dare approach 674
he did not dare challenge 144
he did not dare complain 149
he did not dare confront 54
he did not dare consider 51
he did not dare continue 79
he did not dare disclose 40
he did not deem equality 168
he did not draw attention 448
he did not even approach 72
he did not even associate 46
he did not even complain 145
he did not even complete 272
he did not even conceive 88
he did not even consider 1791
he did not even graduate 90
he did not even hesitate 686
he did not even identify 68
he did not even indicate 60
he did not even maintain 45
he did not even perceive 554
he did not even register 124
he did not even remember 3011
he did not even remotely 121
he did not even resemble 48
he did not even struggle 72
he did not even unbutton 51
he did not ever remember 121
he did not fall backward 82
he did not feel accepted 43
he did not feel adequate 64
he did not feel conscious 96
he did not feel deprived 61
he did not feel disposed 1120
he did not feel entirely 494
he did not feel entitled 285
he did not feel equipped 68
he did not feel feverish 41
he did not feel grateful 72
he did not feel helpless 45
he did not feel impelled 197
he did not feel inclined 4824
he did not feel inspired 86
he did not feel insulted 52
he did not feel isolated 55
he did not feel offended 67
he did not feel prepared 529
he did not feel reassured 64
he did not feel relieved 101
he did not feel required 51
he did not feel terribly 40
he did not feel threatened 1245
he did not find adequate 43
he did not find complete 59
he did not find entirely 70
he did not find evidence 137
he did not find suitable 209
he did not give adequate 118
he did not give attention 76
he did not give credence 79
he did not give detailed 64
he did not give evidence 264
he did not give immediate 40
he did not give specific 80
he did not have absolute 170
he did not have accurate 73
he did not have adequate 708
he did not have anyplace 105
he did not have anywhere 575
he did not have authority 797
he did not have breakfast 67
he did not have business 66
he did not have children 478
he did not have clearance 45
he did not have complete 594
he did not have definite 47
he did not have detailed 122
he did not have evidence 116
he did not have financial 50
he did not have firsthand 74
he did not have immediate 118
he did not have majority 43
he did not have military 60
he did not have patience 86
he did not have personal 211
he did not have physical 52
he did not have pneumonia 56
he did not have positive 47
he did not have probable 158
he did not have problems 180
he did not have property 54
he did not have recourse 416
he did not have relations 60
he did not have somebody 78
he did not have specific 149
he did not have suitable 69
he did not have syphilis 153
he did not have troubles 63
he did not have whatever 46
he did not just disappear 58
he did not kill somebody 83
he did not know anywhere 62
he did not know chambers 52
he did not know concerning 67
he did not know everyone 111
he did not know firsthand 126
he did not know japanese 55
he did not know otherwise 66
he did not know sanskrit 152
he did not know somebody 47
he did not know straight 81
he did not know suddenly 41
he did not know whatever 41
he did not lack interest 40
he did not lack personal 100
he did not lack physical 79
he did not leave politics 43
he did not leave scotland 57
he did not leave washington 60
he did not like american 140
he did not like baseball 42
he did not like broccoli 48
he did not like catholics 93
he did not like children 403
he did not like discussing 125
he did not like football 70
he did not like franklin 306
he did not like physical 134
he did not like politics 137
he did not like reynolds 54
he did not like somebody 96
he did not like strangers 127
he did not like visitors 61
he did not like whatever 51
he did not live anywhere 86
he did not live entirely 67
he did not look anywhere 107
he did not look dangerous 118
he did not look directly 529
he did not look entirely 150
he did not look friendly 101
he did not look relieved 58
he did not look remotely 47
he did not look straight 213
he did not look terribly 110
he did not lose interest 511
he did not lose patience 111
he did not make adequate 69
he did not make complete 48
he did not make decisions 149
he did not make entirely 55
he did not make explicit 228
he did not make grimaces 53
he did not make immediate 52
he did not make mistakes 399
he did not make personal 46
he did not make progress 89
he did not make promises 66
he did not make provision 117
he did not make specific 70
he did not make speeches 93
he did not mind discussing 48
he did not mind explaining 42
he did not move directly 44
he did not much consider 93
he did not much manifest 65
he did not much resemble 115
he did not need convincing 109
he did not need treatment 117
he did not once complain 43
he did not once consider 47
he did not only prophesy 107
he did not pass judgment 73
he did not play baseball 103
he did not play football 228
he did not reach washington 140
he did not rely entirely 161
he did not seek personal 64
he did not seek treatment 124
he did not seem affected 60
he did not seem conscious 159
he did not seem dangerous 120
he did not seem desirous 105
he did not seem destined 60
he did not seem disposed 1005
he did not seem entirely 289
he did not seem friendly 57
he did not seem inclined 2409
he did not seem offended 219
he did not seem prepared 123
he did not seem properly 55
he did not seem remotely 47
he did not seem reserved 144
he did not seem seriously 74
he did not seem terribly 162
he did not seem troubled 148
he did not send colonies 60
he did not show interest 85
he did not show surprise 82
he did not sign articles 40
he did not speak directly 173
he did not speak japanese 174
he did not speak publicly 82
he did not take adequate 109
he did not take exception 160
he did not take immediate 210
he did not take interest 97
he did not take personal 64
he did not take seriously 805
he did not talk politics 95
he did not think american 72
he did not think deserved 137
he did not think eligible 101
he did not think equality 48
he did not think goldsmith 120
he did not think possible 246
he did not think probable 195
he did not think seriously 105
he did not think straight 105
he did not think suitable 76
he did not think washington 42
he did not very speedily 63
he did not walk straight 171
he did not want american 352
he did not want answered 58
he did not want attention 71
he did not want capacity 56
he did not want children 1042
he did not want egyptians 85
he did not want elizabeth 50
he did not want everyone 202
he did not want examples 162
he did not want military 56
he did not want overheard 49
he did not want personal 45
he did not want somebody 88
he did not want strangers 109
he did not want students 48
he did not want treatment 42
he did not want visitors 109
he did not well consider 49
he did not well remember 97
he did not wish actually 45
he did not work directly 150
he did not work miracles 165
he did pay some attention 62
he did with great accuracy 61
he did with great alacrity 82
he did with great applause 53
he did with great attention 118
he did with great celerity 43
he did with great ceremony 48
he did with great clearness 46
he did with great coolness 53
he did with great enthusiasm 90
he did with great facility 54
he did with great judgment 61
he did with great rapidity 90
he did with great readiness 290
he did with such judgment 251
he did with such precision 50
he did with such rapidity 47
he does any more mischief 75
he does any other property 108
he does far less mischief 57
he does his other relations 42
he does his work properly 153
he does not call attention 385
he does not care twopence 136
he does not come anywhere 58
he does not come straight 40
he does not come tomorrow 145
he does not draw attention 287
he does not even approach 82
he does not even conceive 65
he does not even consider 881
he does not even describe 65
he does not even hesitate 101
he does not even identify 50
he does not even indicate 85
he does not even intimate 59
he does not even perceive 296
he does not even register 48
he does not even remember 1346
he does not even remotely 84
he does not feel accepted 50
he does not feel deprived 52
he does not feel disposed 110
he does not feel entirely 104
he does not feel entitled 89
he does not feel impelled 65
he does not feel inclined 397
he does not feel insecure 93
he does not feel isolated 63
he does not feel prepared 58
he does not feel rejected 52
he does not feel threatened 421
he does not find evidence 78
he does not find patients 84
he does not give adequate 135
he does not give attention 68
he does not give detailed 43
he does not give evidence 203
he does not give examples 109
he does not give specific 99
he does not have absolute 106
he does not have adequate 659
he does not have anywhere 164
he does not have authority 321
he does not have capacity 45
he does not have children 292
he does not have complete 441
he does not have evidence 89
he does not have homework 55
he does not have immediate 55
he does not have personal 266
he does not have physical 108
he does not have problems 84
he does not have property 43
he does not have recourse 264
he does not have specific 68
he does not have ultimate 55
he does not keep strictly 46
he does not know directly 46
he does not know otherwise 41
he does not know sanskrit 42
he does not leave politics 73
he does not like american 47
he does not like children 272
he does not like football 57
he does not like honestly 53
he does not like politics 48
he does not like somebody 45
he does not like strangers 160
he does not like visitors 47
he does not live anywhere 115
he does not live entirely 150
he does not look directly 100
he does not look properly 66
he does not look straight 128
he does not lose interest 60
he does not love celestial 42
he does not love children 43
he does not make adequate 48
he does not make advances 51
he does not make decisions 215
he does not make explicit 508
he does not make mistakes 459
he does not make progress 223
he does not make promises 45
he does not make specific 47
he does not much describe 121
he does not much resemble 53
he does not need physical 41
he does not need treatment 59
he does not only maintain 62
he does not pass judgment 138
he does not play football 87
he does not rely entirely 57
he does not seem actually 42
he does not seem conscious 83
he does not seem disposed 259
he does not seem entirely 89
he does not seem inclined 509
he does not seem prepared 73
he does not seem terribly 44
he does not show interest 69
he does not speak directly 174
he does not speak properly 171
he does not take adequate 50
he does not take equality 100
he does not take exception 42
he does not take immediate 40
he does not take interest 53
he does not take medicine 69
he does not take seriously 505
he does not talk politics 60
he does not think straight 143
he does not vote directly 49
he does not walk straight 60
he does not want children 289
he does not want everyone 68
he does not want treatment 45
he does not work miracles 51
he does was well imagined 40
he for his part promised 41
he got his early education 100
he got his just desserts 75
he got his wife pregnant 45
he had all along believed 135
he had all along declared 73
he had all along declined 63
he had all along expected 288
he had all along foreseen 57
he had all along insisted 127
he had all along intended 710
he had all along mistaken 60
he had all along proposed 54
he had all along regarded 86
he had all along rendered 46
he had all along secretly 51
he had all their attention 46
he had all these problems 44
he had all those children 49
he had any great business 41
he had any last requests 81
he had any more children 60
he had any more questions 130
he had any other business 48
he had any other children 103
he had any other commands 79
he had any other evidence 47
he had any other intention 102
he had any other interest 52
he had any other questions 78
he had any such authority 62
he had any such intention 754
he had any very definite 114
he had any view whatever 44
he had but just acquired 46
he had but just attained 54
he had but just forsworn 47
he had but just received 100
he had but just returned 345
he had far more interest 46
he had for years lavished 90
he had for years suffered 58
he had got into macedonia 47
he had got into paradise 77
he had got some distance 179
he had had five children 124
he had had four children 116
he had had good relations 51
he had had made specially 107
he had had many contacts 55
he had had many disputes 40
he had had many occasions 41
he had had more education 64
he had had more practice 74
he had had more prudence 55
he had had much practice 125
he had had nothing whatever 361
he had had some accident 46
he had had some business 142
he had had some education 75
he had had some military 61
he had had some misgivings 42
he had had some personal 129
he had had some practice 159
he had had some problems 64
he had had some terrible 71
he had had three children 221
he had her best interest 54
he had her body embalmed 51
he had her full attention 728
he had his coat buttoned 95
he had his early education 380
he had his full attention 87
he had his giant regiment 49
he had his last audience 83
he had his living quarters 70
he had his only daughter 41
he had his tape recorder 41
he had his teeth clenched 47
he had his very materials 131
he had led such captives 120
he had long been addicted 77
he had long been advocating 89
he had long been affianced 105
he had long been ambitious 94
he had long been anxiously 53
he had long been attached 495
he had long been betrothed 60
he had long been collecting 193
he had long been confined 83
he had long been conscious 124
he had long been critical 58
he had long been deprived 231
he had long been desirous 334
he had long been developing 45
he had long been disposed 72
he had long been employed 146
he had long been estranged 176
he had long been expected 70
he had long been friendly 87
he had long been harassed 48
he had long been inclined 95
he had long been intimate 288
he had long been involved 154
he had long been meditating 446
he had long been notorious 51
he had long been occupied 66
he had long been prepared 583
he had long been reckoned 111
he had long been regarded 350
he had long been resident 69
he had long been secretly 159
he had long been stationed 40
he had long been struggling 123
he had long been threatened 106
he had long been troubled 216
he had met only recently 101
he had not been abducted 47
he had not been absorbed 126
he had not been accepted 539
he had not been accorded 295
he had not been actively 260
he had not been actually 248
he had not been actuated 219
he had not been addicted 48
he had not been adjudged 126
he had not been admitted 913
he had not been advanced 83
he had not been affected 359
he had not been afforded 232
he had not been ambitious 58
he had not been animated 42
he had not been anointed 742
he had not been answered 111
he had not been anywhere 524
he had not been apprised 435
he had not been apprized 88
he had not been arrested 1664
he had not been assessed 44
he had not been assigned 546
he had not been assisted 275
he had not been attached 82
he had not been attacked 486
he had not been attended 56
he had not been awakened 277
he had not been backward 110
he had not been banished 105
he had not been baptized 967
he had not been beguiled 41
he had not been believed 102
he had not been betrayed 424
he had not been burdened 142
he had not been captured 430
he had not been careless 139
he had not been cautioned 63
he had not been celibate 101
he had not been cheerful 80
he had not been confined 347
he had not been conscious 1488
he had not been consumed 70
he had not been convincing 40
he had not been credited 104
he had not been crippled 98
he had not been deceived 1295
he had not been declared 126
he had not been defended 45
he had not been delirious 173
he had not been deported 76
he had not been deprived 467
he had not been deserted 100
he had not been desirous 41
he had not been destined 109
he had not been detained 328
he had not been detected 234
he had not been deterred 276
he had not been devoured 61
he had not been diagnosed 49
he had not been diligent 56
he had not been directed 233
he had not been directly 676
he had not been disabled 200
he had not been disarmed 60
he had not been discreet 58
he had not been discussing 47
he had not been disloyal 81
he had not been disposed 131
he had not been diverted 182
he had not been divorced 185
he had not been educated 1211
he had not been elevated 96
he had not been eligible 67
he had not been employed 955
he had not been enrolled 165
he had not been entangled 42
he had not been entirely 1790
he had not been entitled 217
he had not been equipped 81
he had not been examined 206
he had not been excluded 100
he had not been executed 288
he had not been exempted 55
he had not been exercising 60
he had not been expected 895
he had not been expelled 283
he had not been explicit 70
he had not been fettered 73
he had not been followed 1544
he had not been forceful 50
he had not been forcibly 123
he had not been forgiven 208
he had not been formally 848
he had not been forthcoming 90
he had not been freckled 55
he had not been friendly 115
he had not been generous 96
he had not been governed 54
he had not been grateful 49
he had not been hampered 266
he had not been handsome 41
he had not been harassed 42
he had not been hardened 92
he had not been hindered 255
he had not been horribly 40
he had not been ignorant 141
he had not been immersed 56
he had not been impeached 91
he had not been impelled 106
he had not been inactive 121
he had not been inclined 223
he had not been included 846
he had not been indebted 100
he had not been indicted 318
he had not been inducted 52
he had not been infected 129
he had not been informed 11660
he had not been initiated 327
he had not been inspired 275
he had not been insulted 122
he had not been intended 115
he had not been interned 42
he had not been intimate 107
he had not been invested 208
he had not been involved 6541
he had not been knighted 94
he had not been lawfully 95
he had not been licensed 48
he had not been listened 96
he had not been markedly 85
he had not been martyred 47
he had not been mentally 77
he had not been mentioned 363
he had not been minister 46
he had not been mistaken 3108
he had not been molested 166
he had not been mortally 54
he had not been murdered 838
he had not been neglecting 88
he had not been notified 944
he had not been obedient 84
he had not been oblivious 41
he had not been observed 581
he had not been obsessed 105
he had not been occupied 130
he had not been offended 200
he had not been operated 51
he had not been ordained 501
he had not been otherwise 157
he had not been overawed 52
he had not been overcome 129
he had not been overheard 102
he had not been pardoned 153
he had not been performing 44
he had not been poisoned 248
he had not been positive 62
he had not been practicing 79
he had not been preceded 74
he had not been prepared 3905
he had not been pretending 69
he had not been produced 51
he had not been promised 236
he had not been promoted 830
he had not been prompted 194
he had not been promptly 85
he had not been properly 1952
he had not been proposed 43
he had not been provided 536
he had not been provoked 162
he had not been publicly 121
he had not been punished 434
he had not been purified 62
he had not been reassured 88
he had not been recalled 286
he had not been received 618
he had not been recently 41
he had not been referred 115
he had not been regarded 81
he had not been rejected 168
he had not been relieved 280
he had not been religious 59
he had not been reminded 153
he had not been rendered 100
he had not been replaced 150
he had not been reported 98
he had not been required 730
he had not been reserved 42
he had not been resident 141
he had not been resolved 61
he had not been restored 117
he had not been retained 120
he had not been returned 183
he had not been rewarded 302
he had not been schooled 125
he had not been seconded 119
he had not been secretly 93
he had not been selected 590
he had not been sensible 139
he had not been seriously 537
he had not been severely 87
he had not been sexually 88
he had not been silenced 76
he had not been slightly 85
he had not been snatched 108
he had not been somewhat 326
he had not been specially 234
he had not been specific 151
he had not been speedily 40
he had not been startled 94
he had not been stationed 46
he had not been straight 129
he had not been strapped 79
he had not been stricken 129
he had not been strictly 71
he had not been stripped 50
he had not been struggling 45
he had not been subpoenaed 44
he had not been suddenly 260
he had not been suffered 204
he had not been summoned 1139
he had not been supplied 281
he had not been supporting 69
he had not been supposed 105
he had not been terribly 120
he had not been threatened 221
he had not been tortured 252
he had not been troubled 381
he had not been unfairly 114
he had not been unjustly 52
he had not been upstairs 44
he had not been welcomed 69
he had not been withdrawn 68
he had not come anywhere 61
he had not come directly 81
he had not come honestly 42
he had not come prepared 722
he had not come provided 51
he had not come straight 225
he had not come upstairs 146
he had not died otherwise 96
he had not died suddenly 166
he had not eaten breakfast 234
he had not eaten properly 102
he had not even accepted 67
he had not even admitted 102
he had not even answered 223
he had not even attended 175
he had not even believed 60
he had not even confided 46
he had not even examined 49
he had not even expected 50
he had not even finished 481
he had not even flinched 66
he had not even garrison 43
