had accents you could cut 44
had admired and loved her 50
had admired and loved him 75
had admired her beauty and 67
had adopted and which had 61
had adopted her since her 41
had adopted that stage poet 40
had alarmed her pride and 50
had allayed his thirst that 80
had altered his plans and 56
had altered his views and 40
had appeared and filed his 42
had appeared that about one 44
had appeared that morning with 44
had arranged his books and 72
had arranged his plans for 99
had arranged his plans with 42
had arranged this meeting with 76
had arrived all right ten 42
had arrived and asked for 49
had arrived and could not 44
had arrived and taken his 163
had arrived for speaking out 75
had arrived that evening and 46
had arrived that morning and 420
had arrived that morning with 159
had arrived this morning and 59
had arrived two hours ago 145
had arrived two weeks ago 161
had assumed her title and 46
had assumed his usual seat 47
had assumed she would not 120
had assumed they would not 51
had assured her again and 43
had assured her father that 104
had assured her mother that 104
had assured him again and 59
had assured his father that 79
had assured his mother that 192
had assured his people that 44
had assured this house that 89
had avoided being alone with 175
had awaited its issue with 40
had because they could not 42
had blessed him since his 53
had blessed his sleep with 58
had blessed our vision for 66
had brought and which had 56
had brought and which was 43
had brought and would bring 46
had brought any action for 42
had brought her child with 63
had brought her father and 108
had brought her mother and 63
had brought her where she 60
had brought him under her 40
had brought his action for 54
had brought his books with 54
had brought his father and 77
had brought his grand fur 42
had brought his horse and 40
had brought his mother and 167
had brought his people out 298
had brought his rifle with 53
had brought his tools with 44
had brought his violin with 72
had brought his women with 51
had brought them under his 70
had brought them where they 101
had brought this about and 46
had brought this about was 70
had bruised her pride too 70
had carried her about with 68
had carried her point and 85
had carried her point with 54
had carried his point and 163
had carried his point with 83
had carried off nearly all 89
had chapter and verse for 182
had checked and found that 170
had checked his horse and 41
had checked his horse with 99
had clapped her hands and 155
had clapped her hands with 66
had clapped his hands and 80
had clasped her hands and 129
had clasped his hands and 69
had clubbed his rifle and 58
had coaches and mules for 47
had company and could not 67
had contact with people who 133
had contact with white men 59
had counted his money and 44
had covered all alike with 49
had covered his front with 52
had covered his pages with 53
had covered its walls with 48
had crossed out words and 40
had crossed that river and 85
had crossed that river with 51
had crossed them while they 128
had crowded his brain with 62
had crushed and cowed his 52
had decided long since that 130
had decided she could not 597
had decided she would not 465
had decided that after all 87
had decided that morning that 94
had decided that paris was 56
had decided that poetry was 40
had decided that rather than 269
had decided that since she 99
had decided that since they 104
had decided that today was 48
had decided they could not 512
had decided they would all 43
had decided they would not 362
had defeated and slain his 92
had desired and hoped for 78
had devoted his whole being 53
had diabetes for longer than 46
had divided his force and 52
had divided his power and 173
had drained his glass and 101
had dropped her hands and 111
had dropped her stone and 68
had dropped his guard and 45
had dropped his hands and 74
had dropped his knife and 90
had dropped his pants and 57
had dropped his rifle and 312
had dropped his sword and 103
had dropped his weapon and 66
had dropped our bombs and 41
had dropped out after two 103
had emptied his glass and 71
had endowed him withal was 49
had endured both hunger and 41
had endured for nearly two 85
had enemies who would not 51
had enjoyed and which they 45
had enjoyed for nearly two 77
had enjoyed her visit and 41
had enjoyed her visit with 40
had enjoyed his first day 40
had enjoyed his visit with 43
had entered and taken her 63
had entered and taken his 110
had entered her house and 111
had entered his blood and 70
had entered his brain and 41
had entered his breast and 52
had entered his chest and 77
had entered his doors was 40
had entered his flesh and 54
had entered his house and 252
had entered his house with 50
had entered its fourth year 60
had entered that abode with 118
had entered with ellen and 108
had escaped and could not 70
had escaped and found his 52
had escaped her braid and 51
had everything she asked for 41
had everything they asked for 57
had exalted his kingdom for 224
had existed for about one 46
had existed for about six 47
had existed for about two 112
had existed for longer than 54
had existed for nearly two 308
had existed they could not 48
had expired and could not 80
had expired and would not 42
had fathered her child and 73
had figured out where she 58
had figured out where they 63
had finally got under way 57
had flooded its banks and 67
had founded and which had 85
had founded and which was 106
had fretted and fumed with 50
had friends and people who 50
had friends who could not 43
had friends who loved her 57
had friends who loved him 53
had friends who would not 105
had gathered all books had 104
had gathered that night long 82
had gathered them under her 43
had grabbed her purse and 52
had grabbed her wrist and 49
had grabbed his rifle and 79
had grabbed his wrist and 50
had gripped him since his 51
had grounds for feeling that 112
had grounds for thinking that 449
had haunted her dreams and 90
had haunted her dreams for 386
had haunted her nearly out 59
had haunted her since her 109
had haunted her since she 175
had haunted her since that 45
had haunted him night and 86
had haunted him since his 320
had haunted him since that 45
had haunted his dreams and 85
had haunted his dreams for 355
had haunted his throat all 52
had imbibed his taste for 66
had injured his ankle and 44
had invaded asia minor and 69
had invaded his kingdom and 77
had invaded his kingdom with 104
had invited his mother and 44
had invited them hither for 62
had knocked and asked for 49
had laughed and asked him 42
had laughed and cried and 97
had laughed and given him 43
had laughed and joked and 83
had laughed and joked with 237
had laughed and loved and 53
had laughed and teased her 53
had leisure for study and 47
had lighted his cigar and 54
had lighted our pipes and 78
had lowered her voice and 103
had lowered his guard and 48
had lowered his rifle and 60
had lowered his voice and 219
had managed his small and 74
had marched all night and 176
had marched all night with 40
had married and lived with 133
had married and moved out 798
had married for money and 225
had married her father and 66
had married her mother and 42
had married her mother for 55
had married his fourth son 41
had married his mother and 92
had married his niece and 62
had married six months ago 119
had matured his plans and 49
had matured his plans for 128
had mounted her horse and 73
had mounted his horse and 1223
had mounted his horse for 46
had mounted his horse with 42
had noticed for months that 47
had noticed our talking and 57
had noticed that about him 43
had noticed that anything was 46
had noticed that first day 41
had noticed that morning that 40
had noticed that nearly all 62
had noticed that people who 86
had offered her money for 45
had offered him money for 202
had offered his house for 60
had offered his purse and 97
had ordered his people not 42
had ordered six months ago 107
had ordered that every man 50
had ordered was waiting for 57
had overrun asia minor and 81
had parents who could not 130
had parents who loved and 43
had parents who loved her 65
had parents who loved him 55
had parents who loved them 58
had perhaps not known this 186
had perused them until now 48
had pitched his tents and 94
had pitched its tents and 53
had pitched our tents and 75
had pitched our tents near 40
had plagued her since her 175
had plagued her since she 257
had plagued him since his 341
had planned and hoped for 239
had planned and saved for 79
had planned and which was 47
had planted and cared for 206
had pledged his honor and 45
had pointed out again and 80
had pressed her hands all 68
had realized his error and 53
had realized long since that 68
had realized she could not 110
had realized they could not 70
had refused his right and 41
had released her hands and 47
had removed all which had 57
had removed her apron and 71
had removed her boots and 49
had removed her cloak and 48
had removed her dress and 82
had removed her skirt and 45
had removed his boots and 230
had removed his cloak and 89
had removed his clothing and 41
had removed his court and 113
had removed his shirt and 458
had rescued and cared for 61
had resided for nearly two 48
had retired and could not 66
had revealed its naked tip 45
had rounded its edges off 43
had saddled her horse and 40
had saddled his horse and 246
had scraped and saved for 56
had screamed and beaten and 63
had screamed and cried and 52
had searched his house and 65
had settled his score with 55
had several long talks with 1033
had several men working for 58
had severed all links with 173
had severed his links with 105
had severed its links with 71
had slapped his breast and 47
had slipped her cable and 54
had smoothed her locks and 69
had snapped his fingers and 84
had somehow got mixed with 111
had spoiled her taste for 42
had spurred his horse and 65
had stabled his horse and 53
had stained his hands with 258
had stained his sword with 103
had started and could not 91
had started and ended with 45
had started and which had 58
had started and which was 61
had started but could not 53
had started his reign with 89
had started his search for 46
had started out badly and 40
had started out looking for 81
had started out walking with 54
had started out working for 54
had started she could not 67
had started six months ago 89
had started that morning for 149
had started that morning with 65
had started two weeks ago 76
had steeled his right arm 70
had stopped and asked for 48
had stopped and asked him 42
had stopped and could not 62
had stopped and faced her 81
had stopped and would not 90
had stopped for lunch and 116
had stopped for water and 65
had stopped his horse and 80
had striven with might and 115
had studded his villa and 91
had studied his works with 173
had studied law under his 55
had taunted her about her 54
had taunted him about his 135
had touched her looks with 53
had touched his cheek with 49
had trouble with people who 58
had trusted and loved him 54
had trusted its power too 51
had twisted her ankle and 137
had twisted his ankle and 91
had twitted him about his 44
had usurped his place and 45
had usurped his throne and 40
had violated his right not 65
had violated his trust and 41
had visited her again and 46
had visited her every day 150
had visited her mother and 60
had visited her while she 45
had visited him every day 229
had visited his father and 71
had visited his house and 60
had visited his mother and 81
had visited his people and 74
had visited his studio and 40
had visited this place and 98
had visited this place with 53
had visited year after year 44
had visited you every day 86
had wakened that morning with 40
had warbled all night long 137
had watched all night for 63
had watched day after day 89
had watched her father and 65
had watched her mother and 83
had watched her mother die 154
had watched her while she 66
had watched his father and 139
had watched his father die 232
had watched his growth with 74
had watched his mother and 67
had watched his mother die 158
had watched them until they 47
had watched this scene with 83
had watched with pride and 45
had wheeled his horse and 137
had windows with small and 51
had wounded his pride and 90
had written and asked for 142
had written and asked her 82
had written and asked him 197
had written and which had 199
had written and which was 111
had written both words and 79
had written her about his 40
had written her father that 92
had written her first poem 41
had written her mother that 159
had written him about her 64
had written him about his 89
had written him after her 43
had written him every day 44
had written him telling him 51
had written his father and 52
had written his father that 222
had written his first and 60
had written his first poem 122
had written his first song 61
had written his first two 129
had written his mother and 77
had written his mother that 285
had written his plays for 49
had written his story and 52
had written his thesis for 53
had written that morning and 46
had written this title and 54
had written two books and 90
had wrought her undoing was 77
hang together they would hang 56
has adopted this action for 54
has adopted this method for 98
has applied for legal aid 91
has applied this method with 40
has assumed new forms and 84
has assumed that shape now 57
has authored six books and 123
has authored ten books and 62
has authored two books and 204
has bishops and which not 55
has blessed them above all 42
has brought his facts and 74
has brought them under his 52
has brought them where they 63
has brought this about and 46
has brought this action for 85
has brought this point out 117
has brought you where you 57
has buttons that allow you 50
has chained and bowed one 564
has covered both dumping and 63
has covered his porch with 58
has crowned this morning with 43
has decided that people who 44
has decided that rather than 46
has drowned its banks and 87
has enabled both author and 78
has endowed each human being 40
has endowed this region with 40
has endured far longer than 54
has endured for nearly two 144
has enjoyed for nearly two 42
has entered and taken his 41
has entered its fourth year 70
has entered our lives and 40
has entered this house not 44
has everything she needs and 63
has everything she needs for 78
has everything she wants and 68
has everything that money can 113
has everything you could ask 65
has exactly one input and 81
has exalted him above all 54
has exalted you above all 47
has existed and never can 135
has existed and still does 58
has existed far longer than 67
has existed for about one 51
has existed for about two 161
has existed for longer than 98
has existed for nearly two 189
has fancied one night that 89
has features that allow you 93
has grounds for thinking that 211
has grouped them under his 98
has haunted him since his 45
has haunted this place with 146
has implied all which for 67
has kindled this flame that 299
has leveled off since then 122
has married for money and 43
has married his mother and 42
has measured his force with 41
has mounted his horse and 57
has mounted his sword for 45
has ordered two sheep and 52
has pointed out again and 180
has pricked her fingers with 59
has rescued our weaker sex 59
has resided for weeks and 57
has revealed that about one 63
has revealed that people are 51
has revealed that people who 61
has revealed that people with 48
has revealed that women are 58
has severed all links with 61
has severed his links with 45
has severed its links with 77
has stabbed and feels not 55
has stained his hands with 113
has started and jumps out 76
has started that lousy new 91
has touched our hearts and 45
has usually its local god 53
has visited his people and 69
has whirled you hither and 40
has widened its scope and 93
has written both poetry and 97
has written both prose and 96
has written his books and 60
has written six books and 228
has written ten books and 118
has written two books and 487
has written two books for 183
has written two books that 439
has written two books with 54
has written two plays and 49
has written with learning and 40
has wrought sad havoc with 254
hat between his hands and 48
hat between his knees and 67
hath injured you shall not 64
hath refused and still doth 56
hat trimmed with roses and 45
head against any force that 115
head against her bosom and 167
head against her breast and 569
head against her breast with 46
head against her chest and 215
head against her father and 54
head against her knees and 122
head against his breast and 296
head against his cheek and 54
head against his cheek with 94
head against his chest and 3027
head against his chest for 148
head against his chest with 116
head against his fresh and 80
head against his knees and 106
head against his upper arm 64
head against that table leg 89
head because she could not 119
head because you would not 74
head between both hands and 78
head between her hands and 2052
head between her hands she 75
head between her knees and 573
head between her knees for 49
head between her palms and 77
head between her thighs and 177
head between his fists and 54
head between his hands and 3471
head between his hands for 88
head between his knees all 42
head between his knees and 1546
head between his knees for 96
head between his palms and 119
head covered with blood and 41
head covered with sedge and 106
head crowned with roses and 63
head defiled with blood and 41
head forward and fixed her 57
head forward and pouting his 42
head lateral head medial head 67
head retaining his manly and 44
head streaked with black and 40
heat sources and sinks and 228
heat sources and sinks are 70
her admirer but which was 40
her against her breast and 45
her against her mother and 41
her against him again and 103
her against him until her 125
her against him until she 221
her against him until they 47
her against him while his 92
her against him while she 87
her against his breast and 60
her against his chest and 1594
her against his chest for 82
her against his chest with 217
her alliance with japan and 58
her alliance with russia and 102
