had also been badly hurt 44
had also been built into 64
had also been built there 87
had also been burnt down 46
had also been drawn from 68
had also been drawn into 382
had also been fired from 83
had also been fired upon 68
had also been freed from 80
had also been given some 106
had also been looking into 50
had also been moved from 85
had also been saved from 77
had also been swept away 107
had also been taken away 814
had also been taken care 78
had also been taken down 51
had also been taken during 50
had also been taken from 516
had also been taken into 460
had also been taken over 654
had also been thinking along 87
had also been thrown into 281
had also been times when 146
had also been under fire 72
had also been working hard 194
had also come under fire 130
had also come under heavy 43
had also done quite well 47
had also just given birth 56
had also lost loved ones 50
had also what might have 43
had been adding fresh fuel 58
had been away nearly five 56
had been away nearly four 50
had been away nearly three 108
had been away seven years 78
had been away since early 126
had been born after their 89
had been born again into 222
had been born eight years 122
had been born fifty years 480
had been born forty years 176
had been born right here 137
had been born right there 58
had been born seven years 63
had been born since their 46
had been born sixty years 102
had been born thirty years 392
had been born under such 46
had been born while their 48
had been born within five 60
had been born within those 43
had been born within three 71
had been busy getting ready 77
had been busy since dawn 93
had been busy since early 321
had been busy whole days 81
had been cast aside like 77
had been cast aside when 63
had been cast loose from 50
had been clear about what 75
had been dating since high 51
had been done about these 55
had been done after lord 83
had been done apart from 44
had been done fifty years 104
had been done forty years 48
had been done might have 58
had been done thirty years 80
had been done under more 46
had been done under their 69
had been done which were 72
had been done would have 142
had been duly taken into 76
had been early latin poets 104
had been early morning when 90
had been even worse when 67
had been ever since leaving 43
had been ever since their 152
had been fast passing into 55
had been five miles away 49
had been four hours upon 50
had been four months away 63
had been four short years 48
had been four times lord 40
had been gone about five 219
had been gone about four 60
had been gone about half 536
had been gone about three 497
had been gone above three 45
had been gone eight days 56
had been gone nearly five 55
had been gone nearly four 91
had been gone nearly half 43
had been gone nearly three 184
had been gone rather more 41
had been gone seven days 51
had been gone seven years 153
had been gone since dawn 44
had been gone since early 422
had been gone weeks only 56
had been half blind were 51
had been heard issuing from 46
had been hearing about from 59
had been hearing about mild 68
had been heavy rains during 47
had been held aloof from 50
had been held apart from 40
had been held since their 54
had been held under their 40
had been here about five 57
had been here about four 68
had been here about three 409
had been here eight days 50
had been here eight years 43
had been here forty years 52
had been here nearly three 65
had been here seven years 94
had been here since early 111
had been here since last 44
had been here thirty years 48
had been home about half 99
had been idly turning over 40
had been john manly over 95
had been just about ready 86
had been just eight years 75
had been just fifty years 47
had been just seven years 83
had been just sitting there 83
had been just taken from 96
had been just thirty years 80
had been kept alive among 61
had been kept alive during 170
had been kept alive ever 45
had been kept alive from 43
had been kept alive only 235
had been kept aloof from 120
had been kept apart from 379
had been kept awake during 49
had been kept awake many 62
had been kept awake most 52
had been kept quiet during 50
had been kept quiet only 48
had been kept under arms 180
had been kept under during 47
had been kept under lock 197
had been kept under some 57
had been kept waiting some 47
had been kept waiting there 45
had been kept waiting three 98
had been kept waiting till 42
had been laid aside during 174
had been laid aside from 84
had been laid aside till 59
had been laid aside were 60
had been laid aside when 107
had been laid waste during 280
had been lame since birth 104
had been last night when 310
had been late getting back 89
had been late getting home 115
had been late getting into 40
had been left about half 191
had been left alone during 69
had been left alone there 442
had been left alone when 77
had been left empty during 53
had been left empty when 41
had been left under their 76
had been left until last 49
had been left within reach 41
had been like every other 83
had been like looking into 71
had been like pulling teeth 135
had been like walking into 61
had been living apart from 696
had been living seven years 42
had been living since leaving 77
had been living since their 122
had been living under their 66
had been lord mayor some 62
had been losing money during 44
had been losing sleep over 51
had been lost would have 49
had been made about four 59
had been made about half 47
had been made about their 152
had been made about what 221
had been made after days 117
had been made after much 99
had been made after their 45
had been made amply clear 98
had been made deacon some 91
had been made eight years 79
had been made fifty years 129
had been made first lord 153
had been made forty years 114
had been made known from 69
had been made known unto 175
had been made might have 63
had been made quite clear 847
had been made quite early 47
had been made seven years 130
had been made since early 113
had been made since july 46
had been made since june 45
had been made since last 61
had been made since their 154
had been made since those 51
had been made still more 539
had been made thirty years 170
had been made under other 58
had been made under rule 196
had been made under such 135
had been made under their 82
had been made under threat 43
had been made which gave 50
had been made which must 60
had been made which were 382
had been made within their 46
had been made within these 60
had been made within three 40
had been made would have 187
had been making merry over 55
had been making money from 45
had been making money hand 84
had been making small talk 112
had been many miles away 49
had been many months away 40
had been many times during 131
had been many times more 115
had been many times over 213
had been many times when 869
had been more noise made 40
had been most upset when 48
had been moving about among 46
had been moving about from 53
had been moving right along 48
had been much doubt among 53
had been much dwelt upon 60
had been much easier when 98
had been much hunting here 91
had been much loose talk 83
had been nothing quite like 808
had been nothing really wrong 57
had been only about five 183
had been only about four 47
had been only about half 178
had been only about three 94
had been only eight days 66
had been only eight when 105
had been only eight years 358
had been only fifty years 67
had been only forty years 57
had been only saved from 43
had been only seven when 86
had been only seven years 356
had been only thirty years 87
had been open about half 40
had been open about their 44
had been other times when 469
had been over eight years 71
had been over every foot 44
had been over every inch 124
had been over fifty years 209
had been over forty when 67
had been over forty years 222
had been over seven years 143
had been over sixty years 85
had been over thirty when 47
had been over thirty years 408
had been paid large sums 113
had been paid twice over 109
had been raging since early 107
had been raging since july 43
had been reading aloud from 279
had been ready since early 98
had been riding since dawn 83
had been riding since early 181
had been said about their 266
had been said about these 61
had been said about those 41
had been said about what 360
had been said about when 40
had been said which left 82
had been saving money from 57
had been saying about their 46
had been saying anything rude 50
had been saying right along 46
had been seen about four 157
had been seen about town 168
had been seen driving away 62
had been seen getting into 121
had been seen issuing from 135
had been seen passing over 67
had been seen peering over 69
had been seen running along 44
had been seen running away 119
had been seen running down 291
had been seen running from 124
had been seen since leaving 129
had been seen since noon 41
had been seen walking along 153
had been seen walking away 45
had been seen walking down 258
had been seen which were 43
had been sent about their 102
had been sent empty away 68
had been sent hither from 65
had been sent hither last 64
had been sent reeling back 48
had been sent round from 189
had been sent thither from 342
had been sent thither when 55
had been shot while riding 57
had been shot while trying 690
had been shot within these 59
had been sick about three 81
had been sold twice over 40
had been some eight years 54
had been some fifty years 111
had been some forty years 124
had been some light snow 102
had been some loose talk 48
had been some seven years 68
had been some short time 70
had been some sixty years 48
had been some thirty years 218
had been some vague talk 46
had been sunk under those 127
had been taking money from 284
had been taking notes during 64
had been taking notes from 44
had been taking place along 88
had been taking place among 300
had been taking place during 795
had been taking place even 57
had been taking place ever 130
had been taking place from 237
had been taking place here 46
had been taking place over 1345
had been taking place prior 44
had been taking place there 349
had been taking place upon 45
had been taking shape during 86
had been taking shape ever 52
had been taking shape from 52
had been taking shape over 114
had been their first date 83
had been their first home 160
had been their first time 114
had been their first trip 41
had been their outer wall 59
had been there about five 264
had been there about four 1147
had been there about half 1089
had been there about nine 45
had been there about three 613
had been there above three 96
had been there could have 47
had been there eight days 94
had been there eight years 259
had been there every step 50
had been there every time 74
had been there fifty years 127
had been there forty years 155
had been there might have 52
had been there nearly five 45
had been there nearly four 101
had been there nearly three 502
had been there quite some 60
had been there right along 132
had been there right from 109
had been there seven days 53
had been there seven years 331
had been there since birth 104
had been there since dawn 176
had been there since early 1106
had been there since five 183
had been there since four 95
had been there since july 112
had been there since june 104
had been there since last 144
had been there since late 192
had been there since nine 207
had been there since noon 105
had been there since their 94
had been there since three 139
had been there since time 257
had been there thirty years 269
had been there would have 280
had been those first days 47
had been those times when 58
had been three canoes more 735
had been three hours from 41
had been three hours late 51
had been three times lost 70
had been three whole days 103
had been three whole years 48
had been time after time 81
had been told about some 67
had been told about their 320
had been told about these 182
had been told about were 41
had been told about what 98
had been told would come 53
had been told would take 61
had been torn apart during 51
had been torn apart from 51
had been torn apart when 50
had been torn loose from 538
had been torn sheer away 110
had been true would have 47
had been trying since early 106
had been used since early 116
had been used since time 98
had been used which were 97
had been used would have 44
had been very badly done 102
had been very badly hurt 134
had been very badly shot 40
had been very badly used 219
had been very brave when 54
had been very close during 115
had been very close ever 54
had been very close when 88
had been very drunk when 63
had been very happy during 94
had been very happy here 56
had been very happy ones 84
had been very happy there 773
had been very happy when 148
had been very happy years 73
had been very nearly lost 50
had been very proud when 69
had been very quiet during 339
had been very quiet ever 41
had been very quiet till 42
had been very quiet when 55
had been very small when 67
had been very strong during 82
had been very tired when 54
had been very upset over 40
had been very upset when 309
had been well aware from 68
had been well aware what 58
had been well known among 147
had been well known during 45
had been well known even 45
had been well known ever 41
had been well known from 137
had been well known there 64
had been well taken care 885
