hair as he shook his 91
hair at the crown and 56
hair at the front and 113
hair at the roots and 62
hair at the roots with 121
hair at the sides and 288
hair at the sides was 52
hair by the roots and 68
hair in my hands and 87
hair in the front and 83
hair in the front row 64
hair in the morning and 178
hair in the morning was 65
hair in the pubic and 98
hair in the pubic area 481
hair in the style that 124
hair in the usual way 88
hair in the world than 109
hair is as black and 44
hair is in keeping with 47
hair is in place and 47
hair is so black and 82
hair is so curly that 58
hair is so short and 57
hair is so short that 81
hair is the pride and 81
hair of it could they 42
hair of the angels has 42
hair of the bride and 83
hair of the bride was 60
hair of the camel and 41
hair of the chest and 43
hair of the child and 77
hair of the frank kings 48
hair of the gauls and 43
hair of the girls and 50
hair of the girls who 43
hair of the horse that 91
hair of the human head 292
hair of the mother and 157
hair of the negro and 71
hair of the negro has 47
hair of the pubes and 83
hair of the scalp and 354
hair of the scalp may 70
hair of the scalp was 55
hair of the sheep and 59
hair of the upper lip 223
hair of the white man 201
hair of the whole head 57
hair of the woman and 90
hair of the woman that 119
hair of the woman who 182
hair of the women and 145
hair of the women was 326
hair of the women who 69
hair on my chest and 359
hair on my trunk was 54
hair on my upper lip 303
hair on the belly and 47
hair on the breast and 62
hair on the chest and 435
hair on the crown and 288
hair on the floor and 128
hair on the front and 51
hair on the human head 151
hair on the limbs and 83
hair on the lower jaw 45
hair on the lower lip 45
hair on the pubes and 180
hair on the pubis and 148
hair on the right and 59
hair on the scalp and 235
hair on the scalp may 42
hair on the scalp was 62
hair on the sides and 451
hair on the spine and 50
hair on the thighs and 59
hair on the throat and 179
hair on the trunk and 141
hair on the upper and 73
hair on the upper lip 3255
hair so he could see 78
hair so he would not 60
hair so it would not 203
half an ear while she 61
half at the waist and 69
half by the buyer and 107
half by the donor and 190
half by the state and 387
half if he leaves two 46
half in the coach and 128
half in the ditch and 41
half in the extra box 260
half in the field and 83
half in the first few 40
half in the first six 97
half in the first two 69
half in the first year 205
half in the house and 116
half in the light and 268
half in the morning and 2086
half in the river and 41
half in the shade and 334
half in the shaft and 108
half in the water and 2168
half in the world and 111
half of an apple pie 142
half of it could not 52
half of it quite out 53
half of it which was 203
half of it would not 66
half of my brain had 184
half of my brain was 114
half of my first year 180
half of my junior year 234
half of my kingdom and 141
half of my kingdom for 62
half of my money and 43
half of my senior year 457
half of the abbey and 40
half of the above sum 274
half of the adult men 440
half of the apple and 113
half of the apple that 40
half of the array and 216
half of the array can 70
half of the atoms are 294
half of the bacon and 44
half of the banks are 51
half of the basal area 49
half of the basil and 42
half of the basin and 250
half of the basin was 139
half of the beaten egg 238
half of the bills and 43
half of the bills that 44
half of the birds that 50
half of the births are 60
half of the black and 192
half of the black men 213
half of the blade and 129
half of the blade was 48
half of the block and 238
half of the block has 102
half of the block was 297
half of the blood and 894
half of the blood that 130
half of the blood was 235
half of the board and 235
half of the board was 131
half of the bonds are 76
half of the bonus was 42
half of the books and 137
half of the books are 288
half of the books that 65
half of the boots and 121
half of the brain and 1172
half of the brain are 236
half of the brain can 385
half of the brain does 106
half of the brain for 163
half of the brain had 153
half of the brain has 577
half of the brain may 355
half of the brain that 297
half of the brain was 891
half of the brain with 201
half of the breast and 349
half of the breast are 47
half of the cabin was 128
half of the canal and 99
half of the candy bar 191
half of the cards and 51
half of the cards are 44
half of the cargo was 294
half of the cases and 2012
half of the cases are 2446
half of the cases being 150
half of the cases both 60
half of the cases but 242
half of the cases can 163
half of the cases did 67
half of the cases die 55
half of the cases for 302
half of the cases had 532
half of the cases lie 133
half of the cases may 124
half of the cases one 55
half of the cases that 1122
half of the cases they 590
half of the cases this 208
half of the cases was 330
half of the cases with 1258
half of the catch was 59
half of the ceiling was 152
half of the cells and 42
half of the cells are 678
half of the cells had 58
half of the cells that 60
half of the chart and 259
half of the chart are 137
half of the chest and 267
half of the chest may 42
half of the chest was 131
half of the civil and 46
half of the civil war 990
half of the class and 656
half of the class are 232
half of the class can 232
half of the class did 140
half of the class for 116
half of the class got 104
half of the class had 550
half of the class has 212
half of the class may 246
half of the class that 314
half of the class was 842
half of the class who 134
half of the class with 118
half of the coils are 59
half of the coils being 42
half of the colon and 585
half of the colon are 62
half of the colon may 68
half of the cornea and 222
half of the cornea was 139
half of the corps was 117
half of the costs and 334
half of the costs are 200
half of the costs for 348
half of the court and 416
half of the court that 59
half of the court was 42
half of the court with 47
half of the crops they 43
half of the crowd that 44
half of the crowd was 141
half of the crown and 296
half of the crude oil 526
half of the curve and 284
half of the curve are 130
half of the curve can 55
half of the curve for 54
half of the curve has 88
half of the curve may 44
half of the curve was 75
half of the cycle and 2072
half of the cycle are 117
half of the cycle but 49
half of the cycle can 138
half of the cycle for 101
half of the cycle has 165
half of the cycle may 166
half of the cycle than 86
half of the cycle that 106
half of the cycle was 122
half of the cycle with 60
half of the dialog box 3500
half of the dough and 548
half of the dough for 126
half of the dough out 60
half of the dough with 98
half of the earnings and 48
half of the earnings gap 62
half of the eighth and 845
half of the eighth year 298
half of the ensuing year 86
half of the essay was 93
half of the evening and 97
half of the evening was 369
half of the evils that 41
half of the farms and 113
half of the farms are 648
half of the farms had 292
half of the femur and 173
half of the field and 1498
half of the field are 215
half of the field being 130
half of the field can 121
half of the field for 183
half of the field had 126
half of the field has 122
half of the field may 76
half of the field that 187
half of the field was 773
half of the field with 385
half of the final year 112
half of the fines and 169
half of the fines for 48
half of the firms are 153
half of the firms had 324
half of the firms that 337
half of the firms with 160
half of the first act 988
half of the first and 1766
half of the first bar 213
half of the first beat 751
half of the first day 822
half of the first one 343
half of the first row 143
half of the first six 202
half of the first ten 202
half of the first two 488
half of the first year 28741
half of the flask and 339
half of the flask with 238
half of the fleet was 308
half of the flood and 44
half of the floor and 191
half of the floor area 584
half of the floor was 620
half of the flour and 472
half of the force and 201
half of the force had 131
half of the force that 77
half of the force was 406
half of the fourth act 146
half of the fourth and 1229
half of the fourth bar 42
half of the fourth beat 108
half of the fourth day 431
half of the fourth year 1281
half of the frame and 376
half of the frame was 43
half of the frame with 90
half of the front and 362
half of the front end 45
half of the front seat 158
half of the front was 113
half of the front wings 192
half of the fruit and 234
half of the funding for 476
half of the funds and 102
half of the funds are 266
half of the funds for 746
half of the funds had 40
half of the funds that 60
half of the funds they 49
half of the funds was 40
half of the genes are 256
half of the genes for 50
half of the genes that 80
half of the girls and 574
half of the girls are 380
half of the girls had 432
half of the girls who 578
half of the girls with 41
half of the glass and 121
half of the glass that 106
half of the globe and 710
half of the globe are 177
half of the globe being 45
half of the globe can 275
half of the globe for 42
half of the globe hid 72
half of the globe that 220
half of the globe was 316
half of the globe with 117
half of the glory and 42
half of the goods and 568
half of the goods are 48
half of the goods for 54
half of the goods that 81
half of the grain and 336
half of the grant was 45
half of the graph and 53
half of the gross sum 40
half of the group and 508
half of the group are 410
half of the group can 46
half of the group did 134
half of the group for 43
half of the group had 1454
half of the group has 280
half of the group may 46
half of the group that 230
half of the group was 1144
half of the group who 276
half of the group with 286
half of the growth was 51
half of the homes and 47
half of the homes are 141
half of the homes had 148
half of the horse with 79
half of the hours that 65
half of the house and 2043
half of the house being 56
half of the house for 222
half of the house goes 42
half of the house had 351
half of the house has 144
half of the house may 210
half of the house that 273
half of the house was 1842
half of the house with 194
half of the housing was 83
half of the human being 180
half of the image and 246
half of the image has 96
half of the image was 199
half of the image with 51
half of the inner and 134
half of the inner web 272
half of the issue was 142
half of the items and 212
half of the items are 1018
half of the items for 121
half of the items had 79
half of the items that 71
half of the items with 230
half of the joint and 165
half of the joint with 51
half of the junior and 40
half of the junior year 384
half of the kingdom and 476
half of the kingdom for 186
half of the kingdom that 40
half of the kingdom was 302
half of the korean war 51
half of the labor and 203
half of the labor that 170
half of the lamps are 114
half of the lands and 454
half of the lands are 56
half of the lands that 46
half of the lands they 92
half of the large and 172
half of the large sum 62
half of the laser beam 50
half of the leaves are 126
half of the lemon and 123
half of the light and 108
half of the light beam 113
half of the light goes 40
half of the light that 164
half of the lines are 328
half of the liver and 207
half of the loans are 109
half of the local tax 43
half of the loggia that 58
half of the longer one 43
half of the lower and 152
half of the lower end 283
half of the lower jaw 4448
half of the lower leg 266
half of the lower lid 652
half of the lower lip 1174
half of the lunar year 42
half of the males and 1002
half of the males are 404
half of the males had 156
half of the males that 41
half of the males who 236
half of the match was 59
half of the medial and 129
half of the median for 105
half of the meeting and 42
half of the meeting was 302
half of the meiji era 1150
half of the milky way 507
half of the mills and 97
half of the model and 148
half of the model was 95
half of the money and 1170
half of the money being 44
half of the money due 251
half of the money for 1256
half of the money goes 56
half of the money going 56
half of the money had 320
half of the money has 200
half of the money now 117
half of the money out 45
half of the money she 354
half of the money that 1540
half of the money they 626
half of the money thus 66
half of the money was 1102
half of the money with 62
half of the money you 330
half of the moral and 149
half of the morning and 276
half of the morning was 127
half of the mound was 192
half of the movie was 87
half of the names are 63
half of the nation and 364
half of the nation are 155
half of the nation for 183
half of the nation had 362
half of the nation has 91
half of the nation that 151
half of the nation was 660
half of the nation with 55
half of the nearly one 195
half of the nearly two 69
half of the negro men 189
half of the night and 1422
half of the night for 109
half of the night had 209
half of the night that 53
half of the night was 622
half of the night with 201
half of the nodes are 74
half of the novel and 683
half of the novel are 333
half of the novel can 40
half of the novel had 44
half of the novel has 171
half of the novel she 66
half of the novel that 225
half of the novel was 244
half of the novel with 165
half of the older age 41
half of the older men 119
half of the olive oil 898
half of the onions and 183
half of the orange and 108
half of the orbit and 152
half of the organ may 86
half of the organ was 101
half of the others are 46
half of the others had 65
half of the outer and 180
half of the outer lip 543
half of the outer two 44
half of the outer web 196
half of the ovary and 40
half of the pages are 208
half of the panel and 214
half of the panel are 46
half of the paper and 722
half of the paper had 93
half of the paper that 106
half of the paper was 478
half of the paper with 233
half of the parking lot 146
half of the party had 246
half of the party was 238
half of the penal sum 195
half of the people and 598
half of the people are 5080
half of the people being 220
half of the people can 334
half of the people did 75
half of the people die 41
half of the people had 896
half of the people now 328
half of the people one 42
half of the people out 49
half of the people say 56
half of the people that 485
half of the people they 284
half of the people using 43
half of the people was 40
half of the people who 9596
half of the people with 1672
half of the people you 260
half of the period and 1642
half of the period are 250
half of the period being 92
half of the period but 96
half of the period for 394
half of the period has 41
half of the period may 108
half of the period saw 115
half of the period than 579
half of the period that 418
half of the period they 166
half of the period this 87
half of the period was 1070
half of the period with 177
half of the piece and 136
half of the piece has 84
half of the piece was 198
half of the place was 131
half of the plain was 82
half of the plane and 153
half of the plant and 268
half of the plant was 147
half of the plate and 610
half of the plate are 86
half of the plate for 46
half of the plate has 111
half of the plate was 297
half of the plate with 373
half of the playing area 351
half of the plays are 95
half of the power and 132
half of the power that 57
half of the press and 203
half of the price for 268
half of the price that 163
half of the price they 116
half of the price was 107
half of the prize for 57
half of the prize was 120
half of the pupil and 45
half of the rates for 107
half of the readings are 49
half of the reason for 218
half of the reason why 173
half of the region and 365
half of the region are 103
half of the region has 193
half of the region was 193
half of the reign and 47
half of the reign had 44
half of the reign was 295
half of the rents and 364
half of the ridge and 41
half of the right and 173
half of the right arm 100
half of the right eye 1102
half of the right lung 1193
