had above four times that 51
had acted well within his 44
had again been found with 53
had again been taken ill 103
had again come round for 68
had again come which had 49
had asked many times for 53
had asked three times for 42
had based their hopes for 53
had based their plans for 42
had beaten into prose that 92
had begun during world war 495
had begun laying plans for 52
had begun life again with 50
had begun making notes for 61
had begun making plans for 148
had begun soon after her 60
had begun soon after his 138
had begun soon after they 44
had begun their march for 43
had begun their search for 96
had borne such fruit that 98
had built during world war 59
had built such lofty and 70
had built their homes and 174
had built their house and 46
had built their house with 63
had built their lives and 46
had built their nests and 104
had built their nests for 100
had built their nests with 50
had burnt their boats and 49
had burnt their towns and 42
had burst into flame and 104
had burst their banks and 57
had calls from people who 45
had ceased moving about and 65
had cried ever since she 40
had dealings here would say 43
had drunk some water and 52
had earned high marks for 40
had earned more money than 155
had earned their trust and 77
had either been blown out 102
had either been found not 77
had either been wiped out 233
had either lost touch with 43
had ended their lives with 40
had ended their study and 42
had equal voting power with 46
had every good reason for 68
had fared even worse than 122
had fared even worse with 43
had fared much worse than 98
had fired away nearly all 63
had first been asked for 41
had first been shown that 40
had first been taken ill 56
had first been taken out 120
had first been tried and 102
had first been tried out 163
had first heard about her 56
had first heard about him 67
had first heard about them 42
had first heard about this 90
had first made known his 41
had fixed ideas about how 46
had fixed their party too 45
had flown during world war 47
had flown like birds out 150
had found among birds and 122
had found good reason for 63
had found good water and 78
had found great fault with 109
had found great favor with 65
had found here where they 46
had found more words than 72
had found much fault with 53
had found rome brick and 106
had found some fresh and 60
had found some people who 76
had found some reason for 46
had found their place and 44
had found their voice and 40
had given away nearly all 63
had given clear warning that 51
had given fair warning that 168
had given full value for 106
had given good cause for 40
had given great cause for 59
had given just cause for 197
had given more force and 42
had given much cause for 92
had given some cause for 215
had given some light how 47
had given some reason for 58
had given their blood and 78
had given their blood for 107
had given their hearts and 65
had given their lives and 286
had given their lives for 3219
had given their lives that 231
had given their money and 69
had given their names and 98
had given their votes for 190
had given your mother and 50
had grown dark while they 56
had grown from fewer than 114
had grown into towns and 44
had grown more brief and 61
had grown much older and 82
had grown much worse and 44
had grown very close and 64
had grown very large and 205
had grown very quiet and 116
had grown very small and 40
had grown very small but 53
had grown very stout and 74
had grown very strong and 92
had grown very white and 58
had grown years older than 42
had heaped upon spain had 43
had hoped there would not 49
had known during world war 63
had known ever since her 55
had known ever since his 138
had known ever since she 428
had known ever since that 188
had known ever since they 111
had known hard times and 68
had known last night that 59
had known many people who 101
had known many women and 75
had known many women who 53
had known more about her 79
had known more about him 87
had known more about his 61
had known more about how 55
had known more about them 96
had known nothing about any 95
had known nothing about her 221
had known nothing about him 236
had known nothing about his 165
had known nothing about that 301
had known nothing about them 208
had known nothing about this 267
had known nothing until then 49
had known nothing which she 121
had known other women not 48
had known other women who 45
had known their power you 103
had known there would not 137
had known these people all 126
had known these people for 147
had known well since his 45
had known well under far 63
had known what weather was 117
had known your father and 56
had laden their boats with 53
had lined their shore with 67
had lived among people who 105
had lived during world war 50
had lived ever since her 66
had lived ever since his 189
had lived ever since she 117
had lived ever since with 46
had lived here alone for 82
had lived here longer than 59
had lived more fully than 57
had lived much longer than 131
had lived their lives and 180
had lived their lives for 50
had lived their lives with 77
had lived there about ten 117
had lived there alone for 246
had lived there alone with 61
had lived there longer than 227
had lived there nearly all 51
had lived there nearly two 43
had lived there since her 49
had lived there since his 81
had lived there since she 77
had lived there since they 81
had lived there until her 60
had lived there until his 92
had lived there until she 103
had lived there until they 51
had lived years since then 73
had longer fits since our 52
had longer life spans than 51
had loved ever since his 51
had loved ever since she 68
had loved very dearly for 44
had lower birth rates than 80
had lower heart rates and 45
had lower unit costs than 50
had mingled their blood with 176
had mixed their blood with 113
had moved from where she 52
had moved from where they 46
had moved there after her 47
had moved three times and 42
had nearly been wiped out 146
had nearly three times that 296
had never been alone and 57
had never been alone for 133
had never been alone with 1235
had never been anything but 11945
had never been anything for 50
had never been anything she 45
had never been anything that 210
had never been apart and 54
had never been apart for 264
had never been asked and 64
had never been asked for 808
had never been asked out 113
had never been asked that 552
had never been asked this 119
had never been aught but 174
had never been aware that 757
had never been beaten and 86
had never been breast fed 60
had never been built and 65
had never been built for 142
had never been cared for 140
had never been cause for 59
had never been cited for 60
had never been close and 173
had never been close but 53
had never been close with 55
had never been drawn out 96
had never been drawn with 95
had never been faced with 928
had never been famed for 58
had never been fewer than 41
had never been fired and 69
had never been found and 193
had never been found but 116
had never been found out 709
had never been found with 40
had never been frank with 55
had never been fully and 97
had never been given any 1014
had never been given for 52
had never been given her 55
had never been given him 154
had never been given his 85
had never been given its 66
had never been given one 123
had never been given that 135
had never been given them 55
had never been given this 87
had never been given with 42
had never been happy and 90
had never been happy for 77
had never been happy that 51
had never been happy with 1367
had never been harsh with 45
had never been hungry but 169
had never been known and 97
had never been known for 1258
had never been known that 161
had never been large and 92
had never been loose and 47
had never been loved and 58
had never been loved but 41
had never been lower than 351
had never been lucky with 46
had never been mixed with 62
had never been named and 44
had never been nearer than 110
had never been noted for 945
had never been quite easy 72
had never been quite fit 43
had never been quite out 48
had never been quite real 190
had never been quite that 186
had never been quite this 118
had never been really and 43
had never been really ill 91
had never been right for 98
had never been rough with 40
had never been ruled out 101
had never been shown any 79
had never been shown how 140
had never been shown that 166
had never been since her 48
had never been since his 43
had never been since men 62
had never been singled out 349
had never been sorry for 98
had never been sorry that 44
had never been strong and 428
had never been taken and 55
had never been taken but 45
had never been taken for 136
