had an area set aside 57
had an arm and brain 46
had an arm that would 42
had an ease and grace 43
had an easy and quick 74
had an easy way about 227
had an eye for anything 58
had an eye for beauty 1211
had an eye for birds 42
had an eye for color 301
had an eye for drama 54
had an eye for either 46
had an eye for every 245
had an eye for girls 43
had an eye for human 102
had an eye for people 52
had an eye for picking 40
had an eye for style 100
had an eye for value 49
had an eye for women 366
had an eye that could 154
had an eye that would 41
had an idea and asked 81
had an idea for getting 74
had an idea she could 107
had an idea she might 217
had an idea she would 242
had an idea that after 124
had an idea that anything 71
had an idea that birds 65
had an idea that could 175
had an idea that every 158
had an idea that fresh 47
had an idea that freya 51
had an idea that george 42
had an idea that maybe 193
had an idea that might 578
had an idea that money 91
had an idea that people 159
had an idea that saved 71
had an idea that susan 44
had an idea that welsh 56
had an idea that women 96
had an idea that would 695
had an idea they could 67
had an idea they might 94
had an idea they would 247
had an idea this morning 70
had an idea this would 49
had an idea who might 79
had an idea you could 40
had an idea you might 348
had an idea you would 192
had an old and lofty 104
had an old car which 44
had an old dog named 41
had an old one which 41
had an old shoe thrown 42
had as yet but given 63
had as yet got above 72
had as yet not found 114
had as yet not given 75
had as yet not moved 51
had as yet not quite 43
had as yet not taken 68
had at any one meeting 59
had at his own costs 49
had at his own house 42
had by his own fault 55
had by his two wives 191
had by now long since 40
had by then long ceased 89
had by then long since 179
had he and his father 104
had he and his mother 97
had he and his party 44
had he and his people 81
had he had any reason 40
had he had this feeling 40
had he met with anything 115
had he not had reason 42
had he not long since 78
had he not then taken 42
had he read his bible 42
had he set this image 97
had he that they would 57
had if she had lived 43
had if they had lived 107
had if they had never 67
had in all our lives 54
had in all our march 41
had in all things borne 131
had in all this while 53
had in all this world 44
had in any way acted 128
had in any way aided 186
had in any way ceased 46
had in any way given 197
had in any way taken 112
had in any way tried 61
had in any year since 52
had in her own hands 62
had in her own house 43
had in her own right 480
had in him that which 118
had in his ears again 42
had in his head about 47
had in his own bosom 106
had in his own breast 75
had in his own hands 634
had in his own house 318
had in his own plots 43
had in his own power 69
had in his own right 797
had in his own words 200
had in its own hands 86
had in its own right 203
had in our own lives 40
had in them that which 54
had in them too strong 45
had in this way given 86
had in this way taken 47
had it cut too short 80
had it for six months 131
had it for two months 85
had it for two weeks 104
had it led this court 71
had it not long since 45
had it out all right 85
had it out this morning 90
had it that her father 103
had it that his father 219
had it that his mother 62
had it that one could 41
had it that she could 51
had it that she would 114
had it that they would 234
had it that this would 48
had it that you could 69
had it ups and downs 41
had it was for keeping 44
had it with this place 201
had it with this whole 46
had it with you people 74
had me for but forty 42
had my jug and basin 43
had my meat and drink 145
had my own idea about 64
had my own way about 137
had my ups and downs 1404
had my way she would 71
had my way they would 155
had my way you would 200
had no bow and arrow 65
had no car and could 70
had no cut and dried 74
had no ears for anything 241
had no eye for anything 164
had no eye for beauty 182
had no eye for color 50
had no fear and would 49
had no fear any longer 87
had no fear she would 45
had no fear that anything 65
had no fear that china 48
had no fear that either 97
had no fear they would 43
had no fear you would 71
had no gun with which 67
had no head for cards 40
had no head for drink 59
had no head for learning 44
had no head for money 95
had no idea and could 83
had no idea and would 48
had no idea god would 41
had no idea her father 177
had no idea her mother 222
had no idea his father 188
had no idea his mother 67
had no idea how awful 72
had no idea how badly 1267
had no idea how close 2956
had no idea how cruel 70
had no idea how easily 64
had no idea how either 114
had no idea how funny 76
had no idea how happy 85
had no idea how hungry 72
had no idea how large 527
had no idea how lucky 324
had no idea how often 643
had no idea how people 217
had no idea how really 74
had no idea how right 479
had no idea how short 86
had no idea how small 94
had no idea how smart 41
had no idea how straw 40
had no idea how strong 434
had no idea how tired 114
had no idea how tough 149
had no idea how truly 115
had no idea how upset 41
had no idea how wealthy 51
had no idea now where 62
had no idea old blood 45
had no idea one could 150
had no idea she could 728
had no idea she loved 41
had no idea she might 56
had no idea she owned 40
had no idea she would 1431
had no idea that after 245
had no idea that anything 1785
had no idea that black 57
had no idea that china 64
had no idea that could 50
had no idea that david 101
had no idea that either 272
had no idea that every 171
had no idea that father 40
had no idea that frank 75
had no idea that george 60
had no idea that girls 44
had no idea that henry 71
had no idea that human 74
had no idea that james 68
had no idea that japan 64
had no idea that jesus 129
had no idea that later 93
had no idea that money 56
had no idea that mother 68
had no idea that music 72
had no idea that nearly 53
had no idea that night 46
had no idea that oscar 48
had no idea that others 91
had no idea that people 749
had no idea that peter 98
had no idea that sarah 42
had no idea that scott 47
had no idea that today 47
had no idea that under 43
had no idea that water 71
had no idea that while 120
had no idea that within 384
had no idea that women 166
had no idea that would 205
had no idea then where 53
had no idea they could 532
had no idea they lived 41
had no idea they might 62
had no idea they would 1533
had no idea things would 219
had no idea this could 119
had no idea this morning 42
had no idea this place 136
had no idea this would 1420
had no idea who could 441
had no idea who either 114
had no idea who jesus 58
had no idea who lived 222
had no idea who might 729
had no idea who owned 217
had no idea who would 863
had no idea who wrote 108
had no idea why people 106
had no idea why until 83
had no idea you cared 173
had no idea you could 1945
had no idea you hated 51
had no idea you liked 105
had no idea you lived 177
had no idea you loved 48
had no idea you might 51
had no idea you really 43
had no idea you spoke 85
had no idea you still 63
had no idea you would 1996
had no idea you wrote 45
had no job and could 62
had no key with which 61
had no men who could 51
had no oil with which 43
had no one she could 292
had no one that could 60
had no one they could 171
had no one who cared 144
had no one who could 1191
had no one who loved 42
had no one who might 46
had no one who really 54
had no one who would 295
had no one with which 45
had no pen and paper 46
had no real idea about 214
had no real idea where 444
had no son who could 81
had no ups and downs 61
had no use and which 71
had no use for adams 68
had no use for anything 590
had no use for black 86
had no use for books 222
had no use for either 1515
had no use for empty 51
had no use for girls 147
had no use for human 58
had no use for large 48
had no use for learning 72
had no use for light 50
had no use for money 1481
had no use for music 94
had no use for people 478
had no use for poetry 83
had no use for roads 54
had no use for small 129
had no use for social 175
had no use for towns 73
had no use for trade 47
had no use for white 106
had no use for women 537
had no use for words 81
had no use for writing 46
had no wings and could 43
had of his own merit 44
had of his own motion 177
had on and off since 41
had on her new dress 51
had on her old dress 45
had on him and others 56
had on his own thinking 110
had on his red shirt 44
had on men and women 68
had on tan and white 150
had on that day given 83
had or had not acted 140
had or had not anything 68
had or had not begun 78
had or had not fired 44
had or had not found 81
had or had not given 260
had or had not known 53
had or had not power 46
had or had not reason 67
had or had not shown 70
had or had not taken 772
had or had not voted 52
had so far not found 102
had so far not given 90
had so far not shown 58
had so far not taken 113
had so long ago given 170
had so long and nobly 42
had so long and often 76
had so long hung about 109
had so long sat looking 125
had so long sat under 60
had so that she could 60
had so that they could 102
had so that they would 40
had the air and stoop 98
had the bow and arrow 432
had the day off today 63
had the ease and grace 67
had the end for which 41
had the flu and could 188
had the flu and would 100
had the head and breast 52
had the head and hands 44
had the head and horns 54
had the head and torso 129
had the idea she could 59
had the idea that after 62
had the idea that every 135
had the idea that maybe 256
had the idea that people 197
had the idea that since 99
had the idea that women 94
had the idea they could 82
had the idea you could 45
had the idea you might 72
had the key and could 53
had the key and would 47
had the key that would 60
had the lean and hungry 78
had the man and woman 96
had the man any cause 99
had the man she loved 126
had the man who could 65
had the man who would 47
had the men and women 186
had the men who could 51
had the new year begun 54
had the old man taken 43
had the red and white 66
had the tying and winning 85
had the ups and downs 82
had the war not ended 189
had the war not taken 116
had the war with japan 40
had the war with spain 43
had the wit and charm 45
had the wit and skill 50
had to act with speed 46
had to arm and equip 59
had to ask for anything 338
had to ask for every 46
had to ask for extra 66
had to ask for loans 51
had to ask for mercy 50
had to ask for money 395
had to ask for quiet 51
had to ask for water 52
had to ask her about 233
had to ask her again 144
had to ask her father 605
had to ask her mother 632
had to ask her twice 164
had to ask him about 433
had to ask him again 175
had to ask him twice 248
had to ask him where 89
had to ask his father 837
