had also that bad imitation 47
had among them any articles 131
had been all but absorbed 40
had been all but banished 99
had been all but complete 48
had been all but consumed 44
had been all but deserted 157
had been all but eclipsed 78
had been all but entirely 102
had been all but excluded 114
had been all but expelled 43
had been all but finished 67
had been all but formally 50
had been all but overcome 43
had been all but replaced 84
had been all but silenced 74
had been all but smothered 44
had been all but stripped 57
had been all day deviously 85
had been all his lifetime 117
had been all she required 49
had been all that mattered 209
had been all that remained 54
had been all thus faithless 50
had been all too accurate 111
had been all too apparent 159
had been all too conscious 55
had been all too frequent 78
had been and had perished 141
had been and had remained 63
had been and how powerful 49
had been and was continuing 113
had been and was destined 42
had been any real intention 44
had been any real prospect 41
had been any way disabled 47
had been bad for business 81
had been but ill supplied 55
had been but one instance 90
had been but too promptly 50
had been cut and polished 409
had been cut and prepared 230
had been cut and replaced 63
had been cut and stitched 259
had been cut and utilized 59
had been cut for firewood 241
had been cut off abruptly 88
had been cut off entirely 91
had been cut off suddenly 88
had been cut with scissors 153
had been dead for eighteen 301
had been dead for fourteen 372
had been dead for hundreds 340
had been dead for nineteen 113
had been dead for sometime 47
had been dead for thousands 117
had been doing for hundreds 126
had been doing for thousands 165
had been doing her homework 139
had been doing his homework 337
had been doing his military 49
had been eating his breakfast 89
had been far too ambitious 86
had been far too generous 149
had been far too occupied 156
had been fed and fattened 163
had been for all eternity 42
had been for her daughter 65
had been for his daughter 50
had been for long attached 42
had been gay and animated 40
had been gay and beautiful 63
had been her own children 250
had been her own contriving 111
had been her own daughter 642
had been her own favorite 43
had been her own mistress 196
had been her own personal 56
had been her own property 83
had been her real intention 53
had been his dear companion 42
had been his own children 586
had been his own condition 48
had been his own daughter 816
had been his own employer 79
had been his own favorite 82
had been his own intention 105
had been his own invention 98
had been his own minister 139
had been his own personal 276
had been his own practice 110
had been his own property 310
had been his own subjects 62
had been his own sweetheart 52
had been hit and exploded 43
had been hit with shrapnel 181
had been hung with garlands 138
had been hung with tapestry 65
had been ill and confined 197
had been ill and delirious 57
had been ill for eighteen 106
had been ill for sometime 82
had been ill with diphtheria 48
had been ill with pleurisy 109
had been ill with pneumonia 419
had been lit with hartford 51
had been long ago declared 66
had been long ago enrolled 45
had been long ago observed 88
had been long ago proposed 78
had been long and actively 72
had been long and anxiously 384
had been long and ardently 72
had been long and bitterly 53
had been long and earnestly 104
had been long and eventful 58
had been long and exhausting 606
had been long and fearfully 48
had been long and fiercely 136
had been long and intimate 172
had been long and laborious 58
had been long and secretly 47
had been long and seriously 66
had been long and severely 63
had been long and terrible 62
had been long and tiresome 134
had been long and toilsome 165
had been long and tortuous 98
had been long and wearisome 171
had been long his practice 52
had been lying and whimpering 87
had been met and answered 90
had been met and attacked 43
had been met and mastered 64
had been met and overcome 440
had been met and repulsed 67
had been met with suspicion 62
had been not his constant 49
had been one long conflict 166
had been one long rebellion 132
had been one long struggle 464
had been out and returned 52
had been put and answered 199
had been read and accepted 118
had been read and answered 102
had been read and approved 1177
had been read and digested 146
had been read and examined 48
had been read and pondered 46
had been read and received 48
had been read with approval 41
had been read with interest 131
had been set for breakfast 84
had been set for december 261
had been set for february 183
had been set for midnight 45
had been set for november 278
had been shy and reserved 67
had been shy and reticent 68
had been shy and withdrawn 81
had been that one socialist 43
had been that way inclined 133
had been then any christian 101
had been thus far tendered 46
had been too far advanced 64
had been too long attached 50
had been too long confined 74
had been too long deferred 527
had been too long deprived 161
had been too long estranged 100
had been too long excluded 51
had been too long fostered 91
had been too long governed 59
had been too long indulged 130
had been weak and delicate 59
had been weak and helpless 47
had been with her children 61
had been with her daughter 107
had been with her mistress 139
had been with him followed 75
had been with him recently 121
had been with his children 82
had been with his daughter 121
had been with his employer 58
had been with his handsome 49
had been with his lordship 72
had been with his mistress 70
had been with his original 50
had been with his regiment 271
had bent all his energies 214
had cash for his provision 46
had come all that distance 187
had come all this distance 336
had come and was actually 59
had come for her daughter 81
had come for her somewhat 44
had come for his daughter 81
had come for his umbrella 60
had come off his trousers 67
had come out with columbus 77
had come this long distance 130
had come this way recently 44
had come with her children 125
had come with her daughter 179
had come with him returned 56
had come with his daughter 65
had dealt with him unjustly 48
had dealt with this situation 79
had died and her children 56
had died and her daughter 44
had died and his children 124
had died and his daughter 84
had died and was replaced 149
had done all her homework 52
had done all his homework 151
