facetious and witty in 90
facility all about the 43
facility all parts of 46
facility and after the 41
facility and beauty of 199
facility and charm of 65
facility and could be 66
facility and force in 45
facility and force of 197
facility and grace in 141
facility and grace of 448
facility and leases it 42
facility and moved to 53
facility and order of 164
facility and power in 216
facility and power of 377
facility and sense of 57
facility and shall be 139
facility and skill in 374
facility and speed as 43
facility and speed in 218
facility and speed of 312
facility and taste in 68
facility and under the 68
facility and where the 44
facility and within the 47
facility and would be 73
facility are based on 87
facility are given in 172
facility are shown in 361
facility being built at 67
facility being built by 53
facility being built in 98
facility being given to 78
facility can easily be 56
facility can often be 67
facility can serve as 83
facility can still be 42
facility for changing the 224
facility for cleaning the 42
facility for copying the 47
facility for engaging in 113
facility for evading the 45
facility for failing to 54
facility for falling in 55
facility for feeding on 98
facility for finding the 132
facility for getting at 64
facility for getting it 46
facility for getting on 127
facility for getting the 146
facility for getting to 62
facility for holding the 41
facility for housing the 46
facility for keeping the 95
facility for knowing the 66
facility for learning by 43
facility for learning the 237
facility for learning to 55
facility for meeting the 52
facility for people to 95
facility for picking up 481
facility for placing the 58
facility for playing the 50
facility for putting the 57
facility for raising the 54
facility for reaching the 146
facility for setting up 184
facility for sitting by 44
facility for storing the 92
facility for study of 59
facility for testing the 152
facility for thinking in 53
facility for tracing the 48
facility for treating the 56
facility for turning the 76
facility for turning to 78
facility for users to 203
facility for varying the 75
facility for viewing the 101
facility for which an 239
facility for which he 163
facility for which it 152
facility for which the 668
facility for women in 126
facility for working in 48
facility for working the 71
facility for writing in 45
facility had grown to 48
facility may apply to 89
facility may elect to 49
facility may prove to 41
facility may serve as 106
facility may still be 55
facility now known as 45
facility than could be 64
facility than could the 58
facility than would be 91
facility that could be 667
facility that fails to 129
facility that gives the 56
facility that makes it 166
facility that makes the 94
facility that meets the 301
facility that might be 338
facility that needs to 98
facility that seems to 55
facility that wants to 47
facility that would be 986
facility thus given to 78
facility was about to 56
facility was added in 89
facility was added to 179
facility was asked to 44
facility was based on 153
facility was begun in 68
facility was built as 84
facility was built at 383
facility was built by 219
facility was built in 1121
facility was built on 658
facility was built to 351
facility was close to 42
facility was found in 52
facility was found to 271
facility was given by 111
facility was given me 109
facility was given the 42
facility was given to 832
facility was given us 41
facility was known as 129
facility was leased to 46
facility was moved to 157
facility was named in 50
facility was named the 153
facility was owned by 108
facility was still in 60
facility was under the 67
facility was within the 54
facility who fails to 44
facility with which an 1769
facility with which by 46
facility with which em 57
facility with which he 16741
facility with which in 888
facility with which it 17906
facility with which my 233
facility with which on 121
facility with which so 405
facility with which the 37637
facility with which to 145
facility with which we 2894
facility with words is 125
facility with words to 97
factional war within the 59
failures and begin to 58
failures and build on 42
failures and cases of 46
failures and costs of 58
failures and evils of 41
failures and flaws of 57
failures and focus on 41
failures and lacks in 49
failures and trials of 84
failures and tried to 41
failures and waste of 48
failures are based on 139
failures are borne by 42
failures are bound to 298
failures are easier to 64
failures are found in 150
failures are found to 64
failures are given by 45
failures are given in 111
failures are known as 83
failures are known to 162
failures are liable to 48
failures are often as 124
failures are often the 266
failures are shown in 314
failures are taken as 42
failures but rather as 103
failures but rather to 45
failures can cause the 95
failures can easily be 107
failures can occur as 120
failures can occur at 255
failures can occur if 81
failures can occur in 526
failures can occur on 114
failures can often be 350
failures can serve as 40
failures did occur in 42
failures due either to 40
failures for which he 143
failures for which it 46
failures for which no 40
failures for which the 251
failures for which we 54
failures had begun to 50
failures may cause the 49
failures may occur as 144
failures may occur at 120
failures may occur if 43
failures may occur in 725
failures may often be 92
failures may serve to 103
failures that arise in 96
failures that began in 45
failures that beset the 61
failures that cause it 41
failures that cause the 107
failures that could be 341
failures that might be 155
failures that occur as 105
failures that occur at 164
failures that occur in 1853
failures that occur on 222
failures that would be 163
failures was found to 53
failures with which he 66
failures with which the 110
failures with which we 51
faintest idea about it 72
faintest idea about the 385
faintest idea either of 43
faintest idea where he 577
faintest idea where it 285
faintest idea where or 42
faintest idea where the 530
faintest idea where to 544
faintest idea where we 351
faintest idea which of 56
fairness and beauty of 240
fairness and breadth of 164
fairness and force of 49
fairness and logic of 49
fairness and order in 67
fairness and reason in 65
fairness and sense of 386
fairness and trust in 97
fairness and value of 55
fairness are based on 115
fairness are shown by 43
fairness for which the 41
fairness men agree to 113
fairness one ought to 43
fairness she ought to 55
fairness that apply to 74
fairness that could be 41
fairness that rests on 58
fairness that seems to 46
fairness they ought to 112
fairness with which he 1129
fairness with which it 418
fairness with which the 1765
fairness with which we 128
fairness you ought to 69
faithless and cruel as 78
faithless for breaking the 50
faithless spy since the 41
fallible and liable to 238
fallible and prone to 240
faltered and began to 304
faltered and tried to 55
families all about us 56
families all belong to 78
families all lived in 177
families and about the 348
families and acted as 108
families and after the 51
families and appear to 127
families and asked the 52
families and bands of 72
families and began to 254
families and begin to 153
families and belong to 64
families and build up 46
families and carry on 121
families and chose to 44
families and clans as 200
families and clans in 199
families and clans is 45
families and clans of 431
families and clans or 55
families and clans to 167
families and close to 68
families and could be 256
families and create the 43
families and ended up 47
families and engage in 136
families and engage on 77
families and enjoy the 141
families and enter the 102
families and fails to 45
families and farms in 82
families and farms of 48
families and firms in 55
families and firms to 61
families and focus on 125
families and folks of 61
families and forms of 57
families and found it 51
families and found no 62
families and found the 79
families and girls in 40
families and given the 59
families and given to 80
families and given up 45
families and gives the 42
families and goods in 130
families and goods of 88
families and goods on 41
families and goods to 164
families and growing up 107
families and headed by 49
families and heirs of 63
families and helping the 40
families and helping to 74
families and helps to 46
families and hence the 101
families and herds in 78
families and herds of 135
families and herds to 45
families and homes as 146
families and homes by 45
families and homes in 409
families and homes is 58
families and homes of 319
families and homes to 380
families and hoped to 41
families and joining the 42
families and keeping the 52
families and later by 56
families and later in 81
families and later on 46
families and later to 58
families and lines of 129
families and lived in 844
families and lived on 101
families and lives in 54
families and lives of 97
families and makes it 43
families and might be 76
families and moved to 176
families and names of 90
families and often in 46
families and often the 65
families and often to 89
families and others as 119
families and others in 568
families and others of 179
families and others on 59
families and others to 233
families and parts of 127
families and peers as 56
families and peers in 47
families and peers of 44
families and peers on 47
families and peers to 302
families and people in 255
families and people of 307
families and people on 43
families and place of 45
families and proud to 51
families and races of 140
families and raise the 43
families and ranged in 54
families and ruled by 84
families and seeking to 47
families and seeks to 50
families and seems to 125
families and serve as 246
families and serve the 43
families and serving as 97
families and setting up 98
families and share the 51
families and sharing the 42
families and since the 57
families and spend the 67
families and spent the 56
families and staff at 40
families and staff in 116
families and staff of 92
families and staff to 168
families and stock to 41
families and taken to 148
families and tends to 120
families and tried to 355
families and tries to 56
families and types of 168
families and under the 117
families and where the 164
families and which is 79
families and within the 494
families and wives of 51
families and women in 173
families and women of 51
families and women to 69
families and working in 196
families and working on 89
families and would be 221
families are about as 134
families are about the 96
families are about to 170
families are above the 181
families are added to 168
families are alike in 176
families are asked to 740
families are aware of 689
families are based on 882
families are below the 698
families are beset by 70
families are bound by 164
families are bound to 368
families are breaking up 847
families are built on 250
families are built up 87
families are changing in 76
families are close to 115
families are drawn to 97
families are easier to 104
families are equal in 65
families are failing to 74
families are feeling the 88
families are finding it 288
families are found at 52
families are found in 4077
families are found on 127
families are found to 826
families are given an 75
families are given as 52
families are given by 95
families are given in 702
families are given the 345
families are given to 59
families are growing in 111
families are growing up 267
families are grown up 152
families are happy in 141
families are happy to 134
families are headed by 6738
families are herds of 41
families are joining the 59
families are known as 676
families are known by 124
families are known in 194
families are known to 1845
families are lacking in 43
families are large in 76
families are large or 40
families are learning to 81
families are liable to 215
families are looking to 45
families are lower in 41
families are moved to 62
families are named in 46
families are often at 191
families are often in 233
families are often on 47
families are often so 170
families are often the 480
families are parts of 85
families are prone to 358
families are proud of 271
families are proud to 129
families are quick to 95
families are reared in 42
families are relying on 55
families are ruled by 71
families are seated in 51
families are seeking to 85
families are sharing the 45
families are short of 85
families are shown as 46
families are shown by 47
families are shown in 1035
families are shown on 68
families are shown to 172
families are small in 93
families are split up 331
families are staying in 55
families are still at 54
families are still in 638
families are still on 64
families are still the 409
families are still to 180
families are taken as 129
families are taken in 56
families are taken to 75
families are taken up 44
families are tending to 87
families are turning to 219
families are twice as 818
families are under the 252
families are units of 53
families are urged to 168
families are waiting to 68
families are willing to 1917
families are within the 95
families are working in 84
families are working on 85
families are worthy of 103
families being found in 49
families being headed by 86
families being proud of 59
families being split up 96
families but rather to 71
families can adapt to 62
families can avoid the 43
families can begin to 175
families can boast of 249
families can count on 327
families can easily be 113
families can engage in 147
families can enjoy the 147
families can never be 184
families can often be 221
families can point to 40
families can serve as 357
families can share the 70
families can spend on 47
families can spend the 46
families can still be 212
families can visit the 52
families for failing to 63
families for months at 250
families for months on 166
families for months or 128
families for putting up 298
families for weeks at 117
families for weeks or 76
families for which he 72
families for which it 110
families for which no 88
families for which the 531
families for which to 40
families for which we 232
families for women to 43
families get stuck in 42
families had about the 87
families had anything to 55
families had begun to 1130
families had built up 66
families had ceased to 161
families had dwelt in 96
families had eight or 55
families had found it 77
families had given up 228
families had grown in 43
families had grown so 40
families had grown to 189
families had grown up 750
families had known the 40
families had lived as 40
families had lived at 89
families had lived in 3222
families had lived on 921
families had money to 99
families had moved in 1094
families had moved on 150
families had moved to 1323
families had moved up 65
families had owned the 58
families had radios in 47
families had reason to 67
families had risen in 47
families had risen to 470
families had roots in 55
families had seven or 80
families had spent the 108
families had sprung up 103
families had stood in 82
families had taken in 56
families had taken the 95
families had taken to 116
families had taken up 357
families had tried to 218
families has begun to 92
families has risen to 43
families lay claim to 43
families long after the 139
families may agree to 40
families may appear to 149
families may begin to 100
families may belong to 49
families may elect to 69
families may engage in 271
families may enjoy the 65
families may focus on 52
families may never be 64
families may often be 85
families may prove to 60
families may serve as 201
families may serve to 56
families may share the 82
families may still be 305
families not found in 93
families not headed by 54
families not known to 114
families now began to 74
families now belong to 82
families now lived in 103
families one after the 42
families our sense of 77
families sit under the 66
families than about the 52
families than could be 69
families than either the 42
families than would be 215
families that appear in 110
families that appear to 322
families that began in 87
families that began to 78
families that belong to 502
