fable seems invented to 92
faced about suddenly as 114
faced acute problems in 40
faced acute problems of 102
faced acute shortage of 93
faced danger wherever it 57
faced fewer barriers to 42
faced fewer problems in 63
faced grave problems in 73
faced grave problems of 127
faced growing pressure to 129
faced growing problems in 43
faced major problems in 382
faced major problems of 198
faced strong pressure to 137
faced while attempting to 52
faced women deformed by 142
faces acute shortage of 45
faces major problems in 330
faces major problems of 76
faces staring intently at 51
faces which decorate the 96
faces would probably be 83
facet joint injection in 247
facial nerve adjacent to 71
facial nerve branches at 40
facial nerve branches in 97
facial nerve branches is 62
facial nerve branches on 55
facial nerve branches to 129
facial nerve consists of 139
facial nerve injuries in 176
facial nerve monitoring in 159
facial nerve monitoring is 249
facial nerve occupies the 65
facial nerve proximal to 274
facial nerve supplies the 455
facial palsy produced by 54
facts about children in 62
facts about education in 125
facts about forestry in 47
facts about hundreds of 85
facts about patterns of 80
facts about thousands of 59
facts about yourself as 167
facts about yourself in 111
facts about yourself or 47
facts above referred to 488
facts could possibly be 111
facts could probably be 50
facts could scarcely be 94
facts either admitted or 46
facts known concerning the 304
facts known relative to 56
facts known respecting the 144
facts might possibly be 140
facts point directly to 59
facts shall indicate the 60
facts which admitted of 81
facts which affected the 53
facts which amounted to 63
facts which attended the 102
facts which authorize the 133
facts which authorize us 73
facts which challenge the 56
facts which complete in 66
facts which comprise the 139
facts which condition the 101
facts which confront the 63
facts which confront us 250
facts which convince us 45
facts which describe the 124
facts which disclose the 46
facts which disprove it 60
facts which disprove the 89
facts which dominate the 78
facts which entitled the 55
facts which followed the 42
facts which happened at 103
facts which happened in 265
facts which happened to 99
facts which indicate an 58
facts which indicate in 70
facts which indicate the 1009
facts which interest the 41
facts which interest us 68
facts which negative the 43
facts which occurred at 163
facts which occurred in 987
facts which occurred on 56
facts which occurred to 151
facts which preceded it 107
facts which preceded the 157
facts which produced it 49
facts which produced the 72
facts which prompted the 67
facts which rendered it 105
facts which rendered the 172
facts which required the 56
facts which resulted in 124
facts which supports the 42
facts which surround the 166
facts which surround us 141
facts which underlay the 55
facts which underlie it 64
facts which underlie the 850
facts while minimizing the 40
facts would continue to 53
facts would indicate the 123
facts would probably be 94
faded cheek attested the 57
faded faces beautiful in 58
fades after exposure to 47
faecal stream diversion on 90
fails where interest or 85
faint color returned to 59
faint cries burdened the 62
faint flame trembled on 177
faint image produced by 49
faint light afforded by 46
faint light filtered in 58
faint light twinkled in 48
faint light wherever it 63
faint nausea produced in 76
faint smile directed to 47
faint smile quivered on 48
faint smile returned to 63
faint smile softened the 88
faint smile trembled on 161
faint smile twitched at 87
faint smile twitched the 90
faint sound produced at 46
faint spark enclosed in 52
faint white wrinkles at 76
fairy queen enamored of 44
fairy tales concerning the 42
fairy tales continue to 88
fairy tales flourish in 51
fairy tales included in 47
fairy trees conjured up 88
falling blood pressure in 53
falling blood pressure is 167
falling blood pressure or 73
falling nearly parallel on 57
falling under suspicion as 113
falling under suspicion of 347
falling water lessened the 41
falls rather abruptly to 54
falls rises stumbles on 108
falls under suspicion as 146
falls under suspicion of 780
falls while attempting to 101
falls within practice as 52
false hopes concerning the 48
false issue respecting the 56
false items designed to 67
false notion concerning the 96
false notion referred to 50
false notion respecting the 141
false teaching concerning the 84
false topic insisted on 49
false value attached to 54
false views concerning the 166
false views respecting the 49
fancy alone presents to 401
fancy might possibly be 82
fancy shall continue so 42
fancy still returned to 72
fancy which delights in 75
fancy which supplies the 80
farming which prevails in 49
farming which resulted in 45
farming would continue to 118
farming would probably be 117
farms where thousands of 46
farms which produced the 73
farms which provided the 44
farms which supplied the 69
farms would continue to 146
farms would probably be 63
farthing value received on 68
fascia which connects the 62
fascia which contains the 70
fascia which encloses the 115
fascia which envelops the 185
fascia which overlies the 50
fasting blood specimen is 108
fatal blood disorder in 52
fatal cases examined by 40
fatal cases observed by 114
fatal cases occurred at 51
fatal cases occurred in 649
fatal cases recorded by 79
fatal cases referred to 47
fatal cases reported by 217
fatal cases reported in 94
fatal cases reported to 48
fatal event occurred on 53
fatal viral infection of 62
fatal wound received in 49
father again insisted on 109
father began business as 144
father bidding farewell to 42
father could continue to 122
father could possibly be 159
father could possibly do 45
father could remember the 73
father could scarcely be 59
father first hastened to 43
father first mentioned the 69
father fully intended to 57
father gives property to 41
father later returned to 44
father makes presents to 42
father might actually be 59
father might chastise the 96
father might consider it 41
father might discover the 55
father nearly beggared by 48
father never approved of 245
father never believed in 151
father never expected to 49
father never intended to 106
father never listened to 113
father never mentioned it 273
father never mentioned the 214
father never mentioned to 47
father never objected to 61
father never referred to 119
father never returned to 188
father never ventured to 51
father often referred to 191
father owned property in 76
father seated opposite the 42
father still believed in 40
father still insisted on 162
father still insulted the 78
father still remained in 51
father still retained the 55
father under sentence of 69
father waxes eloquent in 56
father which occurred in 49
father which resulted in 85
father whose authority is 76
father whose daughter he 57
father whose daughter is 151
father whose identity is 57
father whose interest in 107
father would chastise the 56
father would consider it 152
father would consider the 90
father would continue to 530
father would discover the 52
father would hesitate to 49
father would normally be 46
father would probably be 1059
father would remember the 44
father would remember to 46
fatty acids absorbed by 103
fatty acids activate the 103
fatty acids adsorbed on 104
fatty acids attached to 2907
fatty acids believed to 105
fatty acids combined as 137
fatty acids combined in 111
fatty acids compared to 603
fatty acids composed of 123
fatty acids comprise the 105
fatty acids comprising the 92
fatty acids consisting of 178
fatty acids consists of 84
fatty acids consumed by 93
fatty acids consumed in 147
fatty acids containing an 574
fatty acids containing the 152
fatty acids containing up 98
fatty acids continue to 124
fatty acids decreases the 122
fatty acids detected in 139
fatty acids dissolve in 118
fatty acids essential in 612
fatty acids essential to 243
fatty acids followed by 295
fatty acids included in 98
fatty acids increased in 124
fatty acids increased the 171
fatty acids increases in 53
fatty acids increases the 430
fatty acids involved in 242
fatty acids involves the 257
fatty acids modulate the 146
fatty acids observed in 242
fatty acids obtained by 1372
fatty acids obtained in 132
fatty acids occurred in 262
fatty acids oxidized in 43
fatty acids prepared by 170
fatty acids proceeds by 86
fatty acids proceeds in 141
