fan painted by watteau 65
far affects the public 55
far amounts to little 44
far appeared in english 470
far appeared in german 41
far bettering the cedars 70
far between in africa 46
far between in england 51
far between in recent 43
far brought to notice 50
far content to accept 55
far corners of africa 68
far corners of europe 391
far corners of france 72
far corners of mexico 57
far distant as boston 59
far distant as england 87
far distant as london 60
far distant as mexico 48
far distant as twenty 50
far distant in another 51
far distant is another 120
far distant to afford 86
far distant to assist 42
far distant to behold 133
far distant to enable 52
far distant to permit 64
far distant to render 43
far escaped my notice 87
far escaped the notice 278
far exceeding in amount 188
far exceeding in anguish 64
far exceeding in extent 211
far exceeding in number 432
far exceeding in strength 105
far exceeding in volume 54
far exceeding the actual 205
far exceeding the amount 712
far exceeding the annual 181
far exceeding the bounds 510
far exceeding the common 995
far exceeding the demand 383
far exceeding the earlier 115
far exceeding the english 143
far exceeding the entire 78
far exceeding the extent 124
far exceeding the former 137
far exceeding the height 149
far exceeding the income 45
far exceeding the initial 82
far exceeding the latter 150
far exceeding the levels 48
far exceeding the limits 1723
far exceeding the losses 40
far exceeding the market 103
far exceeding the measure 68
far exceeding the modest 46
far exceeding the narrow 46
far exceeding the normal 814
far exceeding the number 895
far exceeding the output 67
far exceeding the powers 94
far exceeding the reality 127
far exceeding the simple 42
far exceeding the strength 67
far exceeding the supply 395
far exceeding the target 104
far exceeding the utmost 217
far exceeding the volume 49
far exceeding the whites 40
far exceeds in amount 329
far exceeds in extent 57
far exceeds in number 178
far exceeds in volume 87
far exceeds my powers 47
far exceeds the actual 1106
far exceeds the amount 3700
far exceeds the annual 388
far exceeds the bounds 496
far exceeds the carrying 60
far exceeds the common 82
far exceeds the damage 124
far exceeds the degree 51
far exceeds the demand 2485
far exceeds the direct 62
far exceeds the dollar 59
far exceeds the effect 87
far exceeds the effort 45
far exceeds the energy 367
far exceeds the entire 150
far exceeds the existing 99
far exceeds the extent 157
far exceeds the female 41
far exceeds the figure 54
far exceeds the former 531
far exceeds the impact 61
far exceeds the income 153
far exceeds the initial 128
far exceeds the latter 283
far exceeds the levels 85
far exceeds the limits 1771
far exceeds the losses 98
far exceeds the market 170
far exceeds the measure 231
far exceeds the modest 63
far exceeds the narrow 142
far exceeds the normal 891
far exceeds the number 13540
far exceeds the output 91
far exceeds the powers 263
far exceeds the public 182
far exceeds the reality 191
far exceeds the record 45
far exceeds the rental 73
far exceeds the report 103
far exceeds the return 82
far exceeds the second 42
far exceeds the simple 203
far exceeds the strength 268
far exceeds the supply 7360
far exceeds the utmost 157
far exceeds the values 53
far exceeds the volume 586
far exceeds the weight 104
far exposed the matter 76
far fetched to assume 353
far fetched to expect 49
far fetched to regard 42
far forward as almost 127
far forward or behind 45
far forward to permit 42
far freedom of speech 86
far horizon of golden 40
far incline to comply 51
far indulge my vanity 126
far inferior in amount 64
far inferior in degree 142
far inferior in design 79
far inferior in detail 43
far inferior in effect 67
far inferior in extent 177
far inferior in flavor 55
far inferior in genius 50
far inferior in height 56
far inferior in mental 45
far inferior in number 1674
far inferior in strength 556
far inferior in talent 61
far inferior in volume 48
far inferior in weight 85
far inferior to animal 46
far inferior to christ 41
far inferior to england 64
far inferior to english 223
far inferior to greece 45
far inferior to modern 88
far inferior to virgil 137
far interior of africa 336
far interior of brazil 134
far lighter in weight 134
far managed to conceal 50
far managed to escape 326
far managed to ignore 51
far managed to remain 100
far managed to resist 103
far managed to retain 144
far neglect the common 65
far northeast of siberia 83
far omitted to mention 75
far outgrew the limits 45
far outgrow the common 82
far outruns the supply 149
far outside the actual 83
far outside the bounds 972
far outside the center 107
far outside the church 123
far outside the circle 453
far outside the cities 45
far outside the common 66
far outside the county 65
far outside the domain 233
far outside the family 94
far outside the galaxy 58
far outside the harbor 62
far outside the limits 1303
far outside the modern 43
far outside the narrow 226
far outside the normal 812
far outside the prison 40
far outside the proper 55
far outside the radius 81
far outside the school 84
far outside the soviet 96
far outside the sphere 329
far outside the system 63
far outside the united 101
far outside the valley 131
far outside the window 50
far pervade the common 54
far reduced the number 66
far refused to accept 433
far refused to become 53
far refused to commit 55
far refused to comply 44
far refused to extend 46
far refused to follow 52
far refused to permit 54
far refused to ratify 88
far refused to release 45
far removed as before 60
far removed as london 41
far removed as neither 132
far removed by custom 46
far removed by nature 67
far removed by station 42
far removed in actual 41
far removed in degree 61
far removed in design 42
far removed in energy 106
far removed in habits 43
far removed in manner 40
far removed in nature 148
far removed in origin 63
far removed in spirit 1456
far removed in status 86
far removed in temper 54
far removed in thought 168
far simpler in design 86
far simpler to assume 121
far simpler to design 46
far simpler to handle 83
far simpler to measure 73
far simpler to obtain 57
far smaller in amount 76
far smaller in extent 85
far smaller in number 211
far smaller in volume 55
far stronger in england 41
far stronger in france 104
far studied in detail 183
far subdued as seldom 41
far superior in almost 54
far superior in degree 78
far superior in design 164
far superior in diction 42
far superior in energy 136
far superior in extent 72
far superior in fighting 65
far superior in finish 46
far superior in flavor 184
far superior in height 40
far superior in mental 97
far superior in number 1855
far superior in regard 48
far superior in relish 70
far superior in spirit 45
far superior in strength 714
far superior in talent 87
far superior in virtue 76
far superior in weight 78
far superior in wisdom 166
far superior to adults 42
far superior to almost 99
far superior to analog 40
far superior to animal 96
far superior to another 156
far superior to anyone 212
far superior to asiatic 49
far superior to canned 52
far superior to carbon 40
far superior to cicero 48
far superior to common 127
far superior to copper 41
far superior to cotton 130
far superior to direct 164
far superior to earlier 326
far superior to england 99
far superior to english 272
far superior to europe 50
far superior to existing 160
far superior to france 58
far superior to french 129
far superior to german 146
far superior to harvey 53
far superior to humans 119
far superior to itself 68
far superior to london 81
far superior to madame 80
far superior to manual 106
far superior to merely 57
far superior to methods 42
far superior to milton 48
far superior to modern 192
far superior to myself 273
far superior to native 85
far superior to normal 94
far superior to painting 89
far superior to public 76
far superior to rubber 68
far superior to simple 92
far superior to simply 98
far superior to soviet 102
far superior to vulgar 125
far superior to wooden 40
far surpass in extent 61
far surpass in number 195
far surpass the amount 40
far surpass the bounds 40
far surpass the earlier 89
far surpass the english 45
far surpass the former 146
far surpass the latter 108
far surpass the limits 163
far surpass the number 111
far surpass the poison 137
far surpass the powers 114
far surpass the reality 47
far towards an answer 40
far towards the center 54
far towards the creation 84
far towards the eastern 44
far towards the former 60
far towards the latter 48
far towards the middle 238
far unworthy of handel 86
far usurped the rights 48
far venture an opinion 47
far worthier of praise 74
far yielded to public 45
fat between the fibers 106
fat between the layers 133
fat between the muscle 492
fat bunches of grapes 46
fat content by weight 140
fat content in excess 82
fat content is greater 63
fat content is higher 222
fat content of animal 172
fat content of around 79
fat content of butter 266
fat content of cheese 237
fat content of common 93
fat content of cooked 43
fat content of ground 118
fat content of muscle 153
fat content of normal 73
fat content of school 112
fat content of various 282
fax machine is another 41
fax machine or another 89
fax machine to another 94
fear affecting the proper 59
fear amounting to terror 47
fear attends to quench 52
fear between the united 53
fear bordering on terror 116
fear effecting the proper 815
fear haunted the latter 55
fear perhaps my little 42
fear perhaps the former 51
fear regarding the future 251
fear secured to philip 40
fear withheld the indians 49
feat requiring no little 52
fed against the cutter 83
fed against the rotating 50
fed infants of mothers 598
fed millions of starving 92
fee depends on whether 74
fee marries the tenant 77
fen country of eastern 41
fen country of england 73
fen systems in england 76
few against the rights 85
few allowed to remain 58
few alluded to without 42
few ancient or modern 66
few animals or plants 165
few artists of genius 57
few aspects in common 46
few aspects of english 88
few aspects of family 89
few aspects of modern 202
few aspects of nature 63
few aspects of public 93
few aspects of reality 93
few aspects of school 43
few attempt to define 58
few attempt to settle 50
few avenues of escape 909
few avenues of upward 97
few barrels of apples 109
few barrels of brandy 58
few barrels of powder 256
few barrels of salted 55
few barrels of wooden 77
few beliefs in common 48
few benches or chairs 68
few bothered to attend 43
few bothered to notice 47
few bottles of brandy 449
few bottles of canary 92
few bottles of claret 184
few bottles of cognac 64
few bottles of french 172
few bottles of liquor 810
few bottles of porter 68
few bottles of scotch 329
few bottles of sherry 162
few british or french 112
few bubbles of oxygen 71
few buildings in england 44
few buildings in europe 43
few buildings in london 62
few buildings to escape 87
few bunches of grapes 419
few bunches of rushes 49
few bundles of catgut 44
few bundles of clothes 79
few bundles of papers 40
few bundles of sticks 72
few bushels of apples 101
few bushels of barley 85
few castles in england 56
few centers of training 154
few chances of becoming 79
few chances of escape 128
few chances to become 60
few chances to escape 91
few charges of powder 686
few clashes of opinion 181
few classes of actions 57
few corners of europe 48
few couples of hounds 55
few courses in english 152
few courses of bricks 194
few courses of stones 69
few decades in europe 67
few decades is likely 89
few decades it became 184
few decades it seemed 42
few decades of modern 41
few decades of soviet 50
few decades the amount 51
few decades the demand 58
few decades the entire 121
few decades the number 367
few decades the soviet 41
few decades the united 120
few decades to become 153
few decades to reduce 55
few decades we should 59
few degrees in azimuth 43
few degrees of active 54
few degrees of angular 66
few degrees of freezing 464
few degrees of normal 56
few degrees of visual 112
few details in common 40
few details in regard 134
few details of family 57
few details of special 49
few details to attend 63
few details to settle 40
few develop the disease 58
few doctors or nurses 105
few dollars in gravel 49
few dollars in pocket 44
few dollars in return 55
few dollars in silver 178
few dollars of income 58
few dollars of pocket 54
few dollars of profit 75
few dollars or pounds 71
few dollars to become 43
few dollars to invest 175
few effects on opinion 43
few efforts to assess 46
few efforts to define 56
few efforts to extend 48
few efforts to measure 71
few efforts to obtain 40
few efforts to remove 64
few elected to remain 71
few enjoyed the luxury 47
few escaped by flight 102
few escaped by swimming 78
few factors in common 43
few features in common 2931
few features of modern 48
few features of special 148
few figures in closed 48
few figures in regard 66
few figures of saints 67
few figures of speech 505
few flashes of genius 74
few flights of arrows 46
few flights of stairs 1078
few flowers of gentle 79
few flowers of speech 71
few flowers or fruits 98
few friends at dinner 262
few friends at school 1105
few friends in boston 59
few friends in common 218
few friends in england 419
few friends in europe 169
few friends in france 80
few friends in london 492
few friends in school 218
few friends on campus 49
few friends or allies 105
few friends or family 360
few friends to assist 56
few friends to defend 63
few friends to dinner 646
few friends to lament 133
few friends to listen 45
few friends to supper 149
few gallons of brandy 51
few gallons of coffee 40
few gallons of liquid 60
few gallons of liquor 44
few gallons of petrol 189
few glasses of brandy 398
few glasses of claret 322
few glasses of cognac 100
few glasses of liquor 66
few glasses of scotch 43
few glasses of sherry 397
few grindings of pepper 1663
few hamlets we passed 52
few hebrews in london 107
few hundred in number 539
few hundred to almost 88
few hundred to around 47
few hundred to twenty 56
few lawyers or judges 57
few lessons in english 224
few lessons in french 150
few lessons in german 184
few lessons in hebrew 62
few lessons in italian 48
few lessons in painting 63
few letters in english 44
few managed to become 79
few managed to escape 1410
few managed to obtain 55
few managed to remain 65
few managed to retain 48
few managed to return 56
few managed to secure 41
few marches the armies 94
few masters of english 176
few matters in regard 41
few matters of common 99
few matters of detail 359
few matters of greater 63
few matters of moment 88
few matters of policy 56
few matters of public 63
few matters of special 66
few matters to attend 219
few matters to settle 66
few measures to ensure 44
few members of another 48
few microns in radius 41
few millions of bullion 45
few millions of francs 155
few millions of leagues 44
few millions of pounds 88
few millions of rupees 57
few minutes as needed 40
few minutes at dinner 54
few minutes at midday 55
few minutes at recess 43
few minutes at sunset 97
few minutes by another 76
few minutes by anyone 64
few minutes by applying 45
few minutes by myself 267
few minutes by simply 133
few minutes by subway 60
few minutes he almost 41
few minutes he became 689
few minutes he begins 106
few minutes he breathed 120
few minutes he busied 44
few minutes he called 602
few minutes he calmed 88
few minutes he caught 126
few minutes he changed 61
few minutes he closed 165
few minutes he forgot 134
few minutes he gained 43
few minutes he handed 173
few minutes he joined 195
few minutes he jumped 75
few minutes he learned 49
few minutes he lifted 109
few minutes he looked 1072
few minutes he needed 55
few minutes he nodded 40
few minutes he opened 435
few minutes he passed 175
few minutes he paused 133
few minutes he picked 129
few minutes he placed 44
few minutes he played 57
few minutes he pulled 272
few minutes he pushed 125
few minutes he raised 183
few minutes he reached 575
few minutes he rested 52
few minutes he rolled 106
few minutes he roused 58
few minutes he rushed 59
few minutes he seemed 516
few minutes he should 298
few minutes he showed 134
few minutes he sighed 130
few minutes he simply 71
few minutes he slowly 41
few minutes he stared 110
few minutes he stayed 61
few minutes he struck 47
few minutes he talked 126
few minutes he thought 293
few minutes he turned 1067
few minutes he waited 96
few minutes he walked 446
few minutes he wanted 42
few minutes he worked 47
few minutes in another 117
few minutes in aqueous 97
few minutes in arranging 88
few minutes in butter 138
few minutes in dilute 218
few minutes in earnest 53
few minutes in french 41
few minutes in normal 43
few minutes in pointing 44
few minutes in prayer 684
few minutes in removing 60
few minutes in salted 78
few minutes in silent 521
few minutes in thought 260
few minutes in watching 47
few minutes is almost 44
few minutes is enough 370
few minutes is needed 45
few minutes it appears 41
few minutes it became 895
few minutes it begins 55
few minutes it changes 56
few minutes it dashed 55
few minutes it lasted 47
few minutes it looked 510
few minutes it opened 49
few minutes it passed 100
few minutes it pulled 40
few minutes it reached 62
few minutes it seemed 1120
few minutes it should 138
few minutes it struck 59
few minutes it turned 64
few minutes my coffee 53
few minutes my friend 146
few minutes no matter 49
few minutes of active 138
few minutes of actual 261
few minutes of advice 50
few minutes of aerobic 41
few minutes of almost 129
few minutes of anxious 250
few minutes of applying 46
few minutes of arriving 208
few minutes of banter 108
few minutes of battle 158
few minutes of browsing 220
few minutes of casual 376
few minutes of catching 105
few minutes of chanting 44
few minutes of chatting 428
few minutes of checking 79
few minutes of climbing 158
few minutes of combat 217
few minutes of cuddling 81
few minutes of debate 162
few minutes of dinner 59
few minutes of direct 137
few minutes of drinking 68
few minutes of earnest 501
few minutes of effort 254
few minutes of eleven 110
few minutes of enjoying 47
few minutes of entering 268
few minutes of entire 206
few minutes of escape 44
few minutes of fearful 152
few minutes of fiddling 148
few minutes of fierce 178
few minutes of fighting 596
few minutes of fitful 48
few minutes of flight 428
few minutes of forced 62
few minutes of formal 124
few minutes of fright 147
few minutes of fumbling 146
few minutes of furious 150
few minutes of further 443
few minutes of futile 106
few minutes of gentle 278
few minutes of gloomy 77
few minutes of gossip 85
few minutes of greeting 112
few minutes of grilling 94
few minutes of grinding 44
few minutes of haggling 161
few minutes of hatching 43
few minutes of hypoxia 56
few minutes of ingestion 135
few minutes of inhaling 41
few minutes of initial 110
few minutes of injury 91
few minutes of lively 76
few minutes of mental 129
few minutes of mutual 106
few minutes of normal 73
few minutes of oxygen 125
few minutes of paddling 46
few minutes of passion 52
few minutes of planning 252
few minutes of polite 533
few minutes of pounding 47
few minutes of prayer 419
few minutes of public 49
few minutes of reaction 99
few minutes of recess 71
few minutes of relaxing 92
few minutes of release 45
few minutes of relief 361
few minutes of repose 453
few minutes of review 193
few minutes of sampling 54
few minutes of scanning 124
few minutes of screen 489
few minutes of searching 1313
few minutes of serious 146
few minutes of settling 76
few minutes of severe 76
few minutes of sexual 111
few minutes of shooting 199
few minutes of shopping 45
few minutes of shouting 46
few minutes of silent 1316
few minutes of simple 223
few minutes of solemn 56
few minutes of special 81
few minutes of speech 76
few minutes of standing 671
few minutes of starting 688
few minutes of stirring 194
few minutes of stolen 111
few minutes of stopping 53
few minutes of striking 107
few minutes of studying 93
few minutes of summer 40
few minutes of sunday 41
few minutes of sunset 216
few minutes of swimming 105
few minutes of tension 85
few minutes of terror 110
few minutes of therapy 63
few minutes of thought 1396
few minutes of training 406
few minutes of travel 236
few minutes of trivial 49
few minutes of twelve 257
few minutes of verbal 82
few minutes of violent 161
few minutes of visiting 93
few minutes of watching 1637
few minutes on friday 60
few minutes on monday 71
few minutes on sunday 134
few minutes the affair 84
few minutes the amount 58
few minutes the anchor 126
few minutes the animal 867
few minutes the answer 114
few minutes the aspect 48
few minutes the attack 152
few minutes the basket 45
few minutes the battle 830
few minutes the bishop 76
few minutes the bleeding 218
few minutes the bodies 131
few minutes the bottle 48
few minutes the bridge 163
few minutes the bright 77
few minutes the brother 75
few minutes the building 119
few minutes the bushes 49
few minutes the butler 84
few minutes the cannon 50
few minutes the canvas 54
few minutes the castle 48
few minutes the cattle 43
few minutes the changes 62
few minutes the church 265
few minutes the clouds 142
few minutes the coffee 141
few minutes the colors 43
few minutes the column 161
few minutes the couple 50
few minutes the course 50
few minutes the desire 41
few minutes the dinner 50
few minutes the doctor 739
few minutes the driver 202
few minutes the effect 120
few minutes the engines 80
few minutes the english 316
few minutes the entire 2335
few minutes the excess 270
few minutes the family 102
few minutes the farmer 105
few minutes the fellow 48
few minutes the female 167
few minutes the fields 42
few minutes the fighting 131
few minutes the figure 69
few minutes the flames 364
few minutes the flight 53
few minutes the forest 63
