factored into decision making 280
factorial trial assessing early 442
failures have usually been 45
failures here proceed from 120
falconer leans forward from 47
families also benefit from 94
families fall between these 49
families from enrolling their 41
families from impending ruin 52
families have entered into 75
families have evolved from 46
families have evolved over 47
families have incomes less 136
families have incomes over 116
families have largely been 43
families have removed from 89
families have settled down 195
families have settled here 125
families have settled there 186
families have shifted from 51
families have usually been 87
families more control over 58
families need support from 53
families over several years 79
families sent forward their 52
families very happily here 53
families were brought back 54
families were brought from 257
families were brought into 338
families were brought over 338
families were carried away 64
families were carried into 41
families were closely knit 154
families were closely tied 44
families were crammed into 221
families were crowded into 599
families were derived from 170
families were divided among 99
families were divided into 1198
families were divided over 66
families were dragged from 42
families were dropped from 92
families were ejected from 80
families were evicted from 931
families were granted land 67
families were grouped into 312
families were largely self 229
families were located there 124
families were receiving afdc 173
families were receiving less 106
families were receiving some 143
families were reduced from 115
families were released from 67
families were removed from 539
families were rescued from 88
families were returning from 61
families were settled here 120
families were settled there 576
families were settled upon 62
families were shifted from 42
families were suffering from 249
families will benefit from 514
families will increase their 63
fanciful young persons will 59
feedback loop between these 136
feminine noun derived from 70
feminist film critics have 268
feminist film theorists have 261
feverish race against time 99
fidelity base because dogs 133
fiduciary duty imposed upon 103
fighters were brought down 103
fighters were divided into 83
fighters were operating from 76
financed from sources other 288
finances were brought into 259
finances were derived from 41
financial data derived from 164
financial gain derived from 75
financial gain resulting from 137
financial loss resulting from 1798
financial risk resulting from 122
financial ruin resulting from 47
financial union between syria 70
finished their college work 69
finished their dreadful work 81
finished their regular work 58
finished their sojourn there 61
finished their studies there 46
finished three hundred years 55
finished till several years 75
finished wood engravings from 81
firewall sits between your 91
firsthand what happens when 192
fixtures were removed from 43
flabbily their splayed feet 48
flattens when removed from 99
flexible tubing extending from 55
flickering gleam hovered here 78
flickering life between those 44
followed during several years 45
followed five hundred years 45
followed four hundred years 52
followed many masters other 71
followed more closely upon 59
followed over several days 54
followed over several years 323
followed some fifteen years 76
followed suit several years 87
followed their example during 51
followed their example have 45
followed their example soon 48
followed their example were 53
followed their example when 118
followed their figures moving 60
followed their hostess into 64
followed their masters into 217
followed their natural bent 495
followed their parents into 269
followed their patrons into 75
followed three hundred years 124
followed very closely along 43
followed very closely during 43
followed very closely those 167
followed very closely upon 312
followed very closely what 78
followed very quickly upon 100
followed very rapidly upon 62
followed very shortly upon 46
followed very similar paths 67
followed were unhappy days 58
followed your natural bent 60
football game between teams 71
football game between their 113
football game between yale 57
foreheads were tattooed three 45
forenoon when affairs move 203
foresees some persons will 126
foretold evil results from 47
foretold many hundred years 45
foretold three thousand years 58
formally free election into 103
formation also depends upon 49
formation such species will 44
formation were derived from 88
formerly been applied only 43
formerly been brought from 47
formerly been carried away 629
formerly been derived from 54
formerly been divided among 79
formerly been divided into 191
formerly been dragged along 82
formerly been endowed were 49
formerly been entered into 58
formerly been exacted from 104
formerly been imposed upon 67
formerly free peasants were 43
formerly have entered into 43
formerly have existed there 238
formerly made against paying 83
formerly single vessels have 75
formerly there existed among 62
formerly used magical arts 75
formerly were divided into 40
formulas were derived from 154
fortunes have hitherto been 47
fortunes were amassed from 45
fortunes were closely tied 231
fortunes were derived from 188
fortunes were founded upon 76
fortunes were quickly made 248
fortunes were rapidly made 439
fourteen days journey from 43
fractions into lighter ones 41
fractions were derived from 107
fractions were divided into 92
fractions were removed from 91
fracture line extending from 213
fracture line extending into 231
fracture line extends from 482
fracture line extends into 363
fracture line usually runs 121
fragment into smaller ones 53
fragrant tops eternal dews 138
freights were brought over 83
frequent side effects such 64
frequent side effects were 164
frequent wars between these 63
frequent wars requiring more 72
freshmen were divided into 69
friendly ties between india 123
frighten evil spirits away 451
frighten their enemies into 49
frighten their masters into 315
frighten their victims into 63
frighten true hunters from 58
frighten your friends away 93
frittering away precious time 111
frontier from colonial days 191
frontier line between india 49
fruitful soil affords much 56
fruitful years produce only 84
fugitive from justice from 838
fugitive from justice must 47
fugitive from justice upon 123
fugitive from justice when 172
fulfilling their national duty 48
fulfilling their natural role 57
fulfilling their primary role 45
fulfilling these criteria have 44
fulfilling these criteria were 50
fulfilling these criteria will 77
functions from ordinal data 63
functions have evolved from 59
functions have evolved over 105
functions have hitherto been 49
functions have largely been 181
functions have usually been 171
functions have withered away 47
functions were brought into 73
functions were derived from 500
functions were divided among 296
functions were divided into 307
functions were grouped into 84
functions were imposed upon 45
functions were removed from 277
functions were shifted from 45
functions will include those 40
furnaces were brought into 48
furnishing said payment bond 54
furthered their private ends 56
