faced woman beside him 87
faces looming upward out 110
faces peeping through its 127
faces thronging around him 49
faces turning toward him 115
faces which follow being 67
faces which looked out 122
faces which pained and 67
faces which peeped out 41
faces which showed that 97
faces white turned this 40
faces would freeze them 44
faces would soften and 45
facial nerve damage and 78
facial nerve fibers and 60
facial nerve fibers are 67
facial nerve grafting and 111
facial nerve grafts and 91
facial nerve injury and 273
facial nerve injury are 48
facial nerve injury may 51
facial nerve lesions are 46
facial nerve proper and 85
facial nerve repair and 49
facial nerve should not 82
facial nerve through its 84
facts about africa and 46
facts about animal and 45
facts about authors and 72
facts about cancer and 84
facts about christ and 93
facts about disease and 77
facts about drinking and 70
facts about english and 61
facts about events and 128
facts about events that 126
facts about groups and 44
facts about humans and 63
facts about income and 71
facts about itself and 59
facts about matter and 58
facts about memory and 52
facts about myself and 92
facts about myself that 122
facts about nature and 283
facts about nature are 56
facts about nature but 40
facts about nature that 230
facts about nuclear war 82
facts about places and 86
facts about plants and 227
facts about prices and 50
facts about something that 143
facts above except that 46
facts above stated and 88
facts above stated are 465
facts above stated may 51
facts above stated that 89
facts above stated with 48
facts after another has 44
facts knows methods and 43
facts later proved that 81
facts point toward this 45
facts prove beyond any 57
facts prove clearly that 156
facts rather better than 59
facts shows clearly that 50
facts spoke louder than 74
facts spread before them 43
facts still remain that 131
facts thrown before them 81
facts which accord with 72
facts which affect his 52
facts which anyone can 73
facts which attest this 40
facts which before lay 48
facts which called for 85
facts which caused him 61
facts which darwin had 49
facts which emerge are 93
facts which enable him 97
facts which enable one 47
facts which enable them 42
facts which exempt them 50
facts which filled them 94
facts which follow are 189
facts which geology has 74
facts which impeach its 106
facts which nobody can 105
facts which proved him 184
facts which proved that 430
facts which render any 89
facts which render them 49
facts which render this 118
facts which should lead 121
facts which should not 313
facts which should put 115
facts which showed that 1013
facts which suited his 60
facts which turned out 50
faded black beside him 49
faded brown sailor hat 82
faded denim jacket and 135
faded denim jacket with 46
faded denim shorts and 91
faded khaki shorts and 138
failing never reached amy 54
failing topic amongst them 44
faint blush staining her 45
faint cloud before her 70
faint flush warmed her 41
faint frown creased her 50
faint frown creased his 45
faint groan reached his 55
faint light beyond its 85
faint light gleamed out 85
faint light showed him 41
faint lines around her 154
faint lines around his 146
faint noise behind him 51
faint poetic sounds and 50
faint smile across his 48
faint smile around his 67
faint smile creased his 91
faint smile crossing her 51
faint smile crossing his 79
faint smile curled her 46
faint smile curled his 128
faint smile curved her 426
faint smile curved his 474
faint smile parted her 129
faint smile parted his 47
faint smile touching her 105
faint smile touching his 144
faint sound behind her 95
faint sound behind him 178
faint sound caught her 40
faint sound caught his 70
faint sound inside them 68
faint sound reached her 64
faint sound reached him 45
faint sound reached his 61
faint thrill through our 40
faint voice called out 71
faint warmth through his 80
fairy kingdom peopled with 62
fairy stood before her 47
fairy tales always end 56
fairy tales before they 46
fairy tales better than 51
fairy tales should not 73
falling apart around her 331
falling apart around him 396
falling apart around them 272
falling apart around you 129
falling apart before her 85
falling apart before his 148
falling apart before our 138
falling apart before they 47
falling apart faster than 103
falling apart without you 62
falling asset prices and 115
falling daisy petals with 89
falling grain prices and 177
falling house prices and 80
falling loose around her 159
falling price levels and 74
falling share prices and 104
falling sperm counts and 299
falling stock market and 157
falling stock prices and 281
falling stock prices are 42
falling sugar prices and 101
falling water levels and 116
falling water tables and 270
falling water tables are 51
falling where another had 53
falling world demand and 55
falling world demand for 109
falling world prices and 251
falling world prices for 526
falls apart around him 55
falls apart around them 41
falls apart before our 100
falls below freezing and 72
falls below freezing for 41
falls below normal and 455
falls below normal for 56
falls still further and 46
false footing itself for 68
false pearls before real 77
fancy amusing itself with 56
fancy could almost hear 47
fancy dress parade and 60
fancy easily changes its 109
fancy might strike out 42
fancy shall direct them 86
fancy which amuses him 72
fancy which creates each 43
fancy would induce her 47
fared badly enough with 42
fared badly indeed had 68
fared rather better and 50
fared rather better than 721
fared rather better with 70
fares rather better than 60
farms might answer for 100
farms where cattle are 106
farms where horses are 43
farms whose owners are 85
farms whose owners had 157
fascia which covers its 86
fascia which covers them 105
fasting blood sample for 118
fasting blood sample was 197
fasting blood sugars and 129
fasting blood sugars are 213
fasting every monday and 127
fatal arrow struck him 82
fatal brain disease that 97
fatal cases without any 64
fatal might attend her 50
fatal panic through his 119
fatal touch awaits them 48
fatal viral disease that 138
fated child pardon and 51
fated civil rights act 99
father about something that 42
father after mounting his 44
father after school and 82
father cared little for 135
father cares little for 75
father close behind him 48
father could afford him 91
father could hardly bear 96
father could hardly get 51
father could hardly read 42
father could manage him 64
father could neither get 62
father could neither read 194
father could oblige his 115
father could subdue his 112
father david before him 45
father drank heavily and 208
father feels toward his 99
father first became ill 47
father first taught him 74
father found lodgings for 47
father knelt beside her 86
father knelt beside him 59
father knows better than 102
father leaned toward her 48
father leaned toward him 52
father leaves behind him 164
father lived before him 131
father might punish his 52
father might remain with 95
father might return and 49
father nearly killed him 66
father nearly rolled off 43
father never called her 57
father never called him 89
father never changed his 64
father never forgot his 99
father never forgot that 157
father never forgot this 105
father never learned how 50
father never opened his 41
father never played with 70
father never raised his 152
father never showed any 95
father never showed his 48
father never talked with 50
father never taught him 60
father never taught you 58
father never thought that 44
father never turned his 82
father never wanted him 44
father often called her 64
father often called him 52
father really wanted him 48
father right behind her 48
father right behind him 52
father running toward him 48
father shall suffer for 50
father sitting beside her 86
father sitting beside him 72
father slash through with 45
father spoke english and 41
father spoke english with 61
father spoke french and 40
father still called her 50
