fables but true histories 41
fabric had been destroyed 77
fabric had been developed 49
fabric has been completed 45
fabric has been described 62
fabric has been destroyed 84
fabric has been developed 63
fabric has been stretched 89
fabric has been subjected 91
facade had been completed 66
facade has been preserved 120
facials and body treatments 56
faction and their adherents 56
faction are those political 68
faction had their different 53
faction has ever occasioned 137
faction that ever disgraced 44
faction was soon dispersed 40
factor and their expression 74
factor and their receptors 57
factor and their regulation 139
factor are more important 42
factor being more important 65
factor far more important 66
factor for crop production 188
factor for early mortality 64
factor for food production 46
factor for gene expression 78
factor for male sterility 96
factor for many companies 66
factor for many different 52
factor for poor pregnancy 50
factor for poor prognosis 57
factor for rice production 46
factor for some organisms 42
factor for these conditions 91
factor for these organisms 40
factor for three different 53
factor had been different 46
factor had been extracted 69
factor had been neglected 52
factor has been addressed 48
factor has been appointed 66
factor has been associated 122
factor has been carefully 78
factor has been confirmed 149
factor has been corrected 96
factor has been described 554
factor has been developed 246
factor has been difficult 40
factor has been discussed 590
factor has been especially 114
factor has been estimated 269
factor has been evaluated 159
factor has been explained 78
factor has been expressed 90
factor has been extracted 223
factor has been extremely 41
factor has been generally 104
factor has been important 232
factor has been indicated 58
factor has been localized 49
factor has been neglected 378
factor has been operative 188
factor has been presented 81
factor has been previously 68
factor has been questioned 59
factor has been repeatedly 62
factor has been separated 60
factor has been specified 46
factor has been suggested 556
factor has less influence 58
factor has more influence 55
factor has some influence 89
factor may also influence 97
factor may have accounted 60
factor may have different 107
factor that best describes 52
factor that best predicted 66
factor that must influence 40
factor that will certainly 47
factor that will determine 1549
factor that will encourage 70
factor that will influence 1282
factor that will stabilize 71
factor was also important 316
factor was also operative 55
factor was less important 170
factor was more important 832
factor was most important 330
factor was very important 285
failed and been abandoned 170
failed and been discarded 45
failed and been forgotten 81
failed and some succeeded 46
failed and their aggression 48
failed and were abandoned 272
failed for many centuries 67
failed had these situations 47
failed its most important 52
failed than have succeeded 115
failings that were witnessed 54
fairer and less arbitrary 43
fairer and more desirable 159
fairer and more effective 1203
fairer and more efficient 1709
fairer and more equitable 1619
fairer and more honorable 56
fairer and more inclusive 173
fairer and more objective 363
fairer and more practical 109
fairer and more reasonable 913
fairly and even liberally 59
fairly ask what advantage 155
fairly long time intervals 76
fairly with such arguments 60
fairly with their customers 134
fairly with their employees 144
fairly with their employers 42
falcon that ever stretched 64
fallen all over themselves 232
fallen and been destroyed 89
fallen and been forgotten 76
fallen and hurt themselves 80
fallen and their survivors 84
fallen both from themselves 220
fallen out among themselves 809
fallen out from exhaustion 97
fallen two days previously 51
family and among neighbors 60
family and among relatives 74
family and care providers 167
family and clan histories 143
family and clan interests 52
family and clan loyalties 377
family and clan structure 343
family and clan traditions 75
family and early childhood 213
family and even community 60
family and fair reputation 84
family and faith community 94
family and from community 57
family and good character 185
family and have developed 45
family and health providers 49
family and high character 66
family and home community 300
family and home conditions 152
family and home destroyed 155
family and home ownership 45
family and home situations 92
family and living conditions 191
family and male dominance 71
family and many neighbors 51
family and many relatives 75
family and many unmerited 63
family and many witnesses 41
family and more especially 70
family and more generally 76
family and most especially 82
family and other associates 142
family and other christians 53
family and other community 416
family and other concerned 62
family and other conditions 47
family and other documents 107
family and other followers 51
family and other household 87
family and other important 487
family and other interests 269
family and other intimates 131
family and other neighbors 53
family and other passengers 61
family and other portraits 151
family and other pressures 43
family and other prominent 195
family and other relatives 1191
family and other residents 130
family and other resources 77
family and other survivors 44
family and other villagers 183
family and other witnesses 64
family and past histories 69
family and peer attitudes 45
family and peer influence 124
family and peer pressures 130
family and some followers 51
family and some neighbors 148
family and some relatives 76
family and their adherents 431
family and their ancestors 227
family and their ancestral 49
family and their associated 47
family and their associates 791
family and their attendant 43
family and their attitudes 101
family and their attorneys 45
family and their colleagues 41
family and their community 723
family and their companions 75
family and their connection 106
family and their courtiers 138
family and their employees 149
family and their entourage 288
family and their followers 479
family and their household 229
family and their influence 142
family and their interests 182
family and their intimates 64
family and their lifestyle 75
family and their livestock 248
family and their neighbors 1306
family and their partisans 114
family and their political 125
family and their posterity 106
family and their principal 49
family and their receptors 125
family and their relatives 741
family and their responses 70
family and their retainers 342
family and their struggles 100
family and their traditions 96
family and their willingness 71
family and those associated 47
family and those connected 109
family and those dependent 110
family and took possession 46
family and town histories 301
family and well connected 82
family and work associates 92
family and work colleagues 254
family and work conditions 106
family and work conflicts 60
family and work histories 71
family and work pressures 67
family and work priorities 56
family and work schedules 75
family and work situations 293
family and your ancestors 62
family and your childhood 78
family and your community 500
family and your employees 53
family and your household 45
family and your interests 46
family and your lifestyle 55
family and your neighbors 208
family and your relatives 56
family are also available 44
family are also discussed 48
family are also expressed 49
family are also important 259
family are less important 63
family are more difficult 67
family are more important 482
family are most important 151
family are very different 184
family are very important 445
family being most concerned 52
family can also influence 42
family can have different 82
family can take advantage 88
family day care providers 6706
family for five centuries 76
family for four centuries 107
family for many centuries 342
family for some centuries 62
family for their christmas 85
family for their continual 163
family for their continued 1235
family for their endurance 42
family for their permission 48
family for their protection 44
family for their tolerance 169
family for their willingness 50
family for their wonderful 58
family for these exercises 101
family for three centuries 267
family had been abandoned 95
family had been afflicted 133
family had been allocated 54
family had been altogether 40
family had been appointed 127
family had been assembled 100
family had been associated 621
family had been butchered 154
family had been carefully 99
family had been christians 93
family had been commanded 62
family had been committed 63
family had been compelled 198
family had been completed 99
family had been concerned 163
family had been condemned 85
family had been connected 1965
family had been considering 49
family had been consulted 51
family had been contacted 68
family had been continued 165
family had been converted 458
family had been convicted 113
family had been decimated 128
family had been delighted 59
family had been dependent 67
family had been described 55
family had been despoiled 43
family had been destroyed 817
family had been different 54
family had been disgraced 79
family had been dispersed 102
family had been displaced 135
family had been disrupted 70
family had been dissolved 52
family had been disturbed 92
family had been domiciled 56
family had been endangered 48
family had been entrusted 92
family had been especially 119
family had been evacuated 408
family had been expressly 44
family had been extremely 149
family had been fishermen 65
family had been forbidden 64
family had been forgotten 50
family had been fortunate 156
family had been gradually 51
family had been important 151
family had been impressed 48
family had been installed 130
family had been islanders 44
family had been kidnapped 134
family had been liberated 84
family had been massacred 682
family had been merchants 96
family had been neglected 85
family had been neighbors 93
family had been permitted 105
family had been persuaded 43
family had been possessed 77
family had been presented 91
family had been preserved 111
family had been previously 165
family had been prominent 1068
family had been protected 55
family had been relocated 79
family had been residents 227
family had been respected 70
family had been scattered 198
family had been separated 278
family had been shattered 156
family had been similarly 71
family had been subjected 470
family had been supported 120
family had been surprised 69
family had been swallowed 41
family had been thoroughly 73
family had been virtually 69
family had been wonderful 54
family had been wrongfully 68
family had ever graduated 123
family had ever possessed 85
family had four daughters 43
family had great influence 132
family had just completed 61
family had made themselves 47
family had much influence 51
family had once possessed 75
family had only renounced 63
family had some connection 124
family had some influence 69
family had their different 44
family had their residence 76
family had three daughters 54
family had very different 61
family has also undergone 87
family has been abandoned 55
family has been abolished 44
family has been afflicted 66
family has been associated 536
family has been carefully 82
family has been challenged 118
family has been collected 54
family has been compelled 43
family has been completed 142
family has been conceived 42
family has been concerned 104
family has been conducted 46
family has been connected 434
family has been contacted 57
family has been continued 55
family has been converted 69
family has been decimated 61
family has been dependent 45
family has been described 1320
family has been destroyed 426
family has been developed 200
family has been difficult 64
family has been discussed 276
family has been disgraced 117
family has been dispersed 51
family has been displaced 76
family has been disrupted 170
family has been dissolved 66
family has been disturbed 48
family has been domiciled 41
family has been entrusted 50
family has been especially 178
family has been estimated 99
family has been expressed 48
family has been extremely 155
family has been fortunate 101
family has been generally 91
family has been gradually 97
family has been important 140
family has been increasingly 73
family has been justified 42
family has been massacred 88
family has been multiplying 41
family has been neglected 176
family has been organized 53
family has been perceived 45
family has been portrayed 76
family has been presented 151
family has been preserved 207
family has been previously 74
family has been primarily 45
family has been prominent 732
family has been published 241
family has been questioned 92
family has been radically 42
family has been redefined 46
family has been repeatedly 69
family has been scattered 81
family has been separated 153
family has been shattered 67
family has been similarly 40
family has been subjected 403
family has been suggested 129
family has been supported 83
family has been thoroughly 90
family has been virtually 65
family has been wonderful 104
family has health insurance 115
family has made important 46
family has many different 57
family has only daughters 58
family has some influence 55
family may also influence 103
family may find themselves 174
family may have continued 60
family may have descended 46
family may have developed 121
family may have different 468
family may have supported 42
family not only supported 65
family out there somewhere 73
family was also associated 61
family was also concerned 121
family was also connected 108
family was also important 101
family was also prominent 84
family was also reflected 59
family was left destitute 437
family was left penniless 203
family was left untouched 95
family was less fortunate 50
family was less important 92
family was more concerned 71
family was more difficult 80
family was more fortunate 115
family was more important 1204
family was more prominent 57
family was most important 203
family was much concerned 189
family was much disturbed 160
family was much respected 110
family was soon disturbed 71
family was very concerned 374
family was very different 268
family was very difficult 103
family was very extensive 41
family was very fortunate 55
family was very important 640
family was very impressed 42
family was very prominent 198
family was very reluctant 48
family was very slenderly 44
family was very surprised 48
family was well connected 417
family was well respected 452
family was your sovereign 42
family who ever possessed 68
family who find themselves 67
family who have emigrated 56
family who have inherited 69
family who have patiently 44
family who have supported 374
family who have tolerated 56
family who once inhabited 42
family who were associated 50
family who were concerned 58
family who were connected 123
family who were dependent 81
family who were descended 64
family who were extremely 47
family who were prominent 153
family who were themselves 59
family with five daughters 102
family with four daughters 96
family with health insurance 66
family with high expressed 41
family with high incidence 60
family with life insurance 67
family with many daughters 105
family with many different 42
family with many relatives 78
family with only daughters 43
family with other relatives 46
family with their household 52
family with their provisions 48
family with their relatives 67
family with three daughters 217
family with three dependent 56
famine and food shortages 503
famine and mass emigration 173
famine and mass starvation 431
famine and other disasters 628
famine and other hardships 98
famine has been described 43
famine has been repeatedly 45
famine they have abundance 50
famous and best preserved 195
famous and more important 65
famous and most difficult 43
famous and most discussed 126
famous and most effective 84
famous and most elaborate 52
famous and most excellent 74
famous and most expensive 153
famous and most extensive 46
famous and most important 475
famous and most interesting 121
famous and most respected 169
famous and much discussed 321
famous and very expensive 73
famous and very important 61
famous and well respected 135
famous for giving libraries 43
famous for having destroyed 45
famous for having developed 133
famous for having furnished 48
famous for having predicted 49
famous for having published 74
famous for making excellent 44
famous for many centuries 265
famous for many excellent 189
famous for much animosity 43
famous for such exercises 40
famous for their abilities 157
famous for their abundance 118
famous for their antiquity 66
famous for their association 79
famous for their brilliance 47
famous for their brilliancy 44
famous for their brutality 60
famous for their chocolate 40
famous for their classical 64
famous for their collection 107
famous for their commercial 82
famous for their connection 102
famous for their conquests 95
famous for their creativity 46
famous for their dedication 40
famous for their depictions 41
famous for their dexterity 128
famous for their different 64
famous for their discovery 43
famous for their elaborate 303
famous for their eloquence 211
famous for their endurance 160
famous for their equestrian 138
famous for their excellent 467
famous for their expertise 74
famous for their exquisite 222
famous for their extensive 133
famous for their extremely 43
famous for their fertility 622
famous for their fisheries 71
famous for their gallantry 95
famous for their integrity 61
famous for their intricate 73
famous for their knowledge 788
famous for their libraries 59
famous for their medicinal 216
famous for their metalwork 66
famous for their migrations 45
famous for their missionary 100
famous for their navigation 41
famous for their opposition 77
famous for their outstanding 119
famous for their patriotism 63
famous for their patronage 151
famous for their political 109
famous for their practical 40
famous for their prodigious 44
famous for their production 303
famous for their sculpture 71
famous for their spiritual 50
famous for their successes 56
famous for their sumptuous 40
famous for their sweetness 67
famous for their swiftness 44
famous for their technical 63
famous for their tolerance 56
famous for their toughness 42
famous for their victories 98
famous for their vineyards 119
famous for their willingness 82
famous for their wonderful 193
famous for these qualities 161
famous for those qualities 105
famous men among themselves 57
famous men have suspected 73
famous new york architect 124
famous new york detective 60
famous new york landmarks 93
famous new york newspaper 185
famous new york nightclub 102
famous new york publisher 54
famous not only throughout 94
famous red line agreement 41
fanned out into different 50
farces that were performed 58
farmed for many centuries 67
farmed out among relatives 40
farmer and half fisherman 48
farmer and other producers 78
farmer can take advantage 70
farmer had been compelled 64
farmer has been compelled 94
farmer has some advantage 92
farmer may have preserved 52
farther and more desperate 42
farther and more difficult 49
farther and more effectual 78
farther and more important 308
farther off from possession 63
farther than lake champlain 59
farther than most countries 52
farther than other countries 68
farther than their ancestors 86
farther than their neighbors 43
fashion and home decoration 106
fashion and home furnishings 175
fashion and home magazines 45
fashion and their imitators 101
fashion for many centuries 56
fashion had been destroyed 41
fashion has been described 56
fashion not very different 42
fashion than these pretended 165
fashion that their handiwork 56
fashion with some gentlemen 47
faster and less carefully 48
faster and less dependent 48
faster and less difficult 43
faster and less expensive 8104
faster and less frustrating 145
faster and less painfully 67
faster and less strenuous 87
faster and less stressful 111
faster and less traumatic 91
faster and more adaptable 74
faster and more automated 163
faster and more automatic 327
faster and more certainly 63
faster and more commodious 51
faster and more confident 103
faster and more creatively 64
faster and more desirable 51
faster and more difficult 158
faster and more effective 6688
faster and more efficient 25190
faster and more elaborate 58
faster and more elegantly 50
faster and more energetic 136
faster and more enjoyable 297
faster and more equitable 102
faster and more equitably 46
faster and more expensive 1988
faster and more extensive 1161
faster and more generally 62
faster and more important 46
faster and more inclusive 107
faster and more insistent 77
faster and more intensely 247
faster and more intensive 147
faster and more interesting 158
faster and more intricate 73
faster and more intuitive 295
faster and more irregular 158
faster and more manageable 65
faster and more naturally 51
faster and more objective 111
faster and more organized 41
faster and more perfectly 55
faster and more permanent 68
faster and more pervasive 62
faster and more pleasantly 58
faster and more practical 177
faster and more precisely 373
faster and more radically 134
faster and more regularly 100
faster and more selective 110
faster and more sensitive 1570
faster and more sustained 289
faster and more thoroughly 804
faster and more turbulent 57
faster and more uniformly 211
faster and more versatile 1214
faster and more widespread 424
faster but less efficient 43
faster but more difficult 44
faster but more expensive 1055
faster than crop production 44
faster than food production 1108
faster than food resources 41
faster than good advertising 87
faster than heavy molecules 42
faster than most companies 159
faster than most countries 42
faster than most observers 158
faster than other algorithms 110
faster than other companies 190
faster than other countries 902
faster than other industrial 101
faster than other processes 100
faster than poor countries 111
faster than rich countries 664
faster than their abilities 103
faster than their ancestors 101
faster than their colleagues 117
faster than their economies 183
faster than their neighbors 353
faster than their opponents 283
faster than their population 415
faster than their production 151
faster than their resources 107
faster than those associated 138
faster than those available 203
faster than those currently 123
faster than those elsewhere 42
faster than those predicted 173
faster than those previously 106
fathers and male relatives 150
fathers and other relatives 442
fathers and their ancestors 130
fathers and their biological 52
fathers and their daughters 590
fathers and their followers 66
fathers and their influence 47
fathers and their neighbors 44
fathers and their preschool 45
fathers and your ancestors 105
fathers are less competent 43
fathers are more concerned 203
fathers are more important 107
fathers are very important 56
fathers for many centuries 104
fathers for their daughters 234
fathers had been compelled 58
fathers had been convicted 82
fathers had been fulfilled 43
fathers had been subjected 64
fathers had quit themselves 100
fathers may find themselves 45
fathers may have different 45
fathers than sons themselves 67
fathers too bore testimony 57
fathers who find themselves 77
fathers who have abandoned 71
fathers who have daughters 55
fathers who were alcoholic 49
fathers who were assembled 59
fathers who were described 43
fathers who were merchants 62
fathers who were ministers 91
fathers who were physicians 48
fathers who were themselves 246
fathers who were unskilled 153
fathers with their daughters 181
fatter and more palatable 168
faults and good qualities 365
faults and great educators 49
faults and many weaknesses 40
faults and other fractures 79
faults and other geological 103
faults and their associated 223
faults and their correction 116
faults and their weaknesses 72
faults are more difficult 98
faults are more important 44
faults are very difficult 63
faults are well developed 132
faults bring only penalties 45
faults had been committed 287
faults had been corrected 119
faults had been rectified 42
faults that have developed 66
faults that have disrupted 65
faults that need correction 65
faults that were committed 165
faults they have committed 271
faults thou hast committed 138
faults was their inability 47
faults you have committed 131
faunas are very different 47
favors for their districts 139
favors for your adherents 52
favors they have conferred 93
favors you have conferred 87
fearful and more confident 52
fearful and most important 41
fearful that some expression 40
fearful that some hostility 86
fearful that their daughters 47
fearful that their interests 61
feathers and gold ornaments 53
feathers and other ornaments 470
feathers are also elegantly 53
feathers are well developed 49
feathers had been mistreated 107
feathers you have scattered 43
feature has been activated 116
feature has been associated 64
feature has been available 117
feature has been carefully 80
feature has been confirmed 108
feature has been described 373
feature has been developed 177
feature has been discussed 238
feature has been especially 70
feature has been explained 160
feature has been exploited 277
feature has been installed 95
feature has been neglected 41
feature has been presented 51
feature has been preserved 104
feature has been previously 58
feature has been suggested 87
feature may have different 45
feature than upon expression 69
feature that most impressed 211
feature that runs throughout 44
feature that will distinguish 77
feature was more important 56
feature was soon abandoned 42
feeble and even deceptive 50
feeble and most sensitive 225
feeble and puny mimicries 52
feedings are best tolerated 46
feedings are well tolerated 134
feelings and best interests 76
feelings and body sensations 248
feelings and find themselves 51
feelings and good intentions 209
feelings and ideas associated 107
feelings and ideas expressed 187
feelings and life situations 69
feelings and most cherished 64
feelings and their associated 95
feelings and their attitudes 84
feelings and their character 70
feelings and their connected 60
feelings and their expression 680
feelings and their influence 78
feelings and their intensity 88
feelings and their intentions 51
feelings and their interesting 41
feelings and their interests 197
feelings and their judgments 47
feelings and those voluntary 71
feelings and warm affections 68
feelings are also expressed 72
feelings are also important 120
feelings are best described 96
feelings are best expressed 482
feelings are less important 87
feelings are more developed 54
feelings are more difficult 128
feelings are more important 1010
feelings are more prevalent 49
feelings are more sensitive 65
feelings are most important 97
feelings are only temporary 73
feelings are very different 354
feelings are very difficult 94
feelings are very important 415
feelings are very sensitive 42
feelings are well described 44
feelings are well expressed 143
feelings can find expression 41
feelings for their daughters 45
feelings had been carefully 42
feelings had been engendered 82
feelings had been expressed 213
feelings had been gradually 57
feelings had been lacerated 56
