far away countries like 103
far been associated only 51
far been attempted only 81
far been available only 111
far been collected from 112
far been collected only 61
far been concerned have 50
far been concerned only 317
far been conducted into 40
far been conducted only 67
far been considering only 231
far been converted into 46
far been described from 226
far been described have 60
far been described only 192
far been developed only 130
far been discussed from 67
far been discussed have 44
far been discussed only 136
far been exploited only 48
far been extracted from 76
far been performed only 120
far been presented only 51
far been preserved from 75
far been prevented from 187
far been protected from 66
far been published from 91
far been published only 207
far been recovered from 242
far been separated from 40
far free ourselves from 54
far from agreement among 97
far from agreement upon 42
far from appreciating their 95
far from appreciating what 52
far from attributing these 42
far from civilized life 49
far from completed when 299
far from completion when 161
far from considering even 48
far from considering such 152
far from considering their 238
far from considering these 304
far from considering those 48
far from considering your 140
far from dependent upon 50
far from desirable from 54
far from determining their 44
far from diminishing their 216
far from disappearing from 186
far from disappearing into 41
far from discovering such 40
far from discovering their 44
far from displeased when 79
far from encouraging self 88
far from encouraging such 213
far from encouraging their 104
far from encouraging these 49
far from encroaching upon 89
far from everybody else 114
far from exemplary life 101
far from exhausted even 89
far from exhausted their 48
far from exhausted when 88
far from extenuating their 42
far from generally true 60
far from guatemala city 95
far from industrial areas 82
far from inhabited areas 162
far from instructing young 49
far from insulated from 46
far from literally true 51
far from maintaining peace 40
far from maintaining their 127
far from originating from 40
far from penetrating into 53
far from perfectly clear 65
far from populated areas 358
far from recognizing their 68
far from recovered from 309
far from restricting their 108
far from sacrificing their 154
far from satisfied here 44
far from satisfied when 85
far from strengthening their 63
far from surprised when 59
far from tyrannizing over 119
far from unanimity among 48
far from unanimous among 123
far from unanimous upon 52
far from undermining their 42
far from underrating these 64
far from universal among 610
far from universal even 310
far have concerned only 40
far have contained only 108
far have forgotten what 67
far have generally been 175
far have primarily been 48
far have refrained from 48
far have triumphed over 71
far less agreement among 80
far less agreement over 61
far less alienated from 47
far less concerned over 74
far less consensus among 42
far less dependent upon 975
far less developed among 40
far less different from 198
far less difficult task 131
far less effective means 99
far less effective when 273
far less efficient means 60
far less efficient when 45
far less enjoyment from 103
far less expensive means 43
far less expensive ways 47
far less fugitives from 66
far less important during 45
far less important from 112
far less important here 107
far less important part 627
far less important role 1041
far less important what 56
far less important when 169
far less impression upon 74
far less influence over 332
far less influence upon 264
far less interesting face 42
far less opposition from 74
far less prevalent among 183
far less prominent among 55
far less prominent part 123
far less prominent role 218
far less proportion among 52
far less protection from 123
far less separated from 46
far less widespread among 41
far more advantage from 67
far more advantage here 45
far more agreement among 65
far more alienated from 102
far more ambiguous when 42
far more americans were 59
far more assertive role 47
far more assertive tone 94
far more astonishing fact 58
far more carefully done 42
far more certainly know 72
far more concerned over 417
far more concerned when 41
far more dependent upon 4941
far more desirable from 132
far more desperate need 63
far more devastating blow 57
far more developed among 52
far more developed form 100
far more different from 932
far more difficult case 192
far more difficult even 128
far more difficult form 61
far more difficult from 89
far more difficult goal 80
far more difficult here 62
far more difficult kind 50
far more difficult ones 57
far more difficult part 133
far more difficult road 51
far more difficult role 60
far more difficult sort 42
far more difficult step 166
far more difficult task 8124
far more difficult test 70
far more difficult there 83
far more difficult time 1716
far more difficult type 48
far more difficult when 901
far more difficult work 260
far more effective among 42
far more effective during 47
far more effective form 262
far more effective from 140
far more effective here 44
far more effective means 1274
far more effective mode 61
far more effective over 103
far more effective plan 64
far more effective role 147
far more effective tool 274
far more effective ways 486
far more effective when 1659
far more effective work 234
far more effectual means 100
far more efficient form 70
far more efficient from 59
far more efficient means 566
far more efficient mode 50
far more efficient tool 46
far more efficient ways 183
far more efficient when 177
far more efficient work 48
far more elaborate form 168
far more elaborate means 53
far more elaborate work 98
far more enjoyable when 83
far more enjoyment from 122
far more expansive view 134
far more expensive ones 45
far more extensive among 55
far more extensive areas 121
far more extensive body 48
far more extensive data 131
far more extensive during 50
far more extensive even 68
far more extensive form 50
far more extensive kind 59
far more extensive lake 64
far more extensive list 114
far more extensive meaning 89
far more extensive part 44
far more extensive range 311
far more extensive role 91
far more extensive ruin 66
far more extensive view 71
far more extensive when 49
far more extensive work 211
far more favorable view 153
far more generally over 65
far more generally true 44
far more generally used 487
far more important aims 40
far more important ally 46
far more important among 131
far more important areas 89
far more important bearing 378
far more important bill 102
far more important body 165
far more important book 127
far more important case 234
far more important city 356
far more important crop 58
far more important date 41
far more important during 145
far more important duty 389
far more important ends 82
far more important even 294
far more important fact 1423
far more important faith 43
far more important form 121
far more important from 863
far more important gain 54
far more important game 66
far more important gift 62
far more important goal 192
far more important here 254
far more important item 133
far more important kind 143
far more important line 41
far more important link 54
far more important meaning 213
far more important means 124
far more important name 55
far more important need 52
far more important news 132
far more important ones 251
far more important over 132
far more important part 7688
far more important port 114
far more important post 269
far more important realm 42
far more important role 6068
far more important side 109
far more important step 408
far more important task 743
far more important test 66
far more important theme 57
far more important there 124
far more important town 80
far more important truth 138
far more important type 71
far more important uses 80
far more important view 43
far more important ways 133
far more important were 737
far more important what 178
far more important when 388
far more important will 159
far more important work 1323
far more impressed when 45
far more impression upon 45
far more inclusive term 53
far more influence among 90
far more influence over 971
far more influence upon 526
far more insulated from 105
far more intensely felt 62
far more intensive work 42
far more interesting book 49
far more interesting case 114
far more interesting fact 90
far more interesting film 44
far more interesting from 298
far more interesting life 207
far more interesting part 48
far more interesting reading 268
far more interesting speak 40
far more interesting task 49
far more interesting ways 92
far more interesting were 68
far more interesting when 384
far more interesting work 292
far more intricate case 180
far more intrusive into 135
far more jaundiced view 41
far more leisurely pace 204
far more manageable task 54
far more manageable when 44
far more momentous step 45
far more mysterious live 41
far more necessary when 46
far more noticeable when 60
far more objective view 75
far more offensive form 40
far more opposition from 50
far more plausible case 42
far more plausible theory 76
far more plausible view 54
far more plausible when 57
far more practical form 61
far more practical from 42
far more practical view 46
far more pragmatic view 55
far more prevalent among 1684
far more prevalent during 89
far more prevalent form 42
far more prevalent there 41
far more prevalent when 66
far more primitive form 76
far more primitive type 71
far more proactive role 91
far more prominent among 77
far more prominent during 47
far more prominent part 464
far more prominent role 840
far more protected from 58
far more protection from 84
far more radically from 64
far more reasonable from 43
far more reasonable rate 53
far more reasonable view 43
far more reasonable when 48
far more reasonably have 64
far more resources into 96
far more resources were 46
far more seductive bait 75
far more sensitive test 94
far more sensitive when 41
far more separated from 74
far more skeptical view 57
far more surprised when 40
far more temperate when 42
far more widespread among 421
far more widespread during 87
far more wonderful even 40
far past reasonable folk 52
far their sympathies have 40
far these americans will 51
far these arguments have 46
far these arguments were 47
far these conditions have 126
far these conditions were 67
far these countries have 70
far these processes have 49
far these proposals have 57
far these proposals were 43
far these provisions have 58
far these suspicions were 53
far very different from 332
fear lest frederick meant 40
fear some celebrity will 47
fed their childhood upon 222
fed their tributary fire 48
fed unto everlasting life 59
fed upon artificial food 51
fed upon condensed milk 145
fee must accompany your 56
few asian countries have 109
few bone fragments were 88
few case histories from 61
few case histories will 122
few cows sprinkled here 46
few data available from 207
few data available show 50
few days afterward came 78
few days afterward fate 42
few days afterward lord 43
few days afterward some 69
few days afterward there 255
few days afterward when 103
few days converted into 41
few days developed into 48
few days especially there 79
few days lucretius died 68
few days previously been 250
few days previously from 438
few days previously made 51
few days previously sent 56
few days previously some 61
few days previously there 124
few days previously were 77
few days previously when 274
few days recovered from 50
few days residence here 42
few days stretched into 77
few feet downstream from 83
few find themselves able 78
few fine specimens have 46
few gold particles were 48
few good specimens have 59
few great criminals been 95
few have abandoned their 40
few have attracted more 136
few have benefited from 91
few have developed into 57
few have developed their 48
few have expressed their 68
few have graduated from 44
few have journeyed over 151
few have possessed more 98
few have preserved their 51
few huts scattered here 63
few iron meteorites have 142
few jobs available were 40
few kingly qualities save 69
few less important ones 78
few living specimens were 42
few more centuries will 43
few more effective means 43
few more effective ways 205
few more effectual means 75
few more important ones 105
few more incidents like 65
few more instances from 106
few more instances only 74
few more instances will 82
few more miserable days 62
few more miserable years 42
few more prisoners were 45
few more quotations from 337
few more quotations will 55
few more selections from 42
few more sentences from 204
few more sentences will 75
few more specimens from 43
few more specimens were 49
few more struggles here 69
few more victories like 157
few more witnesses were 49
few most important ones 67
few north americans have 77
few north americans were 47
few other americans have 145
few other americans were 66
few other companies have 251
few other companies were 125
few other composers have 119
few other countries also 107
few other countries have 1416
few other countries like 113
few other countries such 178
few other countries were 247
few other countries will 69
few other customers were 85
few other directors have 70
few other factories were 45
few other fragments from 48
few other gentlemen were 42
few other historians have 90
few other instances have 55
few other instances when 68
few other ministers were 41
few other mountains have 47
few other novelists have 69
few other observers have 51
few other organisms have 46
few other passengers were 156
few other prisoners were 93
few other quotations from 100
few other resources were 40
few other scattered areas 98
few other societies have 101
few other specimens have 59
few other specimens were 45
few other varieties have 42
few other witnesses were 40
few poor countries have 59
few poor fishermen from 49
few rare exceptions like 137
few rare exceptions such 72
few rare instances have 49
few rare instances there 181
few rare instances when 78
