face anne forgot that 62
face back toward her 208
face back toward him 515
face back toward his 351
face bent toward her 91
face bent toward him 85
face came alight with 41
face came before her 259
face came before him 312
face came before his 63
face came closer and 236
face came toward her 44
face came toward him 59
face clean shaven and 99
face coming closer and 114
face coming toward her 64
face coming toward him 131
face down across her 292
face down across his 722
face down before her 161
face down before him 339
face down beside her 215
face down beside him 148
face down beside his 115
face down toward her 283
face down toward his 162
face drew closer and 54
face even before she 264
face even redder than 312
face even whiter than 217
face from another and 114
face from another six 65
face from behind and 52
face from behind her 169
face from behind his 76
face from insult and 203
face full before him 40
face full toward her 58
face full toward him 110
face gets redder and 63
face great dangers and 103
face grew bright and 105
face grew bright red 116
face grew bright with 257
face grew clumsy and 49
face grew colder and 121
face grew darker and 575
face grew darker than 58
face grew darker with 68
face grew deeper and 114
face grew graver and 166
face grew harder and 102
face grew hotter and 60
face grew larger and 111
face grew pinker and 59
face grew purple and 201
face grew purple with 321
face grew radiant and 44
face grew radiant with 285
face grew redder and 807
face grew redder than 480
face grew redder with 92
face grew sadder and 174
face grew serious and 456
face grew serious for 59
face grew slowly red 45
face grew softer and 56
face grew solemn and 115
face grew solemn with 58
face grew somber and 88
face grew sullen and 79
face grew tender and 83
face grew thinner and 230
face grew whiter and 275
face grew whiter than 250
face grow darker and 43
face grow hotter and 41
face grow redder and 87
face grow redder with 41
face grow whiter and 48
face grow whiter yet 78
face into shadow and 68
face into something that 219
face just before his 145
face just before she 336
face just before they 42
face kept before him 119
face less denote her 158
face life boldly and 103
face life without any 140
face life without being 43
face life without fear 248
face life without her 943
face life without him 731
face life without his 217
face life without them 134
face life without you 396
face like someone had 65
face like someone who 108
face like something out 49
face like thunder and 126
face like yellow wax 46
face look thinner and 55
face look whiter and 43
face many changes and 42
face many dangers and 119
face many issues and 46
face many issues that 137
face mask fitted with 183
face more clearly and 158
face more clearly now 271
face more clearly than 376
face more comely than 41
face more lovely than 81
face more marred than 103
face more pallid than 45
face more radiant than 213
face more readily than 95
face more serious and 42
face more serious than 289
face more solemn than 47
face more square than 44
face more stress than 107
face much better than 148
face much pitted with 208
face much thinner than 92
face must betray her 57
face pale except for 175
face rising before him 41
face rose before her 619
face rose before him 692
face rose before his 183
face said clearly that 109
face saving device for 85
face some issues that 44
face some mighty day 44
face spit sorrow and 49
face such dangers and 53
face swam before her 795
face swam before him 267
face swam before his 259
face their family and 53
face their feelings and 105
face their future with 121
face these changes and 56
face these changes with 40
face these dangers and 99
face these feelings and 78
face these issues and 472
face these issues head 234
face these issues with 195
face turn bright red 563
face turn toward her 104
face turn toward him 124
face very anxious and 46
face very clearly and 66
face very gently with 685
face very serious and 102
face very solemn and 498
face well before you 89
face went bright red 407
face went purple and 114
face went purple with 126
face went redder than 82
face went serious and 49
face went stupid and 69
face went through all 51
face went whiter than 101
face were always being 45
face were bright red 52
face were coated with 49
face were deeper and 69
face were deeper than 161
face were filled with 181
face were grimed with 44
face were smeared with 229
face when applying for 115
face when carrying out 109
face when deciding how 120
face when searching for 101
face width should not 46
face will become red 125
face will freeze that 86
face will retain that 85
face worth painting for 46
face your family and 177
face your feelings and 60
face your future with 44
facing fifth avenue and 69
facing life without her 83
facing main street and 73
facing many dangers and 53
facing south africa and 79
facing south africa are 54
facing south africa was 47
facing such signal may 77
facing these issues and 50
fact also agrees with 45
fact also appears that 117
fact also proves that 561
fact also should not 46
fact also stands out 43
fact been argued that 421
fact been around for 158
fact been created and 45
fact been greater than 59
fact been higher than 46
fact been proved that 115
fact been thought not 46
fact been worked out 155
fact duly before our 135
fact even before his 45
fact even before that 111
fact even better than 81
fact even greater than 155
fact even higher than 59
fact even without any 42
fact from fiction and 1608
fact from fiction can 56
fact from fiction has 56
fact from fiction was 84
fact from fiction with 108
fact from legend and 91
fact from myself that 132
fact from opinion and 579
fact from opinion has 42
fact gone further and 42
fact gone further than 60
fact good reasons for 520
fact good reasons why 49
fact have argued that 42
fact have thought that 51
fact have turned out 100
fact here stated was 47
fact into fiction and 116
fact just another way 58
fact just stated may 71
fact just stated that 97
fact less common than 60
fact less likely than 49
fact less simple than 47
fact like effort can 92
fact made little use 50
fact made without any 45
fact many reasons for 44
fact many reasons why 52
fact more active than 58
fact more clearly and 73
fact more clearly than 647
fact more common than 479
fact more keenly than 87
fact more likely than 353
fact more likely that 322
fact more marked than 53
fact more obvious than 248
fact more patent than 115
fact more potent than 42
fact more readily than 75
fact more serious than 95
fact more severe than 69
fact more simple and 131
fact more stable than 82
fact more striking and 47
fact more striking than 122
fact more subtle and 46
fact more subtle than 48
fact more useful than 57
fact more varied and 47
fact most likely that 93
fact most likely was 46
fact most simply and 193
fact much better off 58
fact much better than 457
fact much bigger than 63
fact much closer than 91
fact much deeper than 44
fact much earlier than 74
fact much faster than 71
fact much greater than 635
fact much harder than 49
fact much higher than 382
fact much larger than 497
fact much richer than 47
fact much slower than 40
fact much younger than 70
fact must remain that 304
fact nothing better than 132
fact only another way 79
fact only forces him 42
fact only proves that 362
fact runs through all 41
fact shot through with 303
fact slip through that 87
fact their partial and 40
fact there always was 40
fact there should not 83
fact these changes are 56
fact these groups are 60
fact these latter are 46
fact these methods are 42
fact these rights are 51
fact these values are 68
fact very clearly that 187
fact very likely that 246
fact very little had 53
fact very little has 127
fact very little real 64
fact very little that 189
fact very little was 212
fact very simple and 83
fact well suited for 55
fact went further than 150
fact will emerge that 56
fact will enable you 55
fact will remain and 41
fact will remain that 1658
fact worth notice that 97
fact worth noticing that 316
fact worth pointing out 58
fade away before her 247
fade away before him 237
fade away before his 344
fade away before our 172
fade away before they 250
fade away before this 110
fade away before you 64
fade away faster than 51
fade away sooner than 56
fade away unless they 67
fade away without any 125
fade from around her 44
fade from before his 126
fade from before our 69
fade from memory and 392
fade from memory with 128
fade into shadow and 43
fade into symbol with 44
fade more slowly than 79
fade much sooner than 162
fading away before her 62
fading away before him 50
fading away before his 264
fading away before our 189
fading away behind them 111
fading from memory and 170
fading into purple and 90
fading more readily than 141
fail even before they 99
fail more readily than 50
fail much earlier than 46
fail much sooner than 81
fail will retire with 46
fain have always near 56
fain have chosen for 49
fain have eleanor for 49
fain have evaded this 56
fain have filled his 1835
fain have joined them 79
fain have joined with 83
fain have kissed her 71
fain have kissed his 51
fain have lingered for 50
fain have passed for 68
fain have passed this 98
fain have patted him 81
fain have paused and 58
fain have pleaded her 54
fain have rushed out 43
fain have shared his 99
fain have spared her 57
fain have spared him 137
fain have spared you 86
fain have speech with 75
fain have spoken with 113
fain have taught them 79
fain have waited for 72
fain know whether his 49
fain know whether that 51
fain know whether thou 63
fain know whether you 238
fain rest awhile and 62
fain walk abroad for 40
fair arms around his 41
fair blue fields that 83
fair dealing demand that 108
fair dealing toward all 81
fair dealing toward his 46
fair eyes behold thee 64
fair face before her 46
fair face before him 99
fair face beside her 40
fair face beside him 62
fair face radiant with 44
fair girl before him 70
fair girl beside him 87
fair girl should not 49
fair hair across his 42
fair hair around her 40
fair hair behind her 43
fair hair sticking out 92
fair hair streaming out 53
fair hearing before any 93
fair hearing before being 125
fair hearing before his 52
fair hearing before they 54
fair hearing through all 59
fair lady before she 112
fair land beyond its 51
fair much better than 49
fair play demand that 186
fair play should not 74
fair show veiled one 109
fair spring gushed out 55
fair trial before any 86
fair trial before being 106
fair trial before his 61
fair trial before they 121
fair trial before you 106
fair trial rights and 130
fair trial rights are 105
fair trial rights that 360
fair trial rights with 131
fair trial should not 65
fair wind behind her 51
fair wind behind him 65
fair wind behind them 92
fair wind failed and 63
fair wind failed them 46
fair young brides who 57
fair young fellow who 92
fair young flower she 95
fair young maiden who 54
faith also varies with 42
faith into accord with 47
faith into something that 69
faith more clearly and 74
faith more clearly than 60
faith more deeply and 57
faith more deeply than 47
faith more firmly than 50
faith more readily than 61
faith more touching than 46
faith rose higher and 49
faith runs through all 45
faith were driven out 46
faith were filled with 40
faith were treated with 69
faith will answer all 92
faith will enable him 46
faith will enable you 133
faith worth fighting for 65
fake wood paneling and 73
fall among thieves and 123
fall away before him 42
fall away before they 55
fall away behind him 158
fall away behind them 100
fall away through being 58
fall away without any 41
fall away without being 57
fall back around her 80
fall back asleep and 211
fall back asleep but 54
fall back asleep for 71
fall back asleep with 44
fall back before her 48
fall back before him 475
fall back before his 151
fall back before our 83
fall back before them 250
fall back before they 61
fall back before this 68
fall back behind her 81
fall back behind him 141
fall back behind his 54
fall back behind them 40
fall back farther and 48
fall back farther than 55
fall back further and 48
fall back slowly and 253
fall back toward its 265
fall back without being 56
fall down almost dead 40
fall down around her 877
fall down around him 424
fall down around his 425
fall down around our 253
fall down around them 243
fall down around you 205
fall down before and 187
fall down before any 54
fall down before god 1035
fall down before her 417
fall down before him 16523
fall down before his 1188
fall down before our 280
fall down before that 79
fall down before thee 806
fall down before them 1639
fall down before they 214
fall down before this 144
fall down before you 556
fall down behind them 70
fall down beside him 66
fall down faster than 43
fall down heavily and 56
fall down stairs and 337
fall down stairs was 40
fall down through our 58
fall down without any 111
fall even faster than 147
fall even further and 241
fall even further than 68
fall fast asleep and 173
fall fast asleep with 42
fall fell fallen fly 422
fall flat unless you 48
fall from almost any 43
fall from around her 66
fall from office and 202
fall from office was 189
fall from purity and 47
fall from shrubs that 124
fall from virtue and 165
fall from virtue was 83
fall from virtue with 42
fall into accord with 287
fall into actual sin 121
fall into almost any 85
fall into anguish and 52
fall into another and 293
fall into another man 169
fall into another not 51
fall into another one 258
fall into arrears and 530
fall into arrears for 220
fall into arrears with 485
fall into coughs and 44
fall into crimes and 53
fall into deeper and 132
fall into disease and 98
fall into disuse and 4362
fall into disuse but 151
fall into disuse for 626
fall into disuse with 285
fall into doubts and 123
fall into errors and 532
fall into errors that 301
fall into excess and 93
fall into fluxes and 103
fall into greater and 185
fall into groups and 397
fall into groups that 626
fall into groups with 405
fall into habits and 251
fall into habits that 251
fall into heresy and 358
fall into matter and 130
fall into misery and 388
fall into mortal sin 1976
fall into pieces and 214
fall into rivers and 159
fall into serious and 50
fall into serious sin 205
fall into sexual sin 316
fall into shadow and 42
fall into simple and 41
fall into snares and 146
fall into something that 127
fall into speech with 42
fall into strange and 40
fall into streams and 214
fall into trance and 322
fall into various age 56
fall into various sub 113
fall into vicious and 76
fall into warmer air 55
fall into winter and 47
fall just before they 41
fall more gently than 92
fall more heavily and 203
fall more heavily than 868
fall more readily than 179
fall more slowly and 367
fall more slowly than 3040
fall most heavily and 169
fall much behind its 159
fall much better and 85
fall much earlier than 161
fall much farther than 62
fall much faster than 800
fall much further than 113
fall much sooner than 97
fall much thicker than 179
fall over something and 171
