fag invention could furnish 62
far advanced renal failure 77
far civilize brute animals 257
far produced mixed results 83
fat droplets enter between 40
few airlines allow checked 47
few articles which appeared 76
few children whose parents 219
few children would survive 40
few colleges offer courses 47
few connecting links between 160
few connecting links written 52
few cottages stood together 71
few detailed field studies 87
few examples might include 75
few examples might suffice 60
few examples shall suffice 54
few examples still survive 80
few examples would include 93
few examples would suffice 158
few families could survive 41
few families whose members 84
few hesitant steps forward 150
few hesitant steps towards 95
few illusions about herself 65
few illusions about himself 237
few isolated cases outside 90
few marriages would survive 50
few meaningless stock phrases 71
few minority group members 229
few occasions which brought 71
few officers which existed 79
few original forms capable 384
few passages which suggest 59
few powerful hands operating 85
few printers could sustain 100
few questions about certain 43
few questions about details 43
few questions about herself 120
few questions about himself 186
few reported cases involving 199
few scholars would dispute 78
few students whose conduct 55
few students whose parents 64
few subjects which require 44
few vestiges still remaining 45
for abnormal liver function 186
for abnormal renal function 61
for abolishing every species 42
for abolishing negro slavery 91
for academic social science 93
for academic staff members 61
for accurate speed control 59
for acoustic tumor removal 118
for acoustic tumor surgery 93
for adaptive social behavior 42
for additive white gaussian 114
for addressing rural poverty 44
for addressing urban poverty 49
for addressing water quality 49
for adequate image quality 45
for adequate local control 72
for adequate renal function 61
for adequate social control 49
for adequate spacing between 50
for adequate working capital 144
for adjusted gross incomes 153
for advanced drama research 141
for advanced legal studies 715
for advanced level courses 67
for advanced micro devices 142
for advanced social research 317
for advanced social science 360
for advanced social studies 102
for advanced urban studies 2853
for advanced weapon systems 87
for advisory board members 66
for airborne imaging because 57
for airborne radar systems 56
for alleviating human suffering 455
for alleviating rural poverty 261
for alleviating urban poverty 55
for allocating costs between 127
for allocating funds between 81
for allocating power between 50
for allocating water between 44
for american action against 95
for american bible society 83
for american civil religion 72
for american field service 54
for american firms operating 62
for american fishing vessels 49
for american indian affairs 108
for american indian college 85
for american indian culture 76
for american indian history 469
for american indian research 77
for american indian studies 689
for american labor history 114
for american naval vessels 137
for american social history 90
for american social science 107
for american social welfare 63
for american social workers 46
for american stock exchange 98
for american trade unionism 55
for american women because 69
for american women between 55
for american women writers 97
for amplifying small amounts 41
for analgesia after cesarean 338
for approval rules providing 64
for approval varying according 83
for articles which appeared 68
for articles which require 130
for assembling large shotgun 54
for attitude change following 157
for attracting large numbers 106
for bacterial growth because 103
for ballroom dancing lessons 58
for battered women because 54
for battered women provide 43
for benefits under certain 42
for benefits under federal 68
for benefits under workers 62
for bethlehem steel company 92
for biblical study society 45
for boundary layer control 168
for boundary layer effects 60
for boundary layer studies 69
for brooklyn rapid transit 51
for bulletin board display 585
for business cycle effects 293
for business cycle research 786
for business ethics research 81
for business method patents 163
for business until january 68
for butchering large animals 45
for caribbean women writers 49
for cellular growth factors 45
for cellular phone service 170
for cerebral blood vessels 46
for cerebral palsy victims 73
for cervical spine surgery 97
for chemical bonding between 46
for children after divorce 230
for children could benefit 41
for children first appeared 62
for children learning language 63
for children learning science 64
for children might include 45
for children under certain 74
for children under fifteen 1717
for children under sixteen 3894
for children under thirteen 1580
for children which appeared 52
for children which include 67
for children while parents 236
for children whose ability 47
for children whose behavior 148
for children whose language 169
for children whose natural 72
for children whose parents 17654
for children whose primary 197
for children would require 50
for christian social service 73
for circadian phase position 92
for circular cross sections 217
for clemency shall prevail 43
for clinical brain research 74
for clinical nursing research 1059
for clinical nursing studies 87
for clinical social workers 813
for clinical testing obtaining 71
for clinical trace element 73
for clinical trials because 88
for clinical trials involving 163
for collecting blood samples 268
for collecting child support 258
for collecting first editions 133
for collecting large amounts 191
for collecting large numbers 125
for collecting small amounts 57
for collecting small insects 56
for collecting social science 70
for collecting solar radiation 49
for collecting urine samples 83
for collecting water samples 358
for combined action against 381
for combined sewer systems 75
for commando raids against 62
for commencing action against 326
for committing armed robbery 40
for complete state control 131
for complete tumor removal 121
for complete unity between 51
for computer aided process 220
for computer aided surgery 251
for computer based systems 62
for computer vision research 70
for computer vision systems 154
for concrete action against 58
for concrete social research 76
for conducting action research 339
for conducting basic research 182
for conducting field research 140
for conducting field studies 98
for conducting field surveys 95
for conducting group sessions 43
for conducting human affairs 101
for conducting indian affairs 83
for conducting joint research 46
for conducting legal research 115
for conducting nursing research 80
for conducting pilot studies 90
for conducting social research 123
for conducting social science 83
for connecting large numbers 51
for connecting links between 119
for conquest which belonged 41
for conserving plant genetic 76
for constant field current 183
for constant input voltage 44
for constant plate current 142
for constant plate voltage 72
for consumer goods because 257
for consumer goods depends 77
for consumer goods imports 260
for consumer goods including 46
for consumer goods remains 46
for consumer goods resulting 51
for consumer price indexes 57
for continuing action against 54
for converting solar radiation 239
for converting whole numbers 41
for correcting comma splices 81
for criminal action against 189
for criminal alien removal 70
for criminal cases involving 155
for criminal libel against 659
for criminal libel because 72
for criminal libel brought 45
for critical legal studies 139
for critical social inquiry 54
for critical social research 82
for critical social science 206
for cultured human arterial 59
for decisions about patient 92
for decisions about product 44
for decisions about program 44
for decisions which involve 48
for decisive action against 696
for decisive action arrived 67
for decreased renal function 121
for definite action against 58
for delivering large amounts 61
for delivering large volumes 58
for delivering social welfare 50
for delivery after receipt 94
for describing human behavior 152
for destroying draft records 101
for detailed field studies 122
for detailed local studies 64
for detailed study because 291
for developing civil society 52
for developing group cohesion 64
for developing human capital 259
for developing large systems 61
for developing latex allergy 103
for developing links between 55
for developing renal failure 89
for developing river valleys 46
for developing social capital 114
for developing social studies 50
for developing trade between 122
for developing water quality 193
for developing weather systems 138
for diphtheria toxin carried 109
for disabled older persons 93
for disabled people because 71
for disclosing state secrets 50
for discount rates between 49
for discrete event control 121
for discrete event systems 1128
for discussing local affairs 58
for dispersing books against 51
for displaying large amounts 118
for displaying large numbers 46
for displaying search results 55
for disputes arising between 93
for distance learning courses 361
for distance learning library 713
for distinct social classes 63
for domestic abuse victims 61
for domestic fixed capital 357
for domestic social welfare 55
for domestic water service 50
for domestic water systems 93
for dominant group members 170
for doubtful debts account 778
for economic growth because 351
for economic growth becomes 54
for economic growth between 58
for economic growth depends 46
for economic growth printed 63
for economic growth remains 44
for economic power between 58
for eighteen hours together 57
for eighteen months against 84
for eighteen months because 391
for eighteen months beginning 64
for eighteen months between 134
for eighteen months following 154
for eighteen months preceding 69
for eighteen months previous 102
for eighteen months together 73
for elective colon surgery 65
for elective minor surgery 69
for elective repeat cesarean 52
for electric field effects 49
for electric field strengths 102
for electric power research 589
for electric power service 48
for electric power stations 672
for electric power systems 790
for electron field emission 53
for elevated blood glucose 83
for elevated liver enzymes 85
for elevated serum amylase 57
for employee share schemes 88
for encrypting large amounts 71
for equality which excites 56
for equality within marriage 63
for erasable disks include 57
for essential trace element 322
for estimating fixed effects 48
for estimating renal function 113
for estimating small amounts 88
for estimating solar radiation 89
for estimating total numbers 40
for euclidean plane geometry 102
for evaluating human behavior 84
for evaluating human conduct 50
for evaluating image quality 73
for evaluating large numbers 66
for evaluating liver function 48
for evaluating renal function 150
for evaluating social welfare 52
for evaluating water quality 176
for eventual action against 135
for everyday social behavior 48
for everyone thinks himself 164
for exemption under article 1557
for exemption under sections 50
for exercise testing include 45
for exercising social control 206
for expanded social welfare 75
for expanded trade between 63
for expenses while attending 43
for explaining human behavior 676
for explaining social behavior 124
for expressing human emotions 43
for expressing large amounts 42
for expressing large numbers 130
for expressing strong emotions 48
for extended field service 69
for extended space missions 54
for families whose incomes 259
for families whose members 159
for feminist legal research 196
for feminist legal theorists 49
for feminist social science 72
for flattery makes demands 48
for flexible metal conduit 124
for forceful action against 111
for fourteen hours together 45
for fourteen months between 47
for frontier trade between 63
for functioning under natural 53
for functions which require 61
for gasoline filling stations 60
for generating gamma variates 79
for generating large amounts 230
for generating large numbers 179
for generating prime numbers 163
for generating small amounts 44
for generating social capital 138
for generating viral mutants 75
for governor george clinton 54
for governor george wallace 117
for graduate level courses 407
for graduate study because 57
for hospital social service 82
for hospital social workers 112
for hospital staff members 88
for hydrogen bonding between 309
for hydrogen bonds between 70
for immediate action against 782
for immediate action because 114
for immediate field service 134
for immediate social reforms 68
for immediate steps towards 61
for immolating human victims 48
for impaired fasting glucose 172
for impaired liver function 77
for impaired older persons 50
for impaired renal function 381
for imported goods because 61
for improved human welfare 41
for improved image quality 115
for improved local control 74
for improved plant protein 298
for improved social welfare 217
for improved sound quality 52
for improved voice quality 49
for improved water quality 537
for incident solar radiation 108
for increased child support 401
for increased costs resulting 60
for increased local control 99
for increased social contact 87
for increased social control 150
for increased social justice 74
for increased social support 70
for increased social welfare 168
for increased state control 187
for increased state support 191
for increased trade between 394
for increased working capital 264
for induction motor control 64
for infinite state systems 92
for informal social contact 96
for informal social control 676
for informal social gatherings 93
for informal social support 53
for instance under article 92
for interest rates between 151
for interest rates charged 41
for interest which accrued 54
for internal labor markets 110
for internal social control 83
for intimate human contact 44
for intimate social contact 56
for ionization cross sections 54
for japanese firms operating 45
for japanese legal studies 62
for kentucky fried chicken 845
for landless rural workers 54
for loanable funds depends 51
for magnetic field effects 141
for magnetic field sensors 55
for magnetic field strengths 153
for magnetic sound recording 58
for magnifying small objects 131
for majority group members 284
for mammalian cells exposed 134
for materials which contain 62
for materials which exhibit 125
for materials which reflect 74
for maternal serum screening 91
for maturity onset diabetes 69
for maximizing social utility 41
for maximizing social welfare 391
for merchant ships alarmed 74
for michigan state college 75
for militant action against 164
for militant trade unionism 100
for military action against 4216
for military action outside 68
for military space systems 63
for minority group college 49
for minority group members 2825
for minority group persons 47
for minority group workers 74
for minority party members 69
for mobilizing large numbers 107
for monetary working capital 63
for monitoring blood glucose 471
for monitoring indian economy 5898
for monitoring liver function 50
for monitoring renal function 65
for monitoring water quality 1519
for multiple light sources 75
for multiple organ failure 232
for negative bending moments 90
for neglecting human oratory 56
for nitrogen donor ligands 272
for nitrogen oxide control 54
for numerous plant species 49
