face a balancing act 151
face a battery than 131
face a broader and 43
face a certain and 40
face a certain death 267
face a certain way 72
face a comical but 80
face a complex and 441
face a complex set 444
face a contest for 61
face a contest with 52
face a culture that 128
face a decision that 264
face a dilemma and 45
face a dilemma that 535
face a dilemma with 302
face a diverse set 54
face a european war 69
face a frantic and 61
face a general war 91
face a hostile and 312
face a hundred and 50
face a lawsuit and 43
face a lawsuit for 133
face a machine gun 151
face a mottled red 180
face a painful and 55
face a paradox that 43
face a partner and 58
face a patient and 53
face a patient who 41
face a peaceful and 123
face a peculiar and 44
face a penalty for 103
face a problem and 296
face a problem for 107
face a problem head 125
face a problem not 157
face a problem that 2036
face a problem they 64
face a problem with 1086
face a question that 315
face a reckoning with 48
face a regular and 41
face a similar set 516
face a society that 288
face a thousand men 88
face a totally new 102
face i gathered that 268
face i guessed that 218
face i noticed that 188
face i realized that 416
facing a certain death 62
facing a certain way 67
facing a company that 151
facing a complex and 109
facing a country that 135
facing a country with 68
facing a deadline and 81
facing a deadline for 57
facing a decision that 250
facing a deficit and 52
facing a dilemma and 55
facing a dilemma that 227
facing a hostile and 113
facing a hundred and 54
facing a lawsuit for 59
facing a machine gun 55
facing a partner and 94
facing a patient who 67
facing a patient with 105
facing a pitcher who 82
facing a problem and 212
facing a problem for 115
facing a problem that 1476
facing a problem with 263
facing a question that 97
facing a similar set 67
facing a society that 142
facing a totally new 72
fact a century ago 55
fact a complex and 217
fact a complex one 203
fact a complex set 64
fact a concept that 41
fact a concern for 42
fact a correct one 59
fact a coverup for 133
fact a decision was 45
fact a formula for 50
fact a general and 78
fact a general law 49
fact a general one 227
fact a hundred and 87
fact a machine for 49
fact a married man 73
fact a medical man 45
fact a natural and 124
fact a natural law 40
fact a payment for 60
fact a pretext for 191
fact a problem for 142
fact a problem that 96
fact a problem with 77
fact a process that 193
fact a question that 44
fact a refugee and 143
fact a regular old 58
fact a request for 144
fact a subject with 69
fact a synonym for 146
fact a totally new 67
fact a triumph for 93
fact a trustee for 41
fact a vehicle for 154
fact a victory for 243
fact i believe all 52
fact i believe not 46
fact i believe she 164
fact i believe that 4725
fact i believe they 230
fact i believe this 151
fact i believe was 40
fact i believe you 105
fact i gathered that 85
fact i imagine that 93
fact i noticed that 162
fact i pointed out 176
fact i realized that 198
fact i suggest that 175
fact i suppose that 167
fact i suppose you 50
fact i suspect that 1028
fail a student for 60
fail a student who 126
fair a library for 41
fair a pretext for 185
fair a subject for 77
faith i believe that 296
fall a certain way 97
fall a hundred and 68
fall i gathered that 83
fame a century ago 119
farm a century ago 123
fast a company can 92
fast a machine can 42
fate i blindly run 66
fearing a descent too 49
fearing a rupture with 97
fears a stranger may 48
feed a hundred and 207
feed a hundred men 192
feed a patient who 103
feed a patient with 104
feed a thousand men 133
feed a village for 73
feel a certain awe 413
feel a certain fear 158
feel a certain joy 144
feel a certain new 47
feel a certain pang 60
feel a certain way 5516
feel a comfort and 61
feel a concern for 599
feel a concern that 92
feel a contact with 74
feel a disdain for 47
feel a disgust for 280
feel a dislike for 231
feel a failure and 129
feel a ferment and 43
feel a freedom and 52
feel a freedom that 67
feel a fresher air 98
feel a genuine and 116
feel a genuine fear 44
feel a hankering for 75
feel a harmony with 40
feel a helluva lot 474
feel a hundred and 135
feel a hundred per 395
feel a hundred then 77
feel a kindred with 101
feel a kinship and 120
feel a kinship for 165
feel a kinship that 130
feel a kinship with 3859
feel a loyalty and 46
feel a misgiving that 122
feel a natural and 186
feel a oneness with 547
feel a pleasure and 91
feel a pleasure that 123
feel a present awe 49
feel a prickly heat 45
feel a rapport with 251
feel a respect and 144
feel a respect for 937
feel a rivalry with 58
feel a sadness and 68
feel a sadness for 73
feel a sadness that 263
feel a shudder run 75
feel a similar one 93
feel a sincere and 226
feel a sincere joy 50
feel a softening and 54
feel a stranger and 101
feel a stronger and 260
feel a stronger bias 236
feel a stronger one 77
feel a sympathy and 107
feel a sympathy for 1135
feel a sympathy with 838
feel a thinness and 58
feel a thousand things 49
feel a vocation for 150
feel i deserve that 40
feel i deserve this 53
feel i promise you 58
feet a massive and 40
feet a serpent has 46
feet i dragged him 110
feet i leveled off 61
feet i noticed that 129
feet i realized that 170
feet i stopped and 48
fell a hundred and 116
fell a noisome and 894
fell a silence and 47
fell a silence that 102
fell a squalling and 40
fell a trembling and 63
fell i hurried off 70
felt a blanket being 65
felt a century ago 203
felt a century and 44
felt a certain awe 1394
felt a certain fear 267
felt a certain joy 158
felt a certain pang 111
felt a certain way 559
felt a comfort and 114
felt a comfort that 50
felt a concern for 352
felt a concern that 53
felt a current run 41
felt a delight she 91
felt a despair and 42
felt a disdain for 69
felt a disgust for 221
felt a disgust with 42
felt a dislike for 308
felt a dreadful fear 40
felt a dreadful pang 75
felt a failure and 93
felt a familiar and 59
felt a familiar heat 75
felt a familiar pang 327
felt a familiar tug 173
felt a freedom and 141
felt a freedom she 48
felt a freedom that 150
felt a genuine and 145
felt a genuine fear 83
felt a genuine pang 113
felt a hankering for 103
felt a helluva lot 88
felt a hundred and 89
felt a hundred per 84
felt a jealousy and 44
felt a kinship and 143
felt a kinship for 383
felt a kinship that 177
felt a kinship with 6999
felt a loyalty and 67
felt a miracle had 52
felt a misgiving that 192
felt a mistake had 69
felt a natural and 236
felt a natural fear 43
felt a oneness with 412
felt a painful and 60
felt a painful heat 102
felt a painful jab 89
felt a painful tug 74
felt a peculiar and 145
felt a peculiar joy 74
felt a peculiar pang 40
felt a pleasure and 115
felt a pleasure that 185
felt a rapport with 258
felt a renewal both 72
felt a renewed and 42
felt a renewed pang 58
felt a respect and 110
felt a respect for 1079
felt a rivalry with 55
felt a sadness and 124
felt a sadness for 260
felt a sadness that 628
felt a scorching heat 57
felt a scruple with 55
felt a sharper pang 73
felt a shudder and 72
felt a shudder run 2483
felt a shudder that 131
felt a sickening fear 77
felt a sickening pang 44
felt a sickening thud 125
felt a similar fear 61
felt a similar way 52
felt a sincere and 262
felt a straining and 156
felt a stranger and 126
felt a stranger had 56
felt a stronger and 139
felt a sympathy and 216
felt a sympathy for 1721
felt a sympathy that 160
felt a sympathy with 458
felt a thousand new 60
felt a totally new 50
felt a trembling and 56
felt a trembling joy 47
felt a triumph that 113
felt a vocation for 381
felt a weakness and 41
felt a weakness for 66
felt a weakness that 41
felt i belonged and 48
felt i belonged with 122
felt i finally had 85
file a consent with 102
file a correct and 115
file a dispute with 68
file a federal tax 851
file a lawsuit and 1035
file a lawsuit for 1312
file a lawsuit that 267
file a lawsuit with 427
file a petition and 1229
file a petition for 35037
file a petition has 83
file a petition that 169
file a petition with 17115
file a protest and 233
file a protest with 1939
file a request for 10901
file a request that 426
file a request with 2019
file a summons and 83
file a written and 88
file a wrongful death 251
filing a federal tax 102
filing a lawsuit and 259
filing a lawsuit can 46
filing a lawsuit for 535
filing a lawsuit may 42
filing a lawsuit that 153
filing a lawsuit with 70
filing a petition and 1061
filing a petition for 20472
filing a petition has 62
filing a petition may 46
filing a petition that 194
filing a petition with 5498
filing a protest and 67
filing a protest with 316
filing a request for 4278
filing a request with 733
filing a summons and 169
filing a wrongful death 76
fill a balloon with 929
fill a bladder with 155
fill a canteen with 117
fill a certain area 41
fill a certain gap 111
fill a certain job 93
fill a chamber with 53
fill a chapter with 288
fill a cistern with 55
fill a country with 96
fill a current gap 41
fill a doorway that 124
fill a freight car 139
fill a gallery with 86
fill a genuine gap 48
fill a grocery bag 54
fill a hundred and 129
fill a lexical gap 220
fill a library and 52
fill a library with 250
fill a notable gap 93
fill a picture with 43
fill a pitcher with 348
fill a plastic bag 217
fill a plastic cup 64
fill a polygon with 49
fill a position and 288
fill a position for 336
fill a position that 931
fill a position with 230
fill a request for 131
fill a research gap 46
fill a sandbag with 43
fill a shallow pan 62
fill a silence with 50
fill a stadium with 111
fill a stranger with 63
fill a torpedo with 53
fill a tumbler with 291
fill a vacancy and 759
fill a vacancy are 55
fill a vacancy but 42
fill a vacancy for 1073
fill a vacancy may 196
fill a vacancy not 51
fill a vacancy that 1072
fill a vacancy thus 51
fill a vacancy was 71
fill a vacancy with 243
fill a vacated seat 86
fill a washtub with 56
film a segment for 73
find a balance and 412
find a balance due 68
find a balance for 219
find a balance that 1686
find a balance with 233
find a bandage for 47
find a bargain and 66
find a bargain that 59
find a bathroom and 175
find a bathroom for 54
find a bedroom with 41
find a beginning and 108
find a beginning for 185
find a behavior that 193
find a benefit for 56
find a blanket and 103
find a blanket for 85
find a boatman who 121
find a breeder who 110
find a brisket for 62
find a broader and 166
find a buffalo path 75
find a builder who 141
find a butcher who 151
find a capable and 136
find a capable man 119
find a captain and 65
find a captain who 168
find a careful and 142
find a carriage and 196
find a carriage for 216
find a carrier for 40
find a catalog that 48
find a catholic who 55
find a central idea 111
find a century and 41
find a certain and 187
find a certain art 54
find a certain death 42
find a certain joy 130
find a certain key 89
find a certain man 304
find a certain one 137
find a certain per 211
find a certain set 107
find a certain sum 92
find a certain way 102
find a chamber pot 56
find a champion and 82
find a champion for 136
find a champion who 178
find a channel for 697
find a channel out 42
find a channel that 327
find a channel with 45
find a chapter near 98
find a chapter that 488
find a chapter with 44
find a charity that 108
find a chemist who 76
find a chinese man 47
find a chinese who 81
find a circuit that 249
find a circuit with 60
find a citation for 103
find a citizen who 167
find a civilian job 154
find a climate and 43
