face close down against 57
face comes into contact 81
face could have belonged 145
face every five minutes 175
face grows more rapidly 42
face looks very familiar 72
face might have belonged 150
face seems very familiar 55
face shone like lightning 165
face under their bonnets 66
face value just because 73
face value plus accrued 1314
face value these figures 45
face value these results 128
face which lies between 49
face which said plainly 57
face would come between 56
face would have appeared 169
face would have assumed 48
face would have brought 66
face would have cracked 65
face would have flushed 43
face would have puzzled 43
face would have revealed 69
face would have stopped 56
face would turn crimson 40
fact about north america 45
fact about these figures 144
fact about these reports 44
fact about these results 92
fact about what happens 65
fact alone will account 59
fact alone will explain 44
fact alone will justify 66
fact alone will suffice 76
fact based upon natural 41
fact calls into question 333
fact could also explain 45
fact could have escaped 60
fact fully into account 92
fact lends some support 77
fact might also explain 51
fact might have escaped 41
fact might help explain 45
fact never have existed 76
fact rather more complex 88
fact still more evident 46
fact still more strongly 49
fact taken into account 430
fact takes into account 44
fact which also applies 78
fact which also demands 50
fact which bears witness 143
fact which gave germany 69
fact which gave occasion 53
fact which here chiefly 64
fact which made against 81
fact which many critics 41
fact which many doubted 54
fact which many persons 96
fact which many writers 66
fact which most writers 65
fact which must account 65
fact which runs counter 77
fact which some critics 46
fact which told against 69
fact which will account 179
fact which will explain 175
fact which will perhaps 63
fact which will receive 69
fact which will require 64
fact which will upbraid 46
fact would also explain 51
fact would have appeared 121
fact would have assumed 457
fact would have escaped 82
fact would lend support 45
fact would only increase 40
fain would have avoided 59
fain would have escaped 96
fain would have guarded 61
fair brows drew together 69
fair hopes were blasted 86
fair terms were offered 41
faith apart from charity 126
faith apart from observing 274
faith comes from listening 82
faith could have enabled 63
faith healer oral roberts 96
faith might give lessons 51
faith which many profess 177
faith which paul preached 68
faith which will justify 50
faith which will provide 49
faith which will sustain 48
faith while giving tangible 41
fake field goal attempt 49
fall about five hundred 187
fall after great battles 112
fall apart into several 59
fall apart into smaller 106
fall apart just because 388
fall apart more quickly 51
fall apart very quickly 127
fall apart when chaucer 49
fall apart when handled 86
fall apart when released 44
fall below five hundred 135
fall below many species 50
fall below some minimal 106
fall below some minimum 861
fall below their average 60
fall below their current 119
fall below their minimum 113
fall below their natural 175
fall below their nominal 109
fall below their present 56
fall below their previous 107
fall below these figures 201
fall below these minimum 43
fall below zero degrees 52
fall short when applied 80
fall short when measured 64
fall still more rapidly 42
fall under five general 117
fall under four classes 48
fall under four general 390
fall under more general 108
fall under some general 201
fall under their censure 109
fall under their control 840
fall under their dominion 200
fall under their purview 204
fall under these general 210
fall under these rubrics 124
fall under three classes 484
fall under three general 1012
fall under your censure 104
fall under your control 109
fall within four general 140
fall within their compass 118
fall within their mandate 129
fall within their purview 767
fall within these classes 178
fall within these general 200
fall within three classes 107
fall within three general 416
fall within your general 62
fame shall only sounded 42
fame would have endured 49
fame would have induced 73
farm after their marriage 54
farm which once belonged 43
fart every four minutes 69
fast falling into oblivion 70
fast getting past ability 73
fast growing into manhood 130
fast growing tree species 1088
fast horse lies largely 80
fast passing into oblivion 293
fast sinking into neglect 43
fast sinking into oblivion 218
fast sinking into poverty 46
fast thinning their numbers 52
fate could have brought 71
fate might also partake 48
fate might have awaited 166
fate still more dreadful 42
fate under these triangles 48
fate would have awaited 444
fate would have excited 50
fears about losing control 366
fears about side effects 195
fears about their ability 215
fears about their futures 46
fears about what happens 68
fears might have wrought 313
fears which have haunted 53
fears which were aroused 65
fears which were beginning 58
fears which were excited 62
fears would have allowed 61
feed sixty poor persons 82
feel about birth control 96
feel about living together 66
feel about other aspects 72
feel about other members 41
feel about some aspects 46
feel about such matters 489
feel about their ability 253
feel about their behavior 228
feel about their careers 57
feel about their chances 50
feel about their choices 46
feel about their company 93
feel about their country 424
feel about their culture 54
feel about their current 122
feel about their decision 200
feel about their friends 44
feel about their history 88
feel about their illness 61
feel about their language 105
feel about their marriage 197
feel about their parents 425
feel about their partner 45
feel about their position 126
feel about their present 215
feel about their reactions 55
feel about their religion 48
feel about their schools 136
feel about their subject 89
feel about their teachers 67
feel about these matters 712
feel about walt whitman 56
feel about what happens 638
feel about your ability 824
feel about your answers 55
feel about your behavior 77
feel about your brothers 44
feel about your chances 257
feel about your choices 58
feel about your company 174
feel about your country 160
feel about your current 432
feel about your decision 769
feel about your friends 253
feel about your husband 400
feel about your illness 134
feel about your marriage 471
feel about your message 48
feel about your overall 68
feel about your parents 855
feel about your partner 508
feel about your position 157
feel about your present 1208
feel about your product 104
feel about your subject 452
feel about your success 59
feel anything like disgust 62
feel beauty when exposed 88
feel either safe herself 52
feel quite like himself 41
feel rather like passive 95
feel rather more certain 44
feel really good because 85
feel still more acutely 62
feel still more ashamed 44
feel still more certain 113
feel still more obliged 40
feel still more strongly 715
fees which were charged 124
fees which were claimed 44
fees which were payable 75
feet above lake superior 982
feet above their present 723
feet above their surface 43
feet above these valleys 41
feet again till harness 121
feet below land surface 844
feet below their highest 52
feet below their present 338
feet below their summits 98
feet could find support 97
feet every five minutes 75
feet thrust into sandals 98
feet which have trodden 66
feet which were covered 57
feet which were encased 47
feet would have allowed 41
feet would have brought 94
feet would have carried 71
feet would have slipped 45
feet would have touched 52
fell about five hundred 70
fell about four thousand 85
fell about three hundred 53
fell about three thousand 68
fell above three hundred 74
fell again into extreme 73
fell again into silence 219
fell again into slumber 68
fell apart into several 74
fell apart very quickly 104
fell below five hundred 65
fell below five percent 44
fell below four hundred 40
fell below some minimum 44
fell below these figures 56
fell below three hundred 46
fell beneath their daggers 94
fell rather more rapidly 47
fell still more rapidly 45
fell still more sharply 51
fell under much scandal 91
fell under nazi control 130
fell under such control 61
fell under their control 673
fell under their daggers 40
fell under their dominion 302
fell under their purview 52
fell under three general 43
fell under union control 215
fell within their purview 250
felt about such matters 182
felt about their ability 103
felt about their behavior 59
felt about their choices 45
felt about their country 158
felt about their current 126
felt about their decision 62
felt about their marriage 89
felt about their parents 185
felt about their partner 49
felt about their position 70
felt about their present 76
felt about their religion 57
felt about these matters 198
felt about your husband 49
felt about your parents 67
felt drawn more closely 45
felt quite like himself 45
felt quite safe because 55
felt quite safe himself 110
felt quite warm towards 46
felt rather more strongly 44
felt really good because 98
felt running like lightning 58
felt since their arrival 47
felt still more acutely 82
felt still more ashamed 73
felt still more certain 58
felt still more concern 96
felt still more forlorn 97
felt still more relenting 41
felt still more sharply 53
felt still more strongly 497
felt would last forever 40
felt would most benefit 49
fifth count also alleges 49
fifth fourth fifth highest 469
fifth grade reading ability 82
fifth still more largely 60
file could also contain 47
file every five minutes 106
file labor union members 41
file looks very similar 42
file might also contain 53
file might have avoided 55
file names were limited 205
file trade union members 318
file which will contain 288
file whose name follows 96
file whose name matches 328
filing within three judicial 133
fill nearly three hundred 104
film about what happens 59
film calls into question 270
film comes into contact 60
film showing some chinese 47
film shows were arranged 65
film stage door canteen 121
film which will prevent 58
filth stays there forever 56
filth which have gathered 83
find about four hundred 44
find about three hundred 214
find after some algebra 143
find anything more ancient 77
find anything more perfect 93
find anything more precise 53
find beneath their dignity 50
find every great attempt 83
find every link between 43
find large areas covered 40
find logic less diverting 213
find never more written 100
find others like herself 44
find others like himself 81
find still best devoted 46
find tents ready pitched 89
find today many studies 89
fine black silk stockings 40
fine black silk sutures 291
fine brows drew together 80
fine dints were pointed 130
fine grain size material 71
fine grain size results 43
fine linen from holland 54
fine print when comparing 147
fine sandy loam surface 134
fine sandy loam texture 112
fine white lime plaster 61
fine white thread stockings 95
fine women have endured 41
finger comes into contact 121
finger joint will resolve 53
finger might have crushed 41
finger never need explore 51
finger would have crushed 332
fire alarm pull stations 226
fire bombs were dropped 119
fire burns most briskly 48
fire could have started 282
fire danger rating systems 222
fire every five minutes 47
fire laden whom mortals 125
fire might have started 150
fire spread very quickly 143
fire spread very rapidly 119
fire tests were carried 79
fire under your desires 46
fire which lies dormant 43
fire which will consume 547
fire which will destroy 274
fire within five minutes 115
fire within more certain 49
fire would have brought 45
fire would have started 65
firm about those matters 114
firm could have avoided 56
firm filed suit against 44
firm hires more workers 209
firm makes zero profits 87
firm might have several 60
firm shall keep records 76
firm takes into account 429
firm white fish fillets 1204
firm would have charged 63
firm would have entered 128
firm would have realized 55
firs stand well asunder 55
fish arose like incense 121
fish comes into contact 45
fish genes into tomatoes 44
fish liver oils contain 87
fish passing like shadows 40
fish still more rapidly 50
fish which have entered 45
fish which have excited 44
fish which have spawned 86
fish which were brought 75
fish would have weighed 55
five acres were planted 84
five bombs were dropped 189
five books from genesis 97
five books were printed 86
five books were written 422
five brief case studies 51
five canoes were crowded 50
five cases were brought 90
five cases were decided 62
five corps were present 51
five empty beer bottles 42
five holes were drilled 175
five hours have elapsed 109
five hours having elapsed 43
five hours were devoted 60
five junior high schools 1068
five large folio volumes 492
five local high schools 44
five local radio stations 105
five major risk factors 157
five miles from algiers 81
five miles from antwerp 57
five miles from atlanta 255
five miles from augusta 109
five miles from baghdad 113
five miles from belfast 177
five miles from bologna 61
five miles from bordeaux 52
five miles from bristol 264
five miles from buffalo 154
five miles from carthage 93
five miles from central 87
five miles from charles 71
five miles from chester 174
five miles from chicago 273
five miles from colombo 291
five miles from columbia 122
five miles from concord 170
five miles from detroit 350
five miles from douglas 58
five miles from dresden 45
five miles from ephesus 49
five miles from general 69
five miles from glasgow 271
five miles from granite 63
five miles from halifax 241
five miles from hamburg 173
five miles from hanover 53
five miles from houston 70
five miles from jackson 142
five miles from jericho 59
five miles from lebanon 76
five miles from leningrad 40
five miles from lexington 520
five miles from lincoln 81
five miles from lucknow 148
five miles from madison 75
five miles from memphis 131
five miles from monmouth 58
five miles from monrovia 101
five miles from montreal 331
five miles from nairobi 74
five miles from natchez 148
five miles from nazareth 354
five miles from newport 750
five miles from norfolk 48
five miles from norwich 234
five miles from nowhere 65
five miles from palermo 98
five miles from plymouth 179
five miles from present 68
five miles from pretoria 97
five miles from reptile 101
five miles from santiago 109
five miles from shanghai 128
five miles from singapore 45
five miles from teheran 89
five miles from toronto 77
five miles from trenton 58
five miles from tripoli 44
five miles from victoria 91
five miles from virginia 77
five miles from warwick 50
five miles from windsor 110
five miles more brought 77
five miles were covered 232
five miles wide between 177
five miles wide extending 44
five months among forests 63
five months from january 253
five months from october 188
five months have elapsed 426
five months having elapsed 76
five months were allowed 55
five months were devoted 41
five others were accused 41
five others were brought 63
five others were charged 97
five others were damaged 59
five others were drowned 42
five others were elected 43
five others were injured 202
five others were ordered 59
five others were present 57
five others were wounded 394
five pages were devoted 141
five pairs were secured 46
five people were allowed 93
five people were charged 47
five people were drowned 69
five people were gathered 70
five people were injured 664
five people were invited 103
five people were present 559
five people were wounded 199
five plays were written 91
five point moving average 94
five rooms have private 130
five senior high schools 440
five sheep ready dressed 354
five ships were wrecked 40
five short years between 51
five small high schools 105
five small ones besides 43
five steps from tyranny 66
five steps very rapidly 83
five stood very quietly 146
five suits were brought 41
five taxes were repealed 76
five times five hundred 60
five times five thousand 55
five times from beginning 44
five times more calcium 56
five times more capital 117
five times more distant 110
five times more durable 43
five times more intense 139
five times more manhood 40
five times more massive 90
five times more material 109
five times more popular 74
five times more protein 180
five times more quickly 196
five times more radiation 45
five times more rapidly 383
five times more reactive 55
five times more revenue 46
five times more soluble 286
five times more strongly 60
five times more viscous 94
five times more vitamin 104
five times more workers 69
five times over between 60
five times their average 62
five times their capital 83
five times their current 76
five times their diameter 196
five times their fortune 51
five times their natural 55
five times their nominal 128
five times their numbers 189
five times their present 237
five times their previous 121
five times three hundred 64
five times your present 50
five towns from january 56
five votes cast against 43
five weeks have elapsed 325
five weeks paid vacation 88
five weeks were allowed 53
five weeks were devoted 64
five wells were drilled 342
five which five hundred 163
five which have appeared 53
five women live happily 70
five women were brought 59
five women were elected 287
five women were present 68
five working days between 47
five working days following 237
flag would have floated 51
flat hands were callous 66
flat major string quartet 156
flat plate skin friction 94
flat roofs were covered 53
flat which lies between 51
flew about from hampton 90
flew about like lightning 61
flew about their streets 44
flit about like shadows 138
flow after debt service 304
flow again more swiftly 45
flow rates vary between 47
flow rates were measured 1395
flow rates were reduced 216
flow rates were similar 46
flow rates will increase 107
flow rather from impulse 84
flow takes into account 125
flow within these vessels 142
flue gases from boilers 103
flying about like monkeys 43
flying about very briskly 46
flying posts were conveying 43
fond hopes were blasted 46
food chain from primary 85
food comes from animals 61
food comes into contact 442
food cooks more quickly 62
food crops like cassava 125
food crops were planted 123
food items were rationed 93
food leaves your stomach 67
food which have escaped 115
food which their parents 80
food which these animals 44
food which were brought 66
food which will furnish 57
food which will nourish 81
food which will produce 105
food which will provide 79
food which will satisfy 96
food which will suffice 42
food which will support 58
food which will sustain 116
food would have exposed 43
fool could have figured 49
fool could have guessed 48
fool could have written 58
fool might once himself 203
fool others into believing 188
fool people into believing 802
fool would have brought 44
fool would have guessed 53
fool would have scoffed 53
foot about lady russell 134
foot above your ancient 207
foot after their arrival 42
foot comes into contact 188
foot which five hundred 41
foot which lies between 42
foot within their borders 42
fork until just blended 92
fork until well blended 1307
form about three hundred 140
form apart from content 74
form based upon cadence 59
form calls into question 43
form comes into contact 67
form could have evolved 40
form looks very similar 63
form reefs many hundred 42
form seems best adapted 53
form seems more natural 59
form still more complex 365
form takes into account 180
form where none existed 41
form which also existed 59
form which also results 43
form which came quietly 51
form which more closely 103
form which most closely 157
form which their national 67
form which took account 54
form which will attract 90
form which will command 68
form which will contain 220
form which will deprive 41
form which will develop 74
