face drastic change without 50
face follows close behind 85
face several times before 364
fact contain within itself 70
fact emerges quite clearly 108
fail because human nature 45
fail rational basis review 41
fail several times before 98
fain silence every honest 72
fair promise could insure 54
fair visitor stood framed 63
faith dispute about whether 40
faith receive jesus christ 40
faith towards jesus christ 89
fall several times before 105
fame perhaps stood higher 47
fast breeder power reactor 60
fast increasing every moment 50
fast neutron chain reaction 349
fast neutron cross section 118
feel anxiety about something 474
feel certain about something 47
feel excited about something 45
feel freshly about something 40
feel herself strong enough 180
feel himself amply repaid 75
feel himself borne upward 40
feel himself quite handed 43
feel himself quite secure 150
feel himself strong enough 1839
feel strongly about issues 133
feel strongly about someone 80
feel strongly about something 1176
feel terrors which dismay 43
feel unhappy about something 48
fees payable under section 352
feet several times before 46
feet together about twelve 46
feet touched solid ground 707
fell several small stones 40
fell several times before 130
felt certain would follow 45
felt certain would result 40
felt concern about resale 48
felt delight stream through 54
felt everything getting larger 60
felt excited about something 52
felt herself again blushing 83
felt herself drawn closer 81
felt herself drawn toward 161
felt herself falling asleep 96
felt herself falling deeper 45
felt herself falling through 117
felt herself getting closer 41
felt herself getting drowsy 50
felt herself growing drowsy 58
felt herself melting inside 158
felt herself quite unable 85
felt herself sinking deeper 270
felt herself sinking slowly 42
felt herself sliding toward 54
felt herself strong enough 676
felt herself swaying toward 91
felt himself amply repaid 112
felt himself drawn closer 112
felt himself drawn toward 437
felt himself drawn upward 52
felt himself every moment 98
felt himself falling asleep 199
felt himself falling through 208
felt himself falling toward 49
felt himself gaining strength 80
felt himself getting drowsy 59
felt himself getting sleepy 60
felt himself growing angrier 41
felt himself growing drowsy 55
felt himself growing sleepy 63
felt himself quite abroad 129
felt himself quite another 58
felt himself quite astray 508
felt himself quite secure 127
felt himself quite unable 252
felt himself sailing through 51
felt himself sinking deeper 309
felt himself sinking through 55
felt himself sliding toward 61
felt himself strong enough 13015
felt himself under attack 116
felt remorse after drinking 156
felt remorse after gambling 271
felt several times before 54
felt strongly about issues 55
felt strongly about something 517
felt strongly drawn toward 147
fifth century after christ 3060
file reports under section 3146
filing reports under section 133
film between glass plates 82
film optical sensing device 117
find anybody brave enough 47
find epithets strong enough 64
find herself strong enough 64
find herself under attack 40
find himself again through 50
find himself amply repaid 253
find himself passing through 55
find himself quite unable 123
find himself rather helped 63
find himself seated beside 66
find himself still standing 63
find himself strong enough 213
find himself under arrest 268
find himself under attack 214
find language strong enough 1787
find traveling about through 57
find warriors still gathering 80
fine anatomy showing through 49
fine exceeding fifty pounds 98
fine figures stood before 63
fine foreign birds before 61
fine imposed under section 166
fine material passing through 111
fine scarlet shawl around 83
fine stained glass window 189
fine stamped leather stored 40
fine starlit night without 53
fire control radar system 59
fire quickly spread through 60
fire several shots before 55
fire several shots without 48
fire several times before 140
firing position after recoil 54
firm becomes large enough 49
firm decision about whether 53
five algerian rebel leaders 47
five chinese ports opened 82
five degrees above freezing 206
five degrees above normal 108
five degrees below freezing 630
five degrees below normal 59
five disputing about wisdom 41
five equally sized groups 42
five factors which affect 90
five factors which should 60
five figures dancing before 64
five figures which walked 73
five hundred acres around 136
five hundred acres should 58
five hundred acres square 150
five hundred armed troops 61
five hundred black babies 125
five hundred black slaves 58
five hundred bucks apiece 47
five hundred carts passed 61
five hundred cases treated 60
five hundred cubic inches 68
five hundred cubic meters 65
five hundred enemy troops 68
five hundred extra copies 69
five hundred fifty million 116
five hundred fifty pounds 69
five hundred forty million 48
five hundred fresh troops 127
five hundred horse should 63
five hundred indian slaves 149
five hundred light troops 97
five hundred lusty throats 41
five hundred marks sterling 115
five hundred miles across 2408
five hundred miles around 548
five hundred miles before 496
five hundred miles behind 414
five hundred miles beyond 752
five hundred miles closer 193
five hundred miles farther 690
five hundred miles further 942
five hundred miles inland 841
five hundred miles inside 99
five hundred miles square 293
five hundred miles through 1253
five hundred miles toward 107
five hundred miles without 387
five hundred negro slaves 343
five hundred newly levied 115
five hundred paces behind 135
five hundred paces beyond 107
five hundred pages apiece 111
five hundred pages octavo 147
five hundred people around 154
five hundred people attend 56
five hundred people before 53
five hundred people fiddling 61
five hundred people filled 59
five hundred people inside 46
five hundred people jammed 67
five hundred people joined 43
five hundred people killed 71
five hundred people packed 126
five hundred people showed 168
five hundred people signed 42
five hundred people standing 67
five hundred people turned 175
five hundred people waited 41
five hundred people watching 54
five hundred people without 57
five hundred people worked 58
five hundred pound legacy 58
five hundred pound reward 79
five hundred pound sterling 237
five hundred pound weight 54
five hundred shoal places 141
five hundred small cattle 61
five hundred swiss francs 94
five hundred times already 61
five hundred times before 535
five hundred times better 204
five hundred times faster 85
five hundred times greater 609
five hundred times higher 123
five hundred times larger 420
five hundred times without 82
five hundred tunes roared 43
five hundred under romero 50
five hundred under valdez 47
five hundred words dripping 48
five hundred would escape 41
five hundred yards across 677
five hundred yards around 120
five hundred yards astern 310
five hundred yards before 562
five hundred yards behind 1465
five hundred yards beyond 1334
five hundred yards farther 347
five hundred yards further 826
five hundred yards higher 53
five hundred yards inland 261
five hundred yards square 336
five hundred yards through 161
five hundred yards without 110
five largest ethnic groups 100
five letters which follow 136
five minutes after applying 68
five minutes after arriving 238
five minutes after boarding 42
five minutes after dinner 92
five minutes after drinking 65
five minutes after eleven 623
five minutes after entering 387
five minutes after ingestion 265
five minutes after launch 90
five minutes after lighting 45
five minutes after midday 40
five minutes after quitting 49
five minutes after school 148
five minutes after starting 434
five minutes after stopping 41
five minutes after sunset 448
five minutes after takeoff 487
five minutes after twelve 1601
five minutes could readily 41
five minutes later another 338
five minutes later before 94
five minutes later carrying 82
five minutes later laurie 68
five minutes later without 68
five minutes longer before 83
five minutes longer without 46
five minutes until vomiting 222
five minutes which seemed 64
five minutes would elapse 74
five octaves above middle 89
five regular solid bodies 64
five seconds every minute 213
five sections which follow 60
five several times chosen 50
five shillings would hardly 71
five stories above ground 272
five stories below ground 68
five superior court judges 101
five supreme court judges 1000
five thousand banks closed 60
five thousand banks failed 59
five thousand black slaves 46
five thousand black troops 46
five thousand crack troops 61
five thousand cubic meters 123
five thousand enemy troops 74
five thousand extra copies 312
five thousand fresh troops 395
five thousand indian troops 46
five thousand miles across 425
five thousand miles around 404
five thousand miles before 83
five thousand miles through 269
five thousand miles without 89
five thousand negro slaves 114
five thousand people already 50
five thousand people around 117
five thousand people attend 65
five thousand people filled 89
five thousand people inside 45
five thousand people jammed 102
five thousand people joined 74
five thousand people killed 67
five thousand people packed 85
five thousand people passed 93
five thousand people poured 42
five thousand people showed 187
five thousand people thronged 46
five thousand people through 99
five thousand people turned 191
five thousand people waited 45
five thousand people watching 48
five thousand people without 55
five thousand people worked 85
five thousand state militia 57
five thousand state troops 41
five thousand swiss francs 80
five thousand times before 79
five thousand times faster 46
five thousand times greater 147
five thousand times larger 87
five thousand times without 49
five thousand turks killed 47
flag following close behind 40
flat surface large enough 63
flax twisted round arrows 67
flew several times around 92
flow channel cross section 105
flow control valve should 132
flow following acute middle 248
flow process chart should 45
flux density molar energy 178
flux density passing through 213
flying insects would derive 43
flying pendant lever bridge 40
fold increase above normal 46
folk musician woody guthrie 55
fond madness which neither 53
fond pursuit after another 51
food several hours before 44
food several times before 153
food vacuole forms around 69
foot against large bodies 51
foot against upper canada 46
foot soldier could boldly 54
foot stained glass window 115
foot touched solid ground 53
form british motor holdings 173
form combining manly strength 89
form factors which depend 61
form interior zones nearest 43
form opinions about issues 101
form opinions about prison 41
form opinions about whether 53
form screens which further 139
form several large trunks 114
form several small groups 148
form several times before 173
