able in judgment to divest 56
able or desirous to attend 40
able to activate the enzyme 68
able to actually do something 67
able to advocate on behalf 54
able to announce the creation 51
able to announce the result 60
able to approach it without 92
able to approach the divine 42
able to approach the french 41
able to approach the island 43
able to approach the issues 43
able to approach the matter 54
able to approach the object 65
able to arrogate to itself 75
able to assemble an entire 46
able to catalyze the reaction 150
able to challenge the existing 124
able to challenge the regime 46
able to challenge the status 291
able to challenge the system 55
able to challenge the united 331
able to classify the various 151
able to commence the building 62
able to complete an entire 150
able to complete it before 119
able to complete it without 182
able to complete my course 42
able to complete my degree 67
able to complete my mission 41
able to complete the bridge 99
able to complete the building 245
able to complete the circle 101
able to complete the course 791
able to complete the crossing 58
able to complete the degree 83
able to complete the design 104
able to complete the entire 1554
able to complete the flight 53
able to complete the initial 83
able to complete the letter 93
able to complete the mission 189
able to complete the number 145
able to complete the painting 107
able to complete the puzzle 114
able to complete the report 98
able to complete the return 65
able to complete the school 61
able to complete the second 306
able to complete the series 149
able to complete the sexual 60
able to complete the survey 245
able to complete the system 72
able to complete the thought 101
able to complete the training 216
able to complete the voyage 91
able to conceive of another 68
able to conceive of higher 68
able to conceive of itself 132
able to conceive of myself 42
able to conceive of something 123
able to conceive the creation 95
able to conceive the divine 50
able to conceive the effect 238
able to conceive the manner 50
able to conceive the nature 41
able to conclude the matter 41
able to confront the forces 43
able to confront the future 101
able to confront the issues 56
able to confront the reality 89
able to confront the united 42
able to consider in detail 85
able to consider the effect 140
able to consider the entire 65
able to consider the extent 58
able to consider the future 191
able to consider the impact 92
able to consider the issues 64
able to consider the matter 310
able to consider the merits 107
able to consider the nature 70
able to consider the various 64
able to continue an active 89
able to continue as before 274
able to continue at school 82
able to continue in office 441
able to continue in school 227
able to continue it without 68
able to continue my career 60
able to continue the attack 104
able to continue the battle 193
able to continue the course 81
able to continue the family 65
able to continue the mission 69
able to continue the policy 128
able to continue the renown 43
able to continue the series 114
able to continue the supply 56
able to continue the system 79
able to continue the training 40
able to continue the voyage 179
able to continue to absorb 65
able to continue to access 98
able to continue to afford 93
able to continue to answer 52
able to continue to assert 64
able to continue to attend 81
able to continue to charge 50
able to continue to defend 57
able to continue to devote 44
able to continue to direct 58
able to continue to employ 85
able to continue to expand 276
able to continue to export 173
able to continue to extend 52
able to continue to follow 82
able to continue to govern 97
able to continue to ignore 60
able to continue to import 69
able to continue to invest 52
able to continue to manage 110
able to continue to market 41
able to continue to obtain 121
able to continue to occupy 42
able to continue to pursue 214
able to continue to remain 41
able to continue to reside 52
able to continue to resist 69
able to continue to supply 215
able to contract or expand 98
able to contract the muscle 54
able to contrive no better 178
able to converse as freely 41
able to converse in arabic 53
able to converse in english 1194
able to converse in french 590
able to converse in german 89
able to converse in hebrew 65
able to converse in italian 89
able to convince my friend 40
able to convince my readers 92
able to convince the clergy 49
able to convince the client 86
able to convince the courts 186
able to convince the doctor 45
able to convince the editor 41
able to convince the english 151
able to convince the entire 48
able to convince the family 95
able to convince the french 348
able to convince the german 260
able to convince the indians 91
able to convince the judges 88
able to convince the latter 43
able to convince the leaders 120
able to convince the masses 152
able to convince the owners 69
able to convince the peasant 66
able to convince the person 79
able to convince the police 281
able to convince the powers 80
able to convince the public 1676
able to convince the school 114
able to convince the seller 55
able to convince the senate 63
able to convince the soviet 200
able to convince the sultan 48
able to convince the united 377
able to convince the voters 142
able to decipher the letter 62
able to decipher the script 76
able to decipher the strange 43
able to describe an object 94
able to describe in detail 1147
able to describe in minute 51
able to describe it clearly 57
able to describe it without 41
able to describe my feelings 64
able to describe or define 73
able to describe the actions 48
able to describe the actual 137
able to describe the animal 42
able to describe the attack 67
able to describe the causes 63
able to describe the changes 153
able to describe the common 101
able to describe the course 96
able to describe the degree 56
able to describe the effect 220
able to describe the entire 329
able to describe the events 195
able to describe the extent 62
able to describe the feelings 81
able to describe the future 45
able to describe the impact 133
able to describe the manner 59
able to describe the mental 123
able to describe the methods 76
able to describe the nature 589
able to describe the object 114
able to describe the person 98
able to describe the reality 64
able to describe the scenes 61
able to describe the spatial 51
able to describe the special 50
able to describe the stages 56
able to describe the system 206
able to describe the various 405
able to diminish the amount 51
able to diminish the number 55
able to disappear to london 112
able to disclose the secret 96
able to discover an answer 40
able to discover in nature 75
able to discover it through 154
able to discover or invent 86
able to discover the actual 151
able to discover the amount 62
able to discover the answer 104
able to discover the authors 48
able to discover the causes 274
able to discover the common 59
able to discover the defect 47
able to discover the divine 55
able to discover the entire 48
able to discover the errors 48
able to discover the extent 158
able to discover the female 44
able to discover the ground 137
able to discover the guilty 43
able to discover the hidden 173
able to discover the limits 42
able to discover the motive 67
able to discover the nature 431
able to discover the number 116
able to discover the object 155
able to discover the origin 413
able to discover the proper 95
able to discover the reasons 171
able to discover the secret 1230
able to discover the source 403
able to discover the sunken 47
able to discover the traces 84
able to discover the various 64
able to discover the writer 44
able to dislodge the french 266
able to displace the latter 56
able to disprove the charge 146
able to document in detail 52
able to document the extent 72
able to dominate the agenda 58
able to dominate the baltic 40
able to dominate the course 74
able to dominate the entire 507
able to dominate the global 45
able to dominate the market 405
able to dominate the policy 99
able to dominate the public 62
able to dominate the system 80
able to download the entire 42
able to download the latest 86
able to emigrate to canada 47
able to envisage the future 61
able to estimate the actual 177
able to estimate the amount 1298
able to estimate the annual 102
able to estimate the damage 43
able to estimate the degree 484
able to estimate the demand 61
able to estimate the direct 40
able to estimate the effect 463
able to estimate the energy 130
able to estimate the errors 44
able to estimate the extent 542
able to estimate the feelings 40
able to estimate the forces 51
able to estimate the future 269
able to estimate the height 110
able to estimate the impact 216
able to estimate the likely 128
able to estimate the market 132
able to estimate the merits 99
able to estimate the nature 93
able to estimate the number 1250
able to estimate the proper 55
able to estimate the strength 217
able to estimate the values 123
able to estimate the various 58
able to estimate the volume 99
able to estimate the weight 145
able to evacuate the building 57
able to evaluate the actual 81
able to evaluate the amount 66
able to evaluate the changes 57
able to evaluate the claims 81
able to evaluate the client 42
able to evaluate the degree 295
able to evaluate the design 52
able to evaluate the effect 379
able to evaluate the entire 55
able to evaluate the extent 264
able to evaluate the impact 424
able to evaluate the merits 247
able to evaluate the methods 43
able to evaluate the nature 88
able to evaluate the source 45
able to evaluate the status 73
able to evaluate the strength 80
able to evaluate the system 60
able to evaluate the various 202
able to exercise an almost 65
able to exercise an amount 51
able to exercise in france 71
able to exercise it without 41
able to exercise the choice 43
able to exercise the degree 97
able to exercise the duties 54
able to exercise the office 59
able to exercise the options 70
able to exercise the powers 320
able to exercise the proper 44
able to exercise the rights 377
able to exorcise the demons 57
able to extinguish the flames 264
able to extinguish the sacred 44
able to forecast the course 55
able to forecast the demand 52
able to forecast the effect 56
able to forecast the future 1772
able to forecast the likely 41
able to forecast the number 51
able to forecast the result 56
able to foretell the actions 57
able to foretell the course 59
able to foretell the future 3786
able to foretell the nature 53
able to foretell the result 98
able to frighten the wolves 57
able to generate an income 92
able to generate the energy 96
able to generate the entire 43
able to generate the income 41
able to generate the needed 140
able to identify an attack 40
able to identify an object 275
able to identify as belonging 67
able to identify it without 68
able to identify or define 44
able to identify or locate 76
able to identify the active 63
able to identify the actual 374
able to identify the amount 48
able to identify the animal 248
able to identify the artist 61
able to identify the authors 81
able to identify the bodies 252
able to identify the building 58
able to identify the caller 51
able to identify the causal 74
able to identify the causes 390
able to identify the changes 105
able to identify the client 87
able to identify the colors 45
able to identify the common 289
able to identify the corpse 43
able to identify the crucial 50
able to identify the degree 92
able to identify the demand 47
able to identify the design 70
able to identify the disease 92
able to identify the driver 83
able to identify the effect 122
able to identify the emotion 81
able to identify the entire 46
able to identify the errors 43
able to identify the events 59
able to identify the extent 164
able to identify the family 83
able to identify the feelings 80
able to identify the figure 74
able to identify the forces 76
able to identify the gender 63
able to identify the global 45
able to identify the groups 75
able to identify the guilty 57
able to identify the hidden 40
able to identify the impact 132
able to identify the initial 48
able to identify the issues 207
able to identify the killer 162
able to identify the larger 45
able to identify the latter 56
able to identify the letter 90
able to identify the likely 76
able to identify the market 112
able to identify the moment 40
able to identify the nature 500
able to identify the normal 56
able to identify the number 310
able to identify the object 463
able to identify the origin 294
able to identify the owners 58
able to identify the person 806
able to identify the places 86
able to identify the plants 110
able to identify the points 98
able to identify the proper 129
able to identify the reasons 182
able to identify the regions 42
able to identify the second 77
able to identify the sender 121
able to identify the shapes 44
able to identify the skills 91
able to identify the sounds 110
able to identify the source 1696
able to identify the speaker 149
able to identify the special 69
able to identify the spirit 57
able to identify the stages 103
able to identify the strange 40
able to identify the system 80
able to identify the target 295
able to identify the unique 155
able to identify the values 106
able to identify the various 1212
able to identify the vessel 50
able to identify the victim 161
able to identify the voices 66
able to identify the writer 137
able to indicate the actual 40
able to indicate the amount 47
able to indicate the degree 68
able to indicate the extent 93
able to indicate the nature 156
able to indicate the number 99
able to indicate the origin 40
able to indicate the proper 55
able to indicate the source 47
able to instruct the system 41
able to interest the public 139
able to liberate the german 48
able to localize the source 167
able to maintain an active 305
able to maintain an actual 42
able to maintain an airway 49
able to maintain an almost 182
able to maintain an annual 86
able to maintain an energy 46
able to maintain it through 169
able to maintain it without 156
able to maintain me without 43
able to maintain my family 68
able to maintain my ground 155
able to maintain my weight 99
able to maintain or expand 69
able to maintain or oppose 45
able to maintain or regain 63
able to maintain the airway 52
able to maintain the amount 42
able to maintain the belief 55
able to maintain the burden 41
able to maintain the changes 53
able to maintain the combat 41
able to maintain the degree 81
able to maintain the empire 140
able to maintain the energy 41
able to maintain the existing 259
able to maintain the facade 72
able to maintain the family 226
able to maintain the fiction 217
able to maintain the forest 49
able to maintain the former 124
able to maintain the ground 194
able to maintain the higher 147
able to maintain the initial 68
able to maintain the levels 41
able to maintain the lowest 49
able to maintain the morale 53
able to maintain the normal 229
able to maintain the number 49
able to maintain the pledge 75
able to maintain the policy 72
able to maintain the prices 50
able to maintain the proper 285
able to maintain the public 419
able to maintain the purity 91
able to maintain the rights 85
able to maintain the school 51
able to maintain the spirit 87
able to maintain the standing 83
able to maintain the status 607
able to maintain the strength 117
able to maintain the strict 45
able to maintain the supply 87
able to maintain the system 234
able to maintain the tension 77
able to maintain the volume 65
able to maintain the weight 143
able to maximize the amount 56
able to maximize the impact 42
able to maximize the number 76
able to memorize the entire 60
able to minimize the amount 137
able to minimize the damage 144
able to minimize the effect 98
able to minimize the impact 215
able to minimize the number 165
able to mitigate the impact 110
able to mobilize the entire 125
able to mobilize the forces 65
able to mobilize the masses 462
able to mobilize the public 124
able to modulate the immune 48
able to multiply or divide 43
able to multiply the number 86
able to navigate the system 73
able to navigate the waters 50
able to negotiate on behalf 127
able to negotiate the narrow 77
able to negotiate the release 91
able to negotiate the return 58
able to negotiate the stairs 93
able to negotiate the system 68
