a basin some thirty feet 52
a basis from which many 67
a basis from which more 210
a basis from which other 100
a basis from which some 42
a basis from which such 103
a basis from which these 40
a basis upon which many 60
a basis upon which more 169
a basis upon which other 95
a basis upon which some 77
a basis upon which such 104
a basis upon which these 56
a black arch which lets 51
a black baby grand piano 97
a black band running from 50
a black body would emit 41
a black body would have 97
a black cloth thrown over 207
a black cock burst upon 56
a black hole might have 45
a black hole whose mass 125
a black hole would have 91
a black lace scarf over 120
a black lace shawl over 96
a black line drawn along 47
a black line running along 69
a black line running down 170
a black line running from 128
a black list drawn down 62
a black silk apron over 112
a black silk dress made 42
a black silk dress such 50
a black silk evening gown 54
a black silk patch over 106
a black silk scarf over 62
a black silk scarf tied 41
a black silk shirt open 71
a black skin thrown over 45
a black veil thrown over 67
a blank card drawn from 43
a blast came booming from 44
a blast from heaven upon 40
a blood clot breaks away 45
a blood smear taken from 42
a blood test every three 43
a blood test every week 60
a blunt tusk would sink 41
a blush from looking like 64
a board upon which were 49
a boiling surf might view 66
a bowling ball rolling down 127
a brass pipe whose bore 70
a brick wall eight feet 46
a brief early stage during 52
a brief note about what 106
a brief talk about what 44
a brief time after their 42
a brief time borne arms 57
a brief word about what 57
a brisk wind blowing from 86
a broad band passing along 51
a broad band reaching from 53
a broad band running from 80
a broad belt about their 109
a broad belt running from 101
a broad dark brown band 113
a broad grin spread over 690
a brown bird hover over 85
a burning coal taken from 43
a cause from which there 71
a chain link fence along 47
a chair warm until half 40
a change during which there 42
a change took place also 49
a change took place during 73
a change took place from 96
a change took place much 50
a change took place when 205
a change will sweep over 111
a charm more easily felt 73
a chart from excel into 50
a check list which will 58
a check mark every time 58
a check upon every other 85
a child aged eight years 81
a child aged seven years 166
a child aged under five 49
a child born alive during 66
a child born today will 158
a child born under such 144
a child born under these 70
a child from falling into 63
a child from running into 47
a child like yours from 44
a child must first have 43
a child must first learn 86
a child only eight years 241
a child only seven years 199
a child over seven years 94
a child soon after birth 95
a chill into every heart 172
a chill wind blowing from 58
a civil case arising from 55
a civil case based upon 93
a civil suit arising from 72
a civil union shall have 89
a class have never been 67
a cliff some fifty feet 40
a cliff some forty feet 99
a close room where there 48
a cloud from which rain 77
a cloud over every brow 63
a cloud were passing over 46
a court case would have 52
a court from which there 1205
a court held every month 61
a court will grant such 44
a creek some miles from 56
a crime most alien from 63
a cross will never tell 110
a curse ever rests upon 49
a curse from heaven upon 62
a curse from which there 94
a cycle from which there 44
a danger from which there 128
a deadly cold creep into 56
a defeat from which there 54
a deity were really there 51
a dialog will appear asking 54
a ditch into which their 40
a dodge mini motor home 78
a doubt will cause some 60
a dozen other kinds were 44
a dozen other people from 45
a dozen other people have 47
a dozen other people there 53
a dozen other people were 158
a dozen other women were 66
a dozen rude scows were 76
a dozen such cases among 64
a dozen such cases have 71
a dozen such cases were 40
a dozen wild geese laid 165
a dozen years after leaving 50
a dozen years after their 142
a dozen years later there 137
a dozen years later when 540
a dozen years since these 58
a dozen years would pass 60
a dozen young girls from 53
a dozen young people from 43
a dozen young people were 79
a dozen young women from 40
a dozen young women were 57
a dusky vale where lethe 94
a dutch army could have 85
a dutch ship bound from 44
a failing best shown when 75
a faint gray light along 44
a faint heart never wins 43
a fairy tale about good 126
a fairy tale about three 41
a fairy tale would have 44
a falling tree might break 50
a false move would have 82
a false step might have 363
a false step would have 1255
a false step would send 75
a fancy lord peter took 91
a fatal blow might have 41
a fatal blow would have 117
a father from dover upon 61
a father many times over 100
a father three times over 46
a fault from which even 101
a fault into which many 62
a fault many people have 49
a feeling many people have 54
a feeling must often have 43
a feeling there would have 68
a feeling very nearly akin 59
a field five miles from 50
a field from which there 63
a field like social work 47
a field some miles from 46
a field three miles from 46
a fiery face thrust from 58
a fight took place there 44
a final peace which will 113
a first name basis here 40
a first step which must 51
a first step which will 49
a first step would have 61
a fixed cost which must 41
a fixed time after birth 50
a fixed time after date 165
a fixed time every week 46
a fixed time period during 41
a flame from which other 46
a flood from which only 42
a flood having swept over 162
a fluid will spout from 45
a force four times their 55
a force from which there 73
a force many times their 75
a force three times their 159
a fresh gale blowing from 76
a fresh wife every spring 47
a fresh wind blowing from 165
a front door opening onto 43
a front page story from 41
a front page story saying 48
a fully ripe fruit from 56
a ghost town after dark 106
a given case would have 42
a given size drawn from 198
a given size taken from 61
a given time after date 67
a given time might have 58
a given time period during 78
a given time period from 101
a given time period have 47
a given time period must 100
a given time period over 41
a given time period such 96
a given time period were 67
a given time period when 80
a given time period will 310
a given time would also 40
a given time would have 67
a glass door opening into 69
a glass door opening onto 69
a glass door opening upon 82
a glass just taken from 43
a glass tube about four 101
a glass tube about half 110
a glass tube about three 616
a glass tube blown into 48
a glass tube dipping into 86
a glass tube drawn down 79
a glass tube still acts 40
a glass tube which also 40
a glass tube which dips 57
a grand band hired from 41
a grand jury drawn from 62
a grand jury looking into 84
a grand jury probe into 64
a grand jury within three 70
a grand jury would have 78
a grant from henry viii 88
a grant from queen anne 141
a grant from queen mary 43
a grasp from which there 138
a grave from which there 81
a greek root which means 82
a greek term which means 77
a greek verb which means 142
a greek word could come 49
a greek word which means 2143
a greek word which meant 112
a greek word whose true 49
a green bank sloping down 143
a green hand might feel 77
a green isle needs must 459
a green silk scarf tied 55
a green when thrown into 53
a group from which there 46
a group have never been 89
a group have power over 55
a growing good feeling among 49
a grown young woman when 85
a gruff male voice said 73
a guilt from which most 47
a happy dream stand there 40
a happy ending would have 103
a happy hour first girt 48
a haven into whose mouth 42
a healthy young adult male 227
a healthy young woman like 84
a hindi word which means 46
a horse came rolling along 58
a house door stood open 82
a house five miles from 96
a house four miles from 56
a house from which there 89
a house from whose open 66
a house just after dark 54
a house nine miles from 43
a house once given over 63
a house some miles away 76
a house three doors away 67
a house three doors down 162
a house three miles away 50
a house three miles from 166
a house well known from 48
a human body could have 150
a human body would fall 99
a human body would have 76
a human foot could pass 109
a human form arose from 96
a human heart would dare 106
a human life apart from 44
a human life would have 42
a human nest stuck high 55
a human soul could ever 45
a human soul which sins 40
a hurry from morning till 46
a husky male voice said 47
